new,host,ttl,a,cname,soa,status_code,aaaa,mx,txt,has_internal_ips,internal_ips,ns,cdn,cdn-name
,id.trip.com,556,,"slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620737, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2001:2030:22::3e73:fd68, 2001:2030:22::3e73:fd63",,,,,,,
,ie.trip.com,900,,"slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:a1::5c7a:3674, 2a02:26f0:a1::5c7a:365e",,,,,,,
,il.trip.com,900,"23.200.133.42, 23.200.133.6","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:7100::687e:25ab, 2a02:26f0:7100::687e:258b, 2a02:26f0:7100::687e:25a2",,,,,,,
,im.trip.com,900,"103.143.160.196, 103.158.15.61",im.trip.com.osonly.ctripgslb.com,"{'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}",NOERROR,,,,,,,,
,image.emails.trip.com,3600,"2.18.121.137, 2.18.121.139","images.s7.exacttarget.com.edgesuite.net, a1843.g.akamai.net","{'name': 'g.akamai.net', 'ns': 'n0g.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'g.akamai.net', 'ns': 'n0g.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'g.akamai.net', 'ns': 'n0g.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'g.akamai.net', 'ns': 'n0g.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'g.akamai.net', 'ns': 'n0g.akamai.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
,imgray.trip.com,900,103.158.15.54,,"{'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,
,in.trip.com,900,"2.22.54.137, 2.22.54.145","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:3500:1b::1724:a38f, 2a02:26f0:3500:1b::1724:a391",,,,,,,
,investors.trip.com,900,"2.16.6.15, 2.16.6.6","ctripcominternationalltd.gcs-web.com, leapfrog-ssl-21.gcs-web.com.edgekey.net, e26203.dsca.akamaiedge.net","{'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dsca.akamaiedge.net', 'ns': 'n0dsca.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620739, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:1700:11::b856:679b, 2a02:26f0:1700:11::b856:679e",,,,,,,
,ir.trip.com,900,"103.143.160.200, 103.158.15.28","base.trip.com, slb-05-xy5-rb5-osonly.ctripgslb.com","{'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}, {'name': 'ctripgslb.com', 'ns': 'dns1.zdnscloud.info', 'mailbox': 'mail.knet.cn.ctripgslb.com', 'serial': 26646, 'refresh': 3600, 'retry': 3600, 'expire': 3600, 'minttl': 60}",NOERROR,,,,,,,,
,it.trip.com,595,"80.239.150.65, 80.239.150.42, 80.239.150.97","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:480:36::212:4011, 2a02:26f0:480:36::212:4020",,,,,,,
,jobs.careers.trip.com,900,18.141.64.255,trip.avature.net,"{'name': 'avature.net', 'ns': 'ns-753.awsdns-30.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 360}, {'name': 'avature.net', 'ns': 'ns-753.awsdns-30.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 360}",NOERROR,,smtp-iatsapp-sg02.avature.net,v=spf1 redirect=spf.avature.net,,,,,
,join.trip.com,900,"104.86.110.91, 2.18.66.59, 104.86.110.122","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
,jp.trip.com,900,"104.126.37.136, 104.126.37.155, 104.126.37.146, 104.126.37.171, 104.126.37.138","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:3500:1b::1724:a391, 2a02:26f0:3500:1b::1724:a38f",,,,,,,
,jpy.trip.com,900,,"slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:3500:1b::1724:a391, 2a02:26f0:3500:1b::1724:a38f",,,,,,,
,kr.trip.com,900,"2.23.209.155, 2.23.209.172","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
,localhost.emails.trip.com,3600,127.0.0.1,,"{'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,True,127.0.0.1,,,
,m.trip.com,325,"80.239.150.65, 80.239.150.42, 80.239.150.97","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:3500:1b::1724:a38f, 2a02:26f0:3500:1b::1724:a391",,,,,,,
,map.trip.com,900,"104.86.110.107, 104.86.110.112, 2.18.66.59, 104.86.110.122","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620733, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620735, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2600:1408:c400:c::17cd:6899, 2600:1408:c400:c::17cd:6890",,,,,,,
,maptest.trip.com,900,"104.126.37.136, 104.126.37.138, 104.126.37.155, 104.126.37.171, 104.126.37.146","slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,"2a02:26f0:a1::5c7a:365e, 2a02:26f0:a1::5c7a:3674",,,,,,,
,mta.emails.trip.com,3600,13.111.10.85,,"{'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,
,mta2.emails.trip.com,3600,13.111.10.112,,"{'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'emails.trip.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2017082100, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,,,,,,,,
,mx.trip.com,300,,"slb-trip-ak.ctripgslb.com, c229846.edgekey.net, e229846.dscx.akamaiedge.net","{'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620737, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'dscx.akamaiedge.net', 'ns': 'n0dscx.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1732620731, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",NOERROR,,,,,,,,
,mx1.service.trip.com,900,,,"{'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}, {'name': 'trip.com', 'ns': 'a9-65.akam.net', 'mailbox': 'hostmaster.trip.com', 'serial': 2019127216, 'refresh': 60, 'retry': 300, 'expire': 604800, 'minttl': 900}",NOERROR,,,,,,,,
,mx1.trip.com,300,112.64.124.75,mx1.ctrip.com,"{'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,
,mx2.trip.com,300,,mx2.ctrip.com,"{'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'ctrip.com', 'ns': 'ns5.ctrip.com', 'mailbox': 'hostmaster.ctrip.com', 'serial': 2016145532, 'refresh': 7200, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,,
