input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,final_url,tls_expired,csp_domains_,tls_subject_org_,tls_mismatched,tls_self_signed
mw-cc-preview-prod-proxy1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mw-cc-preview-prod-proxy1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mwp3-sy02-ssl.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mwp3-sy02-ssl.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mwp9-ssl.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mwp9-ssl.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mx4-was.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mx4-was.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mxmgcisewps03.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mxmgcisewps03.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mxqroesxp28.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mxqroesxp28.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
my-suggs.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://my-suggs.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
my.walla.co.il,,200,874,my.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,my.walla.co.il,cloudfront,443,https://my.walla.co.il,https,UploadServer,text/html,GET,13.35.58.112,/,,/favicon.ico,2600:9000:2359:9e00:b:fb1d:5980:93a1,Google Cloud Storage,28,False,True,error,0,,,,,,
my5-preview-stage.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://my5-preview-stage.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myangulardemo.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myangulardemo.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mycb-ml-0-7.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mycb-ml-0-7.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mycb-ml-13.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mycb-ml-13.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mycb-ml-21.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mycb-ml-21.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mycb-ml-23.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mycb-ml-23.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mygalaxy.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mygalaxy.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myhappy.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myhappy.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myhlsdebt.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myhlsdebt.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myhronline-glsbike2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myhronline-glsbike2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myindiatechnology.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myindiatechnology.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mylinux.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mylinux.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mypatientalertsdev.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mypatientalertsdev.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mypcs.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mypcs.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
myportal.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://myportal.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
mzaidi4.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://mzaidi4.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nac-dev-caas.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nac-dev-caas.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nac-tst-conexus.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nac-tst-conexus.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nadlan.walla.co.il,"וואלה נדל""ן | כל המידע על הדירות הכי חמות למכירה והשכרה  - וואלה נדל״ן",200,424852,nadlan.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,nadlan.walla.co.il,cloudfront,443,https://nadlan.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.10,/,1863221739,/public/favicons/favicon-nadlan.ico,2600:9000:214f:f400:3:5580:6d40:93a1,UIKit,417,False,True,nonerror,0,,,,,,
nam-globalsummit-fw24-watchparty.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nam-globalsummit-fw24-watchparty.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
napp.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://napp.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
navigator.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://navigator.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
navy.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://navy.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nbfeham-smmi17.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nbfeham-smmi17.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nc1-dc1-origin-shield.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nc1-dc1-origin-shield.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ncp.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ncp.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ncprivateschoolsports.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ncprivateschoolsports.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ndcvideoert1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ndcvideoert1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
negenendertig.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://negenendertig.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nelmix.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nelmix.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nelspruit.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nelspruit.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nereida.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nereida.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
netbond-nbo-st.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://netbond-nbo-st.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
netlog-b1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://netlog-b1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
netshoes.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://netshoes.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
netty.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://netty.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
network-v19.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://network-v19.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
new-private-cache-web.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://new-private-cache-web.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
new-staging-temp-event-vpn.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://new-staging-temp-event-vpn.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
newengineeringssh-oceania-mx.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://newengineeringssh-oceania-mx.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
news.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://news.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
news.walla.co.il,חדשות | כתבות ודיווחים שוטפים 24/7 מהארץ והעולם  - וואלה חדשות,200,564161,news.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,news.walla.co.il,cloudfront,443,https://news.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.31,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:d800:3:5580:6d40:93a1,React,422,False,True,nonerror,0,,,,,,
newtestcreatetenant.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://newtestcreatetenant.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
newyear.walla.co.il,וואלה פותחים שנה,200,241801,newyear.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,newyear.walla.co.il,cloudfront,443,https://newyear.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.39,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:200:3:5580:6d40:93a1,UIKit,417,False,True,nonerror,0,,,,,,
nh3ihznjhg.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nh3ihznjhg.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nickk.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nickk.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nids-fe-e-m1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nids-fe-e-m1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nightlife.walla.co.il,וואלה לילה,200,250863,nightlife.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,nightlife.walla.co.il,cloudfront,443,https://nightlife.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.31,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:be00:3:5580:6d40:93a1,UIKit,426,False,True,nonerror,0,,,,,,
nintendo.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nintendo.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nissan-stylus-2.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nissan-stylus-2.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
njpac.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://njpac.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nmec.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nmec.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
noallegro.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://noallegro.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nodes.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nodes.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
noir-website-fe.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://noir-website-fe.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
norse2-pdx.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://norse2-pdx.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
noseyjr3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://noseyjr3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
notes.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://notes.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
notifications-service-http-etn3.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://notifications-service-http-etn3.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
notodrugs.walla.co.il,וואלה חדשות. ספורט. סלבס. אוכל - עדכונים ודיווחים שוטפים,200,695325,www.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,www.walla.co.il,google,443,https://notodrugs.walla.co.il,https,openresty/1.15.8.3,text/html,GET,34.102.212.0,/,-1893007629,/public/favicons/walla-main.ico,34.102.212.0,UIKit,479,False,True,nonerror,0,https://www.walla.co.il:443/,,,,,
nova-media-dal.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nova-media-dal.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nova-training.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nova-training.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
novalab-ust1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://novalab-ust1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
novcom.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://novcom.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
now.walla.co.il,NOW  - וואלה NOW,200,243288,now.walla.co.il,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-25T00:00:00Z,2026-02-22T23:59:59Z,CN=*.walla.co.il,*.walla.co.il,walla.co.il,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a3de18ec20e2ace02f0a937b0372246,7e06d91a74b2529e91aaae445ffd49599f5e50b5ce7a9b98525eb9f6cacb6b66,True,ctls,now.walla.co.il,cloudfront,443,https://now.walla.co.il,https,openresty/1.15.8.3,text/html,GET,143.204.215.112,/,-1893007629,/public/favicons/walla-main.ico,2600:9000:214f:3e00:3:5580:6d40:93a1,React,476,False,True,nonerror,0,,,,,,
npam-wl.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://npam-wl.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
npifallback.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://npifallback.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ns-aws-help-helporigin.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ns-aws-help-helporigin.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nsg.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nsg.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
nspmb1.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://nspmb1.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
ntc.school.walla.co.il,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://ntc.school.walla.co.il,http,Microsoft-HTTPAPI/2.0,text/html,GET,80.178.173.126,/,,/favicon.ico,80.178.173.126,Microsoft HTTPAPI:2.0,7,False,,error,0,,,,,,
