input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,webserver,csp_domains_,tls_mismatched,final_url,tls_expired,tls_wildcard_certificate
imagelibrary.comms.db.com,Default page,200,366,imagelibrary.comms.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-05-03T23:59:59Z,"CN=imagelibrary.comms.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",imagelibrary.comms.db.com,Deutsche Bank AG,imagelibrary.comms.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,845d92fb29ae07dadf31429bad237a1d,bf6c2a3558b7f4c8b32b4ee222a337ebbbd8bae8ae4f2fe3fc3751eb8eda7fd4,ctls,imagelibrary.comms.db.com,,443,https://imagelibrary.comms.db.com:443,https,GET,2.17.100.176,/,-780928015,2a02:26f0:ab00::214:8e4b,HSTS,19,False,,text/html,Apache,,,,,
in.mybank.pbc.db.com,Default page,200,366,in.mybank.pbc.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-08T00:00:00Z,2023-09-09T23:59:59Z,"CN=in.mybank.pbc.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",in.mybank.pbc.db.com,Deutsche Bank AG,in.mybank.pbc.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,5b6e7877aa32040da3860ea320382609,156dab8025aa957fb9d23f4f25cfc34cde3de3201c4933b3629459f5d125a0af,ctls,in.mybank.pbc.db.com,,443,https://in.mybank.pbc.db.com:443,https,GET,2.16.187.121,/,-780928015,2a02:26f0:ab00::5c7a:d732,HSTS,19,False,,text/html,Apache,,,,,
index.db.com,DBIQ - Deutsche Bank Index Quant,200,816,index.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2024-02-13T23:59:59Z,"CN=index.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",index.db.com,Deutsche Bank AG,index.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,fcb95cbce9aa66cdc3e34a6a6eb387f8,8c02f1ddebb356b3dc50fe7ae55e3d132927d621915d588ee8b56a6a04dae9d1,ctls,index.db.com,,443,https://index.db.com:443,https,GET,160.83.69.25,/,-1812417198,160.83.69.25,React,1,False,,text/html,Apache,,,https://index.db.com/dbiq-web/,,
india.db.com,Home,200,60171,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://india.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,858,False,,text/html,Apache,,,https://country.db.com/india/?language_id=1&kid=india.redirect-en.shortcut,,
india.pbc.db.com,ERROR: The request could not be satisfied,403,919,india.pbc.db.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-29T00:00:00Z,2023-11-28T23:59:59Z,"CN=india.pbc.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",india.pbc.db.com,Deutsche Bank AG,ams-uat.india.pbc.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,11eca16128e3879e99061e7387337807,20d2a363f7e844c80f0a321f43145bd9b97a024cbc5b6931949631516ecc8228,ctls,india.pbc.db.com,cloudfront,443,https://india.pbc.db.com:443,https,GET,18.66.147.56,/,502312696,2600:9000:225e:7a00:14:df3a:4c00:93a1,Amazon Web Services,20,False,True,text/html,CloudFront,,,,,
indonesia.db.com,Home,200,62209,www.deutsche-bank.co.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-24T00:00:00Z,2023-10-27T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,deutsche-bank.com.tw,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,6df37e4326afd47fb076ecfc7d1d9db6,bd806a772f12f9c899d2b2d1e530f13143aee6d0fad2349c67a8e94112795de4,ctls,www.deutsche-bank.co.id,,443,https://indonesia.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,896,False,,text/html,Apache,,,https://www.deutsche-bank.co.id/indonesia/,,
inhouse-consulting.db.com,Home – Group Management Consulting,200,71740,inhouse-consulting.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=group-management-consulting.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",group-management-consulting.db.com,Deutsche Bank AG,management-consulting.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,96d4d3b5cacad9b49118e1ce29e69151,cbb82fc88ca8eeaed91c1fe3bd6724711c137167ce359f6c2fb49659d71d0e71,ctls,inhouse-consulting.db.com,,443,https://inhouse-consulting.db.com:443,https,GET,2.16.187.106,/,-1308056614,2a02:26f0:ab00::5c7a:d719,Java,1050,False,,text/html,Apache,,,,,
inhouse.consulting.db.com,Home – Group Management Consulting,200,71740,inhouse.consulting.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=group-management-consulting.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",group-management-consulting.db.com,Deutsche Bank AG,managementconsulting.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,fdbd25124b1fa258ac3245f7826231e5,926a4d8fd903c082484b12c76c0822b31b794df90b7f6e1e07517c94f33a3beb,ctls,inhouse.consulting.db.com,,443,https://inhouse.consulting.db.com:443,https,GET,160.83.8.58,/,720695247,160.83.8.58,Java,1050,False,,text/html,Apache,,True,,,
inhouseconsulting.db.com,Home – Group Management Consulting,200,71738,inhouseconsulting.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=group-management-consulting.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",group-management-consulting.db.com,Deutsche Bank AG,management-consulting.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,96d4d3b5cacad9b49118e1ce29e69151,cbb82fc88ca8eeaed91c1fe3bd6724711c137167ce359f6c2fb49659d71d0e71,ctls,inhouseconsulting.db.com,,443,https://inhouseconsulting.db.com:443,https,GET,95.101.111.139,/,1116791735,2a02:26f0:480:23::1726:6285,Java,1050,False,,text/html,Apache,,,,,
inmuebles.db.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,80,http://inmuebles.db.com:80,http,GET,2.17.100.243,/,-40004944,2a02:26f0:ab00::214:8e6a,,8,False,,text/html,AkamaiGHost,,,,,
inside-research.db.com,"Deutsche Bank Research - economic cycle,growth trends, economic policy, finance sector, regulation - Deutsche Bank Research",200,138973,www.dbresearch.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-07T23:59:59Z,"CN=www.dbresearch.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.dbresearch.com,Deutsche Bank AG,equityview.research.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,7699db32ba015bb554974f0d1e620ae7,3d47f53fe0a45709cc7856481c0c0cf3f8a4a9df6763745364b48d9c6acdbbd1,ctls,www.dbresearch.com,,443,https://inside-research.db.com:443,https,GET,129.35.230.60,/,261697771,129.35.230.60,HSTS,455,False,,text/html,Apache,*.db.com,,https://www.dbresearch.com/PROD/RPS_EN-PROD/RPSHOME.alias;REWEBJSESSIONID=7A8C609C1155AFB98DAB1D7184037476,,
interface.xmarkets.db.com,404 - Website not found,404,3256,interface.xmarkets.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=www.xmarkets.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.xmarkets.db.com,Deutsche Bank AG,www.xmarkets.at,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52880d57264453cd1e8454e89b91dd5d,2ea1560ec8855218c0f221a57b394e40ff74de6ee646771ed051a35e6233f42a,ctls,interface.xmarkets.db.com,,443,https://interface.xmarkets.db.com:443,https,GET,82.98.85.85,/,1273090038,82.98.85.85,,122,False,,text/html,,,,,,
investorrelations.db.com,Home – Deutsche Bank,200,122345,investorrelations.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=investor-relations.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",investor-relations.db.com,Deutsche Bank AG,geschaeftsbericht.deutsche-bank.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,18a820580e2c0f39d1589ec75294cc29,b2972e8df30ed8f315e390b16cb2cc31a1520d268faab9a8e14ab5d38d471db9,ctls,investorrelations.db.com,,443,https://investorrelations.db.com:443,https,GET,23.36.162.215,/,-1067233841,2a02:26f0:480:23::1726:62bb,Java,1445,False,,text/html,Apache,,,,,
ipo.db.com,Deutsche Bank Authentication Gateway,200,691,login.isso.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-07-16T23:59:59Z,"CN=login-sg.isso.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",login-sg.isso.db.com,Deutsche Bank AG,login.isso.deutsche-bank.com.cn,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,e39fc90c31312c3598b675db0551832a,ba0aa0557b3521f2746836e64a46791729879c1431eb8a3092d47a623612ea29,ctls,login.isso.db.com,,80,http://ipo.db.com:80,http,GET,160.83.69.24,/,344144464,160.83.69.24,JavaServer Pages:2.3,33,False,,text/html,Apache,,,https://login.isso.db.com/websso/sso_custom_multi_auth_flex_Logon.sso?ct_orig_uri=https%3A%2F%2Flogin.isso.db.com%3A443%2Fwebsso%2Fsso_FallThrough.sso&requesting_slave=https%3A%2F%2Fexceptionws.gtb.db.com%2F&viaFT=false,,
italy.db.com,Home,200,80999,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://italy.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,1062,False,,text/html,Apache,,,https://country.db.com/italia/index?language_id=1&kid=italy-db-com.domain,,
italy.horizon.db.com,Error,503,176,italy.horizon.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=italy.horizon.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",italy.horizon.db.com,Deutsche Bank AG,italy.horizon.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,791476a9755e614939b2984c1a8c489f,c4790245e543c0c2c3320d03cc519a0277776420867ba2f3df2bc7309cdb52ca,ctls,italy.horizon.db.com,,443,https://italy.horizon.db.com:443,https,GET,95.101.111.154,/,-449331243,2a02:26f0:480:23::1726:629b,,5,False,,text/html,AkamaiGHost,,,,,
iva.dbras.db.com,,200,3121,samlsp.private.zscaler.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=samlsp.private.zscaler.com, O=Zscaler\, Inc., L=San Jose, ST=California, C=US",samlsp.private.zscaler.com,"Zscaler, Inc.",samlsp-bom5.private.zscaler.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f36e16f6c01589bda1b36374d4ac4341,4ff71a06d1cd296bc50872f2c9f159f98616f37ee05d092fa2b0a5248075cd20,ctls,samlsp.private.zscaler.com,,443,https://iva.dbras.db.com:443,https,GET,18.194.144.26,/,-383826317,3.121.121.155,Java,26,False,,text/html,,,,https://samlsp.private.zscaler.com/auth/v2/login?ssotype=exporter&domain=db%2Ecom&redrurl=https%3A%2F%2Fp%2Ezpa%2Dauth%2Enet%2FIevTunx4Bg%2Ffromsp%3Forigurl%3Dhttps%253A%252F%252Fiva%252Edbras%252Edb%252Ecom%253A443%252F&ek=ZrW1%2FQaLZfoVQYf2bBM0JebNRTkNn%2FAF50%2FpefLPpoI%3D&login_hint=&version=v2,,
japan.db.com,Home,200,86698,japan.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,japan.db.com,,443,https://japan.db.com:443,https,GET,2.17.100.179,/,959192475,2a02:26f0:ab00::214:8e41,Java,1191,False,,text/html,Apache,,,https://japan.db.com/japan/?language_id=3&kid=japan-db-com.domain,,
jobshadowing.db.com,konsoleH :: Login,200,6064,jobshadowing.db.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-03-14T00:00:00Z,2023-11-03T23:59:59Z,CN=*.your-server.de,*.your-server.de,,your-server.de,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,9bc132f109bdd28e750b2aabd5b0d93e,6b7a4448dc60de8e542a1852f14621facd24ed12aa189d730328d1543f0a2558,ctls,jobshadowing.db.com,,443,https://jobshadowing.db.com:443,https,GET,136.243.165.110,/,-1373630813,136.243.165.110,Apache,107,False,,text/html,Apache,,True,,,True
join.db.com,Deutsche Bank - Skype for Business,200,3715,join.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2024-03-19T23:59:59Z,"CN=dialin.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",dialin.db.com,Deutsche Bank AG,staging.dialin.intranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,c541490022c471c2920f9aa7651999e6,f3efbd72022fe35a4c497f3e2baa7d15cf85629ae7563ffd03d17f08f8841a75,ctls,join.db.com,,443,https://join.db.com:443,https,GET,160.83.59.39,/,-780928015,160.83.59.39,HSTS,72,False,,text/html,Apache,,,,,
jp-spt5.dbrasweb.db.com,Login,200,4570,jp-spt5.dbrasweb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=jp.dbrasweb.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",jp.dbrasweb.db.com,Deutsche Bank AG,hk.dbras.extranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d1734c67148682aeb947cfc4340a7ed5,935aec3122264523cd758f1cac33ca939f80736de1eb4ec47598ee122e43374e,ctls,jp-spt5.dbrasweb.db.com,,443,https://jp-spt5.dbrasweb.db.com:443,https,GET,160.83.128.39,/,1820856063,160.83.128.39,HSTS,127,False,,text/html,,,,https://jp-spt5.dbrasweb.db.com/dana-na/auth/url_default/welcome.cgi,,
jp.dbrasweb.db.com,Login,200,4570,jp.dbrasweb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=jp.dbrasweb.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",jp.dbrasweb.db.com,Deutsche Bank AG,hk.dbras.extranet.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d1734c67148682aeb947cfc4340a7ed5,935aec3122264523cd758f1cac33ca939f80736de1eb4ec47598ee122e43374e,ctls,jp.dbrasweb.db.com,,443,https://jp.dbrasweb.db.com:443,https,GET,160.83.128.39,/,1820856063,160.83.128.39,HSTS,127,False,,text/html,,,,https://jp.dbrasweb.db.com/dana-na/auth/url_default/welcome.cgi,,
jss.db.com,,403,290,jss.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-15T00:00:00Z,2024-04-16T23:59:59Z,"CN=jss.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",jss.db.com,Deutsche Bank AG,frainjssappp2-app.de.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,047ddaf06345b9f25182c89fb70c1cc9,1a300dd9acb20096d8b38d3dcf972f0522323a7033c564946105475b7c7885b5,ctls,jss.db.com,,443,https://jss.db.com:443,https,GET,160.83.8.183,/,1262005940,160.83.8.183,Java,15,False,,,Apache,,,,,
korea.db.com,홈,200,57677,country.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-21T00:00:00Z,2024-02-21T23:59:59Z,"CN=country.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",country.db.com,Deutsche Bank AG,taiwan.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1cd474ede3459b10c4e57ce683b93bd5,9a20aed456ae3e97917b6bd73f6689420d0dfcd9ea24e31ca264d902a1b94a47,ctls,country.db.com,,443,https://korea.db.com:443,https,GET,160.83.8.40,/,1150241757,160.83.8.40,Java,756,False,,text/html,Apache,,,https://country.db.com/korea/?language_id=3&kid=korea.redirect-en.shortcut,,
ksa-db-sadad.db.com,Deutsche Bank Authentication Gateway,200,691,login.isso.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-07-16T23:59:59Z,"CN=login-sg.isso.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",login-sg.isso.db.com,Deutsche Bank AG,login.isso.deutsche-bank.com.cn,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,e39fc90c31312c3598b675db0551832a,ba0aa0557b3521f2746836e64a46791729879c1431eb8a3092d47a623612ea29,ctls,login.isso.db.com,,443,https://ksa-db-sadad.db.com:443,https,GET,160.83.59.137,/,344144464,160.83.59.137,JavaServer Pages:2.3,33,False,,text/html,Apache,,,https://login.isso.db.com/websso/sso_custom_multi_auth_flex_Logon.sso?ct_orig_uri=https%3A%2F%2Flogin.isso.db.com%3A443%2Fwebsso%2Fsso_FallThrough.sso&requesting_slave=https%3A%2F%2Fksa-db-sadad.db.com%2F&viaFT=false,,
