new,host,ttl,a,aaaa,cname,soa,status_code,has_internal_ips,internal_ips,mx,ns,txt,cdn,cdn-name,caa
,rabbitmq-tokenization-hml.elo.com.br,300,"172.19.90.3, 172.19.85.16, 172.19.76.101",,internal-k8s-hml-inthmlin-06c2ea747a-798574125.us-east-2.elb.amazonaws.com,"{'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'us-east-2.elb.amazonaws.com', 'ns': 'ns-1076.awsdns-06.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,True,"172.19.90.3, 172.19.85.16, 172.19.76.101",,,,,,
,radar-arquitetura.elo.com.br,60,10.37.0.179,,,"{'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,10.37.0.179,,,,,,
,remoteaccess.app.elo.com.br,60,52.67.198.204,,,"{'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
,role.apis-pre-prod.elo.com.br,300,13.107.246.45,2620:1ec:29:1::45,"elo-apis-pre-prod-awdnavhccce3f4b4.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.s-part-0017.t-0009.t-msedge.net, s-part-0017.t-0009.t-msedge.net, azurefd-t-fb-prod.trafficmanager.net, dual.s-part-0017.t-0009.fb-t-msedge.net, s-part-0017.t-0009.fb-t-msedge.net","{'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,s3.apis-pre-prod.elo.com.br,300,13.107.253.45,,"elo-apis-pre-prod-awdnavhccce3f4b4.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.s-part-0017.t-0009.t-msedge.net, azurefd-t-fb-prod.trafficmanager.net, dual.s-part-0017.t-0009.fb-t-msedge.net, s-part-0017.t-0009.fb-t-msedge.net, s-part-0017.t-0009.t-msedge.net","{'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,sapa827pwz9k4vai.elo.com.br,60,"54.94.248.2, 52.67.247.111",,ec2-nginx-alb-150377011.sa-east-1.elb.amazonaws.com,"{'name': 'sa-east-1.elb.amazonaws.com', 'ns': 'ns-2034.awsdns-62.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'sa-east-1.elb.amazonaws.com', 'ns': 'ns-2034.awsdns-62.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'sa-east-1.elb.amazonaws.com', 'ns': 'ns-2034.awsdns-62.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'sa-east-1.elb.amazonaws.com', 'ns': 'ns-2034.awsdns-62.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'sa-east-1.elb.amazonaws.com', 'ns': 'ns-2034.awsdns-62.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,"ns-1276.awsdns-31.org, ns-2034.awsdns-62.co.uk, ns-291.awsdns-36.com, ns-632.awsdns-15.net",,,,
,simulador.elo.com.br,300,"172.64.154.148, 104.18.33.108",,simulador.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,site-promocoes-lab.elo.com.br,60,"13.224.189.110, 13.224.189.106, 13.224.189.101, 13.224.189.112",,,"{'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,True,cloudfront,
,site-promocoes-preview.elo.com.br,300,"18.245.46.107, 18.245.46.23, 18.245.46.89, 18.245.46.45","2600:9000:2670:4800:e:9b17:1f80:93a1, 2600:9000:2670:a000:e:9b17:1f80:93a1, 2600:9000:2670:2a00:e:9b17:1f80:93a1, 2600:9000:2670:2400:e:9b17:1f80:93a1, 2600:9000:2670:d800:e:9b17:1f80:93a1, 2600:9000:2670:8600:e:9b17:1f80:93a1, 2600:9000:2670:6000:e:9b17:1f80:93a1, 2600:9000:2670:3c00:e:9b17:1f80:93a1",d3n2osu7a7j4hq.cloudfront.net,"{'name': 'd3n2osu7a7j4hq.cloudfront.net', 'ns': 'ns-703.awsdns-23.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3n2osu7a7j4hq.cloudfront.net', 'ns': 'ns-703.awsdns-23.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3n2osu7a7j4hq.cloudfront.net', 'ns': 'ns-703.awsdns-23.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,"ns-19.awsdns-02.com, ns-703.awsdns-23.net, ns-1527.awsdns-62.org, ns-1694.awsdns-19.co.uk",,True,cloudfront,
,site-promocoes-prod.elo.com.br,300,"143.204.98.121, 143.204.98.108, 143.204.98.78, 143.204.98.83",,diuzcn2aqrhal.cloudfront.net,"{'name': 'diuzcn2aqrhal.cloudfront.net', 'ns': 'ns-1277.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'diuzcn2aqrhal.cloudfront.net', 'ns': 'ns-1277.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'diuzcn2aqrhal.cloudfront.net', 'ns': 'ns-1277.awsdns-31.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,"ns-1479.awsdns-56.org, ns-1854.awsdns-39.co.uk, ns-415.awsdns-51.com, ns-513.awsdns-00.net, ns-1672.awsdns-17.co.uk, ns-1277.awsdns-31.org, ns-554.awsdns-05.net, ns-396.awsdns-49.com",,True,cloudfront,
,site-promocoes-qa.elo.com.br,300,"18.172.112.32, 18.172.112.84, 18.172.112.90, 18.172.112.66","2600:9000:2761:9c00:3:c562:d940:93a1, 2600:9000:2761:9000:3:c562:d940:93a1, 2600:9000:2761:9600:3:c562:d940:93a1, 2600:9000:2761:f800:3:c562:d940:93a1, 2600:9000:2761:a00:3:c562:d940:93a1, 2600:9000:2761:ac00:3:c562:d940:93a1, 2600:9000:2761:5e00:3:c562:d940:93a1, 2600:9000:2761:8000:3:c562:d940:93a1",d13idj5hiqir1h.cloudfront.net,"{'name': 'd13idj5hiqir1h.cloudfront.net', 'ns': 'ns-1351.awsdns-40.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd13idj5hiqir1h.cloudfront.net', 'ns': 'ns-1351.awsdns-40.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd13idj5hiqir1h.cloudfront.net', 'ns': 'ns-1351.awsdns-40.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,"ns-1351.awsdns-40.org, ns-1995.awsdns-57.co.uk, ns-591.awsdns-09.net, ns-98.awsdns-12.com",,True,cloudfront,
,sitetobe-dev.elo.com.br,300,"205.251.193.172, 205.251.194.122, 205.251.196.216, 205.251.198.211","2600:9000:2250:7a00:3:88c3:edc0:93a1, 2600:9000:2250:fc00:3:88c3:edc0:93a1, 2600:9000:2250:9600:3:88c3:edc0:93a1, 2600:9000:2250:c600:3:88c3:edc0:93a1, 2600:9000:2250:d600:3:88c3:edc0:93a1, 2600:9000:2250:4400:3:88c3:edc0:93a1, 2600:9000:2250:e800:3:88c3:edc0:93a1, 2600:9000:2250:a000:3:88c3:edc0:93a1",d1go065qyi9y9j.cloudfront.net,"{'name': 'd1go065qyi9y9j.cloudfront.net', 'ns': 'ns-1240.awsdns-27.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1go065qyi9y9j.cloudfront.net', 'ns': 'ns-1240.awsdns-27.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1go065qyi9y9j.cloudfront.net', 'ns': 'ns-1240.awsdns-27.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,"ns-1479.awsdns-56.org, ns-1854.awsdns-39.co.uk, ns-415.awsdns-51.com, ns-513.awsdns-00.net, ns-1240.awsdns-27.org, ns-634.awsdns-15.net, ns-428.awsdns-53.com, ns-1747.awsdns-26.co.uk",,True,cloudfront,
,sitetobe-preview.elo.com.br,300,,"2600:9000:223f:9c00:16:5fe:2e40:93a1, 2600:9000:223f:4000:16:5fe:2e40:93a1, 2600:9000:223f:e00:16:5fe:2e40:93a1, 2600:9000:223f:200:16:5fe:2e40:93a1, 2600:9000:223f:7a00:16:5fe:2e40:93a1, 2600:9000:223f:5200:16:5fe:2e40:93a1, 2600:9000:223f:0:16:5fe:2e40:93a1, 2600:9000:223f:6c00:16:5fe:2e40:93a1",d2lwxsv6ni2im1.cloudfront.net,"{'name': 'd2lwxsv6ni2im1.cloudfront.net', 'ns': 'ns-1728.awsdns-24.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2lwxsv6ni2im1.cloudfront.net', 'ns': 'ns-1728.awsdns-24.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2lwxsv6ni2im1.cloudfront.net', 'ns': 'ns-1728.awsdns-24.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,True,cloudfront,
,sitetobe-prod.elo.com.br,300,"13.225.78.14, 13.225.78.127, 13.225.78.40, 13.225.78.54",,d3dhi3y848cd17.cloudfront.net,"{'name': 'd3dhi3y848cd17.cloudfront.net', 'ns': 'ns-1401.awsdns-47.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3dhi3y848cd17.cloudfront.net', 'ns': 'ns-1401.awsdns-47.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3dhi3y848cd17.cloudfront.net', 'ns': 'ns-1401.awsdns-47.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,"ns-454.awsdns-56.com, ns-938.awsdns-53.net, ns-1401.awsdns-47.org, ns-1730.awsdns-24.co.uk",,True,cloudfront,
,sitetobe-qa.elo.com.br,300,"172.64.154.148, 104.18.33.108","2606:4700:4400::6812:216c, 2606:4700:4400::ac40:9a94",sitetobe-qa.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,slackin.app.elo.com.br,60,,"2606:4700:4400::6812:216c, 2606:4700:4400::ac40:9a94",slackin.app.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,snva-3-soda.apis-pre-prod.elo.com.br,300,,,"elo-apis-pre-prod-awdnavhccce3f4b4.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.s-part-0017.t-0009.t-msedge.net, s-part-0017.t-0009.t-msedge.net, shed.dual-low.s-part-0025.t-0009.t-msedge.net, s-part-0025.t-0009.t-msedge.net, azurefd-t-fb-prod.trafficmanager.net, dual.s-part-0017.t-0009.fb-t-msedge.net, s-part-0017.t-0009.fb-t-msedge.net","{'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 't-msedge.net', 'ns': 'ns1.t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2017103101, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}, {'name': 'fb-t-msedge.net', 'ns': 'ns1.fb-t-msedge.net', 'mailbox': 'msnhst.microsoft.com', 'serial': 2018031501, 'refresh': 1800, 'retry': 900, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,sonar-apis.elo.com.br,60,10.99.1.7,,,"{'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,True,10.99.1.7,,,,,,
,splunk.elo.com.br,866,,,,"{'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'elo.com.br', 'ns': 'ns-415.awsdns-51.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,
,ssl-api.elo.com.br,300,,"2606:4700:4400::6812:295d, 2606:4700:4400::ac40:92a3",ssl-api.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,ssl-hml-api.elo.com.br,300,"104.18.34.163, 172.64.153.93","2606:4700:4400::6812:22a3, 2606:4700:4400::ac40:995d",ssl-hml-api.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,ssl-test-api.elo.com.br,300,"104.18.32.246, 172.64.155.10","2606:4700:4400::ac40:9b0a, 2606:4700:4400::6812:20f6",ssl-test-api.elo.com.br.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2355242722, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
