new,host,ttl,a,soa,ns,status_code,cdn,cdn-name,aaaa,cname,has_internal_ips,internal_ips,txt,mx,caa
[x],www.blackbook-staging.nike.com,43200,,"{'name': 'herokudns.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1661188672, 'refresh': 600, 'retry': 900, 'expire': 1209600, 'minttl': 10}, {'name': 'herokudns.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1661188672, 'refresh': 600, 'retry': 900, 'expire': 1209600, 'minttl': 10}, {'name': 'herokudns.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1661188672, 'refresh': 600, 'retry': 900, 'expire': 1209600, 'minttl': 10}, {'name': 'herokudns.com', 'ns': 'dns1.p05.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1661188672, 'refresh': 600, 'retry': 900, 'expire': 1209600, 'minttl': 10}",,NOERROR,,,,www.blackbook-staging.nike.com.herokudns.com,,,,,
[x],www.converse.com,3600,23.212.222.26,"{'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333212, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333214, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333215, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333050, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",,NOERROR,,,,"www.converse.com-ev.edgekey.net, e16626.x.akamaiedge.net",,,,,
[x],www.current.qa.nike.net,3600,10.7.25.64,"{'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,True,10.7.25.64,,,
[x],www.highfive.nike.com,900,,"{'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'highfive.nike.com', 'ns': 'ns-85.awsdns-10.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,,,
[x],www.new-next.qa.nike.net,900,,"{'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
[x],www.new-prd.nike.net,3600,66.54.56.67,"{'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'nike.net', 'ns': 'ns-1656.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
[x],www.nike.com,3573,2.23.196.75,"{'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333199, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333217, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333217, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333217, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333217, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",,NOERROR,,,,"www-geo.nike.com.akadns.net, www.nike.com.akadns.net, ev-cn.nike.com.edgekey.net, ev-cn.nike.com.edgekey.net.globalredir.akadns.net, e2785.x.akamaiedge.net",,,,,
[x],www.nike.net,507,104.81.128.7,"{'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'b.akamaiedge.net', 'ns': 'n0b.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333214, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",,NOERROR,,,,"www.nike.net.edgekey.net, e1894.b.akamaiedge.net",,,,,
[x],www.shareyourdream.nike.com,3660,"142.250.186.115, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67","{'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 646028540, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 646028540, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 646028540, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}, {'name': 'googlehosted.com', 'ns': 'ns1.google.com', 'mailbox': 'dns-admin.google.com', 'serial': 646028540, 'refresh': 900, 'retry': 900, 'expire': 1800, 'minttl': 60}","ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",NOERROR,True,google,2a00:1450:4010:c0e::79,ghs.googlehosted.com,,,,,
[x],www1.nike.com,3600,209.118.185.76,"{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,,,,,,,,,
[x],www2.nike.com,3600,209.118.185.96,"{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,,,,,,,,,
[x],www3.nike.com,3600,209.118.185.77,"{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,,,,,,,,,
[x],wwwww.registry.us-west-2.test.nifi.nike.com,900,,"{'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.nifi.nike.com', 'ns': 'ns-681.awsdns-21.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,,,,,,
[x],wxapi.nike.com,3600,52.130.64.163,"{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,,,,,,,,,
[x],zebraconnectva.nike.com,3600,146.197.185.222,"{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,,,,,,,,,
[x],zebrazombie.api-product.pes-preprod.nike.com,300,23.45.239.74,"{'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333213, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333216, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333218, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}, {'name': 'x.akamaiedge.net', 'ns': 'n0x.akamaiedge.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1719333218, 'refresh': 1000, 'retry': 1000, 'expire': 1000, 'minttl': 1800}",,NOERROR,,,,"zebrazombie.api-product.pes-preprod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net",,,,,
[x],zendesk1.nike.com,2515,"162.159.138.6, 162.159.128.7","{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,mail1.zendesk.com,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
[x],zendesk2.nike.com,3600,"162.159.128.7, 162.159.138.6","{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,mail2.zendesk.com,,,,mail.zendesk.com,
[x],zendesk3.nike.com,3600,"162.159.138.6, 162.159.128.7","{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,mail3.zendesk.com,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
[x],zendesk4.nike.com,3600,"162.159.128.7, 162.159.138.6","{'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zendesk.com', 'ns': 'ns-1213.awsdns-23.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,,,,mail4.zendesk.com,,,v=spf1 include:_netblocks.zdsys.com ~all,mail.zendesk.com,
[x],zero-video.nike.com,900,,"{'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero-video.nike.com', 'ns': 'ns-227.awsdns-28.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1503.awsdns-59.org, ns-1798.awsdns-32.co.uk, ns-227.awsdns-28.com, ns-621.awsdns-13.net",NOERROR,,,,,,,,,
[x],zero.nike.com,36,"108.138.7.38, 108.138.7.123, 108.138.7.51, 108.138.7.65","{'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zero.nike.com', 'ns': 'ns-497.awsdns-62.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1717.awsdns-22.co.uk, ns-497.awsdns-62.com, ns-765.awsdns-31.net, ns-1518.awsdns-61.org",NOERROR,True,cloudfront,,,,,,,
[x],zh-tw-help.nike.com,60,"99.86.91.10, 99.86.91.91, 99.86.91.115, 99.86.91.124","{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}",,NOERROR,True,cloudfront,,,,,,,
[x],zodiac-qa.nike.com,3600,"35.231.232.180, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67","{'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}, {'name': 'nike.com', 'ns': 'ns-n1.nike.com', 'mailbox': 'hostmaster.nike.com', 'serial': 2020101501, 'refresh': 10800, 'retry': 3600, 'expire': 1814400, 'minttl': 900}","ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",NOERROR,True,google,,,,,,,
