new,host,ttl,a,soa,status_code,cdn,cdn-name,cname,caa,aaaa,mx,ns,txt
,fonts.engelvoelkers.com,300,"104.22.23.187, 104.22.22.187, 172.67.23.104","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb",,,
,gcpcpfw01.engelvoelkers.com,300,34.89.205.20,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,gcpwpfw.engelvoelkers.com,300,34.76.60.213,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,git.engelvoelkers.com,300,35.241.239.232,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,gitlab-oauth.engelvoelkers.com,300,"104.22.23.187, 172.67.23.104, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,globe.engelvoelkers.com,126,,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,go3-ieonchrome.engelvoelkers.com,300,"18.159.24.113, 18.195.232.30, 18.196.35.73","{'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-central-1.elb.amazonaws.com', 'ns': 'ns-1689.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,pdwebv-lb-1266197426.eu-central-1.elb.amazonaws.com,,,,,
,go3-nat.engelvoelkers.com,1800,,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,go3-prod.engelvoelkers.com,300,34.120.89.153,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,go3-stage-test.engelvoelkers.com,300,213.238.34.168,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,go3-stage.engelvoelkers.com,300,213.238.34.168,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,go3-toolbox-api.engelvoelkers.com,300,"104.22.23.187, 172.67.23.104, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb",,,
,go3-toolbox-iapi.engelvoelkers.com,300,"172.67.23.104, 104.22.23.187, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",,,
,go3-toolbox-migration-api.engelvoelkers.com,300,"172.67.23.104, 104.22.23.187, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768",,,
,go3-toolbox-migration-iapi.engelvoelkers.com,300,"104.22.22.187, 172.67.23.104, 104.22.23.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768",,,
,go3-toolbox.engelvoelkers.com,192,35.190.27.124,"{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,True,google,,,,,,
,go3.engelvoelkers.com,194,"188.114.98.229, 188.114.99.229","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768",,,
,goagent-migration.engelvoelkers.com,300,"104.22.22.187, 104.22.23.187, 172.67.23.104","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb",,,
,google-oauth.engelvoelkers.com,300,"172.67.23.104, 104.22.23.187, 104.22.22.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb",,,
,gtm-tracking.engelvoelkers.com,300,"104.22.23.187, 104.22.22.187, 172.67.23.104","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::ac43:1768, 2606:4700:10::6816:17bb, 2606:4700:10::6816:16bb",,,
,gtm.engelvoelkers.com,300,"104.22.22.187, 104.22.23.187, 172.67.23.104","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768",,,
,hasura-migration.engelvoelkers.com,300,"172.67.23.104, 104.22.22.187, 104.22.23.187","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:16bb, 2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768",,,
,holidayhomes.engelvoelkers.com,279,"188.114.98.229, 188.114.99.229","{'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'engelvoelkers.com', 'ns': 'emma.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2349191545, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,"2606:4700:10::6816:17bb, 2606:4700:10::ac43:1768, 2606:4700:10::6816:16bb",,,
