new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,ns,mx,has_internal_ips,internal_ips,ptr,caa
[x],virus-mysql.giochi.kr.i.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus-sdk.c.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus-stats.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus-total.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virus.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virus.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virus.engusw.k.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus.l.giochi.chd.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus.l.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virus.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virus.usw-accounts.k.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virus.v1.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virus0826.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virus2.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virus32.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusa.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,"a.ns.emailvision.net, b.ns.emailvision.net, d.ns.emailvision.net, c.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virusarnold6.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],virusarnold6.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusblitz.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusbot.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],viruscgi.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virusdesk.betfair.ro,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusemic.ppmail3.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virusfalcon.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusflags.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusinc.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],virusirto.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],virusisrbija.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusisrbija.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],viruslex.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusm.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,"d.ns.emailvision.net, c.ns.emailvision.net, a.ns.emailvision.net, b.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],virusmusic.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],viruspolku.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusprotection.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusremoval.betfair.ro,,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusresetmintl.c.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virusscan.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusspywareentfernen.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusspywareentfernen.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusswb.blog.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virust.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virustotal.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virustotalcloud.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virustur.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virusturkey.c.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],virusvask.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],virusvask.betfair.ro,,rdr.betfair.com,,NOERROR,,,,,,,,,,
[x],viruswall.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],vod3.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],voipa05c.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],voroncovka.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],voroncovskaja.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],vpn.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],vpnirus-b.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],vqa.betfair.ro,,vqa.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],vqa.lb.paddypower.com,84.20.202.59,"ie2-vqa.paddypower.com, ie1-vqa.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],vqa.paddypower.com,"104.18.15.73, 104.18.14.73",vqa.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],w-bis.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],w-con.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],w-uno.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],w31.virus.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],wac-lo.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],warp.bvirus.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],was.betfair.it,"104.18.28.43, 104.18.29.43",was.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],was.betfair.ro,"104.18.28.235, 104.18.29.235",was.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],was.lb.paddypower.com,84.20.202.46,ie2-was.paddypower.com,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],was.paddypower.com,"104.18.14.73, 104.18.15.73",was.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],web11010.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web11930.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web1692.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web17966.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web18619.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web2-editor.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web2487.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web3202.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web3340.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web429.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web4675.betfair.ro,,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web476.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web5271.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],web5307.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webapi.skycasino.com,193.16.108.234,,"rajeev.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webapi.stg1.skycasino.com,,,"rajeev.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],webauth.paddypower.com,217.112.150.53,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webback03.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webconf-lo.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],webconf01.paddypower.com,217.112.150.69,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webmail.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webmail.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],webmail.ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],webmail.uk.betfair.com,213.86.197.185,,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webmail2.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],webworks.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],wiki.m-virus.ppmail1.paddypower.it,,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,"c.ns.emailvision.net, a.ns.emailvision.net, b.ns.emailvision.net, d.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],wizard.w-con.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],wmsbf.lb.betfair.com,84.20.210.81,ie2-wmsbf.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],wmspp.lb.paddypower.com,,ie2-wmspp.paddypower.com,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ws.lb.paddypower.com,84.20.192.56,"ie1-ws.paddypower.com, ie2-ws.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ws.paddypower.com,"104.18.15.73, 104.18.14.73",ws.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],wss.betfair.es,"104.18.29.77, 104.18.28.77",wss.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],wss.betfair.it,"104.18.28.43, 104.18.29.43",wss.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],wss.betfair.se,"104.18.6.15, 104.18.7.15",wss.betfair.se.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],ww-sul.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ww.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ww.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],www-staging.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],www.a.skybet.com,104.102.32.219,"www.a.skybet.com.edgekey.net, e9320.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],www.afiliados.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],www.betfair.com,"104.18.156.64, 104.18.157.64",www.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],www.betfair.it,"104.18.29.43, 104.18.28.43",www.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
