input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,content_type,csp_domains_,tls_mismatched,final_url
basic.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://basic.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
bbs.console-staging.pingone.com,403 Forbidden,403,199,bbs.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,bbs.console-staging.pingone.com,,443,https://bbs.console-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,-780928015,3.130.152.31,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
beta.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://beta.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
blog.console-staging.pingone.com,403 Forbidden,403,199,blog.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,blog.console-staging.pingone.com,,443,https://blog.console-staging.pingone.com:443,https,Apache,GET,44.240.2.215,/,-780928015,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
blog.mapbox.com,maps for developers,200,182351,blog.mapbox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-09T00:00:00Z,2024-01-09T23:59:59Z,CN=blog.mapbox.com,blog.mapbox.com,blog.mapbox.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,02035d6716bd4c1c2e1b906f4db8b0a3,fa010a209111e735aea177491b09b9f74b591b6fcfcb8fa348157a1f6f218fa5,ctls,blog.mapbox.com,,443,https://blog.mapbox.com:443,https,openresty,GET,52.6.3.192,/,-1485515534,52.6.46.142,PayPal,176,False,,,,text/html,https://accounts.google.com,,https://blog.mapbox.com/?gi=fe779844ee32
booking-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://booking-api.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
c37ff45e-9827-4bee-9f7f-d0b442716a15.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://c37ff45e-9827-4bee-9f7f-d0b442716a15.edge1.pingone.com:80,http,CloudFront,GET,99.86.4.79,/,-260286515,2600:9000:2057:0:4:3b2f:7a40:93a1,Amazon Web Services,20,False,True,,,text/html,,,
c862dd26-b780-4b72-921c-b2cd66be5894.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://c862dd26-b780-4b72-921c-b2cd66be5894.edge1.pingone.com:80,http,CloudFront,GET,13.225.78.15,/,-1318754176,2600:9000:21f3:5e00:1e:2873:8a40:93a1,Amazon Web Services,20,False,True,,,text/html,,,
c86c9d41-dc59-462a-bfaa-5cd32d363743.edge1.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://c86c9d41-dc59-462a-bfaa-5cd32d363743.edge1.pingone.com:80,http,CloudFront,GET,108.157.194.5,/,-1890018460,2600:9000:2204:7c00:18:2d85:7240:93a1,Amazon Web Services,20,False,True,,,text/html,,,
cacca015-97f4-4b73-bd45-1379d36ccc3a.edge1-test.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://cacca015-97f4-4b73-bd45-1379d36ccc3a.edge1-test.pingone.com:80,http,CloudFront,GET,13.32.99.102,/,268265267,2600:9000:2251:be00:19:3d45:180:93a1,Amazon Web Services,20,False,True,,,text/html,,,
cc8ae9ff-4f21-4bc8-a312-034fedfa09b7.edge1-test.pingone.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://cc8ae9ff-4f21-4bc8-a312-034fedfa09b7.edge1-test.pingone.com:80,http,CloudFront,GET,18.66.147.12,/,-606650220,2600:9000:225e:a000:7:d93b:5580:93a1,Amazon Web Services,20,False,True,,,text/html,,,
cdn.console-staging.pingone.com,403 Forbidden,403,199,cdn.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdn.console-staging.pingone.com,,443,https://cdn.console-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cdn.ncnd.pingone.com,403 Forbidden,403,199,cdn.ncnd.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdn.ncnd.pingone.com,,443,https://cdn.ncnd.pingone.com:443,https,Apache,GET,44.240.2.215,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cdn1.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cdn1.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cdp-ohi.idaas.pingone.com,PingOne - Signed Off,401,2718,cdp-ohi.idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=desktop.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",desktop.pingone.com,desktop.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b17cf0eb08435608e82c1310f7874b7d,bc9e0ba981ffe6600f574f0d9aef3419521c8be577a3de45701a825dea5adc28,ctls,cdp-ohi.idaas.pingone.com,,443,https://cdp-ohi.idaas.pingone.com:443,https,,GET,3.18.115.36,/,1151693766,3.18.115.36,Java,110,False,,Ping Identity Corporation,,text/html,,True,
cdp-ohi.ort-idaas.pingone.com,PingOne - Signed Off,401,2718,cdp-ohi.ort-idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdp-ohi.ort-idaas.pingone.com,,443,https://cdp-ohi.ort-idaas.pingone.com:443,https,,GET,18.217.232.227,/,-477535105,18.217.232.227,Java,110,False,,Ping Identity Corporation,True,text/html,,True,
cdp-ohi.test-idaas.pingone.com,PingOne - Signed Off,401,2718,cdp-ohi.test-idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdp-ohi.test-idaas.pingone.com,,443,https://cdp-ohi.test-idaas.pingone.com:443,https,,GET,3.133.3.85,/,2097571880,3.133.3.85,Java,110,False,,Ping Identity Corporation,True,text/html,,True,
cdp-ore.ort-idaas.pingone.com,PingOne - Signed Off,401,2718,cdp-ore.ort-idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdp-ore.ort-idaas.pingone.com,,443,https://cdp-ore.ort-idaas.pingone.com:443,https,,GET,44.224.160.130,/,-477535105,44.224.160.130,Java,110,False,,Ping Identity Corporation,True,text/html,,True,
cdp.idaas.pingone.com,PingOne - Signed Off,401,2718,cdp.idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=desktop.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",desktop.pingone.com,desktop.connect.pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b17cf0eb08435608e82c1310f7874b7d,bc9e0ba981ffe6600f574f0d9aef3419521c8be577a3de45701a825dea5adc28,ctls,cdp.idaas.pingone.com,,443,https://cdp.idaas.pingone.com:443,https,,GET,3.13.93.125,/,1151693766,3.13.93.125,Java,110,False,,Ping Identity Corporation,,text/html,,True,
cdp.ort-idaas.pingone.com,PingOne - Signed Off,401,2718,cdp.ort-idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cdp.ort-idaas.pingone.com,,443,https://cdp.ort-idaas.pingone.com:443,https,,GET,3.133.31.226,/,-477535105,3.133.31.226,Java,110,False,,Ping Identity Corporation,True,text/html,,True,
cemerickantiviruspre.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cemerickantiviruspre.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
certificate.console-staging.pingone.com,403 Forbidden,403,199,certificate.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,certificate.console-staging.pingone.com,,443,https://certificate.console-staging.pingone.com:443,https,Apache,GET,44.241.84.41,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
certificate.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://certificate.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
check.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://check.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cididp.idaas.pingone.com,Page Not Found,403,11120,cididp.idaas.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=login.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",login.pingone.com,login.pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,af53f9c75cbf3eb353ec499220d7b435,11751e47a51b41ee42eb97816d892ac27515f7c3c1940213ba815e35fbafa3c5,ctls,cididp.idaas.pingone.com,,443,https://cididp.idaas.pingone.com:443,https,Apache,GET,3.132.83.120,/,-337240043,3.132.83.120,Typekit,374,False,,Ping Identity Corporation,,text/html,,True,
cim-api-dev.console-staging.pingone.com,403 Forbidden,403,199,cim-api-dev.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cim-api-dev.console-staging.pingone.com,,443,https://cim-api-dev.console-staging.pingone.com:443,https,Apache,GET,3.17.229.99,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cim-api-qa.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cim-api-qa.pingone.com:443,https,,GET,44.240.2.215,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cim-api.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cim-api.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,3.130.152.31,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cim-data-quality-qa.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cim-data-quality-qa.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cim-dev.console-staging.pingone.com,403 Forbidden,403,199,cim-dev.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cim-dev.console-staging.pingone.com,,443,https://cim-dev.console-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
click.console-staging.pingone.com,403 Forbidden,403,199,click.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,click.console-staging.pingone.com,,443,https://click.console-staging.pingone.com:443,https,Apache,GET,52.11.201.206,/,-780928015,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
click.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://click.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cloud.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cloud.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cname.console-staging.pingone.com,403 Forbidden,403,199,cname.console-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,cname.console-staging.pingone.com,,443,https://cname.console-staging.pingone.com:443,https,Apache,GET,44.240.2.215,/,-780928015,3.130.152.31,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
cname.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cname.pingone.com:443,https,,GET,3.129.185.94,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
