input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,final_url
pwav2.makemytrip.com,MakeMyTrip,200,172210,pwav2.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,pwav2.makemytrip.com,443,https://pwav2.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.38.98.208,/,-390024863,2a02:26f0:480:c::210:f19c,477,False,,,
railsinfo-services.makemytrip.com,MakeMyTrip,200,172210,railsinfo-services.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,railsinfo-services.makemytrip.com,443,https://railsinfo-services.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.53.43.18,/,-390024863,2a02:26f0:480:c::210:f19d,477,False,,,
routeplannerv2.makemytrip.com,MakeMyTrip,200,172210,routeplannerv2.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,routeplannerv2.makemytrip.com,443,https://routeplannerv2.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.53.43.18,/,-390024863,2a02:26f0:480:c::210:f19c,477,False,,,
seller.makemytrip.com,MakeMyTrip,200,172210,seller.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,seller.makemytrip.com,443,https://seller.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.53.43.18,/,-390024863,2a02:26f0:480:c::210:f19d,477,False,,,
seo.makemytrip.com,Service Unavailable,503,269,seo.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-24T23:59:59Z,"CN=imgak.mmtcdn.com, O=Makemytrip (India) Pvt Ltd., L=Gurugram, ST=Haryana, C=IN",imgak.mmtcdn.com,Makemytrip (India) Pvt Ltd.,agile.go-mmt.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,8dff7e1deee4ddb5d8e677a1da4f49d9,a948523685bb2f457ed5e6c7f1dd3acea05805654bb511c386c08a1a9535529c,,ctls,seo.makemytrip.com,443,https://seo.makemytrip.com:443,https,AkamaiGHost,text/html,GET,104.102.36.33,/,-1079690738,104.102.36.33,9,False,,,
sip.makemytrip.com,,200,,sip.makemytrip.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,sip.makemytrip.com,443,https://sip.makemytrip.com:443,https,Microsoft-IIS/8.5,,GET,52.112.196.45,/,-1807411396,2603:1027:0:2::e,1,False,Windows Server,True,
skywalker.makemytrip.com,,404,53,skywalker.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,skywalker.makemytrip.com,443,https://skywalker.makemytrip.com:443,https,,text/html,GET,23.53.43.18,/,-1840324437,2a02:26f0:480:c::210:f19c,1,False,,,
time.android.com,Error 404 (Not Found)!!1,404,1561,time.android.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:16:18Z,2023-10-02T08:16:17Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,dae25a43a6936128ed1b8afa4c2d653b,d9400a529522e19c31ee576709e351b1773254f9bfac91a668c893a61999d5fa,True,ctls,time.android.com,443,https://time.android.com:443,https,,text/html,GET,216.239.35.12,/,302920777,2001:4860:4806:c::,12,False,HTTP/3,True,
upi.makemytrip.com,MakeMyTrip,200,172210,upi.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-22T12:43:41Z,2023-11-22T12:43:41Z,CN=upi.makemytrip.com,upi.makemytrip.com,,www.upi.makemytrip.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",cd74724adde7207d88a6aa63409adba7,2d1885bd1648b52d56f53a84e4b021d5308a136d3e72839e04f9a3d3fa88d1be,,ctls,upi.makemytrip.com,443,https://upi.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.67.137.37,/,-390024863,2a02:26f0:480:9b5::101f,477,False,,,
us.makemytrip.com,MakeMyTrip,200,172210,www.makemytrip.us,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=*.makemytrip.us, O=Makemytrip (India) Pvt Ltd, L=Gurugram, ST=Haryana, C=IN",*.makemytrip.us,Makemytrip (India) Pvt Ltd,makemytrip.us,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9879c8a8a1ac35c8390e617a5c108d17,dde2a234cf9aab5bc2ab61ded7c71bf7012be3952648cfd9cb73027b289dbedf,True,ctls,www.makemytrip.us,443,https://us.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,13.127.12.20,/,-390024863,15.206.38.10,477,False,,,https://www.makemytrip.us
userservice.makemytrip.com,MakeMyTrip,200,172210,userservice.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,userservice.makemytrip.com,443,https://userservice.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.53.43.18,/,-390024863,2a02:26f0:480:c::210:f19d,477,False,,,
v.makemytrip.com,MakeMyTrip,200,172210,www.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,www.makemytrip.com,443,https://v.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,13.127.12.20,/,-390024863,15.206.38.10,477,False,,,https://www.makemytrip.com?cmp=msite2main
visa.makemytrip.com,MakeMyTrip,200,172210,visa.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,visa.makemytrip.com,443,https://visa.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.53.43.18,/,-390024863,2a02:26f0:480:c::210:f19d,477,False,,,
visaservice.makemytrip.com,MakeMyTrip,200,172210,visaservice.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,visaservice.makemytrip.com,443,https://visaservice.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,23.38.98.235,/,-390024863,2a02:26f0:480:c::210:f19d,477,False,,,
wishlist.makemytrip.com,Access Denied,403,273,wishlist.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,wishlist.makemytrip.com,443,https://wishlist.makemytrip.com:443,https,AkamaiGHost,text/html,GET,23.38.98.208,/,-908707414,2a02:26f0:480:c::210:f19c,10,False,,,
wrt.makemytrip.com,MakeMyTrip,200,172210,www.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,www.makemytrip.com,443,https://wrt.makemytrip.com:443,https,AkamaiNetStorage,text/html,GET,15.206.38.10,/,-390024863,13.127.12.20,477,False,,,https://www.makemytrip.com?cmp=msite2main
www.mailmktg.makemytrip.com,HealthCheck URI,200,109,mailmktg.makemytrip.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-27T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.makemytrip.com, O=Makemytrip (India) Pvt Ltd., L=GURUGRAM, ST=Haryana, C=IN",*.makemytrip.com,Makemytrip (India) Pvt Ltd.,makemytrip.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2d21b5b581f7032ccfa847832a9ac437,d1e4887e30d8fc0851f820aa13141e357fdefdbf864e65e8d8ac2b12a16637e1,True,ctls,mailmktg.makemytrip.com,80,http://www.mailmktg.makemytrip.com:80,http,nginx/1.8.1,text/html,GET,23.38.98.208,/,-1347101548,2a02:26f0:480:c::210:f19d,9,False,Nginx:1.8.1,,https://mailmktg.makemytrip.com/
