input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url
kibana.duckduckgo.com,Sign in to your account,200,38657,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://kibana.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjpswEHy%2Fr0C8E8CYI7ESpDRR1UjXHkpyfehLZewlZxVsapte%2Bvdnk1yTk9oUCSGtZ2Znx8vc0K7tyXKwz3ILPwcw9i4Ijl0rDRmPFuGgJVHUCEMk7cAQy8hu%2BfmBoElCeq2sYqoN35Fuc6gxoK1Q0pM260W4fnr8zos8RSmiKEHTmmV1fc%2Bagje4qKcZZQ3DaZJR3GSQ86JA%2BQxPMc2KBDeQ43tag9f6Cto42UXouozaxgywkcZSaV0xQVmUFBHK90lGcEoy%2FM2j1m5kIakdmc%2FW9obEcasOQk46wbQyqrFKtkLChKkuLtB0OkM0iTCnswinKY7qPE2jHDVFDpA58zz2ISAvXp3z%2BSAkF%2FJwO5j6BDLk035fRdXjbu8llm9xrZQ0Qwd6B%2FqXYPC0fbj4HQxEJ898YD%2F8e1CjXcpMHJZOJgjm3hUZQ9Hlf4kdWMqppfE8vuZdlHryxU2wWVeqFez3WPfPR6U7av89aDpJx4rgUTNCySBND0w0Anj4R2bZtuplpYFaWIRWDxAG8bvm52UFPq6uy8bC0QYr1fVUC%2BPvEo6U2fPsl%2Fmv4avW7eIWmvLmujLCPM6VK%2Fd5UZr7WwXmeu81deaVtueQ%2Fip%2Bch3fsF3evR1f%2F4flKw%3D%3D&RelayState=2fRM9387kW9ORXklpoJvhb2iC0OUWItkRcJdidD1
ladamski.duckduckgo.com,Sign in to your account,200,38641,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://ladamski.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdb5swFH3vr0C8EzDfWEmkLNG0SN2KEtqHvUzGXFJrYDPbrNm%2Fr03SJZXWDAkhXZ9z7rnHl7kifTfg1aif%2BQ5%2BjaD0neMc%2B44rPB0t3FFyLIhiCnPSg8Ka4v3q6z0OZwEepNCCis59R7rNIUqB1ExwS9puFu7m8eFHngdFVCQ0zCAJ8zQO6hhFeZzkRVHkiKAAUEpI27R5lBR1naWxAaU1FEFKwizNrdYTSGVkF67pMmkrNcKWK024NsUgjLwg88KkCiIcIxzF3y1qY0ZmnOiJ%2Baz1oLDvd%2BLA%2BKxnVAolWi14xzjMqOj9LMzzIiSBFzek8GKEYq9OEPKSsM0SgKimUePbEEIrXp7z%2BcR4w%2FjhdjD1CaTwl6oqvfJhX1mJ1Vtca8HV2IPcg%2FzNKDzu7i9%2BRwXeyXMz0p%2F2PYjJLqHKd5dGxnHm1hWeQpHL%2FxJ70KQhmvhz%2F5p3URrwNzPBdlOKjtE%2FU90%2Bn4Xsif54UDRDU4U1XjtB8cjVAJS1DBr3r8yq68TLWgLRsHC1HMF1%2FHfNz8sKzbS6JhsNR%2B2sRT8QyZS9SzgSqs%2BzX%2Ba%2Fhq87s4s7aJc315VianGmXJrPi5CNvVWgpncliTEvpD6H9E%2Fxk2v%2Fhu3l3dvx9X%2B4fAU%3D&RelayState=i67CY00wobfeWmae42Yx95sxxhVIlk9Sp37Co3Bw
links.duckduckgo.com,,200,,https://*.duckduckgo.com,links.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,links.duckduckgo.com,443,https://links.duckduckgo.com:443,https,nginx,text/html,GET,20.103.36.96,/,-1750099437,20.103.36.96,Nginx,1,False,,,,
lite.duckduckgo.com,DuckDuckGo,200,1431,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,lite.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,lite.duckduckgo.com,443,https://lite.duckduckgo.com:443,https,nginx,text/html,GET,52.142.124.215,/,-1750099437,52.142.124.215,Nginx,42,False,,azure,True,https://lite.duckduckgo.com/lite/
logos.duckduckgo.com,DuckDuckGo Press Page,200,195400,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://logos.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,242818093,40.114.177.156,React,95,False,,azure,True,https://duckduckgo.com/press
marc.duckduckgo.com,Sign in to your account,200,38665,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://marc.duckduckgo.com:443,https,,text/html,GET,40.88.50.215,/,-1249974775,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRjtowEHy%2Fr4jyHhI7CRALkCioKtK1h4DrQ18qx15zVhM7tZ3e9e%2FPDlzhpJZGiiKtZ2Znx5uZpW3TkWXvntQOfvZg3V0UvbSNsmQ4mse9UURTKy1RtAVLHCP75ed7gkcZ6Yx2mukmfke6zaHWgnFSq0DarOfx%2BvHhO8LVFFeCAefjAsZVOcV1gfNsXNKqxMAEZ%2BNK4BwjjHNeoXxcgsimGa5qkdcCBa2vYKyXnce%2By6BtbQ8bZR1VzhcznCfZJMHlIctJgQjG3wJq7UeWirqB%2BeRcZ0maNvoo1aiVzGirhdOqkQpGTLfpBE%2BnFaZZUnBaJQVCRVKXCCUlFpMSIK9ZztMQAg7i23M%2BH6TiUh1vB1OfQJZ8Ohy2yfZhfwgSy7e4VlrZvgWzB%2FNLMnjc3V%2F89haSk2fesx%2FhPerBLmU2jRdeJopmwRUZQjGL%2FxJbcJRTR9NZes27KHXki59gs97qRrLfQz08H7Vpqfv3oGiEhorkiRigpFe2AyaFBB7%2FkVk2jX5eGaAO5rEzPcRR%2Bq75eVmBD6vrs3Hw4qKVbjtqpA13CS%2BUufPsl%2Fmv4avG7%2BIOxOLmujLCAs6Xt%2F7zrA0PtwrM9z4Y6s1r484h%2FVX85Dq9YXtx93Z8%2FR8uXgE%3D&RelayState=ZQDZQVZZMLl4hsa6BlxJIrUULJ5innZpyPoWmhHh
maria.duckduckgo.com,Sign in to your account,200,38642,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://maria.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVNdi9swEHy%2FX2H87ljyx9kWiSGXUBq49kKS60NfiiKtc%2BJsyZXkXvrvKzk5koM2FQjDamd2dnY9NbRrezIf7IvcwM8BjL0LgmPXSkPGp1k4aEkUNcIQSTswxDKynX95JMkEkV4rq5hqww%2Bg2xhqDGgrlPSg1XIWLp%2BfflScM1w2JWZ8D9BQnlQVRYBRleYNKgEh4DkqmnueIlahDCBDRZE1VcbvMS%2B45%2FoG2jjaWeiqjNzGDLCSxlJpXRAlaYSKKMl3KCUZJmn23WctXctCUjsiX6ztDYnjVh2EnHSCaWVUY5VshYQJU11cJGVZJRRFGadVlGGcRfsc4yhPmiIHSPcs5bE3IfHk67M%2FD0JyIQ%2B3jdmfkgz5vNuto%2FXTducp5u92LZQ0Qwd6C%2FqXYPC8ebzoHQxEJ818YK%2F%2BHtQolzITh7WjCYKpV0VGU3T9X2AHlnJqaTyNr3EXpp58dR2slmvVCvZ7jPvzSemO2n83iid4jAgeNWMqGaTpgYlGwDjF05m3rXpbaKAWZqHVA4RB%2FKH4eVmBj6vrvLFwtMFCdT3VwvhZwpEye%2B790v91%2BqJ1u7iBpr65rowwn%2BfCa%2Fd5U5r7qQJztXeaOvFK27NJfyU%2FqY5vyK7v3p%2Bv%2F8P6Dw%3D%3D&RelayState=EJAp29L8RCiOstnpRo2NqtwrkTD5ehfo9PMgY9oX
mas.duckduckgo.com,Not Found,404,1101,,mas.duckduckgo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,mas.duckduckgo.com,443,https://mas.duckduckgo.com:443,https,Duo/1.0,text/html,GET,40.88.50.215,/,-986201618,40.88.50.215,,38,False,,azure,True,
meme.duckduckgo.com,DuckDuckGo,200,127465,,duckduckgo.tumblr.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,2022-11-14T00:00:00Z,2023-12-15T23:59:59Z,CN=*.tumblr.com,*.tumblr.com,,tumblr.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,76696f2bd14ffaa7cfbde3c48c8610a6,598122f8e5b946b26ad0e3dde06d196dad72d597b688901fd354853581e3605d,True,ctls,duckduckgo.tumblr.com,443,https://meme.duckduckgo.com:443,https,openresty,text/html,GET,40.114.177.156,/,522732421,40.114.177.156,Tumblr,664,False,,azure,True,https://duckduckgo.tumblr.com
monitor.duckduckgo.com,Sign in to your account,200,38706,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://monitor.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbpswFH3vVyDeCdiQEKwkUpZoWqRuRUnah71Mxr6k1sBmtlmzv69N0iWV1gwJIV2fc%2B65x5eZoW3TkWVvn%2BUWfvVg7F0QHNtGGjIczcNeS6KoEYZI2oIhlpHd8us9waOEdFpZxVQTviPd5lBjQFuhpCdt1vNw%2FfjwI02yAic1nVTFBBhK8rTAFNU5p3nFp8UkxTgbFxXLeDWpGKumCcZoShmqAWM6Sb3WE2jjZOeh6zJoG9PDRhpLpXXFBKdRkkd4vE9SkiGSpt89au1GFpLagflsbWdIHDfqIOSoFUwro2qrZCMkjJhq4xxPp85aEmWcFlGGUBZVY4SiMa7zMUBasZTHPgTsxctzPp%2BE5EIebgdTnUCGfNnvy6h82O29xPItrpWSpm9B70D%2FFgwet%2FcXv72B6OSZ9%2Bynfw9qsEuZicOFkwmCmXdFhlD04r%2FEFizl1NJ4Fl%2FzLkod%2BeYm2KxL1Qj2Z6j757PSLbUfD4pGaKgIHtUDlPTSdMBELYCHf2WWTaNeVhqohXlodQ9hEL9rfl5W4MPqumwsHG2wUm1HtTD%2BLuFImT3Pfpn%2FGr5q3C5uoV7cXFdGmMe5cuk%2BL0pzf6vAXO%2B9ps680vYc0j%2FFT67jG7YXd2%2FH1%2F%2Fh4hU%3D&RelayState=cqnDmPqhEKKoFN6xlBufFL6nea7d2yywSIiARBRX
news.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,news.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,news.duckduckgo.com,443,https://news.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
next.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,next.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,next.duckduckgo.com,443,https://next.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,-1750099437,40.114.177.156,React,95,False,,azure,True,
nil.duckduckgo.com,Sign in to your account,200,38675,,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://nil.duckduckgo.com:80,http,,text/html,GET,40.88.50.215,/,,40.88.50.215,HSTS,95,False,,azure,True,https://login.microsoftonline.com/728892a0-4da9-4114-b511-52f75ee3bc3d/saml2?SAMLRequest=hVPRbtowFH3vV0R5D4mdBIIFSAw0DalbEdA%2B7GUy9jW1ltiZ7azs72sHOqi0skhRpOtzzj33%2BGZiaVO3ZN65Z7WBXx1YdxdFx6ZWlvRH07gzimhqpSWKNmCJY2Q7%2F3pP8CAjrdFOM13H70i3OdRaME5qFUir5TRePj78KBDkhRCiqFDOR%2FuCZZhlY4ZKTHPEx0NcliIbikqwEldFNcZ5xhFQPmS8Gu5RGbSewFgvO419l17b2g5WyjqqnC9mOE%2ByUYLLXZaTApE8%2Fx5QSz%2ByVNT1zGfnWkvStNYHqQaNZEZbLZxWtVQwYLpJR7jy3WmWFJyOkwKhItmXCCUlFqMSIN%2BznKchBBzE1%2Bd8PknFpTrcDmZ%2FAlnyZbdbJ%2BuH7S5IzN%2FiWmhluwbMFsxvyeBxc3%2Fx21lITp55x36G96B7u5TZNJ55mSiaBFekD8XM%2FktswFFOHU0n6TXvotSSb36C1XKta8n%2B9PXwfNamoe7jQdEA9RXJE9FDSadsC0wKCTz%2BKzOva%2F2yMEAdTGNnOoij9F3z87IC71fXZ%2BPg6KKFblpqpA13CUfK3Hn2y%2FzX8EXtd3EDYnZzXRlhAefLa%2F950YaHWwXme%2B8M9ea1ceeQ%2Fil%2Bcp3esD27ezu%2B%2Fg9nrw%3D%3D&RelayState=LByBvb9ig1lGCCwy4kl73hDbsvc1oR9JQSNnvxpj
press.duckduckgo.com,DuckDuckGo Press Page,200,195400,https://*.duckduckgo.com,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://press.duckduckgo.com:443,https,nginx,text/html,GET,40.114.177.156,/,242818093,40.114.177.156,React,95,False,,azure,True,https://duckduckgo.com/press
proxy.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67263,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,duckduckgo.com,443,https://proxy.duckduckgo.com:443,https,nginx,text/html,GET,40.114.178.124,/,-1750099437,40.114.178.124,React,95,False,,azure,True,https://duckduckgo.com
proxy1.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67147,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,proxy1.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,proxy1.duckduckgo.com,443,https://proxy1.duckduckgo.com:443,https,nginx,text/html,GET,52.250.30.213,/,-1750099437,52.250.30.213,React,95,False,,azure,True,
proxy2.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67147,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,proxy2.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,proxy2.duckduckgo.com,443,https://proxy2.duckduckgo.com:443,https,nginx,text/html,GET,40.114.178.124,/,-1750099437,40.114.178.124,React,95,False,,azure,True,
proxy3.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67147,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,proxy3.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,proxy3.duckduckgo.com,443,https://proxy3.duckduckgo.com:443,https,nginx,text/html,GET,40.114.178.124,/,-1750099437,40.114.178.124,React,95,False,,azure,True,
proxy4.duckduckgo.com,"DuckDuckGo — Privacy, simplified.",200,67147,https://duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion/,proxy4.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=*.duckduckgo.com, O=Duck Duck Go\, Inc., L=Paoli, ST=Pennsylvania, C=US",*.duckduckgo.com,"Duck Duck Go, Inc.",duckduckgo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c4a51898e2996a7297c91742d235334d,1f4c02c361b63be016749da639b50c19eb09d8848b02a9df5ca7374e414f7840,True,ctls,proxy4.duckduckgo.com,443,https://proxy4.duckduckgo.com:443,https,nginx,text/html,GET,40.114.178.124,/,-1750099437,40.114.178.124,React,95,False,,azure,True,
quack.duckduckgo.com,,200,,,quack.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T04:08:42Z,2023-08-06T04:08:41Z,CN=quack.duckduckgo.com,quack.duckduckgo.com,,quack.duckduckgo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62a125f723714d37d7293fd37c96bc20,7e09595bb2ee5a692813697feb4ff04708dd23212b145babde29a1f95d83e66e,,ctls,quack.duckduckgo.com,443,https://quack.duckduckgo.com:443,https,nginx,text/html,GET,52.146.152.248,/,-1750099437,52.146.152.248,Nginx,1,False,,azure,True,
quackdev.duckduckgo.com,,200,,,quackdev.duckduckgo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T04:01:31Z,2023-08-06T04:01:30Z,CN=quackdev.duckduckgo.com,quackdev.duckduckgo.com,,quackdev.duckduckgo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,344add687b6dc17803578aef8dc52459,6b492563eaa63b960f0b379f1cbf17794b8ccc5942bfa17f91f509ebb557e5fb,,ctls,quackdev.duckduckgo.com,443,https://quackdev.duckduckgo.com:443,https,nginx,text/html,GET,52.151.207.250,/,-1750099437,52.151.207.250,Nginx,1,False,,azure,True,
