input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,final_url,tls_wildcard_certificate,tls_mismatched,csp_domains_,tls_subject_org_,tls_expired
m.robomaster.com,RoboMaster 机甲大师赛,200,211431,www.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,www.robomaster.com,,443,https://m.robomaster.com:443,https,Tengine,GET,118.31.181.8,/,1078035768,118.31.181.8,Vue.js,140,False,,text/html,https://www.robomaster.com/zh-CN,True,,,,
m.show.dji.com,"DJI Store - Official Store for DJI Drones, Gimbals and Accessories (United States)",200,941529,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,store.dji.com,,80,http://m.show.dji.com:80,http,openresty,GET,163.181.56.170,/,1375805447,163.181.92.229,OpenResty,61,False,,text/html,https://store.dji.com/,True,,,,
m.skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10993,m.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,m.skypixel.com,,443,https://m.skypixel.com:443,https,,GET,47.254.56.245,/,-1082549427,47.254.56.245,,71,False,,text/html,,True,,https://mimo.skypixel.com,,
metabase.skypixel.com,,403,118,metabase.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,metabase.skypixel.com,,443,https://metabase.skypixel.com:443,https,,GET,101.37.187.68,/,1680583599,101.37.187.68,,2,False,,application/json,,True,,,,
mimo.skypixel.com,DJI Mimo,200,3095,mimo.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,mimo.skypixel.com,,443,https://mimo.skypixel.com:443,https,Tengine,GET,163.181.92.227,/,1469939797,163.181.92.229,Tengine,59,False,,text/html,,True,,,,
mp.robomaster.com,,404,18,mp.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,mp.robomaster.com,,443,https://mp.robomaster.com:443,https,Tengine,GET,114.80.179.213,/,-429073533,114.80.179.172,Tengine,1,False,,text/plain,,True,,https://csp.djicdn.com/_/http-sec-report,,
my.dji.com,member-center-fe,200,8705,account.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,account.dji.com,cloudfront,443,https://my.dji.com:443,https,Jetty(9.4.18.v20190429),GET,18.66.122.91,/,-1361869674,2600:9000:2250:6000:a:6923:ed40:93a1,Jetty:9.4.18,1,False,True,text/html,https://account.dji.com/login?appId=my-store-be&backUrl=https%3A%2F%2Fmy.dji.com%2F&locale=en_US&region=US,True,,findspot.dji.com,,
pay.dji.com,404,404,220,pay.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,pay.dji.com,cloudfront,443,https://pay.dji.com:443,https,,GET,13.225.78.127,/,-342272319,2600:9000:21f3:6800:1a:6564:4b40:93a1,HSTS,15,False,True,text/html,,True,,,,
pay.djicdn.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://pay.djicdn.com:80,http,AmazonS3,GET,108.138.7.103,/,-342272319,108.138.7.107,Amazon Web Services,2,False,True,application/xml,,,,,,
picture-dbeta.djicdn.com,,403,243,picture-dbeta.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,picture-dbeta.djicdn.com,cloudfront,443,https://picture-dbeta.djicdn.com:443,https,AmazonS3,GET,65.9.95.51,/,1863091659,2600:9000:2062:de00:18:b2c:7a40:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
plus.dji.com,DJI Store App,200,407031,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,store.dji.com,cloudfront,443,https://plus.dji.com:443,https,openresty,GET,99.86.4.84,/,-1840324437,2600:9000:2057:4400:15:4679:8100:93a1,OpenResty,205,False,True,text/html,https://store.dji.com/pages/app,True,,,,
plus.djicdn.com,,403,243,plus.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,plus.djicdn.com,cloudfront,443,https://plus.djicdn.com:443,https,AmazonS3,GET,18.66.97.66,/,-868622598,2600:9000:223c:ec00:1b:93d5:4780:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
ppk.dji.com,ppk,200,2294,ppk.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,ppk.dji.com,,80,http://ppk.dji.com:80,http,Tengine,GET,180.163.40.37,/,,180.163.40.34,Tengine,1,False,,text/html,https://ppk.dji.com/,True,,,,
prm.dji.com,合作伙伴门户,200,5378,prm.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,prm.dji.com,,443,https://prm.dji.com:443,https,,GET,47.91.205.135,/,-2093303972,47.91.205.135,React,5,False,,text/html,,True,,,,
prm.djicdn.com,,403,289,,,,,,,,,,,,,,,,,,,80,http://prm.djicdn.com:80,http,Tengine,GET,163.181.92.229,/,-327225413,163.181.92.232,Tengine,9,False,,application/xml,,,,,,
pro.dji.com,DJI PRO - Explore New Ways to Film,200,69784,pro.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,pro.dji.com,cloudfront,443,https://pro.dji.com:443,https,,GET,143.204.215.93,/,700799878,2600:9000:214f:8800:1a:f8ee:dc80:93a1,React,85,False,True,text/html,,True,,,,
product-test1.djicdn.com,,403,243,product-test1.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,product-test1.djicdn.com,cloudfront,443,https://product-test1.djicdn.com:443,https,AmazonS3,GET,143.204.89.96,/,1340182568,143.204.89.61,Amazon Web Services,2,False,True,application/xml,,True,,,,
product4.djicdn.com,,403,243,product4.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,product4.djicdn.com,cloudfront,443,https://product4.djicdn.com:443,https,AmazonS3,GET,65.9.95.24,/,-1314330261,65.9.95.119,Amazon Web Services,2,False,True,application/xml,,True,,,,
provider.dji.com,,404,58,,,,,,,,,,,,,,,,,,,80,http://provider.dji.com:80,http,nw,GET,44.198.254.214,/,-1644060773,54.83.168.101,,2,False,,application/json,,,,,,
q.dji.com,,200,8,q.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,q.dji.com,cloudfront,443,https://q.dji.com:443,https,,GET,143.204.89.22,/,1705265735,2600:9000:2156:7400:f:fcc8:3e40:93a1,PHP,1,False,True,text/html,https://q.dji.com/en/,True,,www.google.com,,
registration.robomaster.com,RoboMaster 赛事报名系统,200,52870,registration.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,registration.robomaster.com,,443,https://registration.robomaster.com:443,https,,GET,118.31.181.8,/,412854960,118.31.181.8,HSTS,3,False,,text/html,,True,,,,
repair.djicdn.com,,403,293,repair.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,repair.djicdn.com,cloudfront,443,https://repair.djicdn.com:443,https,AliyunOSS,GET,52.222.214.113,/,-722267112,2600:9000:223d:fc00:3:97bf:9740:93a1,HSTS,9,False,True,application/xml,,True,,,,
robomaster.com,RoboMaster 机甲大师赛,200,211431,www.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,www.robomaster.com,,443,https://robomaster.com:443,https,Tengine,GET,118.31.181.8,/,1078035768,118.31.181.8,Vue.js,140,False,,text/html,https://www.robomaster.com/zh-CN,True,,,,
ronin.skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10993,ronin.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,ronin.skypixel.com,,443,https://ronin.skypixel.com:443,https,,GET,47.254.56.245,/,-1082549427,47.254.56.245,,71,False,,text/html,,True,,https://mimo.skypixel.com,,
rpms.djicdn.com,,403,291,rpms.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,rpms.djicdn.com,cloudfront,443,https://rpms.djicdn.com:443,https,AliyunOSS,GET,65.9.95.49,/,-342272319,2600:9000:2127:8a00:19:55ef:e400:93a1,Amazon Web Services,9,False,True,application/xml,,True,,,,
rtmp.djicdn.com,403 Forbidden,403,238,,,,,,,,,,,,,,,,,,,80,http://rtmp.djicdn.com:80,http,Tengine,GET,79.133.177.241,/,-1140096934,79.133.177.242,Tengine,8,False,,text/html,,,,,,
s.djivideos.com,,403,291,s.djivideos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T07:13:14Z,2024-04-11T12:33:32Z,CN=*.djivideos.com,*.djivideos.com,djivideos.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bafb806982940be9e9a61e830f1f404a,46504b2459679749835b32ba04f7eedbb27c05c392286d3ee75708b42cd76486,ctls,s.djivideos.com,,443,https://s.djivideos.com:443,https,Tengine,GET,163.181.92.230,/,708259376,163.181.92.228,Tengine,9,False,,application/xml,,True,,,,
saas.robomaster.com,RM报名管理系统,200,1023,saas.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,ctls,saas.robomaster.com,,443,https://saas.robomaster.com:443,https,Tengine,GET,180.163.40.36,/,340844618,180.163.40.35,Tengine,1,False,,text/html,,True,,,,
sdk-forum.dji.net,Security check,403,7747,sdk-forum.dji.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-21T23:38:06Z,2023-07-20T23:38:05Z,CN=sdk-forum.dji.net,sdk-forum.dji.net,sdk-forum.dji.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6ebebfc4b167eae9d95dc9767de1033f,06acb05efdbfac79133f6289548bfd943ca9014d09b5443bca70de32e413d732,ctls,sdk-forum.dji.net,cloudflare,443,https://sdk-forum.dji.net:443,https,cloudflare,GET,104.18.249.37,/,-1279294674,104.18.248.37,Cloudflare,103,False,True,text/html,https://sdk-forum.dji.net/hc/zh-cn,,,,,
security.dji.com,DJI Security Response Center,200,44558,security.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,security.dji.com,cloudfront,443,https://security.dji.com:443,https,,GET,108.138.7.66,/,-342272319,2600:9000:2490:ec00:c:9824:3640:93a1,Vue.js,41,False,True,text/html,,True,,https://csp.djicdn.com/_/http-sec-report,,
service-adhoc.dji.com,,404,121,service-adhoc.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,ctls,service-adhoc.dji.com,,443,https://service-adhoc.dji.com:443,https,Tengine,GET,79.133.177.226,/,116323821,79.133.177.230,Tengine,1,False,,application/json,,True,,,,
service.dji.com,DJI,200,2219,service.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,service.dji.com,cloudfront,443,https://service.dji.com:443,https,,GET,65.9.95.119,/,1285502643,2600:9000:2127:c400:10:7b62:8580:93a1,Amazon Web Services,15,False,True,text/html,,True,,,,
service.djicdn.com,,403,300,service.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,ctls,service.djicdn.com,,443,https://service.djicdn.com:443,https,Tengine,GET,163.181.92.229,/,465910657,163.181.92.231,Tengine,9,False,,application/xml,,True,,,,
sgvpn.dji.com,Welcome,200,102793,sgvpn.dji.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2017-06-04T10:00:32Z,2018-06-05T10:00:32Z,"CN=*.dji.com, OU=Domain Control Validated",*.dji.com,dji.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,16195c72bcb8c445591715ae3c2e8536,dede71e0517b1974b46b3d7fc7d22b90ca762b81ea4a6a9246a7358fc04a8aad,ctls,sgvpn.dji.com,,443,https://sgvpn.dji.com:443,https,nginx/1.18.0 (Ubuntu),GET,43.159.48.114,/,-429073533,43.159.48.114,Ubuntu,1157,False,,text/html,,True,,,,True
show.dji.com,"DJI Store - Official Store for DJI Drones, Gimbals and Accessories (United States)",200,941529,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,ctls,store.dji.com,cloudfront,443,https://show.dji.com:443,https,openresty,GET,18.66.97.73,/,-1840324437,2600:9000:223c:ce00:11:2ef7:fcc0:93a1,OpenResty,61,False,True,text/html,https://store.dji.com/,True,,,,
sim.djicdn.com,,403,243,sim.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,ctls,sim.djicdn.com,cloudfront,443,https://sim.djicdn.com:443,https,AmazonS3,GET,65.9.95.26,/,-764695577,2600:9000:2057:1800:0:fd70:1cc0:93a1,Amazon Web Services,2,False,True,application/xml,,True,,,,
skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10985,www.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,www.skypixel.com,,80,http://skypixel.com:80,http,,GET,47.254.56.245,/,-1082549427,47.254.56.245,,71,False,,text/html,https://www.skypixel.com/,True,,https://bbs.dji.com,,
sp-media.skypixel.com,,403,284,sp-media.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,sp-media.skypixel.com,,443,https://sp-media.skypixel.com:443,https,Tengine,GET,163.181.92.232,/,2036603888,163.181.92.225,Tengine,9,False,,application/xml,,True,,,,
sp-webfront.skypixel.com,,403,284,sp-webfront.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,ctls,sp-webfront.skypixel.com,,443,https://sp-webfront.skypixel.com:443,https,Tengine,GET,163.181.92.226,/,-839745130,163.181.92.230,Tengine,9,False,,application/xml,,True,,,,
spcn-webfront.skypixel.com,,403,297,,,,,,,,,,,,,,,,,,,80,http://spcn-webfront.skypixel.com:80,http,Tengine,GET,101.226.27.237,/,-172860178,101.226.27.236,Tengine,9,False,,application/xml,,,,,,
