new,host,a,soa,status_code,ns,cdn,cdn-name,txt,cname,has_internal_ips,internal_ips,aaaa,caa,mx
,chef-saepeque.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,chefacc-backupsauth-antiviruspre.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,chefaccountexternal-qa-apiproduction.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,chefhost41-94.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,chefstatusoffice-clients-stats-corp.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,chefusers.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,civista-offer4.dev.incubator.superbet.ro,,"ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"heritage=external-dns,external-dns/owner=incubator-public,external-dns/resource=service/emissary/emissary-ingress-public-emissary-lb-1",,,,,,
,civista-offer4.slcsplunkdeploy2a.dev.incubator.superbet.ro,"3.124.62.85, 3.76.51.147, 52.28.85.255","ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"heritage=external-dns,external-dns/owner=incubator-public,external-dns/resource=service/emissary/emissary-ingress-public-emissary-lb-0",,,,,,
,civista-offer4.vna.dev.incubator.superbet.ro,"52.28.85.255, 3.124.62.85, 3.76.51.147","ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"heritage=external-dns,external-dns/owner=incubator-public,external-dns/resource=service/emissary/emissary-ingress-public-emissary-lb-1",,,,,,
,cj90du67.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cllegj9qtj.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cloud-migrate.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cloudberries.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,club.stage.superbet.ro,"18.66.112.60, 18.66.112.125, 18.66.112.32, 18.66.112.57","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,club.superbet.ro,"13.32.145.40, 13.32.145.29, 13.32.145.17, 13.32.145.25","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,cluster1.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cme.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cms-db-postgresgit.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cms-wiki-redirectoceania-uat.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,cms.superbet.ro,86.35.2.142,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cmsassets-cache-lbclients.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cmscarloswf.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cmsinternal-integration.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cmspreferences-ci-wwwm.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,codescene.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cole.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,collateral.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,com-android-vending-billing-inappbillingservice-crac.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,compute.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,config-admin-authlogindefaultproduction.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,config-debug-wikibucketexampledockerintra-backups-www-test.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,config-v1.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,configacc-acc-backupsauth-antiviruspre.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,configaccountexternal-qa-apiproduction.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,configpublic.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,configvpnsales.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluence-dbms-gcp-ssh-jiratunnel-mx.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluence-redirect-s3-datawiki-backups-www-test.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluence-site-doc-corporate.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,confluencedummy.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,corpdek.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,courses.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,creditauciti.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cricket-extlgw-westhf.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,crye-sanatorium.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,cslabcms.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ct-dev-www-origin.superbet.ro,92.87.106.11,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ct-dev-www.superbet.ro,"99.86.91.18, 99.86.91.95, 99.86.91.24, 99.86.91.45","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,ct-st-www.superbet.ro,"52.85.242.23, 52.85.242.88, 52.85.242.98, 52.85.242.111","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,,
,customers-backup-api-web-manager-devel-vpn.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,customers-blog.betting.superbet.ro,92.87.107.27,,NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,customers-m.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,customersjenkins.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dapshi76.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dashgraf.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-api-arsvisui.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-backup-exchangetrackjiratunnel-mx.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-de.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-elasticbeanstalksystem-postgresgit.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-th.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,data-web-oceania-uat.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dataa1ba.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,datahelpdeskstart-clients.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,db1-auth-euauth-antiviruspre.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,db24.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbms-new-databasevpn.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbms-v2sslvpn-m.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsdev-new-static.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsv1-elasticbeanstalkcdnuser.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsv2-hosting-doc-corporate.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dbmsv3int-users.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,debug-cacheoceania.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,debugstaging-enconnecthelp-helporigin.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,default-trackjiratunnel-mx.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demo-dal12.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demo-demo-dal12.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,demo-hostmgr.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,demoadmingcpmy.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,democms-enassets-defaultproduction.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demodemobackup.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demopagepreferences17devopsteam-promotionusershwebproxy.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demouser.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demov1-live.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,demov3.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,det109-12chef.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dev-site.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dev-stats-b2bmy-oceania.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dev.incubator.superbet.ro,"18.159.232.236, 3.67.161.232, 3.73.18.159","ns-1890.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-62.awsdns-07.com, ns-741.awsdns-28.net, ns-1132.awsdns-13.org, ns-1890.awsdns-44.co.uk",,,"heritage=external-dns,external-dns/owner=incubator-public,external-dns/resource=service/emissary/emissary-ingress-public-emissary-lb-1",,,,,,
,dev.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devauth.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devdb1.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,developerextranet-database-officebackups-domain.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,development-training.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,developmentcacheeuw.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devops-docs.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,devsupport-dns-devopsorigin.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dge-0-2-5.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dhcp83-159-86.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dispatchro.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dnspostgresmx.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,doc-eu-gb-lon05.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,doc-prod.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,doc.superbet.ro,"96.45.82.12, 96.45.83.46, 96.45.82.242, 96.45.83.134","ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,downloadcistorebackups.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,downloadmysqlbackups-www-test.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dragons.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,drum-155-215-41-92.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,dw.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,ec-alexandria.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edgeray-shv-01-dfw5.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edgeray-shv-02-lhr8.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,edomitsu.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eds-ffdc-pw16.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,egr2-2-vzb.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,egr4-196-pda.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,egr4-4-grc.tickets-cache.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elastic.superbet.ro,172.16.10.69,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.10.69,,,
,elasticbeanstalk-a173-222-66-38.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalk-alpha-awslb.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalk-members-mdownload.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,elasticbeanstalk-sshgit.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalk-team-customersimg-site.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalk-www.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalkeucontroller-sql.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalkstatuspartner.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elasticbeanstalkuploadseurope-us.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,elevatenetwork.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,email.superbet.ro,192.254.189.195,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,v=spf1 ip4:208.85.48.5 ip4:208.85.50.32 ip4:208.85.51.222 ip4:208.95.132.165 ip4:208.95.132.172 -all,,,,,,
,enaex.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,engineering-baltlife.betting.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,engineering-engineeringmirror-erpalt.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,engineering-jenkins-stagingdefaultproduction.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,engineering-publicintwww-test.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,engineeringcistorebackups-www-test.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,engineeringdev.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,enterpriseenrollment.superbet.ro,13.74.111.192,"ns1-201.azure-dns.com, msnhst.microsoft.com, ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com, pexsucpeu03.swedencentral.cloudapp.azure.com, pexsucpeu02.westeurope.cloudapp.azure.com",,,,,
,epic.superbet.ro,35.156.46.255,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,errorcdn.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,errorenglishcacheeuw.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,errorssh.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,errortemp-int-database-officebackups-domain.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,esancendoc.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,et-7-1-0.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eth-11-9-bas1-1-cld.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eth-5-18-bas2-1-apg.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eu-pn3.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eur-p-gen-6-126-45-43.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,eur-p-gen-6-127-49-20.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eusoc.stage.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,eval-scaling-worker.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,everfi.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1102.awsdns-09.org, ns-1832.awsdns-37.co.uk, ns-287.awsdns-35.com, ns-996.awsdns-60.net",,,,,,,,,
,excellent.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,external.superbet.ro,86.35.2.130,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,externaleva01.betting.superbet.ro,,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,extranet-im03-pri-alisgp.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,factory-hermes.stage.superbet.ro,92.87.107.18,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,fantasticduels.stage.superbet.ro,,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"superbetduels-romania-dev.sportcaller.com, super-devap-1bx21tvill306-360788192.eu-west-1.elb.amazonaws.com",,,,,
,fc8.betting.superbet.ro,92.87.107.27,"ns-287.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
