new,host,a,soa,status_code,ns,aaaa,txt,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ptr,caa
[x],207-171-184-126.amazon.com,207.171.184.126,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net, ns3.p31.dynect.net, ns1.p31.dynect.net",,,,,,,,,,
[x],207-171-184-127.amazon.com,207.171.184.127,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-128.amazon.com,207.171.184.128,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-129.amazon.com,207.171.184.129,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-13.amazon.com,207.171.184.13,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-130.amazon.com,207.171.184.130,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, ns4.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-131.amazon.com,207.171.184.131,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-132.amazon.com,207.171.184.132,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-133.amazon.com,207.171.184.133,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-134.amazon.com,207.171.184.134,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-135.amazon.com,207.171.184.135,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-136.amazon.com,207.171.184.136,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-137.amazon.com,207.171.184.137,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-138.amazon.com,207.171.184.138,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-139.amazon.com,207.171.184.139,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-14.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-140.amazon.com,207.171.184.140,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-141.amazon.com,207.171.184.141,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-142.amazon.com,207.171.184.142,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-143.amazon.com,207.171.184.143,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-144.amazon.com,207.171.184.144,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-145.amazon.com,207.171.184.145,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-146.amazon.com,207.171.184.146,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-147.amazon.com,207.171.184.147,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-148.amazon.com,207.171.184.148,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-149.amazon.com,207.171.184.149,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-15.amazon.com,207.171.184.15,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-150.amazon.com,207.171.184.150,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-151.amazon.com,207.171.184.151,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-152.amazon.com,207.171.184.152,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-153.amazon.com,207.171.184.153,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-154.amazon.com,207.171.184.154,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-155.amazon.com,207.171.184.155,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns3.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk, ns1.p31.dynect.net, ns2.p31.dynect.net",,,,,,,,,,
[x],207-171-184-156.amazon.com,207.171.184.156,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-158.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-159.amazon.com,207.171.184.159,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-160.amazon.com,207.171.184.160,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-161.amazon.com,207.171.184.161,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-162.amazon.com,207.171.184.162,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-163.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-164.amazon.com,207.171.184.164,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-165.amazon.com,207.171.184.165,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-167.amazon.com,207.171.184.167,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-168.amazon.com,207.171.184.168,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-169.amazon.com,207.171.184.169,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-17.amazon.com,207.171.184.17,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-184-170.amazon.com,207.171.184.170,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-171.amazon.com,207.171.184.171,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-173.amazon.com,207.171.184.173,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-174.amazon.com,207.171.184.174,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, pdns1.ultradns.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, ns2.p31.dynect.net",,,,,,,,,,
[x],207-171-184-175.amazon.com,207.171.184.175,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-176.amazon.com,207.171.184.176,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-177.amazon.com,207.171.184.177,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-179.amazon.com,207.171.184.179,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-181.amazon.com,207.171.184.181,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-183.amazon.com,207.171.184.183,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-184.amazon.com,207.171.184.184,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-185.amazon.com,207.171.184.185,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-186.amazon.com,207.171.184.186,,NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-187.amazon.com,207.171.184.187,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-188.amazon.com,207.171.184.188,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-189.amazon.com,207.171.184.189,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-19.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-190.amazon.com,207.171.184.190,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-191.amazon.com,207.171.184.191,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-192.amazon.com,207.171.184.192,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-194.amazon.com,207.171.184.194,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-195.amazon.com,207.171.184.195,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-196.amazon.com,207.171.184.196,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-197.amazon.com,207.171.184.197,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-198.amazon.com,207.171.184.198,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-2.amazon.com,207.171.184.2,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-20.amazon.com,207.171.184.20,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-201.amazon.com,207.171.184.201,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-202.amazon.com,207.171.184.202,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-203.amazon.com,207.171.184.203,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-204.amazon.com,207.171.184.204,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-205.amazon.com,207.171.184.205,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-206.amazon.com,207.171.184.206,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-207.amazon.com,207.171.184.207,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-208.amazon.com,207.171.184.208,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-209.amazon.com,207.171.184.209,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-21.amazon.com,207.171.184.21,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-210.amazon.com,207.171.184.210,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-211.amazon.com,207.171.184.211,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-212.amazon.com,207.171.184.212,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-213.amazon.com,207.171.184.213,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-214.amazon.com,207.171.184.214,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-215.amazon.com,207.171.184.215,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns4.p31.dynect.net, ns3.p31.dynect.net, ns1.p31.dynect.net, ns2.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-216.amazon.com,207.171.184.216,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-219.amazon.com,207.171.184.219,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-220.amazon.com,207.171.184.220,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-222.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-23.amazon.com,207.171.184.23,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-240.amazon.com,207.171.184.240,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-241.amazon.com,207.171.184.241,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-242.amazon.com,207.171.184.242,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-244.amazon.com,207.171.184.244,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-245.amazon.com,207.171.184.245,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-246.amazon.com,207.171.184.246,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-247.amazon.com,207.171.184.247,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-248.amazon.com,207.171.184.248,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns1.ultradns.net, ns3.p31.dynect.net, ns1.p31.dynect.net, ns2.p31.dynect.net, ns4.p31.dynect.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-184-249.amazon.com,207.171.184.249,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-250.amazon.com,207.171.184.250,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-251.amazon.com,207.171.184.251,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-252.amazon.com,207.171.184.252,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-253.amazon.com,207.171.184.253,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns4.p31.dynect.net, pdns6.ultradns.co.uk, ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-254.amazon.com,207.171.184.254,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-255.amazon.com,207.171.184.255,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-3.amazon.com,207.171.184.3,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-34.amazon.com,207.171.184.34,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-35.amazon.com,207.171.184.35,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-36.amazon.com,207.171.184.36,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns4.p31.dynect.net, ns1.p31.dynect.net, ns2.p31.dynect.net, ns3.p31.dynect.net, pdns6.ultradns.co.uk, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-37.amazon.com,207.171.184.37,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-38.amazon.com,207.171.184.38,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-39.amazon.com,207.171.184.39,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-4.amazon.com,207.171.184.4,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-40.amazon.com,207.171.184.40,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-41.amazon.com,207.171.184.41,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-42.amazon.com,207.171.184.42,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-43.amazon.com,207.171.184.43,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-44.amazon.com,207.171.184.44,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-46.amazon.com,207.171.184.46,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-47.amazon.com,207.171.184.47,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-5.amazon.com,207.171.184.5,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-50.amazon.com,207.171.184.50,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-51.amazon.com,207.171.184.51,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-52.amazon.com,207.171.184.52,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-53.amazon.com,207.171.184.53,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-54.amazon.com,207.171.184.54,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-55.amazon.com,207.171.184.55,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-57.amazon.com,207.171.184.57,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-58.amazon.com,207.171.184.58,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-59.amazon.com,207.171.184.59,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-6.amazon.com,207.171.184.6,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-60.amazon.com,207.171.184.60,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-61.amazon.com,207.171.184.61,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-184-62.amazon.com,207.171.184.62,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-63.amazon.com,207.171.184.63,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-65.amazon.com,207.171.184.65,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-66.amazon.com,207.171.184.66,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-67.amazon.com,207.171.184.67,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-68.amazon.com,207.171.184.68,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-69.amazon.com,207.171.184.69,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-70.amazon.com,207.171.184.70,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-72.amazon.com,207.171.184.72,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-73.amazon.com,207.171.184.73,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-74.amazon.com,207.171.184.74,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-76.amazon.com,207.171.184.76,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-77.amazon.com,207.171.184.77,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-78.amazon.com,207.171.184.78,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-8.amazon.com,207.171.184.8,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-80.amazon.com,207.171.184.80,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-81.amazon.com,207.171.184.81,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-82.amazon.com,207.171.184.82,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-83.amazon.com,207.171.184.83,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-84.amazon.com,207.171.184.84,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-86.amazon.com,207.171.184.86,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-87.amazon.com,207.171.184.87,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-184-88.amazon.com,207.171.184.88,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
