new,host,a,soa,status_code,ns,aaaa,txt,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ptr,caa
[x],crimson.integ.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],crisp.integ.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],criticalsparedashboard.corp.amazon.com,"34.234.51.219, 52.21.131.57, 18.215.87.132","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com",,,,,,,
[x],crmis-gamma.amazon.com,"54.239.33.36, 205.251.193.83, 205.251.194.187, 205.251.196.138, 205.251.198.109","ns-1162.awsdns-17.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1162.awsdns-17.org, ns-1645.awsdns-13.co.uk, ns-339.awsdns-42.com, ns-699.awsdns-23.net",,54.239.33.36c100e1 n1,,,,,,,,
[x],crmis.amazon.com,52.94.220.114,"ns-1970.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-912.awsdns-50.net, ns-1086.awsdns-07.org, ns-17.awsdns-02.com, ns-1970.awsdns-54.co.uk",,52.94.220.114c33e1 52.95.116.221c33e1 52.95.114.42c33e1 n1,,,,,,,,
[x],crop-status-na-prod.amazon.com,"54.76.220.127, 54.229.97.76, 54.155.241.202","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],crossroad.amazon.de,,"ns-482.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1178.awsdns-19.org, ns-890.awsdns-47.net, ns-1997.awsdns-57.co.uk, ns-482.awsdns-60.com",,,,,,,,,,
[x],crossroad.amazon.fr,,"ns-1496.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1496.awsdns-59.org, ns-1893.awsdns-44.co.uk, ns-300.awsdns-37.com, ns-650.awsdns-17.net",,,,,,,,,,
[x],crossroad.amazon.it,,"ns-153.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1384.awsdns-45.org, ns-153.awsdns-19.com, ns-1831.awsdns-36.co.uk, ns-847.awsdns-41.net",,,,,,,,,,
[x],crowsnest-cn.amazon.com,,"ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],crowsnest-cn.integ.amazon.com,"3.235.201.116, 34.238.92.212, 54.87.243.222","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2-2.aea.amazon.com, midway-gateway-2-2.us-east-1.aea.amazon.com",,,,,,,
[x],crowsnest-eu.amazon.com,"52.210.243.190, 54.72.158.92, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],crowsnest-eu.integ.amazon.com,"54.170.50.164, 52.210.243.190, 54.72.158.92","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],crowsnest-jp.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],crowsnest-na.amazon.com,"52.210.243.190, 54.170.50.164, 54.72.158.92","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],crowsnest-na.integ.amazon.com,"99.80.237.154, 52.30.185.30, 99.81.213.46","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2-2.aea.amazon.com, midway-gateway-2-2.eu-west-1.aea.amazon.com",,,,,,,
[x],crs.corp.amazon.com,"54.76.220.127, 54.155.241.202, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],cs-analytics.corp.amazon.com,"54.170.50.164, 52.210.243.190, 54.72.158.92","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],cs-elasticsearch-beta-na.integ.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-elasticsearch-eu.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-elasticsearch-fe.amazon.com,"63.32.225.136, 54.72.98.207, 52.212.41.214","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com",,,,,,,
[x],cs-elasticsearch-na.amazon.com,"52.212.41.214, 54.72.98.207, 63.32.225.136","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com",,,,,,,
[x],cs-ext-eu-preprod.amazon.com,3.253.183.197,,NOERROR,"ns-1277.awsdns-31.org, ns-1573.awsdns-04.co.uk, ns-53.awsdns-06.com, ns-798.awsdns-35.net",,,,,,,,,,
[x],cs-ext-eu.amazon.com,54.239.36.104,"ns-517.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1443.awsdns-52.org, ns-1961.awsdns-53.co.uk, ns-46.awsdns-05.com, ns-517.awsdns-00.net",,3.253.176.180c0e0 54.239.32.79c33e1 54.239.36.104c33e1 3.253.178.210c0e0 54.239.34.111c33e1 3.253.180.244c0e0 n1,,,,,,,,
[x],cs-ext-jp-preprod.amazon.com,"18.246.89.8, 205.251.192.31, 205.251.195.217, 205.251.196.73, 205.251.198.22","ns-31.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-31.awsdns-03.com, ns-1558.awsdns-02.co.uk, ns-1097.awsdns-09.org, ns-985.awsdns-59.net",,18.246.88.83c33e1 52.94.212.61c0e0 18.246.89.8c33e1 52.94.208.76c0e0 52.94.210.63c0e0 18.246.89.195c33e1 n1,,,,,,,,
[x],cs-ext-preprod.amazon.com,72.21.202.89,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-827.awsdns-39.net, ns-1575.awsdns-04.co.uk, ns-153.awsdns-19.com, ns-1150.awsdns-15.org",,72.21.202.89c1e1 n1,,,,,,,,
[x],cs-ext.amazon.cn,54.222.61.87,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-ext.amazon.co.jp,18.246.89.151,"ns-1605.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1490.awsdns-58.org, ns-1605.awsdns-08.co.uk, ns-359.awsdns-44.com, ns-819.awsdns-38.net",,54.240.251.51c0e0 18.246.88.187c33e1 18.246.89.151c33e1 54.240.249.54c0e0 18.246.88.177c33e1 54.240.254.58c0e0 n1,,,,,,,,
[x],cs-ext.amazon.com,44.215.143.35,"ns-766.awsdns-31.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1296.awsdns-34.org, ns-766.awsdns-31.net, ns-1813.awsdns-34.co.uk, ns-304.awsdns-38.com",,"176.32.101.50c0e0 54.239.24.141c0e0 44.215.136.126c33e1 72.21.202.90c0e0 44.215.143.35c33e1 205.251.243.40c0e0 44.215.136.223c3, 3e1 209.54.181.81c0e0 n1",,,,,,,,
[x],cs-secapps-tools-eu.corp.amazon.com,"52.210.243.190, 54.72.158.92, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],cs-secapps-tools.corp.amazon.com,"35.167.202.19, 35.163.29.126, 35.163.210.234","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-us-west-2.aea.amazon.com",,,,,,,
[x],cs-slapshot-eu-beta.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-eu-gamma.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-eu-prod.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-fe-gamma.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-fe-prod.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-na-gamma.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-na-prod.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cs-slapshot-na.integ.amazon.com,"18.215.87.132, 52.21.131.57, 34.234.51.219","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com",,,,,,,
[x],cs.amazon.de,"207.171.160.52, 207.171.178.147, 207.171.160.53, 207.171.178.148","dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,amazon-smtp.amazon.com,,
[x],csapp-contactus-eu.amazon.com,3.251.216.248,"ns-1449.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1449.awsdns-53.org, ns-1893.awsdns-44.co.uk, ns-453.awsdns-56.com, ns-544.awsdns-04.net",,54.239.38.9c0e0 3.251.217.123c33e1 3.251.216.248c33e1 3.251.217.71c33e1 54.239.38.25c0e0 54.239.38.33c0e0 n1,,,,,,,,
[x],csapp-contactus-fe.amazon.com,18.246.89.254,"ns-988.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-113.awsdns-14.com, ns-1527.awsdns-62.org, ns-1565.awsdns-03.co.uk, ns-988.awsdns-59.net",,18.246.88.219c33e1 18.246.89.78c33e1 54.240.254.73c0e0 18.246.89.254c33e1 54.240.254.88c0e0 54.240.254.81c0e0 n1,,,,,,,,
[x],csapp-contactus-gamma-cn.amazon.com,54.222.60.194,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,csapp-contactus-gamma-cn.amazon.com,
[x],csapp-contactus-gamma-eu.amazon.com,3.251.216.192,"ns-1524.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1863.awsdns-40.co.uk, ns-226.awsdns-28.com, ns-666.awsdns-19.net, ns-1524.awsdns-62.org",,54.239.38.4c0e0 3.251.216.137c33e1 54.239.38.11c0e0 3.251.216.141c33e1 3.251.216.192c33e1 54.239.38.38c0e0 n1,,,,,,,,
[x],csapp-contactus-gamma-fe.amazon.com,"18.246.88.217, 205.251.193.114, 205.251.195.5, 205.251.196.184, 205.251.199.6","ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-370.awsdns-46.com, ns-1798.awsdns-32.co.uk, ns-1208.awsdns-23.org, ns-773.awsdns-32.net",,54.240.254.84c0e0 54.240.254.79c0e0 18.246.88.217c33e1 18.246.89.67c33e1 54.240.254.95c0e0 18.246.89.89c33e1 n1,,,,,,,,
[x],csapp-contactus.amazon.com,44.215.140.38,"ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1494.awsdns-58.org, ns-162.awsdns-20.com, ns-1738.awsdns-25.co.uk, ns-637.awsdns-15.net",,176.32.103.12c0e0 54.239.16.192c0e0 176.32.99.82c0e0 44.215.116.188c33e1 44.215.135.11c33e1 44.215.140.38c33e1 n1,,,,,,,,
[x],csbi-agent-portal.amazon.com,"54.155.241.202, 54.76.220.127, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csbi-dam.aka.amazon.com,"52.16.89.24, 108.128.156.70, 52.50.92.77","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],cscentral-cn.amazon.com,54.222.61.85,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cscentral-eu.amazon.com,"143.204.215.108, 143.204.215.13, 143.204.215.56, 143.204.215.35","ns-9.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1468.awsdns-55.org, ns-1955.awsdns-52.co.uk, ns-555.awsdns-05.net, ns-9.awsdns-01.com",,,"tp.cd5501db0-frontier.amazon.com, duvi22zufs3cp.cloudfront.net",True,cloudfront,,,,,
[x],cscentral-fe.amazon.com,"52.222.214.9, 52.222.214.25, 52.222.214.108, 52.222.214.62","ns-1628.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1060.awsdns-04.org, ns-1628.awsdns-11.co.uk, ns-460.awsdns-57.com, ns-663.awsdns-18.net",,,"tp.d461f8c2e-frontier.amazon.com, d2rzlqzgqngkje.cloudfront.net",True,cloudfront,,,,,
[x],cscentral-gamma-cn-external.amazon.cn,54.222.63.36,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cscentral.amazon.co.uk,176.32.110.117,"ns-238.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1839.awsdns-37.co.uk, ns-238.awsdns-29.com, ns-805.awsdns-36.net, ns-1349.awsdns-40.org",,176.32.111.11c33e1 176.32.110.117c33e1 176.32.108.40c33e1 n1,,,,,,,,
[x],cscentral.amazon.com,"18.165.98.40, 18.165.98.49, 18.165.98.90, 18.165.98.116, 205.251.193.137, 205.251.195.148, 205.251.197.172, 205.251.198.162","ns-1452.awsdns-53.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-916.awsdns-50.net, ns-1452.awsdns-53.org, ns-1698.awsdns-20.co.uk, ns-393.awsdns-49.com",,,"tp.9de6ce215-frontier.amazon.com, d27qi7vyv5un4c.cloudfront.net",True,cloudfront,,,,,
[x],csds-beta-eu.integ.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],csdtools-beta.corp.amazon.com,"54.155.241.202, 54.76.220.127, 54.229.97.76","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csdtools.corp.amazon.com,"54.229.97.76, 54.155.241.202, 54.76.220.127","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csem-rails-admin-cn.amazon.com,"54.72.158.92, 52.210.243.190, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],csem-rails-admin-eu.amazon.com,"54.229.97.76, 54.155.241.202, 54.76.220.127","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1117.awsdns-11.org, ns-1859.awsdns-40.co.uk, ns-445.awsdns-55.com, ns-882.awsdns-46.net",,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csem-rails-admin-fe.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],csem-rails-admin-na.amazon.com,"54.170.50.164, 52.210.243.190, 54.72.158.92","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],csgotooling-fe.amazon.com,"35.86.67.144, 205.251.192.165, 205.251.195.97, 205.251.197.109, 205.251.199.74","ns-865.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-865.awsdns-44.net, ns-1866.awsdns-41.co.uk, ns-165.awsdns-20.com, ns-1389.awsdns-45.org",,52.94.214.51c0e0 52.119.173.239c0e0 35.86.67.144c33e1 35.86.66.247c33e1 35.86.66.204c33e1 54.240.253.229c0e0 n1,,,,,,,,
[x],csgotooling-na.amazon.com,44.199.181.88,"ns-814.awsdns-37.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-814.awsdns-37.net, ns-1298.awsdns-34.org, ns-2027.awsdns-61.co.uk, ns-468.awsdns-58.com",,52.46.140.211c0e0 52.46.131.118c0e0 52.46.148.119c0e0 44.199.181.126c33e1 44.199.181.243c33e1 44.199.181.88c33e1 n1,,,,,,,,
[x],csi-jlb.corp.amazon.com,"176.34.194.33, 54.73.253.212, 52.212.247.55","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2-4.aea.amazon.com, midway-gateway-2-4.eu-west-1.aea.amazon.com",,,,,,,
[x],csi.amazon.com,"54.229.97.76, 54.76.220.127, 54.155.241.202","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csi.corp.amazon.com,"52.21.131.57, 34.234.51.219, 18.215.87.132","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com",,,,,,,
[x],csi.vipinteg.amazon.com,"54.155.241.202, 54.229.97.76, 54.76.220.127","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csinsight-portal.amazon.com,"63.32.225.136, 54.72.98.207, 52.212.41.214","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com, midway-gateway-2-us-east-1.aea.amazon.com",,,,,,,
[x],csinsight-portal.integ.amazon.com,"176.34.194.33, 54.73.253.212, 52.212.247.55","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2-4.aea.amazon.com, midway-gateway-2-4.eu-west-1.aea.amazon.com, midway-gateway-2-4.us-east-1.aea.amazon.com",,,,,,,
[x],cslp-pay.amazon.cn,54.222.63.171,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],csm-package-explorer.corp.amazon.com,"3.214.78.243, 52.45.84.106, 54.236.198.66","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-us-east-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],csm-whitelist.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],csos-client-services.amazon.cn,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],csos-client-updates.amazon.com,54.239.16.210,"ns-736.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1434.awsdns-51.org, ns-1612.awsdns-09.co.uk, ns-505.awsdns-63.com, ns-736.awsdns-28.net",,54.239.17.84c25e1 54.239.20.165c25e1 54.239.16.210c25e1 52.94.241.32c25e1 n1,,,,,,,,
[x],csos-emp.amazon.com,44.215.115.243,"ns-735.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-102.awsdns-12.com, ns-735.awsdns-27.net, ns-2010.awsdns-59.co.uk, ns-1218.awsdns-24.org",,44.215.143.172c33e1 52.46.129.105c0e0 52.46.137.7c0e0 44.215.139.41c33e1 44.215.115.243c33e1 52.46.133.118c0e0 n1,,,,,,,,
[x],csp-account-linking.amazon.com,52.46.133.227,"ns-932.amazon.com, root.amazon.com, ns-931.amazon.com, ns-912.amazon.com, ns-923.amazon.com",NOERROR,,,52.94.228.37c25e1 52.46.129.234c25e1 52.119.196.95c25e1 52.46.133.227c25e1 n1,,,,,,,,
[x],csp-beta.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],csr-metrics.amazon.com,"52.21.131.57, 18.215.87.132, 34.234.51.219","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-4.aea.amazon.com, midway-gateway-4-us-east-1.aea.amazon.com, midway-gateway-4-eu-west-1.aea.amazon.com",,,,,,,
[x],csreaderboards-cn.amazon.com,54.222.61.246,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],csreaderboards-eu.amazon.com,54.239.39.77,"ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1482.awsdns-57.org, ns-1697.awsdns-20.co.uk, ns-282.awsdns-35.com, ns-996.awsdns-60.net",,54.239.38.221c50e1 54.239.39.77c50e1 n1,,,,,,,,
[x],csreaderboards-fe.amazon.com,54.240.253.130,"ns-1247.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-853.awsdns-42.net, ns-36.awsdns-04.com, ns-1581.awsdns-05.co.uk, ns-1247.awsdns-27.org",,54.240.254.135c50e1 54.240.253.130c50e1 n1,,,,,,,,
[x],csrf-key-management.corp.amazon.com,"52.50.92.77, 108.128.156.70, 52.16.89.24","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1117.awsdns-11.org, ns-1859.awsdns-40.co.uk, ns-445.awsdns-55.com, ns-882.awsdns-46.net",,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],cssmmobile-eu.amazon.com,176.32.111.141,"ns-645.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-645.awsdns-16.net, ns-1233.awsdns-26.org, ns-1706.awsdns-21.co.uk, ns-383.awsdns-47.com",,176.32.110.109c33e1 176.32.108.26c33e1 176.32.111.141c33e1 n1,,,,,,,,
[x],cssmmobile-fe.amazon.com,52.94.210.219,"ns-780.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1527.awsdns-62.org, ns-1753.awsdns-27.co.uk, ns-509.awsdns-63.com, ns-780.awsdns-33.net",,52.94.209.40c50e1 52.94.210.219c50e1 n1,,,,,,,,
[x],cssmmobile-gamma-eu.amazon.com,"178.236.7.169, 205.251.192.19, 205.251.194.34, 205.251.196.161, 205.251.198.167","ns-19.awsdns-02.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1703.awsdns-20.co.uk, ns-546.awsdns-04.net, ns-19.awsdns-02.com, ns-1185.awsdns-20.org",,178.236.7.169c50e1 178.236.4.61c50e1 n1,,,,,,,,
[x],cssmmobile-gamma-fe.amazon.com,52.94.209.42,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1168.awsdns-18.org, ns-150.awsdns-18.com, ns-1596.awsdns-07.co.uk, ns-833.awsdns-40.net",,54.240.254.15c50e1 52.94.209.42c50e1 n1,,,,,,,,
[x],cssmmobile-gamma.amazon.com,176.32.102.33,"ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1088.awsdns-08.org, ns-2017.awsdns-60.co.uk, ns-251.awsdns-31.com, ns-723.awsdns-26.net",,176.32.101.211c50e1 176.32.102.33c50e1 n1,,,,,,,,
[x],cssmmobile.amazon.com,176.32.101.212,"ns-775.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1417.awsdns-49.org, ns-775.awsdns-32.net, ns-1603.awsdns-08.co.uk, ns-474.awsdns-59.com",,205.251.243.157c33e1 176.32.101.212c33e1 176.32.102.34c33e1 n1,,,,,,,,
[x],cst-amg-reporting.corp.amazon.com,"54.72.158.92, 54.170.50.164, 52.210.243.190","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],ctf.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],ctf1.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],ctf2.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],ctf3.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],cti.amazon.com,"52.16.89.24, 108.128.156.70, 52.50.92.77","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-1.aea.amazon.com, midway-gateway-1-eu-west-1.aea.amazon.com",,,,,,,
[x],cts3-portal.amazon.com,"44.210.175.192, 52.70.114.222, 3.226.141.54","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-2.aea.amazon.com, midway-gateway-2-us-east-1.aea.amazon.com, midway-gateway-2-eu-west-1.aea.amazon.com",,,,,,,
[x],cube-api-gamma.corp.amazon.com,"44.193.109.21, 52.203.229.119, 52.45.50.132","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-us-east-1.aea.amazon.com",,,,,,,
[x],cube-api.integ.amazon.com,"54.72.158.92, 52.210.243.190, 54.170.50.164","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"midway-gateway-3.aea.amazon.com, midway-gateway-3-eu-west-1.aea.amazon.com",,,,,,,
[x],cube-dub.aka.amazon.com,"52.16.44.73, 99.80.63.226, 54.217.198.51","ns-1117.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1117.awsdns-11.org, ns-1859.awsdns-40.co.uk, ns-445.awsdns-55.com, ns-882.awsdns-46.net",,,"midway-gateway-2-3.aea.amazon.com, midway-gateway-2-3.eu-west-1.aea.amazon.com",,,,,,,
[x],cube-dub.corp.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
