input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_subject_org_,final_url,tls_self_signed,tls_expired
eu-gw-stg.sg.iaas.checkpoint.com,,404,,eu-gw-stg.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T11:05:51Z,2023-07-13T12:00:25Z,CN=eu-gw-stg.sg.iaas.checkpoint.com,eu-gw-stg.sg.iaas.checkpoint.com,eu-gw-stg.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,f807cc2f379cbcdc136390b057cbfb64,e3f783a11d3453bd4a8df7ab47f265d9ce7e090686a8ef4bc90f4c47a8c86855,,ctls,eu-gw-stg.sg.iaas.checkpoint.com,google,443,https://eu-gw-stg.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.85.126,/,-1840324437,34.149.85.126,HTTP/3,1,False,True,,,,,,
eu-gw.sg.iaas.checkpoint.com,,404,,eu-gw.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T12:38:44Z,2023-08-02T13:32:38Z,CN=eu-gw.sg.iaas.checkpoint.com,eu-gw.sg.iaas.checkpoint.com,eu-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ed031cd47d94a3d39b5d20a0a380490d,64f32cfffc5207626c7ff586aee26185c2e2af27dd7a08a759730aeca57a1399,,ctls,eu-gw.sg.iaas.checkpoint.com,google,443,https://eu-gw.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.149.107,/,-1840324437,34.149.149.107,HTTP/3,1,False,True,,,,,,
eu-west-1.g04.checkpoint.com,404 File Not Found,404,204,eu-west-1.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-29T15:24:29Z,2024-04-29T15:24:29Z,"CN=aws-ireland-be-r81-cluster-tgw VPN Certificate, O=natasha..8ye75g",aws-ireland-be-r81-cluster-tgw VPN Certificate,,O=natasha..8ye75g,,natasha..8ye75g,7a2694e9b882f61ea7302eaaac130a28,74da0ebe713e72f1fb52c36865596a0c602d2b3fdaac76b6af23d4110c725f60,,ctls,eu-west-1.g04.checkpoint.com,,443,https://eu-west-1.g04.checkpoint.com:443,https,Check Point SVN foundation,text/html,GET,54.220.66.248,/,-993165615,54.220.66.248,HSTS,13,False,,True,,natasha..8ye75g,,True,
eucpm.checkpoint.com,Check Point Mobile - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1582,portal.eucpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-05T15:32:18Z,2024-03-08T15:32:17Z,CN=*.eucpm.checkpoint.com,*.eucpm.checkpoint.com,eucpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,f7f10866a03a1690ab74756720406b12,1ff5347d9933a67b40023a4738a975e7a5220389c8793ff02b204827a3f3d3af,True,ctls,portal.eucpm.checkpoint.com,,443,https://eucpm.checkpoint.com:443,https,CPWS,text/html,GET,178.162.128.130,/,-993165615,178.162.128.130,HSTS,54,False,,,,,https://portal.eucpm.checkpoint.com:443/Login/Login,,
eureka.iaas.checkpoint.com,,404,9,eureka.iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=iaas.checkpoint.com,iaas.checkpoint.com,*.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c73e0f8b985fc2a7f1e3132901e6ef70,5b9c4bc4f1e2a136bbc7e32cde8cf8e4d70c45233659bfb5c7d3609bc5d8f2ee,True,ctls,eureka.iaas.checkpoint.com,,443,https://eureka.iaas.checkpoint.com:443,https,,text/html,GET,34.253.164.77,/,-738705486,52.30.70.194,HSTS,1,False,,,,,,,
evasions.checkpoint.com,Evasion techniques,200,13676,evasions.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T20:23:28Z,2023-08-05T20:23:27Z,CN=evasions.checkpoint.com,evasions.checkpoint.com,evasions.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,11a8a85470402c1ce40725023a178c31,c48d3130d94ff9f9188b2cb08acfefcbd9177e4e17110b746756416d1964310f,,ctls,evasions.checkpoint.com,,443,https://evasions.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1268870372,2606:50c0:8000::153,Varnish,437,False,,,,,,,
extensions.checkpoint.com,,200,270254,extensions.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,extensions.checkpoint.com,google,443,https://extensions.checkpoint.com:443,https,UploadServer,application/xml,GET,34.96.78.214,/,2069056263,34.96.78.214,HTTP/3,1,False,True,,,,,,
extvpn.checkpoint.com,Check Point Mobile - You have no cookie support - Please enable cookies in your browser,200,1406,extvpn.checkpoint.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-06-27T00:00:00Z,2023-07-11T23:59:59Z,"CN=extvpn.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",extvpn.checkpoint.com,extvpn.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4311f2674fc7371a61beffcaa5c2abb9,4e76b9a0c18852ace61e2efef71bcf880f86d14a37e6fd2bb1cf2a63620196d7,,ctls,extvpn.checkpoint.com,,443,https://extvpn.checkpoint.com:443,https,CPWS,text/html,GET,194.29.38.82,/,-993165615,194.29.38.82,HSTS,54,False,,,fonts.gstatic.com,Check Point Software Technologies Inc.,https://extvpn.checkpoint.com/Login/Login?CheckCookieSupport=1,,
forensics.checkpoint.com,,200,131,forensics.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,forensics.checkpoint.com,,443,https://forensics.checkpoint.com:443,https,Apache,text/html,GET,209.87.209.32,/,-780928015,209.87.209.32,HSTS,7,False,,,,,,,
fortune.checkpoint.com,,403,9,fortune.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,fortune.checkpoint.com,,443,https://fortune.checkpoint.com:443,https,nginx,application/octet-stream text/plain,GET,194.29.39.74,/,-942874359,194.29.39.74,Nginx,1,False,,,,,,,
fortune.us.checkpoint.com,,403,9,fortune.us.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,fortune.us.checkpoint.com,,443,https://fortune.us.checkpoint.com:443,https,nginx,application/octet-stream text/plain,GET,194.29.39.74,/,-942874359,194.29.39.74,Nginx,1,False,,True,,,,,
ftp.checkpoint.com,Server Login,200,4794,ftp.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,ftp.checkpoint.com,,443,https://ftp.checkpoint.com:443,https,,text/html,GET,194.29.38.122,/,-2000384200,194.29.38.122,,118,False,,,,,https://ftp.checkpoint.com/EFTClient/Account/Login.htm,,
ftp.ts.checkpoint.com,Server Login,200,5233,ftp.ts.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-01T00:00:00Z,2023-06-16T23:59:59Z,"CN=mercury.ts.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",mercury.ts.checkpoint.com,mercury.ts.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,69d75e6cb51d618b68f9967e00655670,015f9129951b0cc769dd860bf77cae156a41438cdd3db912f355f21dc5934cf3,,ctls,ftp.ts.checkpoint.com,,443,https://ftp.ts.checkpoint.com:443,https,,text/html,GET,216.228.148.22,/,868260789,216.228.148.22,HSTS,128,False,,True,,Check Point Software Technologies Inc.,https://ftp.ts.checkpoint.com/Web/Account/Login.htm,,
ftp.us.checkpoint.com,Server Login,200,5233,ftp.us.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-01T00:00:00Z,2023-06-16T23:59:59Z,"CN=mercury.ts.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",mercury.ts.checkpoint.com,mercury.ts.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,69d75e6cb51d618b68f9967e00655670,015f9129951b0cc769dd860bf77cae156a41438cdd3db912f355f21dc5934cf3,,ctls,ftp.us.checkpoint.com,,443,https://ftp.us.checkpoint.com:443,https,,text/html,GET,216.228.148.22,/,868260789,216.228.148.22,HSTS,128,False,,True,,Check Point Software Technologies Inc.,https://ftp.us.checkpoint.com/Web/Account/Login.htm,,
getsecure.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://getsecure.checkpoint.com:80,http,CloudFront,text/html,GET,13.225.78.75,/,958795087,2600:9000:21f3:2c00:e:90fc:b100:93a1,Amazon Web Services,20,False,True,,,,,,
go.checkpoint.com,,200,,go.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T17:28:24Z,2023-08-20T17:28:23Z,CN=go.checkpoint.com,go.checkpoint.com,go.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4d9365a363c0c1d928e6084bfd454dfc,8cf367e5177085a265ea969145688ab3994ddb93a03ac7f639c253673d7cb1ff,,ctls,go.checkpoint.com,,443,https://go.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,WordPress,1,False,,,,,,,
goa.checkpoint.com,SSL VPN Portal - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1539,goa.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-29T13:19:59Z,2024-08-28T13:19:59Z,CN=ili-natasha-gw.checkpoint.com,ili-natasha-gw.checkpoint.com,194.29.32.129,"CN=CheckPoint-SubCA-01, DC=ad, DC=checkpoint, DC=com, DC=ad, DC=checkpoint, DC=com",CheckPoint-SubCA-01,,45d6113946fb5fd481598e06858d76dd,39679f80f95ddb7c4472b1f873770cdaab54ca8d0bdb8018759220ff49fbcdd6,,ctls,goa.checkpoint.com,,443,https://goa.checkpoint.com:443,https,CPWS,text/html,GET,194.29.32.129,/,-993165615,194.29.32.129,HSTS,54,False,,True,,,https://goa.checkpoint.com/sslvpn/Login/Login,,
grafana.uscpm.checkpoint.com,- Page not found. The specified page could not be found. (404),404,1446,grafana.uscpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-02-01T18:12:01Z,2024-03-03T18:29:17Z,CN=*.uscpm.checkpoint.com,*.uscpm.checkpoint.com,uscpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,63094693f78c12e56704797db1e06cfa,4f15f8005f24780a7bbc8e7df1bf301217bc8f47b03a4a0f7b22d57b57dc6065,True,ctls,grafana.uscpm.checkpoint.com,,443,https://grafana.uscpm.checkpoint.com:443,https,CPWS,text/html,GET,209.87.222.143,/,-993165615,209.87.222.143,HSTS,54,False,,,,,,,
gw-dev.checkpoint.com,404 Not Found,404,146,gw-dev.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,gw-dev.checkpoint.com,,443,https://gw-dev.checkpoint.com:443,https,nginx,text/html,GET,3.228.156.218,/,1494302000,44.207.91.194,Nginx,8,False,,,,,,,
gwevents.checkpoint.com,,200,44,gwevents.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,gwevents.checkpoint.com,,443,https://gwevents.checkpoint.com:443,https,Apache,text/html,GET,209.87.211.157,/,1065733603,209.87.211.157,Apache,1,False,,,,,,,
gwevents.us.checkpoint.com,,200,44,gwevents.us.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,gwevents.us.checkpoint.com,,443,https://gwevents.us.checkpoint.com:443,https,Apache,text/html,GET,209.87.211.157,/,1027030072,209.87.211.157,Apache,1,False,,True,,,,,
heimdall.checkpoint.com,,404,14,heimdall.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,heimdall.checkpoint.com,,443,https://heimdall.checkpoint.com:443,https,awselb/2.0,text/plain,GET,52.212.116.117,/,716467437,52.19.4.215,,1,False,,,,,,,
help.checkpoint.com,,200,1726,help.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-27T07:09:59Z,2023-08-25T12:43:41Z,CN=help.checkpoint.com,help.checkpoint.com,www.help.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",c3ec0a84e6b77f0ce44f60b399dc2163,75fda30385ce34433419f230bdfdb56306a9f305f8fcbcb74504fd3208e49d8c,,ctls,help.checkpoint.com,,443,https://help.checkpoint.com:443,https,sfdcedge,text/html,GET,85.222.140.6,/,1433417005,85.222.140.13,HSTS,49,False,,,*.salesforce.com,,https://help.checkpoint.com/s/,,
home19.checkpoint.com,CheckPoint - Home-19,200,7466,home19.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,home19.checkpoint.com,,443,https://home19.checkpoint.com:443,https,CPWS,text/html,GET,194.29.39.66,/,1632845481,194.29.39.66,HSTS,185,False,,,,,,,
https://cdnjs.cloudflare.com,cdnjs.cloudflare.com,200,8867,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8789a4791c80fe9fc769847a7ba6e4b5,9454c62828b954228efbbb6b7e3865ae64ba54e5a4ccdd89936d068e2ac94dd3,True,ctls,cdnjs.cloudflare.com,cloudflare,443,https://cdnjs.cloudflare.com:443,https,cloudflare,text/html,GET,104.17.24.14,/,2023033722,2606:4700::6811:180e,HTTP/3,169,False,True,,,"Cloudflare, Inc.",,,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:57:42Z,2023-08-11T12:57:41Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,b5a3f1a6025d2831a2025cd1229f5eb1,f6b217e7058f30b38cd19c0de67bd0f1d0b366b2c020708621bee2781b99d2ff,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.184.202,/,-606046040,2a00:1450:4001:829::200a,HTTP/3,1,False,,,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:57:42Z,2023-08-11T12:57:41Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7413746c808fa873a6032a283da87fcb,9cad9ade4fa8573dbf2182c566b17175d505d1fed535f7d0c044893d195081b5,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,172.217.16.195,/,302920777,2a00:1450:4001:830::2003,HTTP/3,12,False,,,,,,,
https://www.gravatar.com,Gravatar - Globally Recognized Avatars,200,84841,en.gravatar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-23T00:00:00Z,2023-12-24T23:59:59Z,CN=*.gravatar.com,*.gravatar.com,gravatar.com,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,eab84d628994346ce07e523bf9941866,3707397f4d5cdabfe11c2949663fff5dfe2ca29ec27dadbc6232ceb38f5738af,True,ctls,en.gravatar.com,,443,https://www.gravatar.com:443,https,nginx,text/html,GET,192.0.73.2,/,73337656,2a04:fa87:fffe::c000:4902,WordPress,759,False,,,*.googletagmanager.com,,https://en.gravatar.com/,,
iaas.checkpoint.com,,404,21,iaas.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=iaas.checkpoint.com,iaas.checkpoint.com,*.iaas.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c73e0f8b985fc2a7f1e3132901e6ef70,5b9c4bc4f1e2a136bbc7e32cde8cf8e4d70c45233659bfb5c7d3609bc5d8f2ee,True,ctls,iaas.checkpoint.com,,443,https://iaas.checkpoint.com:443,https,,text/plain,GET,52.208.238.128,/,-1669793162,63.34.222.121,HSTS,1,False,,,,,,,
iam-sso.checkpoint.com,,202,,iam-sso.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,iam-sso.checkpoint.com,cloudfront,443,https://iam-sso.checkpoint.com:443,https,CloudFront,text/html,GET,13.225.34.57,/,-1840324437,13.225.34.118,Amazon Web Services,1,False,True,,,,,,
iam-sso.g04.checkpoint.com,CA Access Gateway - Error Report,500,628,iam-sso.g04.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,iam-sso.g04.checkpoint.com,,443,https://iam-sso.g04.checkpoint.com:443,https,Apache,text/html,GET,194.29.39.47,/,-1139386442,194.29.39.47,Apache,1,False,,True,,,,,
iapi-ucs.checkpoint.com,,404,12,iapi-ucs.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,iapi-ucs.checkpoint.com,cloudfront,443,https://iapi-ucs.checkpoint.com:443,https,CPWS,text/html,GET,13.225.78.76,/,-1320956014,13.225.78.75,HSTS,2,False,True,,,,,,
il-burrito.checkpoint.com,,200,3626,portal.il-lemon.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-24T06:17:55Z,2023-06-25T06:17:55Z,CN=*.il-lemon.checkpoint.com,*.il-lemon.checkpoint.com,il-lemon.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d808bc7365308520a1d92fbcad5ab866,3f16157fd394570e8f39694f676c1b36aadad009115db0df22246850fe932efc,True,ctls,portal.il-lemon.checkpoint.com,,443,https://il-burrito.checkpoint.com:443,https,CPWS,text/html,GET,194.29.45.15,/,54202412,194.29.45.15,HSTS,201,False,,,www.gstatic.com,,https://portal.il-lemon.checkpoint.com/Login/BrowserSupport,,
il-lemon.checkpoint.com,,200,3626,portal.il-lemon.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-24T06:17:55Z,2023-06-25T06:17:55Z,CN=*.il-lemon.checkpoint.com,*.il-lemon.checkpoint.com,il-lemon.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d808bc7365308520a1d92fbcad5ab866,3f16157fd394570e8f39694f676c1b36aadad009115db0df22246850fe932efc,True,ctls,portal.il-lemon.checkpoint.com,,443,https://il-lemon.checkpoint.com:443,https,CPWS,text/html,GET,194.29.45.21,/,-993165615,194.29.45.21,HSTS,201,False,,,www.google.com,,https://portal.il-lemon.checkpoint.com/Login/BrowserSupport,,
il-pc.checkpoint.com,,200,3626,portal.il-lemon.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-24T06:17:55Z,2023-06-25T06:17:55Z,CN=*.il-lemon.checkpoint.com,*.il-lemon.checkpoint.com,il-lemon.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d808bc7365308520a1d92fbcad5ab866,3f16157fd394570e8f39694f676c1b36aadad009115db0df22246850fe932efc,True,ctls,portal.il-lemon.checkpoint.com,,443,https://il-pc.checkpoint.com:443,https,CPWS,text/html,GET,194.29.45.15,/,54202412,194.29.45.15,HSTS,201,False,,,fonts.gstatic.com,,https://portal.il-lemon.checkpoint.com/Login/BrowserSupport,,
