input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,csp_domains_,webserver,cdn_name,cdn,final_url
auto.beta.blendlabs.com,,200,112392,auto.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,auto.beta.blendlabs.com,443,https://auto.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://cdn.plaid.com,,cloudflare,True,
automation.beta.blendlabs.com,,200,106198,automation.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,automation.beta.blendlabs.com,80,http://automation.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://cdn.plaid.com/link/v2/stable/link-initialize.js,,cloudflare,True,https://automation.beta.blendlabs.com/
avenu.beta.blendlabs.com,,200,112430,avenu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,avenu.beta.blendlabs.com,443,https://avenu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://sentry-relay.k8s.tools.blend.com,,cloudflare,True,
bankofalbuquerque.beta.blendlabs.com,,200,121389,bankofalbuquerque.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bankofalbuquerque.beta.blendlabs.com,443,https://bankofalbuquerque.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,86699074,172.65.228.100,33,False,,Plaid,https://app.mode.com,,cloudflare,True,
bankofalbuquerque.blendlabs.com,Not Found,404,12379,bankofalbuquerque.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bankofalbuquerque.blendlabs.com,443,https://bankofalbuquerque.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
bankofarizona.beta.blendlabs.com,,200,111878,bankofarizona.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bankofarizona.beta.blendlabs.com,443,https://bankofarizona.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://cdn.plaid.com/link/v2/stable/link-initialize.js,,cloudflare,True,
bankofarkansas.blendlabs.com,,400,28,bankofarkansas.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bankofarkansas.blendlabs.com,443,https://bankofarkansas.blendlabs.com:443,https,text/html,GET,52.22.44.50,/,-2025574194,54.174.124.187,1,False,,,,,,,
bankofoklahoma.beta.blendlabs.com,,200,120973,bankofoklahoma.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bankofoklahoma.beta.blendlabs.com,443,https://bankofoklahoma.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,86699074,172.65.228.100,33,False,,Plaid,https://docv-iframe.alloy.co,,cloudflare,True,
bankofoklahoma.blendlabs.com,Not Found,404,12379,bankofoklahoma.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bankofoklahoma.blendlabs.com,443,https://bankofoklahoma.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
bankoftexas.blendlabs.com,Not Found,404,12379,bankoftexas.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bankoftexas.blendlabs.com,80,http://bankoftexas.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,https://bankoftexas.blendlabs.com/
bcu.blendlabs.com,Not Found,404,12379,bcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bcu.blendlabs.com,443,https://bcu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
becu.beta.blendlabs.com,,200,109443,becu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,becu.beta.blendlabs.com,443,https://becu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,2029128632,172.65.228.100,33,False,,Plaid,https://connect2.finicity.com,,cloudflare,True,
becu.blendlabs.com,Not Found,404,12379,becu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,becu.blendlabs.com,443,https://becu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
beyond.blend.com,Blend — Powering the future of banking,200,103052,blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-14T13:41:15Z,2023-10-12T13:41:14Z,CN=blend.com,blend.com,blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0907d25e5ec9b06898490574d724e7a,be82319b6089dc6a79eeb9b4a5e31be9120333291cfcb8740bb949181d5e29a7,,ctls,blend.com,80,http://beyond.blend.com:80,http,text/html,GET,52.213.47.89,/,1350677732,3.248.123.157,1422,False,,Yoast SEO:19.11,,nginx,,,https://blend.com/
blend-beta-demos.beta.blendlabs.com,,400,28,blend-beta-demos.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-beta-demos.beta.blendlabs.com,443,https://blend-beta-demos.beta.blendlabs.com:443,https,text/html,GET,44.196.122.93,/,-2025574194,34.237.130.152,1,False,,,,,,,
blend-beta-pentest.beta.blendlabs.com,,400,28,blend-beta-pentest.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-beta-pentest.beta.blendlabs.com,443,https://blend-beta-pentest.beta.blendlabs.com:443,https,text/html,GET,52.201.79.75,/,-2025574194,52.71.125.252,1,False,,,,,,,
blend-borrower-1.beta.blendlabs.com,,400,28,blend-borrower-1.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-borrower-1.beta.blendlabs.com,443,https://blend-borrower-1.beta.blendlabs.com:443,https,text/html,GET,52.6.20.108,/,-2025574194,54.198.192.169,1,False,,,,,,,
blend-borrower-2.beta.blendlabs.com,,200,156468,blend-borrower-2.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blend-borrower-2.beta.blendlabs.com,80,http://blend-borrower-2.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://cdn.plaid.com/link/v2/stable/link-initialize.js,,cloudflare,True,https://blend-borrower-2.beta.blendlabs.com/
blend-borrower-elliemae.beta.blendlabs.com,,200,163754,blend-borrower-elliemae.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blend-borrower-elliemae.beta.blendlabs.com,80,http://blend-borrower-elliemae.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://ssl.google-analytics.com,,cloudflare,True,https://blend-borrower-elliemae.beta.blendlabs.com/
blend-borrower-frank.beta.blendlabs.com,,200,145601,blend-borrower-frank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blend-borrower-frank.beta.blendlabs.com,443,https://blend-borrower-frank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://bl-uat-uploaded-assets.s3.amazonaws.com,,cloudflare,True,
blend-borrower-george.beta.blendlabs.com,,400,28,blend-borrower-george.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-borrower-george.beta.blendlabs.com,443,https://blend-borrower-george.beta.blendlabs.com:443,https,text/html,GET,44.196.122.93,/,-2025574194,34.237.130.152,1,False,,,,,,,
blend-borrower-marctest.beta.blendlabs.com,,200,169367,blend-borrower-marctest.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blend-borrower-marctest.beta.blendlabs.com,443,https://blend-borrower-marctest.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1939210294,172.65.228.100,33,False,,Plaid,https://eclose-docmagic-proxy.k8s.beta.blend.com,,cloudflare,True,
blend-borrower-mollytest.beta.blendlabs.com,,400,28,blend-borrower-mollytest.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-borrower-mollytest.beta.blendlabs.com,443,https://blend-borrower-mollytest.beta.blendlabs.com:443,https,text/html,GET,34.237.130.152,/,-2025574194,44.196.122.93,1,False,,,,,,,
blend-borrower-smariscaltest.beta.blendlabs.com,,200,158443,blend-borrower-smariscaltest.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blend-borrower-smariscaltest.beta.blendlabs.com,443,https://blend-borrower-smariscaltest.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1309666996,172.65.228.100,33,False,,Plaid,https://bl-uat-uploaded-assets.s3.amazonaws.com,,cloudflare,True,
blend-borrower-suntrust.beta.blendlabs.com,,400,28,blend-borrower-suntrust.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,blend-borrower-suntrust.beta.blendlabs.com,443,https://blend-borrower-suntrust.beta.blendlabs.com:443,https,text/html,GET,54.164.214.227,/,-2025574194,34.237.130.152,1,False,,,,,,,
blend-borrower-uat.blendlabs.com,Not Found,404,12379,blend-borrower-uat.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,blend-borrower-uat.blendlabs.com,443,https://blend-borrower-uat.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
blend-borrower.blendlabs.com,,200,80451,blend-borrower.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-05T14:37:21Z,2023-09-03T14:37:20Z,CN=blend-borrower.blendlabs.com,blend-borrower.blendlabs.com,blend-borrower.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9ae788a5096913258d8960b011a9ed86,023c1307cbaff65ce9946760da24502591befee89b7e87d251610b9c31c6c52f,,ctls,blend-borrower.blendlabs.com,443,https://blend-borrower.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,33,False,,Plaid,https://eclose-public-proxy.k8s.prod.blend.com,,cloudflare,True,
blend-prod-bailey.blendlabs.com,,400,28,blend-prod-bailey.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,blend-prod-bailey.blendlabs.com,80,http://blend-prod-bailey.blendlabs.com:80,http,text/html,GET,52.22.44.50,/,-2025574194,52.72.252.188,1,False,,,,,,,https://blend-prod-bailey.blendlabs.com/
blend-prod-bailey.k8s.prod.blend.com,,400,28,blend-prod-bailey.k8s.prod.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,blend-prod-bailey.k8s.prod.blend.com,443,https://blend-prod-bailey.k8s.prod.blend.com:443,https,text/html,GET,3.93.118.213,/,-2025574194,54.174.124.187,1,False,,,,,,,
blend.com,Blend — Powering the future of banking,200,103052,blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-14T13:41:15Z,2023-10-12T13:41:14Z,CN=blend.com,blend.com,blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0907d25e5ec9b06898490574d724e7a,be82319b6089dc6a79eeb9b4a5e31be9120333291cfcb8740bb949181d5e29a7,,ctls,blend.com,443,https://blend.com:443,https,text/html,GET,151.101.2.133,/,-1840324437,2a04:4e42::645,1422,False,,Yoast SEO:19.11,,nginx,fastly,True,
blendlabs.com,Blend — Powering the future of banking,200,103052,blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-14T13:41:15Z,2023-10-12T13:41:14Z,CN=blend.com,blend.com,blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0907d25e5ec9b06898490574d724e7a,be82319b6089dc6a79eeb9b4a5e31be9120333291cfcb8740bb949181d5e29a7,,ctls,blend.com,80,http://blendlabs.com:80,http,text/html,GET,18.66.97.52,/,-1840324437,18.66.97.72,1422,False,,Yoast SEO:19.11,,nginx,cloudfront,True,https://blend.com/
blrmortgage.beta.blendlabs.com,,200,113728,blrmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,blrmortgage.beta.blendlabs.com,443,https://blrmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1915053438,172.65.228.100,33,False,,Plaid,https://payment-api-external.k8s.beta.blend.com,,cloudflare,True,
bluehillsbank.beta.blendlabs.com,,200,126419,bluehillsbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bluehillsbank.beta.blendlabs.com,443,https://bluehillsbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://apps.e-signlive.com,,cloudflare,True,
blueleaflending.blendlabs.com,,400,28,blueleaflending.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,blueleaflending.blendlabs.com,443,https://blueleaflending.blendlabs.com:443,https,text/html,GET,52.1.56.148,/,-2025574194,52.22.44.50,1,False,,,,,,,
bmo.blendlabs.com,Not Found,404,12379,bmo.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bmo.blendlabs.com,443,https://bmo.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
bmouat.beta.blendlabs.com,,200,204722,bmouat.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bmouat.beta.blendlabs.com,443,https://bmouat.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,335252280,172.65.228.100,33,False,,Plaid,https://bl-prod-consumer-lending-store.s3.amazonaws.com,,cloudflare,True,
bokfinancial.beta.blendlabs.com,,200,130601,bokfinancial.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,bokfinancial.beta.blendlabs.com,443,https://bokfinancial.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,86699074,172.65.228.100,33,False,,Plaid,https://*.google-analytics.com,,cloudflare,True,
bokfinancial.blendlabs.com,Not Found,404,12379,bokfinancial.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,bokfinancial.blendlabs.com,443,https://bokfinancial.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
bons.blend.com,,200,34,bons.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-05-16T23:59:59Z,"CN=bons.blend.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",bons.blend.com,bons.blend.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8003346636a7a2a28be308d12f3cd52a,fe93c2807c08959b0654b6e69a653b767e34c31d95a17577989c75ac10ed6a47,,ctls,bons.blend.com,443,https://bons.blend.com:443,https,application/json,GET,54.236.87.217,/,547900792,52.45.83.132,1,False,"Blend Labs, Inc.",HSTS,,,,,
