input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,csp_domains_,webserver,cdn_name,cdn,final_url
ft.beta.blendlabs.com,,200,154794,ft.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,ft.beta.blendlabs.com,443,https://ft.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1445889431,172.65.228.100,33,False,,Plaid,https://app.mode.com,,cloudflare,True,
gateway.beta.blendlabs.com,,200,120556,gateway.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,gateway.beta.blendlabs.com,443,https://gateway.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,2050605464,172.65.228.100,33,False,,Plaid,https://www.googletagmanager.com,,cloudflare,True,
gem.beta.blendlabs.com,,200,117536,gem.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,gem.beta.blendlabs.com,443,https://gem.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1135195512,172.65.228.100,33,False,,Plaid,https://maps.google.com,,cloudflare,True,
globalmortgage.blendlabs.com,,200,80626,globalmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-07T02:52:11Z,2023-09-05T02:52:10Z,CN=globalmortgage.blendlabs.com,globalmortgage.blendlabs.com,globalmortgage.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fdcbe0bf08741da1dd571a50255ef659,5af10b2aad3a09669240ffbf3046a8e72c36425a74282ed1a525adad248bcb19,,ctls,globalmortgage.blendlabs.com,443,https://globalmortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,33,False,,Plaid,*.blendlabs.com,,cloudflare,True,
gmmllc.beta.blendlabs.com,,200,116854,gmmllc.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,gmmllc.beta.blendlabs.com,443,https://gmmllc.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,www.google.com,,cloudflare,True,
gofcm.blendlabs.com,Not Found,404,12379,gofcm.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,gofcm.blendlabs.com,443,https://gofcm.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
goratecloud.blendlabs.com,Not Found,404,12379,goratecloud.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,goratecloud.blendlabs.com,443,https://goratecloud.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
guardianmortgageonline.blendlabs.com,,400,28,guardianmortgageonline.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,guardianmortgageonline.blendlabs.com,443,https://guardianmortgageonline.blendlabs.com:443,https,text/html,GET,54.174.124.187,/,-2025574194,52.72.252.188,1,False,,,,,,,
hamilton.beta.blendlabs.com,,200,113417,hamilton.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,hamilton.beta.blendlabs.com,443,https://hamilton.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-227739328,172.65.228.100,33,False,,Plaid,https://app.mode.com,,cloudflare,True,
hamilton.blendlabs.com,Not Found,404,12379,hamilton.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hamilton.blendlabs.com,443,https://hamilton.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
hello.blend.com,,204,,hello.blend.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T08:14:04Z,2023-09-03T08:14:03Z,CN=hello.blend.com,hello.blend.com,hello.blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e073b81b8fe9013c2312b3ff3c121709,af7e20cf96a2ff71e06477cda17ff2679b31f321c17a95794608d96be473bc5d,,ctls,hello.blend.com,443,https://hello.blend.com:443,https,,GET,34.218.118.117,/,-1840324437,52.32.113.107,1,False,,HSTS,,,,,
help.blend.com,Security check,403,6605,help.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-16T23:38:25Z,2023-09-14T23:38:24Z,CN=help.blend.com,help.blend.com,help.blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,27da87063c0e02817a561ee6530665db,c6dcf765b0704b730ef9b5791ec4f295656fcb20755ee713584c67742fef3cee,,ctls,help.blend.com,443,https://help.blend.com:443,https,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,32,False,,Cloudflare,,cloudflare,cloudflare,True,https://help.blend.com/hc/en-us
hhlnorthwest.blendlabs.com,,400,28,hhlnorthwest.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hhlnorthwest.blendlabs.com,443,https://hhlnorthwest.blendlabs.com:443,https,text/html,GET,54.174.124.187,/,-2025574194,52.1.56.148,1,False,,,,,,,
hlt.blendlabs.com,Not Found,404,12379,hlt.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hlt.blendlabs.com,443,https://hlt.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
homeloancenter.blendlabs.com,Not Found,404,12379,homeloancenter.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,homeloancenter.blendlabs.com,443,https://homeloancenter.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
homeseed.blendlabs.com,,400,28,homeseed.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,homeseed.blendlabs.com,80,http://homeseed.blendlabs.com:80,http,text/html,GET,54.174.124.187,/,-2025574194,52.1.56.148,1,False,,,,,,,https://homeseed.blendlabs.com/
homeside.beta.blendlabs.com,Not Found,404,12379,homeside.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,homeside.beta.blendlabs.com,80,http://homeside.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,161,False,,,,,cloudflare,True,https://homeside.beta.blendlabs.com/
homeside.blendlabs.com,Not Found,404,12379,homeside.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,homeside.blendlabs.com,443,https://homeside.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
homespire.beta.blendlabs.com,,400,28,homespire.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,homespire.beta.blendlabs.com,443,https://homespire.beta.blendlabs.com:443,https,text/html,GET,54.198.192.169,/,-2025574194,52.6.20.108,1,False,,,,,,,
homespire.blendlabs.com,,400,28,homespire.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,homespire.blendlabs.com,443,https://homespire.blendlabs.com:443,https,text/html,GET,52.72.252.188,/,-2025574194,54.174.124.187,1,False,,,,,,,
hpf.blendlabs.com,,400,28,hpf.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hpf.blendlabs.com,443,https://hpf.blendlabs.com:443,https,text/html,GET,52.72.252.188,/,-2025574194,3.93.118.213,1,False,,,,,,,
hpfc.beta.blendlabs.com,,400,28,hpfc.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,hpfc.beta.blendlabs.com,443,https://hpfc.beta.blendlabs.com:443,https,text/html,GET,52.6.20.108,/,-2025574194,54.198.192.169,1,False,,,,,,,
hpfc.blendlabs.com,,400,28,hpfc.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hpfc.blendlabs.com,443,https://hpfc.blendlabs.com:443,https,text/html,GET,3.93.118.213,/,-2025574194,52.1.56.148,1,False,,,,,,,
hstmortgage.beta.blendlabs.com,,200,117103,hstmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,hstmortgage.beta.blendlabs.com,443,https://hstmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://blend-backend-hstmortgage-uat-default.s3.amazonaws.com,,cloudflare,True,
hstmortgage.blendlabs.com,,400,28,hstmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,hstmortgage.blendlabs.com,443,https://hstmortgage.blendlabs.com:443,https,text/html,GET,52.22.44.50,/,-2025574194,3.93.118.213,1,False,,,,,,,
huntmortgage.beta.blendlabs.com,,200,117191,huntmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,huntmortgage.beta.blendlabs.com,443,https://huntmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,fonts.googleapis.com,,cloudflare,True,
iberia.beta.blendlabs.com,,200,129176,iberia.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,iberia.beta.blendlabs.com,443,https://iberia.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-647852487,172.65.228.100,33,False,,Plaid,https://payment-api-external.k8s.beta.blend.com,,cloudflare,True,
iberia.blendlabs.com,Not Found,404,12379,iberia.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,iberia.blendlabs.com,443,https://iberia.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
iccu.beta.blendlabs.com,,200,124660,iccu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,iccu.beta.blendlabs.com,443,https://iccu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1772672973,172.65.228.100,33,False,,Plaid,https://sentry-relay.k8s.tools.blend.com,,cloudflare,True,
icg.beta.blendlabs.com,,200,114038,icg.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,icg.beta.blendlabs.com,443,https://icg.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1571051969,172.65.228.100,33,False,,Plaid,https://mfa-registrar.beta.blendlabs.com,,cloudflare,True,
icg.blendlabs.com,Not Found,404,12379,icg.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,icg.blendlabs.com,443,https://icg.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
icici.beta.blendlabs.com,Not Found,404,12379,icici.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,icici.beta.blendlabs.com,443,https://icici.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,161,False,,,,,cloudflare,True,
icici.blendlabs.com,Not Found,404,12379,icici.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,icici.blendlabs.com,443,https://icici.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
identity.beta.blend.com,Blend,200,844,identity.beta.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,identity.beta.blend.com,443,https://identity.beta.blend.com:443,https,text/html,GET,52.204.213.119,/,-138391155,54.144.235.42,24,False,,,https://fonts.googleapis.com,golang.blend.com/sdk/web,,,
identity.blend.com,Blend,200,844,identity.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,identity.blend.com,443,https://identity.blend.com:443,https,text/html,GET,54.208.249.147,/,-138391155,54.174.224.163,24,False,,,https://fonts.gstatic.com,golang.blend.com/sdk/web,,,
identity.k8s.beta.blend.com,Blend,200,844,identity.k8s.beta.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,identity.k8s.beta.blend.com,443,https://identity.k8s.beta.blend.com:443,https,text/html,GET,54.144.235.42,/,-138391155,52.204.213.119,24,False,,,https://fonts.gstatic.com,golang.blend.com/sdk/web,,,
info.blend.com,Blend — Powering the future of banking,200,103052,blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-14T13:41:15Z,2023-10-12T13:41:14Z,CN=blend.com,blend.com,blend.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b0907d25e5ec9b06898490574d724e7a,be82319b6089dc6a79eeb9b4a5e31be9120333291cfcb8740bb949181d5e29a7,,ctls,blend.com,443,https://info.blend.com:443,https,text/html,GET,104.17.70.206,/,478898867,104.17.71.206,1422,False,,Yoast SEO:19.11,,nginx,cloudflare,True,https://blend.com
inlandbank.beta.blendlabs.com,Not Found,404,12379,inlandbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,inlandbank.beta.blendlabs.com,443,https://inlandbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,161,False,,,,,cloudflare,True,
inlandbank.blendlabs.com,Not Found,404,12379,inlandbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,inlandbank.blendlabs.com,443,https://inlandbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
inspirehomeloans.beta.blendlabs.com,Not Found,404,12379,inspirehomeloans.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-10T02:07:49Z,2023-10-08T02:07:48Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,452c8db83cf16233e4e73d5206544ae1,59d04997a9f78361125aa7f22430502d5fb98ee9458386db937fdfea12829e42,True,ctls,inspirehomeloans.beta.blendlabs.com,80,http://inspirehomeloans.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,161,False,,,,,cloudflare,True,https://inspirehomeloans.beta.blendlabs.com/
inspirehomeloans.blendlabs.com,Not Found,404,12379,inspirehomeloans.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,inspirehomeloans.blendlabs.com,443,https://inspirehomeloans.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
