input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,tls_wildcard_certificate,final_url,tls_self_signed,tls_expired
mmm.vgz.nl,Not Found,404,315,,mmm.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,mmm.vgz.nl,443,https://mmm.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
mo-alpha.azure.vgz.nl,Not Found,404,315,,mo-alpha.azure.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,mo-alpha.azure.vgz.nl,443,https://mo-alpha.azure.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
mobile.vgz.nl,Not Found,404,315,,mobile.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,mobile.vgz.nl,443,https://mobile.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
moloch-daha-scd08.xconnect.vgz.nl,Not Found,404,315,,moloch-daha-scd08.xconnect.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,moloch-daha-scd08.xconnect.vgz.nl,443,https://moloch-daha-scd08.xconnect.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
mr11p01adadbwebvip.login.vgz.nl,Not Found,404,315,,mr11p01adadbwebvip.login.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,mr11p01adadbwebvip.login.vgz.nl,443,https://mr11p01adadbwebvip.login.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
msaasbu01-pre-production-xfrksw.vgz.nl,Not Found,404,315,,msaasbu01-pre-production-xfrksw.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,msaasbu01-pre-production-xfrksw.vgz.nl,443,https://msaasbu01-pre-production-xfrksw.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
msftacc.vgz.nl,Not Found,404,315,,msftacc.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,msftacc.vgz.nl,443,https://msftacc.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
msftprd.vgz.nl,Not Found,404,315,,msftprd.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,msftprd.vgz.nl,443,https://msftprd.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
mxapp-accp.vgz.nl,Mendix,200,1491,https://fonts.gstatic.com,mxapp-accp.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-27T14:19:53Z,2023-12-27T14:14:00Z,"CN=accp1.mx.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",accp1.mx.vgz.nl,Coöperatie VGZ U.A.,mxapp-accp.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,4ce2aed5f8eb29e2e68e067dd786a3ec,40824571fc54faabf740e65725bcfeaa73e01e823d835e0532803cd647d801ad,ctls,mxapp-accp.vgz.nl,80,http://mxapp-accp.vgz.nl:80,http,nginx,text/html,GET,3.125.189.196,/,605480165,2a05:d014:145:aa02:39cc:ca87:679c:1a44,Nginx,37,False,,,,,https://mxapp-accp.vgz.nl/,,
my-reminders.azure.vgz.nl,Not Found,404,315,,my-reminders.azure.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,my-reminders.azure.vgz.nl,443,https://my-reminders.azure.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
nd3m.igs-za-api.vgz.nl,Not Found,404,315,,nd3m.igs-za-api.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,nd3m.igs-za-api.vgz.nl,443,https://nd3m.igs-za-api.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
newshub.vgz.nl,Not Found,404,315,,newshub.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,newshub.vgz.nl,443,https://newshub.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
ns-old.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141308,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://ns-old.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
ns2.vgz.nl,Google Public DNS,200,1381,https://csp.withgoogle.com/csp/honest_dns/1_0,dns.google,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T12:58:16Z,2023-08-11T12:58:15Z,CN=dns.google,dns.google,,dns64.dns.google,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,81d2a82eba8f23f7040ac191033bf041,81bc924054216e2522c922584454bcd11da3a6d6feade11ba13f4e3945ba5904,ctls,dns.google,443,https://ns2.vgz.nl:443,https,scaffolding on HTTPServer2,text/html,GET,8.8.4.4,/,302920777,8.8.4.4,HTTP/3,2,False,,,,True,https://dns.google/,,
nwk-txn-msbadger0702.vgz.nl,Not Found,404,315,,nwk-txn-msbadger0702.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,nwk-txn-msbadger0702.vgz.nl,443,https://nwk-txn-msbadger0702.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
o2.app.vgz.nl,Blocked,404,7891,,o2.app.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T08:22:04Z,2023-09-10T08:22:03Z,CN=o2.app.vgz.nl,o2.app.vgz.nl,,o2.ucapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,53c06439c1564cfaf910b72f6aa00950,c2648d615cacffab65cee2918efcc837d89bf22d86ccc292522c525b9201174c,ctls,o2.app.vgz.nl,443,https://o2.app.vgz.nl:443,https,,text/html,GET,20.79.208.182,/,-326256188,20.79.208.182,,2,False,,,,,,,
o2.ucapp.vgz.nl,Blocked,404,7891,,o2.ucapp.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T08:22:04Z,2023-09-10T08:22:03Z,CN=o2.app.vgz.nl,o2.app.vgz.nl,,o2.ucapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,53c06439c1564cfaf910b72f6aa00950,c2648d615cacffab65cee2918efcc837d89bf22d86ccc292522c525b9201174c,ctls,o2.ucapp.vgz.nl,80,http://o2.ucapp.vgz.nl:80,http,,text/html,GET,20.79.208.182,/,-326256188,20.79.208.182,,2,False,,,,,https://o2.ucapp.vgz.nl/,,
o2.zorgapp.vgz.nl,Blocked,404,7891,,o2.zorgapp.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T11:23:19Z,2023-08-07T11:23:18Z,CN=o2.zorgapp.vgz.nl,o2.zorgapp.vgz.nl,,o2.zorgapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b8516169ca4fc769d7956c3659cb70f1,0185e8c02875271adfe8bd3b1eeca0d432da8c88d68a6d9a6dd4d5666935adee,ctls,o2.zorgapp.vgz.nl,443,https://o2.zorgapp.vgz.nl:443,https,,text/html,GET,20.79.129.146,/,-326256188,20.79.129.146,,2,False,,,,,,,
onderhoud-acc.vgz.nl,VGZ Zorgverzekering - Voorop in gezondheid en zorg. Voor iedereen.,200,141307,inloggen.cooperatievgz.nl,www.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-24T11:50:31Z,2023-06-24T11:54:00Z,"CN=www.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",www.vgz.nl,VGZ Zorgverzekeraar N.V.,inloggen.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,33b0f87d95d722c7733e262747b9dbae,c092a33cfe2a72e63f3a99ea7f8f2c9510cecd23f0236592e8fcbca27ceb57eb,ctls,www.vgz.nl,80,http://onderhoud-acc.vgz.nl:80,http,,text/html,GET,195.42.135.39,/,-1785683782,195.42.135.39,Sitecore,2242,False,,,,,https://www.vgz.nl/,,
onderhoud.vgz.nl,Not Found,404,315,,onderhoud.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,onderhoud.vgz.nl,443,https://onderhoud.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
onderzoek.vgz.nl,Expoints,200,3822,https://*.expoints.nl,vgz2.expoints.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T00:00:00Z,2024-04-17T23:59:59Z,CN=*.expoints.nl,*.expoints.nl,,expoints.nl,"CN=Trust Provider B.V. TLS RSA CA G1, OU=Domain Validated SSL, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA CA G1,Trust Provider B.V.,b252f91b37c48dcc6716f0e5a2f31049,f8b4fe1b9a5599da4dd368c3d910ea21b481be6c2a9521ee23ffcf582646ed9d,ctls,vgz2.expoints.nl,443,https://onderzoek.vgz.nl:443,https,,text/html,GET,80.246.195.163,/,1197280670,80.246.195.163,HSTS,39,False,,,,True,https://vgz2.expoints.nl/next/error/404,,
onegini.acc.vgz.nl,Blocked,404,7891,,onegini.acc.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T09:58:36Z,2024-01-30T09:53:00Z,"CN=onegini.acc.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",onegini.acc.vgz.nl,Coöperatie VGZ U.A.,onegini.tst.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,4268183ea4c998f744c5a80f9e1333ff,0ce238b826681c00afa2d371fb443a83fb6551d568783d2d96020551fa706ea9,ctls,onegini.acc.vgz.nl,443,https://onegini.acc.vgz.nl:443,https,,text/html,GET,20.82.15.110,/,-230353730,20.82.15.110,,2,False,,,,,,,
onegini.br.vgz.nl,Blocked,404,7891,,onegini.br.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T06:15:26Z,2023-08-06T06:15:25Z,CN=onegini.br.vgz.nl,onegini.br.vgz.nl,,onegini.br.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,24353dc336205ca3c9305de56193b8af,7293198d0a6de2f00a71fc63b20fe0171fd316dd85287c40a1661dd89e801a60,ctls,onegini.br.vgz.nl,443,https://onegini.br.vgz.nl:443,https,,text/html,GET,104.45.72.208,/,,104.45.72.208,,2,False,,azure,True,,,,
onegini.tst.vgz.nl,Blocked,404,7891,,onegini.tst.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T09:47:15Z,2023-07-30T09:47:14Z,CN=onegini.tst.vgz.nl,onegini.tst.vgz.nl,,onegini.tst.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a869f5cc776486f708debbb6a10261c,67ca297a8e4845d9b973672245604c8e6acd7131c8ce465dca953e1fff5ba425,ctls,onegini.tst.vgz.nl,443,https://onegini.tst.vgz.nl:443,https,,text/html,GET,20.54.202.70,/,-230353730,20.54.202.70,,2,False,,azure,True,,,,
onegini.vgz.nl,Blocked,404,7891,,onegini.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T09:58:28Z,2024-01-30T09:53:00Z,"CN=onegini.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",onegini.vgz.nl,Coöperatie VGZ U.A.,onegini.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,04bd41e7ad8cb70687458ae207c083a2,751716eac79acd543c1d76c618aef6d146af0fc4cd8da0408c2d444812b02c7d,ctls,onegini.vgz.nl,443,https://onegini.vgz.nl:443,https,,text/html,GET,20.93.226.241,/,-230353730,20.93.226.241,,2,False,,,,,,,
online.athena.at.vgz.nl,Athena Online,200,971,,online.athena.at.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-09T00:00:00Z,2024-04-09T23:59:59Z,"CN=online.athena.at.vgz.nl, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",online.athena.at.vgz.nl,Microsoft Corporation,online.athena.at.vgz.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7b6388aa299c836cf93320097535aec,aa89e7e30377e2ae3fb1ac70276f90f886de0c37f1394c7288893e40c8992319,ctls,online.athena.at.vgz.nl,443,https://online.athena.at.vgz.nl:443,https,,text/html,GET,13.107.213.45,/,118350430,2620:1ec:bdf::45,Azure Front Door,13,False,,,,,,,
online.athena.iot.vgz.nl,Not Found,404,315,,online.athena.iot.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,online.athena.iot.vgz.nl,443,https://online.athena.iot.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
online.athena.ot.vgz.nl,,502,25,,online.athena.ot.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=online.athena.ot.vgz.nl, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",online.athena.ot.vgz.nl,Microsoft Corporation,online.athena.ot.vgz.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,65c314526f8d2bf42eb541ab0921bfcf,72793a95ea4e30d171c8f35b327b2b747db650887a8505c45e5b62ce6324146b,ctls,online.athena.ot.vgz.nl,443,https://online.athena.ot.vgz.nl:443,https,,,GET,13.107.246.45,/,1064523284,2620:1ec:46::45,Azure Front Door,1,False,,,,,,,
online.athena.otp.vgz.nl,Not Found,404,315,,online.athena.otp.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,online.athena.otp.vgz.nl,443,https://online.athena.otp.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
online.athena.otp2.vgz.nl,Not Found,404,315,,online.athena.otp2.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,online.athena.otp2.vgz.nl,443,https://online.athena.otp2.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
op.agent.athena.vgz.nl,Blocked,404,7887,,op.agent.athena.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T08:19:32Z,2023-09-21T23:45:00Z,"CN=pr.api.athena.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",pr.api.athena.vgz.nl,Coöperatie VGZ U.A.,op.unive.athena.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,fe104c638ecb0040dd749c28f10e6f24,bce06561e1884d4621f8b554c4236a84d3b4b09fbec93ce35eb527921b7c01fc,ctls,op.agent.athena.vgz.nl,443,https://op.agent.athena.vgz.nl:443,https,,text/html,GET,20.23.134.160,/,-342908094,20.23.134.160,,2,False,,,,,,,
