new,host,ttl,a,soa,status_code,cname,has_internal_ips,internal_ips,aaaa,ns,caa,mx,txt
,njppsagent6.ups.com,3600,153.2.233.21,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsagent7.ups.com,2683,153.2.233.22,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsagent8.ups.com,60,,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsapplicationagent1.ups.com,3600,153.2.232.106,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsapplicationagent2.ups.com,60,,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsapplicationagent3.ups.com,60,,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsapplicationagent4.ups.com,3600,153.2.232.110,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsapplicationprimary.ups.com,3600,153.2.232.111,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent1.ups.com,2912,153.2.233.5,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent10.ups.com,3600,153.2.233.31,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent2.ups.com,3600,153.2.233.6,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent3.ups.com,3600,153.2.233.7,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent4.ups.com,3600,153.2.233.8,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent5.ups.com,3600,153.2.233.9,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent6.ups.com,35,,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent7.ups.com,3600,153.2.233.25,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent8.ups.com,3600,153.2.233.26,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsagent9.ups.com,3600,153.2.233.30,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappslogs.ups.com,3600,153.2.232.81,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappsprimary.ups.com,3600,153.2.233.4,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsappssmartsearch.ups.com,3600,153.2.232.82,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njppsprimary.ups.com,3600,153.2.233.15,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njrarlpapp0010.ups.com,3600,153.2.232.102,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
,njrarlpapp001c9.ups.com,3231,153.2.242.81,"{'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194266, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}, {'name': 'ups.com', 'ns': 'ibx.ups.com', 'mailbox': 'hostmaster.nowhere.null', 'serial': 2023194267, 'refresh': 21600, 'retry': 1800, 'expire': 2419200, 'minttl': 60}",NOERROR,,,,,,,,
