input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,webserver,cdn_name,cdn,final_url,tls_expired
alp-ww-a.ups.com,403 - Forbidden: Access is denied.,403,1233,alp-ww-a.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=alp-ww-a.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",alp-ww-a.ups.com,"United Parcel Service, Inc.",alp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e883b46ee76bc7dfcc8106a12b6b593b,b024ca2fbc5b6ac2bb96551ca97b62ab548cea40f2d1f960b4566a1b0a615d76,ctls,alp-ww-a.ups.com,443,https://alp-ww-a.ups.com:443,https,text/html,GET,153.2.183.238,/,1631801191,153.2.183.238,HSTS,30,False,,,,,,,,
alp.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,alp.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=alp-rr-b.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",alp-rr-b.ups.com,"United Parcel Service, Inc.",alp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,dc9e55b5dc1e424f77025fdcaa27b729,a01e6acb5869cd9c139b0ee63730ea4397407134a1baeacc6ea9817ba35e4154,ctls,alp.dmz-gslb.ups.com,443,https://alp.dmz-gslb.ups.com:443,https,text/html,GET,153.2.181.228,/,1631801191,153.2.181.228,HSTS,30,False,,True,,,,,,
analytics-uat.ups.com,IA,200,4086,analytics-uat.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T00:00:00Z,2024-01-09T23:59:59Z,"CN=analytics-uat.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",analytics-uat.ups.com,"United Parcel Service, Inc.",www.analytics-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a8bbe3da104c2f599e753fb7ca4ff5,0fbca667274cee567456e475c340b5f4376a18e964ccc9b258e2511b4a4700e7,ctls,analytics-uat.ups.com,443,https://analytics-uat.ups.com:443,https,text/html,GET,13.107.246.45,/,752514042,2620:1ec:bdf::45,HSTS,94,False,https://analyticsapi-uat.ups.com,,,,,,,
analyticsapi.ups.com,,404,,analyticsapi.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=analyticsapi.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",analyticsapi.ups.com,"United Parcel Service, Inc.",www.analyticsapi.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,650aa713e021c03996660c2c7ffcc3dc,30f2ef7083a502a81a0355d9606e9d868f78018efb789c81890af949244a014e,ctls,analyticsapi.ups.com,443,https://analyticsapi.ups.com:443,https,,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,HSTS,1,False,,,,,,,,
apacpdi.ups.com,UPS OGP PDI Web Admin,200,1019,apacpdi.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=apacpdi-rr.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",apacpdi-rr.ups.com,"United Parcel Service, Inc.",apacpdi4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d17de0197131354965960b1c7fec94ef,2af35b5714cb80196c9a3f52c03ae23d58bb0b463070a4f3a78bed5b5c237b2b,ctls,apacpdi.ups.com,443,https://apacpdi.ups.com:443,https,text/html,GET,153.2.181.215,/,-1239715519,153.2.181.215,HSTS,21,False,,,,,,,,
apis-cie-systest.ups.com,403,403,134,apis-cie-systest.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-09T00:00:00Z,2023-05-09T23:59:59Z,"CN=apis-cie-dev.ams1907.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",apis-cie-dev.ams1907.com,"United Parcel Service, Inc.",apis-cie-systest.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f7bbe8f2ba3e2378a00796a1c7b37056,2d2e96198f96a1560cd8b976a4c83d588d0a3a9fbab0a25e3396de4e4a0828cb,ctls,apis-cie-systest.ups.com,443,https://apis-cie-systest.ups.com:443,https,text/html,GET,34.120.102.229,/,1723221432,34.120.102.229,HTTP/3,1,False,,,,,google,True,,True
apis-cie.ups.com,403,403,134,apis-cie.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=apis-cie.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",apis-cie.ups.com,"United Parcel Service, Inc.",apis-cie-prod.east4.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8734fbc1ff72601f56c52c8360afaba6,feda96da20a7a7f85e9dc92502669f239407155285efa6fd4d2694ced1890b5e,ctls,apis-cie.ups.com,80,http://apis-cie.ups.com:80,http,text/html,GET,34.117.168.169,/,1723221432,34.117.168.169,HTTP/3,1,False,,,,,google,True,https://apis-cie.ups.com:443/,
apis.ups.com,403,403,134,apis.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=apis.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",apis.ups.com,"United Parcel Service, Inc.",apis-prod.east4.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,85c908c11e7617841791ef0f16702451,b4dd81c2e56a95925a8da339e9678a6a087387c008ccdc382513f08936ded26a,ctls,apis.ups.com,80,http://apis.ups.com:80,http,text/html,GET,34.160.217.61,/,1723221432,34.160.217.61,HTTP/3,1,False,,,,,google,True,https://apis.ups.com:443/,
aptom.ups.com,,404,100,aptom.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=aptom.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",aptom.ups.com,"United Parcel Service, Inc.",aptom4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1e670b22126f41ecfaeea8b4f348e0ce,e67560a0b98260fb8e20ddc10fe10e46ca74d8fd936d9140bf5c2b6be0471316,ctls,aptom.ups.com,443,https://aptom.ups.com:443,https,,GET,153.2.181.158,/,279157873,153.2.181.158,HSTS,1,False,,,,,,,,
arm-diad-uat.ups.com,VMware Workspace ONE® Assist,200,2380,arm-diad-uat.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-13T00:00:00Z,2024-07-12T23:59:59Z,"CN=arm-diad-uat.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",arm-diad-uat.ups.com,"United Parcel Service, Inc.",arm-diad-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b784b9547da2898d6d86600fe28af08a,d84c425a1a3feb2e8427211023725649f1bbaca3f094f24b840a6a07d2af32fd,ctls,arm-diad-uat.ups.com,443,https://arm-diad-uat.ups.com:443,https,text/html,GET,156.134.88.23,/,1394664229,156.134.88.23,HSTS,58,False,,,,,,,,
arm-kw1.dmz-gslb.ups.com,VMware Workspace ONE® Assist,200,2383,arm-kw1.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=arm-kw.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",arm-kw.ups.com,"United Parcel Service, Inc.",arm-kw.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7496c613e3eb77a4c29998370358a3fc,f551458323686be0cca2ab05feef87910718b7c88c9e8d89fe6f3ae51e3bff77,ctls,arm-kw1.dmz-gslb.ups.com,443,https://arm-kw1.dmz-gslb.ups.com:443,https,text/html,GET,153.2.87.66,/,1394664229,153.2.87.66,HSTS,58,False,,True,,,,,,
asist.dmz-gslb.ups.com,403 - Forbidden: Access is denied.,403,1233,asist.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,asist.dmz-gslb.ups.com,443,https://asist.dmz-gslb.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,True,,,,,,
awagent.ups.com,404 - File or directory not found.,404,1245,awagent.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=awagent.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",awagent.ups.com,"United Parcel Service, Inc.",awagent4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,94848ea63ddc56ad51e9331c6edb2158,346661255404402bc5487d5c5f935efaf40758df1b8045d34bbf0ac384bbbf2d,ctls,awagent.ups.com,443,https://awagent.ups.com:443,https,text/html,GET,153.2.181.225,/,1631801191,153.2.181.225,HSTS,30,False,,,,,,,,
borderready.ups.com,,200,203,borderready.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-01-25T23:59:59Z,"CN=borderready.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",borderready.ups.com,"United Parcel Service, Inc.",www.borderready.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ff7634e9ff0b9c2da954dd2dc90dc15a,88b7fe8015da796932c9b80bd775022b98e35a2a2b0bacba588c9c0fd204bb86,ctls,borderready.ups.com,80,http://borderready.ups.com:80,http,text/html,GET,104.16.160.152,/,-1268221339,2606:4700::6810:9f98,HSTS,9,False,URL=https://borderready.ups.com/tnltptlgs/pfk/PfkMainServlet?pContents=/ups/upsWalkinUrl.jsp&pAction=FIRST&pPortalId=UPS,,,cloudflare,cloudflare,True,https://borderready.ups.com/,
bossasn.ups.com,Great Britain ASN,200,6173,bossasn.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-03T00:00:00Z,2024-02-03T23:59:59Z,"CN=bossasn-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",bossasn-rzp.ups.com,"United Parcel Service, Inc.",www.bossasn.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,198999230b1d00f6d0259a2a87cb4368,6c43c914c4dd7d59f265adb51e36278909aa6a650f48b5ce1163f33ca27c934f,ctls,bossasn.ups.com,443,https://bossasn.ups.com:443,https,text/html,GET,153.2.181.182,/,-1610447906,153.2.181.182,Microsoft ASP.NET,153,False,,,,,,,,
brokerage.ups.com,Microsoft Azure App Service - Welcome,200,3261,brokerage.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=brokerage.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",brokerage.ups.com,"United Parcel Service, Inc.",www.brokerage.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cb95f9d8cbb8a8128b1a4da73f3226de,1beab7564c10342aedb4356279bf329b573f6eb24c72f7165bd3d7327a19a9d3,ctls,brokerage.ups.com,443,https://brokerage.ups.com:443,https,text/html,GET,52.167.112.51,/,-20275242,52.167.112.51,Windows Server,1,False,,,,Microsoft-IIS/10.0,azure,True,,
capital.ups.com,404 Not Found,404,196,capital.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=foi-sms-proxy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",foi-sms-proxy.ups.com,"United Parcel Service, Inc.",foi-sms-proxy-win.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,63d77f25e21c96a31505cca8ca7eb0c4,9246d9dc47c81d94d565a25bf7196a6f01820a1e01367fa294413cc38f8dbd82,ctls,capital.ups.com,443,https://capital.ups.com:443,https,text/html,GET,153.2.230.191,/,-780928015,153.2.226.191,HSTS,8,False,,True,,Apache,,,,
ccbsimaging.ups.com,403 - Forbidden: Access is denied.,403,1233,ccbsimaging.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,ccbsimaging.ups.com,443,https://ccbsimaging.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,,,,,,,
cct-navigator.ups.com,UPS Customer Collaboration Tool,200,15367,cct-navigator.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-07T00:00:00Z,2024-07-06T23:59:59Z,"CN=cct-navigator.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cct-navigator.ups.com,"United Parcel Service, Inc.",www.cct-navigator.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,83ccf3238ec5a364e7bc89be69f50023,1ba0394b4631fcf63974adcab3873b72cab0524df72d9837b691ce85f4b906ff,ctls,cct-navigator.ups.com,443,https://cct-navigator.ups.com:443,https,text/html,GET,44.195.113.139,/,-2002342636,44.195.113.139,HSTS,368,False,http:,,,,,,https://cct-navigator.ups.com/Login.asp,
cod.ups.com,UPS C.O.D. Statements Online,200,6822,cod.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-30T00:00:00Z,2024-06-29T23:59:59Z,"CN=cod.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cod.ups.com,"United Parcel Service, Inc.",www.cod.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3f2e6ea0b9897fb6619149c2e5ab1320,2d1fab1365857bd00eaf3494e507dd813f16be2d55400efa79e2be2a06929c63,ctls,cod.ups.com,443,https://cod.ups.com:443,https,text/html,GET,216.82.178.156,/,529456553,216.82.178.156,Java Servlet:3.1,127,False,,,,,,,https://cod.ups.com/shipper/,
codeprp-rzp.ups.com,404 - File or directory not found.,404,1245,codeprp-rzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=codeprp-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",codeprp-rzp.ups.com,"United Parcel Service, Inc.",codeprp4-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a2ed1a964cfd052e021e1438a672fc03,fb52df7c59e9fbb1622e6277a4136cc839b49d05a88e5bf166ace81094d23f65,ctls,codeprp-rzp.ups.com,443,https://codeprp-rzp.ups.com:443,https,text/html,GET,153.2.181.173,/,1631801191,153.2.181.173,HSTS,30,False,,,,,,,,
coldchainsupplies.ups.com,503 Service Temporarily Unavailable,503,162,coldchainsupplies.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-30T23:59:59Z,CN=*.cloud.prod.iapps.com,*.cloud.prod.iapps.com,,*.cloud.prod.iapps.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,997de843af0e56c34c2d81c476da16f9,ece569dbc7a228d9f3da74749c2d1c76a66f9225aa5952c9e48e925b0ef7b948,ctls,coldchainsupplies.ups.com,443,https://coldchainsupplies.ups.com:443,https,text/html,GET,44.195.221.58,/,1862162275,44.195.221.58,,7,False,,True,True,awselb/2.0,,,,
connectco2.ups.com,403 - Forbidden: Access is denied.,403,1233,connectco2.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=connectco2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",connectco2.ups.com,"United Parcel Service, Inc.",connectco2-4.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8d4ea37a697ceb6ef470dcf058152862,33fb4016fa31db04287d3f38d78a3e8231182b29c705918a5cc0035272981a9f,ctls,connectco2.ups.com,443,https://connectco2.ups.com:443,https,text/html,GET,153.2.183.81,/,1631801191,153.2.183.81,HSTS,30,False,,,,,,,,
connecthm.ups.com,403 - Forbidden: Access is denied.,403,1233,connecthm.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=connecthm.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",connecthm.ups.com,"United Parcel Service, Inc.",connecthm4.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,017f5f7508b12c09b288aa995d7c586a,e2ea8f0662e0d1d6090bf99ae7ee7a841f84ac2da435ca4334dad814210a0c66,ctls,connecthm.ups.com,443,https://connecthm.ups.com:443,https,text/html,GET,153.2.183.56,/,1631801191,153.2.183.56,HSTS,30,False,,,,,,,,
connectsms.ups.com,,404,,connectsms.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=smsconnect-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",smsconnect-rzp.ups.com,"United Parcel Service, Inc.",smsconnect4-rzp.ups.comconnectsms-rzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9a2970fafdc87fe624af166bce86b7f8,4ad1f20bd5da64a016c93b05b16e37cb086515f3b75dfdccb7975bc56cb92a3a,ctls,connectsms.ups.com,443,https://connectsms.ups.com:443,https,,GET,153.2.181.70,/,-1840324437,153.2.181.70,HSTS,1,False,,,,,,,,
csmessaging-wzp.ups.com,CS Messaging Web,200,2038,csmessaging-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=csmessaging-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",csmessaging-wzp.ups.com,"United Parcel Service, Inc.",csmessaging4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,044fdda00cda232a1559788d40851e1a,866b2170a4c3e0a7b2bf6aeaf428cd0a2de8c70182dcb0a303e6c6d610474838,ctls,csmessaging-wzp.ups.com,443,https://csmessaging-wzp.ups.com:443,https,text/html,GET,153.2.183.8,/,1772087922,153.2.183.8,Microsoft ASP.NET,60,False,,,,,,,,
csmessagingapi-wzp.ups.com,,404,,csmessagingapi-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-19T00:00:00Z,2024-06-18T23:59:59Z,"CN=csmessagingapi-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",csmessagingapi-wzp.ups.com,"United Parcel Service, Inc.",csmessagingapi4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9b4e4c396710f66ddda6c84c8692230,fad71a3777219362fc2367afda8b62879e94f30dfc285b78ad380cfbadf9beaf,ctls,csmessagingapi-wzp.ups.com,443,https://csmessagingapi-wzp.ups.com:443,https,,GET,153.2.183.9,/,-1840324437,153.2.183.9,HSTS,1,False,,,,,,,,
cva-uat.ups.com,CVA Portal,200,1607725,cva-uat.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=cva-uat.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cva-uat.ups.com,"United Parcel Service, Inc.",www.cva-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fa6cfc67ef20c25e15613460fe22c095,c6e60aba91d53dfbc70bad8eb701996dd5fccbc5bfc7a7fb465d7b5cfb0f2d99,ctls,cva-uat.ups.com,443,https://cva-uat.ups.com:443,https,text/html,GET,52.254.58.203,/,752514042,52.254.58.203,HSTS,189,False,https://maxcdn.bootstrapcdn.com,,,,azure,True,,
cvaapi-uat.ups.com,Sign in to your account,200,37946,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,443,https://cvaapi-uat.ups.com:443,https,text/html,GET,52.254.58.203,/,543811582,52.254.58.203,HSTS,95,False,,,,,azure,True,https://login.microsoftonline.com/421a5cf7-5cb1-4fa2-946d-65b75bd52945/oauth2/authorize?response_type=id_token&redirect_uri=https%3A%2F%2Fcvaapi-uat.ups.com%2F.auth%2Flogin%2Faad%2Fcallback&client_id=cce2d4c9-ea52-4223-a45e-5d71decee9b7&scope=openid+profile+email&response_mode=form_post&nonce=474aa6195ae846dca21a0843f7b5e228_20230716023044&state=redir%3D%252F,
cvdm.dmz-gslb.ups.com,IDM 3.0,200,11660,cvdm.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=cvdm-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cvdm-wzp.ups.com,"United Parcel Service, Inc.",cvdm4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,49672fc81001e42d946be3882f853d34,18961045a26cb9804588b8d2e8e60cb8516d51ecddad457a00b85b1ecf7899df,ctls,cvdm.dmz-gslb.ups.com,443,https://cvdm.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.236,/,-509288536,153.2.183.236,HSTS,88,False,,True,,,,,,
cws-rzp.ups.com,403 - Forbidden: Access is denied.,403,1233,cws-rzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=cws-rzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",cws-rzp.ups.com,"United Parcel Service, Inc.",pars.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a7a6ac4c59adc06bbca193d6f0fd5235,d4d675bd65df593babc5bc781129300b7bc50e3b3bd128811dcd5a0c1273583d,ctls,cws-rzp.ups.com,443,https://cws-rzp.ups.com:443,https,text/html,GET,153.2.181.199,/,1631801191,153.2.181.199,HSTS,30,False,,,,,,,,
