new,host,ttl,a,soa,txt,status_code,cdn,cdn-name,ns,cname,aaaa,mx,caa,has_internal_ips,internal_ips
[x],internal.c228.us-central1-1.gce.cloud.redislabs.com,15,10.0.0.25,"{'name': 'internal.c228.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 8540, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c228.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 8540, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c228.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 8540, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c228.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 8540, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c228.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 8540, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns4.p04.nsone.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net",,,,,True,10.0.0.25
[x],internal.c231.west-us-2-mz.azure.cloud.redislabs.com,15,10.10.16.5,"{'name': 'internal.c231.west-us-2-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 670, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c231.west-us-2-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 670, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c231.west-us-2-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 670, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c231.west-us-2-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 670, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c231.west-us-2-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 670, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.10.16.5
[x],internal.c232.us-east-1-2.ec2.cloud.redislabs.com,180,10.0.6.254,"{'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c232.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 47172, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns4.p04.nsone.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net",,,,,True,10.0.6.254
[x],internal.c233.eu-west-1-1.ec2.cloud.redislabs.com,15,10.0.7.205,"{'name': 'internal.c233.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 33609, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c233.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 33609, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c233.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 33609, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c233.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 33609, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.7.205
[x],internal.c234.east-us-mz.azure.cloud.redislabs.com,15,172.31.254.4,"{'name': 'internal.c234.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c234.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c234.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,172.31.254.4
[x],internal.c239.us-east-1-2.ec2.cloud.redislabs.com,15,10.0.0.57,"{'name': 'internal.c239.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38710, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c239.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38710, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c239.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 38710, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.0.57
[x],internal.c24.us-east-mz-1.ec2.cloud.redislabs.com,15,10.0.0.99,"{'name': 'internal.c24.us-east-mz-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6827, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c24.us-east-mz-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6827, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c24.us-east-mz-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6827, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.0.99
[x],internal.c240.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.0.250,"{'name': 'internal.c240.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 39090, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c240.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 39090, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c240.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 39090, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c240.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 39090, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c240.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 39090, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.0.250
[x],internal.c241.us-east-1-4.ec2.cloud.redislabs.com,60,,"{'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c241.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 42085, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,,
[x],internal.c242.eu-west-1-2.ec2.cloud.redislabs.com,15,10.0.8.235,"{'name': 'internal.c242.eu-west-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 28570, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c242.eu-west-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 28570, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c242.eu-west-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 28570, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c242.eu-west-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 28570, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.8.235
[x],internal.c243.eu-west-1-3.ec2.cloud.redislabs.com,15,172.16.1.241,"{'name': 'internal.c243.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27604, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c243.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27604, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c243.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27604, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c243.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27604, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c243.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27604, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net, dns1.p04.nsone.net",,,,,True,172.16.1.241
[x],internal.c244.us-east-1-2.ec2.cloud.redislabs.com,15,10.0.0.188,"{'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c244.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36245, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns3.p04.nsone.net, dns2.p04.nsone.net, dns1.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.0.188
[x],internal.c245.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.0.11,"{'name': 'internal.c245.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36718, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c245.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36718, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c245.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36718, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c245.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36718, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c245.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 36718, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns3.p04.nsone.net, dns1.p04.nsone.net, dns4.p04.nsone.net, dns2.p04.nsone.net",,,,,True,10.0.0.11
[x],internal.c246.us-east-1-4.ec2.cloud.redislabs.com,15,10.0.0.45,"{'name': 'internal.c246.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 35526, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c246.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 35526, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c246.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 35526, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c246.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 35526, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c246.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 35526, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.0.45
[x],internal.c247.eu-west-1-1.ec2.cloud.redislabs.com,15,10.0.7.158,"{'name': 'internal.c247.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24165, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c247.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24165, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c247.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24165, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c247.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24165, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c247.eu-west-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24165, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns4.p04.nsone.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net",,,,,True,10.0.7.158
[x],internal.c248.japan-east-mz.azure.cloud.redislabs.com,12,10.10.17.11,"{'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c248.japan-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 286, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.10.17.11
[x],internal.c250.eu-central-1-1.ec2.cloud.redislabs.com,60,,"{'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c250.eu-central-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18157, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,,
[x],internal.c252.ap-southeast-1-1.ec2.cloud.redislabs.com,15,10.0.7.24,"{'name': 'internal.c252.ap-southeast-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 15845, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c252.ap-southeast-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 15845, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c252.ap-southeast-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 15845, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net, dns1.p04.nsone.net",,,,,True,10.0.7.24
[x],internal.c253.us-central1-1.gce.cloud.redislabs.com,60,10.0.0.6,"{'name': 'internal.c253.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6539, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c253.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6539, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c253.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6539, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c253.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6539, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c253.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 6539, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns4.p04.nsone.net, dns3.p04.nsone.net, dns2.p04.nsone.net, dns1.p04.nsone.net",,,,,True,10.0.0.6
[x],internal.c256.us-east-1-2.ec2.cloud.redislabs.com,15,10.0.6.225,"{'name': 'internal.c256.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32800, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c256.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32800, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c256.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32800, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c256.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32800, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c256.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32800, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns3.p04.nsone.net, dns2.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.6.225
