input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_expired,final_url,csp_domains_
curators.pinterest.com,"Pinterest for Creators: Education, Tools, Inspiration | Pinterest Creators",200,113738,creators.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,creators.pinterest.com,443,https://curators.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,-1654619670,151.101.192.84,1,False,fastly,React,True,,https://creators.pinterest.com/,js-sandbox.dlocal.com
de.pinterest.com,Pinterest - Deutschland,200,260431,www.pinterest.de,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,www.pinterest.de,443,https://de.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,https://www.pinterest.de/,radar.cedexis.com
dev-brand.pinterest.com,,403,,dev-brand.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,dev-brand.pinterest.com,443,https://dev-brand.pinterest.com:443,https,,,GET,146.75.116.84,/,-1840324437,146.75.116.84,1,False,fastly,,True,,,
dev.pinterest.com,Pinterest Developers,200,93544,dev.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,dev.pinterest.com,443,https://dev.pinterest.com:443,https,envoy,text/html,GET,151.101.0.84,/,-139959458,151.101.192.84,103,False,fastly,Varnish,True,,,*.google-analytics.com
developer.pinterest.com,Pinterest Developers,200,95608,developer.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,developer.pinterest.com,443,https://developer.pinterest.com:443,https,envoy,text/html,GET,151.101.0.84,/,-648316881,151.101.192.84,103,False,fastly,Varnish,True,,,*.google.com
developers-latest.pinterest.com,,404,,developers-latest.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,developers-latest.pinterest.com,443,https://developers-latest.pinterest.com:443,https,envoy,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,Varnish,True,,,
developers.pinterest.com,Pinterest Developers,200,95205,developers.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,developers.pinterest.com,443,https://developers.pinterest.com:443,https,envoy,text/html,GET,151.101.0.84,/,-1888083823,151.101.192.84,103,False,fastly,Varnish,True,,,advertising-delivery-metric-reports.s3.us-east-1.amazonaws.com
engineering.pinterest.com,Search Page - Pinterest Careers,200,1189376,www.pinterestcareers.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-05T00:00:00Z,2024-07-19T23:59:59Z,"CN=traumezimmer.ch, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",traumezimmer.ch,"Pinterest, Inc.",www.unboringboardroom.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,214beaffb3bb075a18215bdcdab4961f,d98ae867bf0d9697b17730234f79bef22225a18c321440c8f0cb8400916c4d6d,,ctls,www.pinterestcareers.com,443,https://engineering.pinterest.com:443,https,nginx,text/html,GET,151.101.0.84,/,825902598,151.101.192.84,829,False,fastly,Yoast SEO Premium:11.9,True,,https://www.pinterestcareers.com/job-search-results/?primary_category=Engineering&utm_source=github&utm_medium=link-on-open-source-page&utm_campaign=github,
eon.testing.pinterest.com,,404,,eon.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,eon.testing.pinterest.com,443,https://eon.testing.pinterest.com:443,https,,,GET,2.19.224.184,/,-1840324437,2.19.224.184,1,False,,HSTS,,,,
es.pinterest.com,Pinterest - España,200,260456,www.pinterest.es,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,www.pinterest.es,443,https://es.pinterest.com:443,https,,text/html,GET,2.19.224.184,/,1528355650,2.19.224.184,39,False,,React,,,https://www.pinterest.es/,pinterest-media-upload.s3.amazonaws.com
eval.pinterest.com,,404,,eval.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,eval.pinterest.com,443,https://eval.pinterest.com:443,https,,,GET,104.75.88.209,/,-1840324437,104.75.88.209,1,False,,HSTS,,,,
fi.pinterest.com,Pinterest - Suomi,200,261303,fi.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,fi.pinterest.com,443,https://fi.pinterest.com:443,https,,text/html,GET,104.75.88.209,/,1528355650,104.75.88.209,39,False,,React,,,,px.ads.linkedin.com
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,True,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.186.42,/,-606046040,2a00:1450:4001:829::200a,1,False,,HTTP/3,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,172.217.18.3,/,302920777,2a00:1450:4001:82b::2003,12,False,,HTTP/3,,,,
fr.pinterest.com,Pinterest - France,200,260960,www.pinterest.fr,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.fr,443,https://fr.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.fr/,*.adyenpayments.com
gr.pinterest.com,Pinterest – Πιντερεστ,200,260475,gr.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,gr.pinterest.com,443,https://gr.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,,vimeo.com
help.pinterest.com,Pinterest Help,200,58006,help.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,help.pinterest.com,443,https://help.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,934760922,151.101.192.84,600,False,fastly,Platform.sh,True,,https://help.pinterest.com/en,https://www.bizographics.com
hu.pinterest.com,Pinterest - Magyarország,200,260000,hu.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,hu.pinterest.com,443,https://hu.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,,advertising-delivery-metric-reports.s3.us-east-1.amazonaws.com
id.pinterest.com,Pinterest - Indonesia,200,259999,id.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,id.pinterest.com,443,https://id.pinterest.com:443,https,,text/html,GET,146.75.116.84,/,1528355650,146.75.116.84,39,False,fastly,React,True,,,connect.facebook.net
in.pinterest.com,Pinterest - India,200,259838,in.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,in.pinterest.com,443,https://in.pinterest.com:443,https,,text/html,GET,72.246.168.198,/,1528355650,72.246.168.198,39,False,,React,,,,connect.facebook.net
investor.pinterest.com,Pinterest - Investor Relations,200,262815,investor.pinterestinc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-23T00:00:00Z,2024-05-22T23:59:59Z,"CN=investor.pinterestinc.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",investor.pinterestinc.com,"Cloudflare, Inc.",investor.pinterestinc.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5966684ea6fd927fe0c2df8fd311b16f,15b17eb4828189bda94ed22d106b86984690b443910f8118474ff14872297478,,ctls,investor.pinterestinc.com,443,https://investor.pinterest.com:443,https,cloudflare,text/html,GET,104.75.88.209,/,-696563584,104.75.88.209,2935,False,,Microsoft ASP.NET,,,https://investor.pinterestinc.com/investor-overview/default.aspx,
it.pinterest.com,Pinterest - Italia,200,260018,www.pinterest.it,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.it,443,https://it.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.it/,pinterest-aberdeen.s3.amazonaws.com
iwc-systest.testing.pinterest.com,,404,,iwc-systest.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,iwc-systest.testing.pinterest.com,443,https://iwc-systest.testing.pinterest.com:443,https,,,GET,146.75.120.84,/,-1840324437,146.75.120.84,1,False,fastly,HTTP/3,True,,,
jp.pinterest.com,Pinterest - ピンタレスト,200,260111,www.pinterest.jp,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,www.pinterest.jp,443,https://jp.pinterest.com:443,https,,text/html,GET,151.101.0.84,/,1528355650,151.101.192.84,39,False,fastly,React,True,,https://www.pinterest.jp/,https://*.pluot.blue
js-sandbox.dlocal.com,,200,401772,static-sandbox.dlocal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=static-sandbox.dlocal.com,static-sandbox.dlocal.com,,static-sandbox.dlocal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5981e20904067ea0bf15a76a533d4edb,4b576d831e115015d852dd30b519220bff0213a3c3115a0a0c903d47c5ccd7c3,,ctls,static-sandbox.dlocal.com,443,https://js-sandbox.dlocal.com:443,https,AmazonS3,application/javascript,GET,34.149.74.49,/,-1888755013,34.149.74.49,57,False,google,React,True,,https://static-sandbox.dlocal.com/modules/fields/3.6.0/parent.js,
js.dlocal.com,,200,401692,static.dlocal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=*.dlocal.com,*.dlocal.com,,*.dlocal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8a5152b5e2e44c33bed9c1560010e9e6,ed9c73be9c2f4fd535192116a2cdf789f56a0aef796a5cc2c6b66e8749c9bcc9,True,ctls,static.dlocal.com,443,https://js.dlocal.com:443,https,AmazonS3,application/javascript,GET,99.83.182.17,/,-1888755013,75.2.102.18,57,False,,React,,,https://static.dlocal.com/modules/fields/3.6.0/parent.js,
latest.pinterest.com,,404,,latest.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,latest.pinterest.com,443,https://latest.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
log.pinterest.com,,200,,log.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,log.pinterest.com,443,https://log.pinterest.com:443,https,envoy,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,Varnish,True,,,
mdp.pinterest.com,,404,,mdp.pinterest.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,mdp.pinterest.com,443,https://mdp.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,,True,,,
media-cache-ec0.pinterest.com,,403,243,i.pinimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-09T00:00:00Z,2024-07-09T23:59:59Z,"CN=*.pinimg.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinimg.com,"Pinterest, Inc.",pinimg.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,580dd06de351ee7fb5e41f2d91952c7d,15ab8f699ddc3821cf24bcb998457ff6b9ac0d2f4d80a27c79e5ba1a03fb89d2,True,ctls,i.pinimg.com,443,https://media-cache-ec0.pinterest.com:443,https,cloudflare,application/xml,GET,151.101.0.84,/,-1840324437,151.101.192.84,2,False,fastly,HTTP/3,True,,https://i.pinimg.com/,
media-cache-ec1.pinterest.com,,403,243,i.pinimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,i.pinimg.com,443,https://media-cache-ec1.pinterest.com:443,https,,application/xml,GET,151.101.0.84,/,-1840324437,151.101.192.84,2,False,fastly,HTTP/3,True,,https://i.pinimg.com/,
milcom.testing.pinterest.com,,404,,milcom.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,milcom.testing.pinterest.com,443,https://milcom.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
miscomplain.testing.pinterest.com,,404,,miscomplain.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-08-01T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f7412efe8b13832f29f985a0e494be4f,6544c876b14faae477aa96d62e8ab53bd7170396b29588aedd208c200462244f,True,ctls,miscomplain.testing.pinterest.com,443,https://miscomplain.testing.pinterest.com:443,https,,,GET,104.75.88.209,/,-1840324437,104.75.88.209,1,False,,HSTS,,,,
miscompute.testing.pinterest.com,,404,,miscompute.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,miscompute.testing.pinterest.com,443,https://miscompute.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,1,False,fastly,HTTP/3,True,,,
mixcomputer.testing.pinterest.com,,404,,mixcomputer.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,"Pinterest, Inc.",*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,mixcomputer.testing.pinterest.com,443,https://mixcomputer.testing.pinterest.com:443,https,,,GET,146.75.116.84,/,-1840324437,146.75.116.84,1,False,fastly,HTTP/3,True,,,
