new,host,ttl,a,soa,txt,status_code,ns,cname,cdn,cdn-name,aaaa,mx,caa
[x],a3i126.smtp2go.com,510,203.31.36.126,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i127.smtp2go.com,600,203.31.36.127,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i128.smtp2go.com,600,203.31.36.128,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,"ns2.smtpcorp.com, sns3.treshna.co.nz, ns4.smtpcorp.com, sns4.treshna.co.nz",,,,,,
[x],a3i129.smtp2go.com,600,203.31.36.129,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i130.smtp2go.com,600,203.31.36.130,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i131.smtp2go.com,600,,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i132.smtp2go.com,600,203.31.36.132,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i133.smtp2go.com,600,203.31.36.133,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i134.smtp2go.com,600,203.31.36.134,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",,NOERROR,,,,,,,
[x],a3i135.smtp2go.com,497,203.31.36.135,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i136.smtp2go.com,600,203.31.36.136,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i137.smtp2go.com,600,203.31.36.137,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, ns2.smtpcorp.com, ns4.smtpcorp.com, sns4.treshna.co.nz",,,,,,
[x],a3i138.smtp2go.com,600,,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i139.smtp2go.com,600,203.31.36.139,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,"sns3.treshna.co.nz, ns4.smtpcorp.com, ns2.smtpcorp.com, sns4.treshna.co.nz",,,,,,
[x],a3i140.smtp2go.com,600,,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i141.smtp2go.com,600,203.31.36.141,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i143.smtp2go.com,600,203.31.36.143,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i144.smtp2go.com,52,,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i145.smtp2go.com,600,203.31.36.145,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",,NOERROR,,,,,,,
[x],a3i146.smtp2go.com,538,203.31.36.146,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i147.smtp2go.com,600,203.31.36.147,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,"ns4.smtpcorp.com, sns4.treshna.co.nz, ns2.smtpcorp.com, sns3.treshna.co.nz",,,,,,
[x],a3i148.smtp2go.com,600,203.31.36.148,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i150.smtp2go.com,600,203.31.36.150,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i151.smtp2go.com,600,203.31.36.151,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",v=spf1 A -all,NOERROR,,,,,,,
[x],a3i153.smtp2go.com,600,203.31.36.153,"{'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}, {'name': 'smtp2go.com', 'ns': 'ns2.smtpcorp.com', 'mailbox': 'hostmaster.smtp2go.com', 'serial': 2015074182, 'refresh': 14400, 'retry': 3600, 'expire': 1209600, 'minttl': 900}",,NOERROR,,,,,,,
