input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_expired,csp_domains_,tls_mismatched,tls_subject_org_,final_url
data-science.findaya.co.id,404,404,134,data-science.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T09:08:20Z,2023-06-25T09:08:19Z,CN=*.findaya.co.id,*.findaya.co.id,*.findaya.co.id,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c4249b47a60b41860009c316f170fe80,126c0eecc13f2095e8b0be6fbf1d83c9dc711568d2939a7e103c0fe573da2d6f,True,ctls,data-science.findaya.co.id,google,443,https://data-science.findaya.co.id:443,https,text/html,GET,35.219.26.227,/,1530892233,35.219.26.227,HTTP/3,1,False,True,,,,,,
dispatch.gojekapi.com,,403,197,dispatch.gojekapi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,dispatch.gojekapi.com,google,443,https://dispatch.gojekapi.com:443,https,application/json,GET,34.81.180.89,/,-41062889,104.199.213.158,,11,False,True,,,,,,
driver-ping.gojekapi.com,,404,48,driver-ping.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,driver-ping.gojekapi.com,google,443,https://driver-ping.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
driver.gojekapi.com,,404,48,driver.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,driver.gojekapi.com,google,443,https://driver.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
ecommercetools-integration.gojek.co.id,Kilat e-Commerce Tools: Login,200,3464,ecommercetools-integration.gojek.co.id,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-08-07T23:59:59Z,CN=*.gojek.co.id,*.gojek.co.id,gojek.co.id,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,93afa27894351158b177960c40f56bbc,0fa951412aac2ae9889ccdd2b1832ceef8c46295031ec6bfadab9f219f794a1a,True,ctls,ecommercetools-integration.gojek.co.id,google,443,https://ecommercetools-integration.gojek.co.id:443,https,text/html,GET,35.185.133.208,/,-289540720,35.185.133.208,Ruby on Rails,2,False,True,,,,,,https://ecommercetools-integration.gojek.co.id/login
findaya.co.id,Findaya,200,12959,findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T08:40:30Z,2023-08-07T09:33:43Z,CN=findaya.co.id,findaya.co.id,findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7b322c7a3a5e72e1b142455dd21d4fb4,a638a51a9b2e4d4291b9815f66c9fa5834f0237fe8b749fa897b2cf0c9b4d120,,ctls,findaya.co.id,google,443,https://findaya.co.id:443,https,text/html,GET,34.149.129.101,/,2028370544,34.149.129.101,HTTP/3,286,False,True,UploadServer,,,,,
findaya.com,Findaya,200,12959,www.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T02:32:21Z,2023-07-08T03:25:54Z,CN=www.findaya.co.id,www.findaya.co.id,www.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,bc741a7680c6414ca2adeb9352c54313,616bcd35f5d7b8380d56c694b8efd36f4f8edfe6d15b4e4e4f937f21d5f1a4ad,,ctls,www.findaya.co.id,,443,https://findaya.com:443,https,text/html,GET,116.206.196.14,/,2028370544,116.206.196.14,HTTP/3,286,False,,UploadServer,,,,,https://www.findaya.co.id/
fs-stg.gopayapi.com,,400,,fs-stg.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-08-27T09:42:17Z,2020-11-25T09:42:17Z,CN=fs-stg.gopayapi.com,fs-stg.gopayapi.com,fs-stg.gopayapi.com,"CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US",Let's Encrypt Authority X3,Let's Encrypt,536813de778853af4ea8e9476a9c0f0f,40e3970baa96a86f924d6f8b56c8f74049948cd6a340fbd960889bace7552b34,,ctls,fs-stg.gopayapi.com,,443,https://fs-stg.gopayapi.com:443,https,,GET,18.136.11.170,/,-1840324437,18.136.11.170,Envoy,1,False,,envoy,True,,,,
gate.gojek.co.id,Gate,200,29093,gate.gojek.co.id,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-08-07T23:59:59Z,CN=*.gojek.co.id,*.gojek.co.id,gojek.co.id,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,93afa27894351158b177960c40f56bbc,0fa951412aac2ae9889ccdd2b1832ceef8c46295031ec6bfadab9f219f794a1a,True,ctls,gate.gojek.co.id,google,443,https://gate.gojek.co.id:443,https,text/html,GET,104.199.164.111,/,-1840324437,104.199.164.111,Ruby on Rails,4,False,True,,,,,,
go-agent.gojekapi.com,,404,,go-agent.gojekapi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,go-agent.gojekapi.com,google,443,https://go-agent.gojekapi.com:443,https,text/html,GET,35.221.222.241,/,-1840324437,35.221.222.241,,1,False,True,,,,,,
gofood-web-raccoon.gojekapi.com,,404,48,gofood-web-raccoon.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gofood-web-raccoon.gojekapi.com,google,443,https://gofood-web-raccoon.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
goid.gojekapi.com,,404,48,goid.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,goid.gojekapi.com,google,443,https://goid.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
gojek-web-raccoon-integration.gojekapi.com,,404,48,gojek-web-raccoon-integration.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gojek-web-raccoon-integration.gojekapi.com,google,443,https://gojek-web-raccoon-integration.gojekapi.com:443,https,application/json,GET,34.149.74.180,/,834205737,34.149.74.180,HTTP/3,1,False,True,,,,,,
gojekapi.com,GO-JEK,200,315,,,,,,,,,,,,,,,,,,,google,80,http://gojekapi.com:80,http,text/html,GET,35.229.255.189,/,-311742752,35.229.255.189,Ubuntu,7,False,True,Apache/2.4.54 (Ubuntu),,,,,
gopay-portal.gopayapi.com,,403,19,gopay-portal.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T01:28:19Z,2023-08-12T01:28:18Z,CN=gopay-portal.gopayapi.com,gopay-portal.gopayapi.com,gopay-portal.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e470af2347d4ebea9cb29be85f540cb,b054c7e4b91bc2c8a28ff8b262cf0ee15f5ed60b7e27ebb9ad88b30eda2a3276,,ctls,gopay-portal.gopayapi.com,,443,https://gopay-portal.gopayapi.com:443,https,text/plain,GET,54.251.4.96,/,419813485,18.136.41.80,,1,False,,istio-envoy,,,,,
gopay-raccoon-integration.gojekapi.com,,404,48,gopay-raccoon-integration.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gopay-raccoon-integration.gojekapi.com,google,443,https://gopay-raccoon-integration.gojekapi.com:443,https,application/json,GET,34.149.74.180,/,834205737,34.149.74.180,HTTP/3,1,False,True,,,,,,
gopay-raccoon.gojekapi.com,,404,48,gopay-raccoon.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gopay-raccoon.gojekapi.com,google,443,https://gopay-raccoon.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
gopay-user-profile-store.gopayapi.com,,403,19,gopay-user-profile-store.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T04:31:58Z,2023-07-16T04:31:57Z,CN=gopay-user-profile-store.gopayapi.com,gopay-user-profile-store.gopayapi.com,gopay-user-profile-store.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,806d1702cc0a6e4284a16092d031d0fa,8f572d6eef816b5a67d425b4eb5dcc6a4fa7a6d1b8e0ba0155e78e20b9168029,,ctls,gopay-user-profile-store.gopayapi.com,,443,https://gopay-user-profile-store.gopayapi.com:443,https,text/plain,GET,52.221.96.2,/,419813485,54.254.102.57,,1,False,,istio-envoy,,,,,
gopay-web-raccoon-integration.gojekapi.com,,404,48,gopay-web-raccoon-integration.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gopay-web-raccoon-integration.gojekapi.com,google,443,https://gopay-web-raccoon-integration.gojekapi.com:443,https,application/json,GET,34.149.74.180,/,834205737,34.149.74.180,HTTP/3,1,False,True,,,,,,
gopayapi.com,,401,20,gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2023-07-09T23:59:59Z,CN=gopayapi.com,gopayapi.com,pertamina.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6596721631fbb08ac651d6ca84a21b43,c4d8b6dcdaecab9dddbdea38a9bc1fce8e21dc5df7d73c43aca345a520c54621,,ctls,gopayapi.com,,443,https://gopayapi.com:443,https,text/plain,GET,13.228.102.56,/,-156363146,13.228.102.56,Envoy,2,False,,envoy,,,,,
goplatform.gojekapi.com,,403,243,goplatform.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,*.gojekapi.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c91b5e13722743d3c49af2ec87c77f45,c373d500d6cc4521e81a581fae10018631ba78341d2275857e7b10396547c322,True,ctls,goplatform.gojekapi.com,cloudfront,443,https://goplatform.gojekapi.com:443,https,application/xml,GET,18.66.97.11,/,1076270264,2600:9000:223c:be00:6:11d3:9c40:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
gotix-api.gojekapi.com,,404,48,gotix-api.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gotix-api.gojekapi.com,google,443,https://gotix-api.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
gpl-internal-proxy.gopayapi.com,,403,19,gpl-internal-proxy.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T22:47:41Z,2023-07-04T22:47:40Z,CN=gpl-internal-proxy.gopayapi.com,gpl-internal-proxy.gopayapi.com,gpl-internal-proxy.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3cef89afda5511d036c1be62685b0bf4,6d33d1f5c770689187649c4a7b0434fdbaefc1c958e0aa89f04ad4d1ad4da85d,,ctls,gpl-internal-proxy.gopayapi.com,,443,https://gpl-internal-proxy.gopayapi.com:443,https,text/plain,GET,54.179.122.87,/,419813485,54.251.86.142,,1,False,,istio-envoy,,,,,
gtf-api.findaya.co.id,HTTP Status 404 – Not Found,404,427,gtf-api.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T12:58:02Z,2023-07-04T13:45:31Z,CN=agreement-system.findaya.co.id,agreement-system.findaya.co.id,sentry.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ec85358c6c67e3431d8886c12ab768aa,f77b0551dc67f88c2378b3268c2f5103401106587e940ccb7e88f30c02e8e50c,,ctls,gtf-api.findaya.co.id,google,443,https://gtf-api.findaya.co.id:443,https,text/html,GET,35.219.65.247,/,-230353730,35.219.65.247,HTTP/3,1,False,True,,,,,,
gtf-staging.findaya.co.id,Findaya,200,1976,gtf-staging.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:52:32Z,2023-08-09T04:45:45Z,CN=gtf-api-staging.findaya.co.id,gtf-api-staging.findaya.co.id,payment-staging.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,b902697f387a357a1a9456b95d6f1011,2f654741b3d420e32469d97408981b27d660b6f9183a6627d27642e1c3b1db94,,ctls,gtf-staging.findaya.co.id,google,443,https://gtf-staging.findaya.co.id:443,https,text/html,GET,35.219.48.88,/,-1229242435,35.219.48.88,HTTP/3,24,False,True,,,,,,
gtf.findaya.co.id,Findaya,200,1976,gtf.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T12:58:02Z,2023-07-04T13:45:31Z,CN=agreement-system.findaya.co.id,agreement-system.findaya.co.id,sentry.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,ec85358c6c67e3431d8886c12ab768aa,f77b0551dc67f88c2378b3268c2f5103401106587e940ccb7e88f30c02e8e50c,,ctls,gtf.findaya.co.id,google,443,https://gtf.findaya.co.id:443,https,text/html,GET,35.219.65.247,/,-1229242435,35.219.65.247,HTTP/3,24,False,True,,,,,,
gwa.gopayapi.com,,404,,gwa.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-26T04:18:29Z,2023-06-24T04:18:28Z,CN=gwa.gopayapi.com,gwa.gopayapi.com,gwa.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c70894b7d07017aefa7829c700e92c32,3547c54cba8468f47a56ddf6165ca6526223c456662c57245dffd0991f0cdafa,,ctls,gwa.gopayapi.com,,443,https://gwa.gopayapi.com:443,https,,GET,54.179.122.87,/,-1840324437,46.137.248.76,,1,False,,istio-envoy,,,,,
gwa.staging.gopayapi.com,,404,,gwa.staging.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T07:42:46Z,2023-06-19T07:42:45Z,CN=gwa.staging.gopayapi.com,gwa.staging.gopayapi.com,gwa.staging.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,81d2ef94f339509d9dd40f129b218b30,8af8a8db6e35c4af9bfc06f7ada129b191f7597dc2cf152029b8f1743c5c2a4a,,ctls,gwa.staging.gopayapi.com,,443,https://gwa.staging.gopayapi.com:443,https,,GET,52.221.96.2,/,-1840324437,54.254.102.57,,1,False,,istio-envoy,,,,,
gws.sandbox.gopayapi.com,,404,,gws.sandbox.gopayapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T07:35:03Z,2023-06-29T07:35:02Z,CN=gws.sandbox.gopayapi.com,gws.sandbox.gopayapi.com,gws.sandbox.gopayapi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bde67c427d50130ff25758901a225b8c,c3d212e2d3e507150910ac6a8c6fbe4bb28c7a8defa0b336fe9dde3b86e79d17,,ctls,gws.sandbox.gopayapi.com,google,443,https://gws.sandbox.gopayapi.com:443,https,,GET,34.87.182.53,/,-1840324437,34.87.182.53,,1,False,True,istio-envoy,,,,,
hodor.gopayapi.com,,401,20,hodor.gopayapi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2023-07-09T23:59:59Z,CN=gopayapi.com,gopayapi.com,pertamina.gopayapi.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6596721631fbb08ac651d6ca84a21b43,c4d8b6dcdaecab9dddbdea38a9bc1fce8e21dc5df7d73c43aca345a520c54621,,ctls,hodor.gopayapi.com,,443,https://hodor.gopayapi.com:443,https,text/plain,GET,13.228.102.56,/,-156363146,13.228.102.56,Envoy,2,False,,envoy,,,,,
https://api.findaya.co.id,403,403,134,api.findaya.co.id,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T06:55:34Z,2023-07-12T07:49:07Z,CN=api.findaya.co.id,api.findaya.co.id,api.findaya.co.id,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c59d77f649f25b2bb171d4a1336f1049,8b6677889564be6bee49da8170662b96db57190ba9b15b1b31f5ea55f2cb9fdb,,ctls,api.findaya.co.id,google,443,https://api.findaya.co.id:443,https,text/html,GET,34.107.157.127,/,1723221432,34.107.157.127,HTTP/3,1,False,True,,,,,,
https://bam-cell.nr-data.net,,404,2,bam-cell.nr-data.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.nr-data.net, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.nr-data.net,nr-data.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f18c89bd942bf5fa0e43b69e1682be8a,34ffa5499509d896c902d083216c95d314faee049e2cf6183a38b98d57c91a07,True,ctls,bam-cell.nr-data.net,,443,https://bam-cell.nr-data.net:443,https,text/plain,GET,162.247.241.2,/,-1206076886,162.247.241.2,Cloudflare,1,False,,cloudflare,,,,"New Relic, Inc.",
https://bam.nr-data.net,,404,,bam.nr-data.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.nr-data.net, O=New Relic\, Inc., L=San Francisco, ST=California, C=US",*.nr-data.net,nr-data.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f18c89bd942bf5fa0e43b69e1682be8a,34ffa5499509d896c902d083216c95d314faee049e2cf6183a38b98d57c91a07,True,ctls,bam.nr-data.net,,443,https://bam.nr-data.net:443,https,text/plain,GET,162.247.243.29,/,-1206076886,162.247.243.29,,1,False,,,,,,"New Relic, Inc.",
https://firebase.googleapis.com,,404,38,firebase.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,firebase.googleapis.com,,443,https://firebase.googleapis.com:443,https,text/html,GET,142.250.186.170,/,1982888140,2a00:1450:4001:802::200a,HTTP/3,3,False,,ESF,,,,,
https://gojek-web-raccoon.gojekapi.com,,404,48,gojek-web-raccoon.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,gojekapi.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d3b0d1950e60c52f7dbe1a10a728c00d,18c88f22d4699ab1101d57333bc7dba7c09d388d211d02602e80c01c2831a744,True,ctls,gojek-web-raccoon.gojekapi.com,google,443,https://gojek-web-raccoon.gojekapi.com:443,https,application/json,GET,34.120.226.254,/,834205737,34.120.226.254,HTTP/3,1,False,True,,,,,,
https://goplatform.gojekapi.com,,403,243,goplatform.gojekapi.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.gojekapi.com,*.gojekapi.com,*.gojekapi.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c91b5e13722743d3c49af2ec87c77f45,c373d500d6cc4521e81a581fae10018631ba78341d2275857e7b10396547c322,True,ctls,goplatform.gojekapi.com,cloudfront,443,https://goplatform.gojekapi.com:443,https,application/xml,GET,18.66.97.11,/,-1119151237,2600:9000:223c:be00:6:11d3:9c40:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
https://js-agent.newrelic.com,,403,243,js-agent.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T21:45:59Z,2024-05-14T21:45:58Z,CN=js-agent.newrelic.com,js-agent.newrelic.com,js-agent.newrelic.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,35b4a439d18d86cd47e25f1a3d5f395a,9d0fc0c11d074cab210985f552a207cfae67f241f5bc36ff2be96769a7fbff7c,,ctls,js-agent.newrelic.com,fastly,443,https://js-agent.newrelic.com:443,https,application/xml,GET,151.101.2.137,/,-2044883460,151.101.194.137,Varnish,2,False,True,AmazonS3,,,,,
https://p-go-finance-paylater-asset-s3.s3-ap-southeast-1.amazonaws.com,,403,243,p-go-finance-paylater-asset-s3.s3-ap-southeast-1.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-03-24T23:59:59Z,CN=*.s3-ap-southeast-1.amazonaws.com,*.s3-ap-southeast-1.amazonaws.com,s3-deprecated.ap-southeast-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,31435a9e5b230489260b53ccc908d6e1,e12f50b1da3c5ad13d91c004b699eda14f96b16decf1827636a4db04e4b936c3,True,ctls,p-go-finance-paylater-asset-s3.s3-ap-southeast-1.amazonaws.com,,443,https://p-go-finance-paylater-asset-s3.s3-ap-southeast-1.amazonaws.com:443,https,application/xml,GET,52.219.124.159,/,-409698949,52.219.124.159,Amazon Web Services,2,False,,AmazonS3,,,,,
