input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_self_signed,tls_subject_org_,csp_domains_,final_url,tls_expired
authenticate.northeurope.az.staking-uat.codefi.network,Consensys - Sign In,200,17969,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://authenticate.northeurope.az.staking-uat.codefi.network:443,https,text/html,GET,104.18.14.209,/,-1840324437,2606:4700::6812:ed1,Nginx,462,False,cloudflare,nginx,True,,"Okta, Inc.",pendo-static-5391521872216064.storage.googleapis.com,https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=iIxx2UOEJlbq_vchaLfPGN3GAam4aTOJG7RiH1VsK3I,
authenticate.staking-uat.codefi.network,Consensys - Sign In,200,17969,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://authenticate.staking-uat.codefi.network:443,https,text/html,GET,104.18.14.209,/,-1840324437,2606:4700::6812:fd1,Nginx,462,False,cloudflare,nginx,True,,"Okta, Inc.",app.pendo.io,https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=WOuAgupunsNiM3pNSoEjZWGXKGTR_yVjXm9qaVyzWms,
authenticate.staking.codefi.network,Consensys - Sign In,200,17969,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://authenticate.staking.codefi.network:443,https,text/html,GET,104.18.18.52,/,-1840324437,2606:4700::6812:1234,Nginx,462,False,cloudflare,nginx,True,,"Okta, Inc.",pendo-static-5391521872216064.storage.googleapis.com,https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=dtXIRBNuZZVY_nRWQssyRp3mX8raRwdPngcGILpG_V4,
authenticate.us-east-2.codefi.network,Consensys - Sign In,200,17969,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://authenticate.us-east-2.codefi.network:443,https,text/html,GET,13.58.171.85,/,-1840324437,3.12.157.43,Nginx,462,False,,nginx,,,"Okta, Inc.",login.okta.com,https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=DGXRIEb_eWCptPc31gcmRLykI7Gc4s_sv8Y4SbndJ2E,
authorize.eu-west-3.codefi.network,404 Not Found,404,146,authorize.eu-west-3.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,authorize.eu-west-3.codefi.network,443,https://authorize.eu-west-3.codefi.network:443,https,text/html,GET,13.39.211.10,/,1494302000,15.188.153.246,HSTS,8,False,,,,,,,,
authorize.us-east-2.codefi.network,404 Not Found,404,146,authorize.us-east-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:39:39Z,2023-10-03T02:39:38Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,31544d8932ce4f39d36ad6269d11941f,081b8d6758489189fa8886dde6ff870d3152633b23e411ef3b138f2104515053,True,ctls,authorize.us-east-2.codefi.network,443,https://authorize.us-east-2.codefi.network:443,https,text/html,GET,3.23.77.29,/,1494302000,3.14.31.241,HSTS,8,False,,,,,,,,
blackbox.us-east-2.codefi.network,404 Not Found,404,146,blackbox.us-east-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:39:39Z,2023-10-03T02:39:38Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,31544d8932ce4f39d36ad6269d11941f,081b8d6758489189fa8886dde6ff870d3152633b23e411ef3b138f2104515053,True,ctls,blackbox.us-east-2.codefi.network,443,https://blackbox.us-east-2.codefi.network:443,https,text/html,GET,3.143.54.14,/,1494302000,3.14.31.241,HSTS,8,False,,,,,,,,
bridge.codefi.network,Defi Bridge,200,3660,bridge.codefi.network,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-24T00:00:00Z,2023-09-24T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d813235654cccf634e87a933df378685,08d792b76e92b407d242d08ea6df33aa68bf67ca66b5942ba164bf2121b435a9,,ctls,bridge.codefi.network,443,https://bridge.codefi.network:443,https,text/html,GET,104.22.13.141,/,883937076,2606:4700:10::6816:c8d,HSTS,1,False,cloudflare,cloudflare,True,,"Cloudflare, Inc.",outlook.office.com,,
bridge.metaswap.codefi.network,,200,65,bridge.metaswap.codefi.network,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-20T00:00:00Z,2024-02-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,metaswap.codefi.network,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3f76c8e79d4ea02ee941e35e739e165f,d286c2e3c160f955893cd97fb95026b43f4c6133addafe52a8a88529fc7f213d,True,ctls,bridge.metaswap.codefi.network,443,https://bridge.metaswap.codefi.network:443,https,application/json,GET,104.18.31.68,/,768769774,2606:4700::6812:1e44,HSTS,1,False,cloudflare,cloudflare,True,,"Cloudflare, Inc.",https:,,
cdn.pendo.io,,403,300,cdn.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=cdn.pendo.io,cdn.pendo.io,cdn.pendo.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9c9491645f3c8b427c66d268808719f1,a48ce4cccd8a459089daba972c598b8addfc2c1b08ca409e77cc10357b1d6521,,ctls,cdn.pendo.io,443,https://cdn.pendo.io:443,https,application/xml,GET,18.66.112.44,/,501560377,2600:9000:223f:4a00:1f:aa31:7740:93a1,Amazon Web Services,1,False,cloudfront,UploadServer,True,,,,,
charts-us-east-2.codefi.network,,401,24,charts-us-east-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:39:39Z,2023-10-03T02:39:38Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,31544d8932ce4f39d36ad6269d11941f,081b8d6758489189fa8886dde6ff870d3152633b23e411ef3b138f2104515053,True,ctls,charts-us-east-2.codefi.network,443,https://charts-us-east-2.codefi.network:443,https,application/json,GET,3.143.54.14,/,-2114093587,3.14.31.241,HSTS,1,False,,,,,,,,
charts.eu-west-3.codefi.network,404 Not Found,404,146,charts.eu-west-3.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,charts.eu-west-3.codefi.network,443,https://charts.eu-west-3.codefi.network:443,https,text/html,GET,15.188.153.246,/,1494302000,13.39.211.10,HSTS,8,False,,,,,,,,
consensys-admin.okta.com,Consensys - Sign In,200,17972,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://consensys-admin.okta.com:443,https,text/html,GET,35.71.178.224,/,-599803935,52.223.45.111,Nginx,462,False,,nginx,,,"Okta, Inc.",cdn.pendo.io,https://consensys.okta.com/login/login.htm?fromURI=/oauth2/v1/authorize/redirect?okta_key=mpAfzXBWDciUU09EOGs9wQVEtMSmMQ2w-zW8DAhmvE0,
consensys.mtls.okta.com,Consensys - Sign In,200,17812,consensys.mtls.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=*.mtls.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.mtls.okta.com,mtls.okta.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,5a1b9d3d4b072746ea25bfe05cb3b1a2,4d95ef8b5042c3c1a934a6ead79204d89f68097adf7e7a779a8e96962ccf836d,True,ctls,consensys.mtls.okta.com,443,https://consensys.mtls.okta.com:443,https,text/html,GET,3.33.173.250,/,-599803935,15.197.185.83,Nginx,462,False,,nginx,,,"Okta, Inc.",https://oinmanager.okta.com,,
consensys.okta.com,Consensys - Sign In,200,17812,consensys.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-22T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,acc0524426e03bda5ac8c153b81141e6,f175750cb39a3759a6c589307b799ceac53db8e46eab6e9a30490fce3aa77149,True,ctls,consensys.okta.com,443,https://consensys.okta.com:443,https,text/html,GET,52.223.45.111,/,-599803935,35.71.178.224,Nginx,462,False,,nginx,,,"Okta, Inc.",fonts.gstatic.com,,
container.eu-west-3.codefi.network,404 Not Found,404,146,container.eu-west-3.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,container.eu-west-3.codefi.network,443,https://container.eu-west-3.codefi.network:443,https,text/html,GET,15.236.223.203,/,1494302000,13.39.211.10,HSTS,8,False,,,,,,,,
control-center.eu-west-3.codefi.network,404 Not Found,404,146,control-center.eu-west-3.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,control-center.eu-west-3.codefi.network,443,https://control-center.eu-west-3.codefi.network:443,https,text/html,GET,15.236.223.203,/,1494302000,15.188.153.246,HSTS,8,False,,,,,,,,
core-harbor.eu-west-3.codefi.network,Harbor,200,856,core-harbor.eu-west-3.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T07:08:34Z,2023-09-03T07:08:33Z,CN=core-harbor.eu-west-3.codefi.network,core-harbor.eu-west-3.codefi.network,core-harbor.eu-west-3.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bf333901842df700aff4a44bf0f0235,e80fbdf9e63a4ce8f4434e341df8b71b2c91b7f1945c4665a335c09bf047237b,,ctls,core-harbor.eu-west-3.codefi.network,443,https://core-harbor.eu-west-3.codefi.network:443,https,text/html,GET,15.188.153.246,/,657337228,15.236.223.203,HSTS,21,False,,,,,,,,
core-harbor.us-east-2.codefi.network,Harbor,200,901,core-harbor.us-east-2.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T05:02:19Z,2023-09-03T05:02:18Z,CN=core-harbor.us-east-2.codefi.network,core-harbor.us-east-2.codefi.network,core-harbor.us-east-2.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5ba51166ebf55214e1b2fe2be31dc6b4,844af1b9046e8f49fff7f1ebc49e180d88e954359a9e657af9adbdb8e520a186,,ctls,core-harbor.us-east-2.codefi.network,443,https://core-harbor.us-east-2.codefi.network:443,https,text/html,GET,3.14.31.241,/,657337228,3.23.77.29,HSTS,21,False,,,,,,,,
dashboard.dev.codefi.network,404 Not Found,404,146,dashboard.dev.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,dashboard.dev.codefi.network,443,https://dashboard.dev.codefi.network:443,https,text/html,GET,13.39.211.10,/,1494302000,15.236.223.203,HSTS,8,False,,,,,,,,
data.pendo.io,pendo.io,200,2443,data.pendo.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-16T00:46:05Z,2023-09-14T01:42:00Z,CN=pendo.io,pendo.io,*.pendo.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,900e6766944486c762eb58ab1f7cdba0,ea305a8f289c8c4e29b58900113a21e5c91f73ae5b2f3851b585eca9d0378963,True,ctls,data.pendo.io,443,https://data.pendo.io:443,https,text/html,GET,34.149.155.70,/,1625035449,34.149.155.70,Google Cloud CDN,1,False,google,,True,,,,,
defi-api.codefi.network,404 Not Found,404,146,defi-api.codefi.network,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-05T02:19:57Z,2023-10-03T02:19:56Z,CN=codefi.network,codefi.network,codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d928835e824dc458315d6d92d84f6509,f0d901d3d0e17b23bc7df3e0880c8087b112224c7826cddefe711224b6fe65ec,True,ctls,defi-api.codefi.network,443,https://defi-api.codefi.network:443,https,text/html,GET,13.39.211.10,/,1494302000,15.236.223.203,HSTS,8,False,,,,,,,,
defibridge-dev.codefi.network,401 Authorization Required,401,180,defibridge-dev.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-13T02:11:55Z,2023-10-11T02:11:54Z,CN=www.defibridge-dev.codefi.network,www.defibridge-dev.codefi.network,www.defibridge-dev.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f064b1009fd888908437c6f9389b8af9,b20cd2dd2764668a191cf629f6da9b7baa38cc6c3f74ede9f7f5f6dd5e85293d,,ctls,defibridge-dev.codefi.network,443,https://defibridge-dev.codefi.network:443,https,text/html,GET,15.188.255.37,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
defibridge-pl-000.codefi.network,,404,21,defibridge-pl-000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-000.codefi.network,443,https://defibridge-pl-000.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1000.codefi.network,,404,21,defibridge-pl-1000.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1000.codefi.network,443,https://defibridge-pl-1000.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1001.codefi.network,,404,21,defibridge-pl-1001.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1001.codefi.network,443,https://defibridge-pl-1001.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1004.codefi.network,401 Authorization Required,401,180,defibridge-pl-1004.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-18T23:36:00Z,2023-10-16T23:35:59Z,CN=www.defibridge-pl-1004.codefi.network,www.defibridge-pl-1004.codefi.network,www.defibridge-pl-1004.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,587dd7e616dc49e14cef9d31289ce435,ad97072ac6ad97d93b7f8c1d4e47593c671b8130a87f84b5120d5025a86ae673,,ctls,defibridge-pl-1004.codefi.network,443,https://defibridge-pl-1004.codefi.network:443,https,text/html,GET,15.188.255.37,/,-1910267375,35.181.109.147,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
defibridge-pl-1008.codefi.network,,404,21,defibridge-pl-1008.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1008.codefi.network,443,https://defibridge-pl-1008.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,35.181.109.147,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1025.codefi.network,,404,21,defibridge-pl-1025.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1025.codefi.network,443,https://defibridge-pl-1025.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1027.codefi.network,,404,21,defibridge-pl-1027.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1027.codefi.network,443,https://defibridge-pl-1027.codefi.network:443,https,text/plain,GET,35.181.109.147,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1035.codefi.network,401 Authorization Required,401,180,defibridge-pl-1035.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-29T02:27:15Z,2023-09-27T02:27:14Z,CN=www.defibridge-pl-1035.codefi.network,www.defibridge-pl-1035.codefi.network,www.defibridge-pl-1035.codefi.network,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,213f5f6b4a2ee0736519344395b4b297,fbe8fb349c2c7197bcf8ec943e1eb799eef908895d6012039f9f840b534e5e3d,,ctls,defibridge-pl-1035.codefi.network,443,https://defibridge-pl-1035.codefi.network:443,https,text/html,GET,35.181.109.147,/,-1910267375,15.236.171.218,Nginx:1.17.10,8,False,,nginx/1.17.10,,,,,,
defibridge-pl-1036.codefi.network,,404,21,defibridge-pl-1036.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1036.codefi.network,443,https://defibridge-pl-1036.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1038.codefi.network,,404,21,defibridge-pl-1038.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1038.codefi.network,443,https://defibridge-pl-1038.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1046.codefi.network,,404,21,defibridge-pl-1046.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1046.codefi.network,443,https://defibridge-pl-1046.codefi.network:443,https,text/plain,GET,15.188.255.37,/,-1669793162,15.236.171.218,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
defibridge-pl-1047.codefi.network,,404,21,defibridge-pl-1047.codefi.network,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-06-12T07:15:25Z,2024-06-11T07:15:25Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,4a69e8a7c7f73da8821c2fa37671f6df,ce9eae0d24d48a25c0adc7596a6f8cdf97ffde8743908df1342bc93043497810,,ctls,defibridge-pl-1047.codefi.network,443,https://defibridge-pl-1047.codefi.network:443,https,text/plain,GET,15.236.171.218,/,-1669793162,15.188.255.37,Nginx:1.17.10,1,False,,nginx/1.17.10,,True,Acme Co,,,
