input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,webserver,final_url,csp_domains_
uat-central.varonis.com,,200,1737,uat-central.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-03T06:56:08Z,2024-04-14T07:40:19Z,CN=uat-central.varonis.com,uat-central.varonis.com,www.uat-central.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",2b4f20d7eb76a7a6ee54a0e47b3638b6,172b0ec9680938efb1065f8b96b64da0178d900afe88d07f86376db64d07d43a,,ctls,uat-central.varonis.com,,443,https://uat-central.varonis.com:443,https,text/html,GET,85.222.140.6,/,-698107140,85.222.140.13,HSTS,51,False,,,sfdcedge,https://uat-central.varonis.com/s/,*.documentforce.com
ufa.varonis.io,Varonis,200,2860,ufa.varonis.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,ufa.varonis.io,incapsula,443,https://ufa.varonis.io:443,https,text/html,GET,45.60.154.169,/,-235670227,45.60.154.169,Imperva,53,False,True,,,,https:
usage.varonis.com,Web App - Unavailable,403,1892,usage.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-28T12:13:24Z,2024-06-28T12:13:24Z,CN=usage.varonis.com,usage.varonis.com,www.usage.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",655522ba6cbdb398a90724527ac91317,495ca21295e52d04557f30eb0163fedf197448928be6a0b32916454fdace7fb7,,ctls,usage.varonis.com,azure,443,https://usage.varonis.com:443,https,text/html,GET,40.84.54.203,/,-237335256,40.84.54.203,,74,False,True,,,,
varonis.com,Varonis: We Protect Data,200,235028,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,incapsula,443,https://varonis.com:443,https,text/html,GET,45.60.150.169,/,-1324777801,45.60.170.169,Imperva,3990,False,True,,cloudflare,https://www.varonis.com/,
varonis.io,Varonis: We Protect Data,200,235028,varonis.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-22T00:00:00Z,2023-07-22T23:59:59Z,CN=varonis.io,varonis.io,varonis.io,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",15207edbf65f83c18be25d4b3fc142f6,3d537ac2c331309fa70035aa55f888be7c5405e12f560e16a5de22f375ac7387,,ctls,varonis.io,,443,https://varonis.io:443,https,text/html,GET,13.107.226.45,/,366342627,13.107.253.45,Imperva,3990,False,,,,,
varoniscmg01.varonis.com,,500,,varoniscmg01.varonis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-02T09:51:39Z,2024-05-02T09:51:39Z,CN=varoniscmg01.varonis.com,varoniscmg01.varonis.com,www.varoniscmg01.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1851c43291ac475b22e1b091da346e3e,b579616117c2f612e46864b43f135d7387efe790c5ebcc91ee177941700ef9aa,,ctls,varoniscmg01.varonis.com,,443,https://varoniscmg01.varonis.com:443,https,,GET,20.120.54.226,/,611392007,20.120.54.226,Windows Server,1,False,,,Microsoft-IIS/10.0,,
vd.varonis.com,VMware Horizon,200,6867,vd.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T14:01:02Z,2024-05-02T14:01:02Z,CN=vd.varonis.com,vd.varonis.com,www.vd.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",595a0f1afc92faf00a409542c8fee944,0f3e1bbca6225942c7eb56ff780395c21b0aa1cdd9ecc32fd91571273adf34b6,,ctls,vd.varonis.com,,443,https://vd.varonis.com:443,https,text/html,GET,91.208.129.80,/,1274734426,91.208.129.80,Java,109,False,,,,https://vd.varonis.com/?includeNativeClientLaunch=true,
vpn2.varonis.com,,200,170,vpn2.varonis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-16T19:40:49Z,2024-04-16T19:40:49Z,CN=vpn.varonis.com,vpn.varonis.com,vpn4.varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",72ba71ea147787d2f16d7690fb4ef912,74bfd7b286e73147c78d9f1ca497947a386dfe304d3fcd397085dd47a0a1c695,,ctls,vpn2.varonis.com,,443,https://vpn2.varonis.com:443,https,text/html,GET,34.251.90.87,/,593259606,34.251.90.87,HSTS,4,False,,,,,
vpn3.varonis.com,Ivanti Connect Secure,404,3091,vpn3.varonis.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,,2022-09-05T19:13:47Z,2023-10-07T19:13:47Z,CN=*.varonis.com,*.varonis.com,varonis.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",8f9b811239b9df8ecb1e685f5d686716,9173d13f00cbbd6fda72e7bccb416544adf7edfabb5aa4a61fec33faf353fec3,True,ctls,vpn3.varonis.com,,443,https://vpn3.varonis.com:443,https,text/html,GET,198.231.26.70,/,-1556033856,91.208.129.54,HSTS,101,False,,,,,
web.varonis.com,Subdomain over taking blog,200,50643,web.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T03:16:44Z,2023-07-11T03:16:43Z,CN=web.varonis.com,web.varonis.com,web.varonis.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1a5eaf3e5e26126db72f140071ca9852,0e36d9eab06f8dbd6ec72248e360b946ad521ea7d1f64bdfcd0c8b4d05d6a39e,,ctls,web.varonis.com,,443,https://web.varonis.com:443,https,text/html,GET,199.60.103.2,/,1639955260,2606:2c40::c73c:67fe,HubSpot CMS Hub,2391,False,,,cloudflare,,
www.varonis.com,Varonis: We Protect Data,200,235028,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,incapsula,443,https://www.varonis.com:443,https,text/html,GET,45.60.154.169,/,-1324777801,45.60.154.169,Imperva,3990,False,True,,cloudflare,,
www.varonis.io,Varonis: We Protect Data,200,235029,www.varonis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-05-31T14:42:04Z,2023-11-27T14:42:04Z,CN=imperva.com,imperva.com,blog.varonis.es,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,5f4c4d2e36d483ba882ce5f87df751a4,0fb121941c90d4744eb3ae8b3bd55bbe81e27b84fbcb042ed6bb1837d225c6a8,True,ctls,www.varonis.com,incapsula,443,https://www.varonis.io:443,https,text/html,GET,45.60.154.169,/,1973076343,45.60.154.169,Imperva,3990,False,True,,cloudflare,https://www.varonis.com/,
