new,host,a,soa,status_code,cname,ns,aaaa,has_internal_ips,internal_ips,mx,txt,cdn,cdn-name,caa
,t3.baidu.com,"183.131.118.36, 183.131.185.36, 183.134.235.36, 182.106.158.36, 1.193.146.36, 36.99.50.36, 113.219.142.36, 182.140.225.36, 182.201.240.36, 182.207.233.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"t3.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,t4.baidu.com,"124.238.241.36, 150.138.45.36, 123.244.94.36, 150.138.188.36, 171.107.86.36, 125.74.110.36, 140.249.244.36, 180.97.64.36, 113.219.142.36, 175.6.53.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"t4.baidu.com.a.bdydns.com, opencdnbdsimage.jomodns.com",,,,,,,,,
,t5.baidu.com,"183.232.231.126, 112.34.111.171","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,t5x.n.shifen.com,,,,,,,,,
,t7.baidu.com,"113.219.142.36, 113.142.207.36, 125.64.104.36, 125.74.42.36, 58.216.66.36, 60.188.66.36, 106.38.179.36, 110.185.186.36, 111.170.26.36, 106.225.194.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"t7.baidu.com.a.bdydns.com, opencdnbdcharon.jomodns.com",,,,,,,,,
,t8.baidu.com,"111.225.213.36, 111.174.9.36, 114.232.92.36, 118.112.225.36, 118.180.40.36, 119.96.52.36, 124.239.243.36, 125.74.1.36, 150.138.110.36, 175.6.243.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"t8.baidu.com.a.bdydns.com, opencdnbdcharon.jomodns.com",,,,,,,,,
,t9.baidu.com,"36.103.236.36, 42.81.98.36, 42.101.4.36, 42.101.56.36, 58.42.14.36, 36.99.3.36, 1.182.48.36, 1.193.146.36, 1.71.157.36, 36.99.50.36","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"t9.baidu.com.a.bdydns.com, opencdnbdcharon.jomodns.com",,,,,,,,,
,tag.baidu.com,"112.80.255.48, 163.177.151.63, 110.242.68.101","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,pilou.e.shifen.com,,,,,,,,,
,talent.baidu.com,"112.34.111.181, 220.181.111.113, 111.206.208.251, 110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 111.45.3.226, 14.215.178.80, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,,"dns.baidu.com, ns7.baidu.com, ns4.baidu.com, ns2.baidu.com, ns3.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",,,,,,,
,tas.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,tb.himg.baidu.com,"118.180.40.48, 182.84.110.48, 125.74.1.48, 175.6.243.48, 183.60.219.48, 119.96.52.48, 182.107.80.48, 150.138.110.48, 182.242.59.48, 219.151.25.48",,NOERROR,portrait.jomodns.com,,,,,,,,,
,tbmsg.baidu.com,"220.181.33.250, 111.206.209.4","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tech.baidu.com,"103.235.46.122, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,"news.baidu.com, news.n.shifen.com","ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,tejia.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,tejia.m.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,test.baidu.com,103.235.46.175,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,crowdtestatmp.n.shifen.com,,,,,,,,,
,test.su.baidu.com,42.81.8.225,"ns1.yjs-cdn.com, dns.yjs-cdn.com",NOERROR,yjs-any.su.baidu.com.cname.yunjiasu-cdn.net,,240e:928:201::e1,,,,,,,
,test1.noah.baidu.com,10.50.74.41,"noah.baidu.com, test.noah.baidu.com",NOERROR,,,,True,10.50.74.41,,,,,
,test8.baidu.com,"10.83.128.204, 10.83.128.205","dns.baidu.com, sa.baidu.com",NOERROR,,,,True,"10.83.128.204, 10.83.128.205",,,,,
,testapi.noah.baidu.com,10.36.7.82,"noah.baidu.com, test.noah.baidu.com",NOERROR,,,,True,10.36.7.82,,,,,
,testlab.baidu.com,106.12.121.49,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,th.baidu.com,,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,search-th.wshifen.com,,,,,,,,,
,th.hao123.com,13.228.254.166,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,sg-hao123-entry-1143122436.ap-southeast-1.elb.amazonaws.com,,,,,,,,,
,th.sparksecurity.baidu.com,103.235.46.26,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,browser0.wshifen.com,,,,,,,,,
,thailand.baidu.com,103.235.46.165,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tianji.baidu.com,180.97.93.118,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tianli.baidu.com,182.61.201.75,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tianqi.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,ticket.bce.baidu.com,"110.242.68.159, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ticket.bce.baidu.n.shifen.com,"ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,tieba.baidu.com,"103.235.46.139, 103.235.46.140","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,post.n.shifen.com,,,,,,,,,
,tiebapic.baidu.com,"180.97.66.35, 106.225.194.35, 111.170.27.1, 111.225.213.35, 113.142.207.35, 124.239.243.35, 125.64.104.35, 125.74.42.35, 36.99.3.35, 180.97.198.35, 180.76.76.118, 182.61.200.72, 220.181.111.24, 111.45.3.163, 110.242.68.26, 180.101.49.224","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"tiebapic.baidu.com.a.bdydns.com, opencdnbaidutbpic.jomodns.com","ns3.jomodns.com, ns4.jomodns.com, ns5.jomodns.com, ns6.jomodns.com, ns1.jomodns.com, ns2.jomodns.com",,,,,,,,
,tier1-test-hnas-evs7.pos.baidu.com,54.144.128.85,,NOERROR,,,,,,,,,,
,timeline.hao123.com,104.193.88.125,,NOERROR,"mr.baidu.com, mbdown.n.shifen.com, mbdown.wshifen.com",,,,,,,,,
,timg.baidu.com,103.235.46.233,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,timg.n.shifen.com,,,,,,,,,
,titan.baidu.com,10.99.31.41,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.99.31.41,,,,,
,titans.baidu.com,10.91.161.191,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.91.161.191,,,,,
,tixing.baidu.com,10.215.7.192,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.215.7.192,,,,,
,tiyu.baidu.com,"103.235.46.116, 103.235.46.119","ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,open.a.shifen.com,,,,,,,,,
,tm.baidu.com,182.61.200.90,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,sftj.e.shifen.com,,,,,,,,,
,tms-api.baidu.com,"111.206.209.154, 110.242.68.112, 112.34.112.38, 182.61.62.106, 39.156.66.4, 124.237.176.106, 182.61.200.153","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,apigateway.baidubce.n.shifen.com,,,,,,,,,
,tms.baidu.com,103.235.46.238,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,bce-market.n.shifen.com,,,,,,,,,
,tms.maillb.baidu.com,,123.maillb.baidu.com,NOERROR,,,,,,,,,,
,token.baidu.com,"111.206.208.219, 111.206.208.224","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,olimbos.e.shifen.com,,,,,,,,,
,token.noah.baidu.com,,"noah.baidu.com, test.noah.baidu.com",NOERROR,,,,,,,,,,
,tongchuan.baidu.com,103.235.46.58,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,fanyi-bfe.n.shifen.com,,,,,,,,,
,tonghuajilu.baidu.com,220.181.111.91,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,yiyun.n.shifen.com,,240c:4003:111:53:0:ff:b09a:146f,,,,,,,
,tongji.baidu.com,182.61.200.90,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,sftj.e.shifen.com,,,,,,,,,
,tongji.hao123.com,10.111.82.98,"bae.baidu.com, wangpeng.baidu.com",NOERROR,data.bae.baidu.com,,,True,10.111.82.98,,,,,
,tongxunlu.baidu.com,220.181.111.91,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,yiyun.n.shifen.com,,240c:4003:111:53:0:ff:b09a:146f,,,,,,,
,tool.baidu.com,"163.177.151.145, 110.242.68.230, 112.80.248.234","ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,pheonest.e.shifen.com,,,,,,,,,
,toolbar.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"bar.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,top.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,top.n.shifen.com,,,,,,,,,
,top.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,hao123.n.shifen.com,,,,,,,,,
,topic.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,toucan.baidu.com,111.45.3.69,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,toucan.n.shifen.com,,,,,,,,,
,touch.baidu.com,111.202.114.50,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,proxycp.n.shifen.com,,,,,,,,,
,tousu.baidu.com,"112.34.111.183, 112.80.255.43, 110.242.68.201, 180.97.33.42, 112.80.255.39, 124.237.176.165, 112.34.111.18, 110.242.68.202, 124.237.176.164","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,toutiao.baidu.com,180.97.33.232,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,webapp.cbs.n.shifen.com,,,,,,,,,
,tr.hao123.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tracking.baidu.com,"111.206.223.111, 153.37.235.111","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,retail.ol.n.shifen.com,,,,,,,,,
,trade.baidu.com,112.34.111.157,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,730.other.nuomi.n.shifen.com,,,,,,,,,
,traffic.map.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,traffic.map.n.shifen.com,,,,,,,,,
,trafficsafe.baidu.com,120.48.31.202,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,transcoder.baidu.com,"103.235.46.211, 103.235.46.212","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"wap.n.shifen.com, wap.wshifen.com",,,,,,,,,
,translate.baidu.com,103.235.46.58,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,fanyi-bfe.n.shifen.com,,,,,,,,,
,travel.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,lvyou.baidu.com,,,,,,,,,
,trend.baidu.com,182.61.200.90,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,sftj.e.shifen.com,,,,,,,,,
,trends.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,trends.n.shifen.com,,,,,,,,,
,trip.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,lvyou.baidu.com,,,,,,,,,
,trunk.baidu.com,123.157.149.61,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,flashtest.jomodns.com,,2408:8740:61ff:2::7b9d:953d,,,,,,,
,trust.baidu.com,220.181.107.194,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,trust.e.shifen.com,,,,,,,,,
,trustrcv.baidu.com,39.156.66.166,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,cs.e.shifen.com,,,,,,,,,
,tsn.baidu.com,111.206.209.252,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,tsn.n.shifen.com,,,,,,,,,
,ttl.baidu.com,123.125.112.68,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,mrp1.n.shifen.com,,,,,,,,,
,tts.baidu.com,182.61.200.197,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,tts.n.shifen.com,,,,,,,,,
,tu.baidu.com,103.235.46.231,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"image.n.shifen.com, picture.wshifen.com",,,,,,,,,
,tuan.baidu.com,61.135.162.145,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,tuan.n.shifen.com,,,,,,,,,
,tuan.hao123.com,61.135.162.145,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,tuan.n.shifen.com,,,,,,,,,
,tuijian.baidu.com,220.181.33.173,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,tuijian.hm.e.shifen.com,,,,,,,,,
,tuijian.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,turbo.baidu.com,10.46.122.32,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.46.122.32,,,,,
,turing.map.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,public.map.n.shifen.com,,,,,,,,,
,turk.baidu.com,103.235.46.55,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,turk.n.shifen.com,,,,,,,,,
,tv.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tv.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,tv.m.hao123.com,"153.37.235.85, 103.211.221.12, 110.242.69.104, 110.242.69.107, 110.242.69.109, 112.80.248.187, 153.37.235.51","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,waphao123bfe.n.shifen.com,,,,,,,,,
,tw.baidu.com,,"ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,other.a.shifen.com,,,,,,,,,
,tw.hao123.com,103.235.46.64,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,hk.hao123.wshifen.com,,,,,,,,,
,twww.baidu.com,110.242.68.3,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,tx.baidu.com,"10.208.6.174, 10.208.6.173","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,nj.inrouter.n.shifen.com,,,True,"10.208.6.174, 10.208.6.173",,,,,
,tz.sjws.baidu.com,180.76.133.40,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,u.baidu.com,112.34.111.153,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,u.e.shifen.com,,,,,,,,,
,u.gdown.baidu.com,104.193.88.105,"ns1.gshifen.com, baidu_dns_master.baidu.com",NOERROR,"u.gdown.baidu.com.a.bdydns.com, opencdnbdgdown.jomodns.com, gdown.gshifen.com",,,,,,,,,
,uag.baidu.com,"183.232.231.68, 183.232.232.93","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,uaq.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,uauth.baidu.com,104.193.89.127,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"cloud-wy.n.shifen.com, cloud-wy.wshifen.com",,,,,,,,,
,ub.baidu.com,110.242.69.216,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ubapi.baidu.com,112.34.111.113,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,ssp.bfe.e.shifen.com,,,,,,,,,
,ucc.baidu.com,180.101.212.254,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ucenter.baidu.com,"183.232.231.68, 183.232.232.93","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,ucg.baidu.com,10.65.211.117,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.65.211.117,,,,,
,ucp.baidu.com,,,NOERROR,,,,,,,,,,
,uda.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,udc.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"bapp.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,udc.safe.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,mobsecmultiplatform.n.shifen.com,,,,,,,,,
,uds.baidu.com,182.61.62.50,"dns.baidu.com, sa.baidu.com",NOERROR,"bapp.n.shifen.com, domain-offline.baidu.com",,,,,,,,,
,ue.baidu.com,"180.76.179.76, 110.242.68.134, 220.181.33.31, 112.80.248.64, 36.152.45.193, 111.45.3.226, 14.215.178.80, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,,"dns.baidu.com, ns4.baidu.com, ns3.baidu.com, ns7.baidu.com, ns2.baidu.com","240e:940:603:4:0:ff:b01b:589a, 240e:bf:b801:1002:0:ff:b024:26de",,,,,,,
,ued.baidu.com,180.76.179.76,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ueditor.baidu.com,"103.235.46.160, 103.235.46.159","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,sugar.n.shifen.com,,,,,,,,,
,ufo.baidu.com,"220.181.107.176, 182.61.240.105, 111.206.209.144","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,ufosdk.baidu.com,"124.237.176.102, 111.206.209.144","dns.baidu.com, sa.baidu.com",NOERROR,,,"240e:83:205:3e:0:ff:b06d:68df, 2408:80f0:410b:2a3:0:ff:b0bd:89cf, 2409:8c00:6c21:103a:0:ff:b03c:14ad",,,,,,,
,ugcapi.baidu.com,112.34.113.125,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,public.map.n.shifen.com,,,,,,,,,
,ugs.baidu.com,157.255.71.27,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ugs.n.shifen.com,,,,,,,,,
,ulog.imap.baidu.com,103.235.47.88,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"client.map.n.shifen.com, client.map.wshifen.com",,,,,,,,,
,um.baidu.com,39.156.66.101,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,um.e.shifen.com,,,,,,,,,
,umg.baidu.com,"183.232.232.93, 183.232.231.68","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,umoney.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,union.baidu.com,111.206.208.169,"ns1.e.shifen.com, baidu_dns_master.baidu.com",NOERROR,union.e.shifen.com,,,,,,,,,
,unionimage.baidu.com,"111.206.37.19, 111.13.100.44, 180.149.131.14","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,unionsug.baidu.com,110.242.69.13,"ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,unionsug.a.shifen.com,,,,,,,,,
,unit.baidu.com,110.242.69.34,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,ai.n.shifen.com,,,,,,,,,
,uog.baidu.com,"183.232.231.68, 183.232.232.93, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,"ns5.n.shifen.com, ns1.n.shifen.com, ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,update.baidu.com,"112.80.255.221, 153.3.236.76","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,update.baidu.n.shifen.com,,,,,,,,,
,update.im.baidu.com,"104.193.88.125, 104.193.88.126","ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"im.n.shifen.com, in.m.wshifen.com",,,,,,,,,
,update.pan.baidu.com,,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,update.pan.n.shifen.com,,,,,,,,,
,updateime.baidu.com,"112.34.111.172, 180.97.104.165, 223.109.81.181, 111.206.209.92","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,upl.baidu.com,103.235.46.227,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,vse.n.shifen.com,,,,,,,,,
,upload.tieba.baidu.com,111.206.209.50,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,upload.post.n.shifen.com,,,,,,,,,
,uploads-authalphaalpha-auth-antiviruspre.pos.baidu.com,0.0.0.0,"fake-for-negative-caching.adguard.com, hostmaster.uploads-authalphaalpha-auth-antiviruspre.pos.baidu.com",NOERROR,,,::,True,0.0.0.0,,,,,
,upp.bae.baidu.com,10.99.60.61,"bae.baidu.com, wangpeng.baidu.com",NOERROR,,,,True,10.99.60.61,,,,,
,ups.baidu.com,10.46.104.42,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.46.104.42,,,,,
,urlsec.baidu.com,"110.242.68.134, 220.181.33.31, 36.152.45.193, 112.80.248.64, 14.215.178.80, 111.45.3.226, 180.76.76.92","dns.baidu.com, sa.baidu.com",NOERROR,"bapp.n.shifen.com, domain-offline.baidu.com","ns4.baidu.com, ns2.baidu.com, dns.baidu.com, ns3.baidu.com, ns7.baidu.com","240e:bf:b801:1002:0:ff:b024:26de, 240e:940:603:4:0:ff:b01b:589a",,,,,,,
,us-west-2.su.baidu.com,42.81.8.225,"ns1.yjs-cdn.com, dns.yjs-cdn.com",NOERROR,yjs-any.su.baidu.com.cname.yunjiasu-cdn.net,,240e:928:201::e1,,,,,,,
,us.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,"mx.maillb.baidu.com, mx.wshifen.com",,,,
,usa.baidu.com,"111.206.209.70, 220.181.33.218","dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,usdcmx01.baidu.com,12.0.243.35,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,usdcmx02.baidu.com,12.0.243.36,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,user.baidu.com,10.242.113.33,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.242.113.33,,,,,
,user.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,usercenter.trafficsafe.baidu.com,120.48.33.106,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,usertest.baidu.com,,,NOERROR,,,,,,,,,,
,usg.baidu.com,"183.232.232.93, 183.232.231.68","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,usmx01.baidu.com,12.0.243.41,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,usp1.baidu.com,103.235.47.13,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,uss.sjws.baidu.com,"153.37.235.67, 110.242.68.39, 220.181.33.34, 36.152.45.197, 112.80.248.31, 14.215.178.45, 111.20.4.27, 180.76.76.96","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,mobsec.n.shifen.com,"ns2.n.shifen.com, ns3.n.shifen.com, ns4.n.shifen.com, ns5.n.shifen.com, ns1.n.shifen.com","240e:bf:b801:1004:0:ff:b0df:15ef, 240e:940:603:7:0:ff:b0bc:8bde",,,,,,,
,ut.baidu.com,10.23.248.87,"dns.baidu.com, sa.baidu.com",NOERROR,,,,True,10.23.248.87,,,,,
,utg.baidu.com,"183.232.232.93, 183.232.231.68","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,utility.baidu.com,123.125.114.130,"ns1.a.shifen.com, baidu_dns_master.baidu.com",NOERROR,utility.a.shifen.com,,,,,,,,,
,uts.baidu.com,182.61.62.83,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,uts.n.shifen.com,,,,,,,,,
,uwg.baidu.com,"183.232.232.93, 183.232.231.68","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,ux.baidu.com,180.76.179.76,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,uxg.baidu.com,"183.232.232.93, 183.232.231.68","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,eopa.n.shifen.com,,,,,,,,,
,v.baidu.com,"180.76.245.159, 180.76.54.189, 180.76.139.133, 180.76.168.131, 180.76.236.81","dns.baidu.com, sa.baidu.com",NOERROR,,,2400:da00:404:2::b44c:b4df,,,,,,,
,v.cdn.baidu.com,"42.101.4.46, 42.101.56.46, 58.42.14.46, 58.216.66.46, 60.188.66.46, 106.38.179.46, 110.185.186.46, 111.174.9.46, 111.225.213.46, 114.232.92.46","ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,swdl.jomodns.com,,,,,,,,,
,v.gdown.baidu.com,180.97.66.47,"ns1.jomodns.com, baidu_dns_master.baidu.com",NOERROR,"v.gdown.baidu.com.a.jomodns.com, downloada.jomodns.com",,,,,,,,,
,v.hao123.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
,v.im.baidu.com,104.193.88.124,"ns1.wshifen.com, baidu_dns_master.baidu.com",NOERROR,"v.im.n.shifen.com, v.im.wshifen.com",,,,,,,,,
,v.m.hao123.com,103.235.46.234,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,cn.hao123.n.shifen.com,,,,,,,,,
,v.map.baidu.com,112.34.116.1,"ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,v.map.n.shifen.com,,,,,,,,,
,v.tieba.baidu.com,"103.235.46.139, 103.235.46.140","ns1.n.shifen.com, baidu_dns_master.baidu.com",NOERROR,post.n.shifen.com,,,,,,,,,
,v1vpn-betaprod-ipv6qa-apiproduction.m.hao123.com,195.46.39.1,,NOERROR,,,,,,,,,,
,v2.baidu.com,,"dns.baidu.com, sa.baidu.com",NOERROR,,,,,,,,,,
