input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
webfocus8-vip-chiadc01-rprxy1-19.chi.ford.com,OpenIDConnect Login Page,200,319,webfocus8-vip-chiadc01-rprxy1-19.chi.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-11-09T20:51:59Z,2023-12-11T20:51:58Z,"CN=www.webfocus8.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.webfocus8.ford.com,Ford Motor Company,webfocus8.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ff90b15fc49d0c8bf91073ed50c77b43,da1387af136a25ed3c4e32e8a44a55fd673db1f68ddd6d48832413e327cf2363,ctls,webfocus8-vip-chiadc01-rprxy1-19.chi.ford.com,443,https://webfocus8-vip-chiadc01-rprxy1-19.chi.ford.com:443,https,,text/html,GET,19.12.97.13,/,-297069493,19.12.97.13,16,False,,,,,,,https://webfocus8-vip-chiadc01-rprxy1-19.chi.ford.com/ibi_apps/signin
webqa-ecommercefma.cf.app.ford.com,,404,122,webqa-ecommercefma.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T18:00:17Z,2024-04-24T18:00:16Z,"CN=webqa-ecommercefma.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-ecommercefma.pp.cf.app.ford.com,Ford Motor Company,webqa-ecommercefma.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dba4340034b6033965d96d3e2aa87fbb,ea1e32c7b96248811318f17cb0e410185e485e2121c54d01f86b2b5fe26b738c,ctls,webqa-ecommercefma.cf.app.ford.com,443,https://webqa-ecommercefma.cf.app.ford.com:443,https,,application/json,GET,19.12.104.201,/,,2620:0:402:2013:0:ffff:130c:68c9,1,False,,HSTS,,,,,
webqa-ecommercefma.pp.cf.app.ford.com,,404,122,webqa-ecommercefma.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T18:00:17Z,2024-04-24T18:00:16Z,"CN=webqa-ecommercefma.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-ecommercefma.pp.cf.app.ford.com,Ford Motor Company,webqa-ecommercefma.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,dba4340034b6033965d96d3e2aa87fbb,ea1e32c7b96248811318f17cb0e410185e485e2121c54d01f86b2b5fe26b738c,ctls,webqa-ecommercefma.pp.cf.app.ford.com,443,https://webqa-ecommercefma.pp.cf.app.ford.com:443,https,,application/json,GET,19.12.104.201,/,,2620:0:403:2013:0:ffff:130c:78c9,1,False,,HSTS,,,,,
webqa-ecommercefmawbc.cf.app.ford.com,,404,122,webqa-ecommercefmawbc.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T14:58:35Z,2024-06-03T14:58:34Z,"CN=webqa-ecommercefmawbc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-ecommercefmawbc.pp.cf.app.ford.com,Ford Motor Company,webqa-ecommercefmawbc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0894d7666bea0e8741caef5c7eeedace,b4693a6a9f8d25d7f7ae20173e80b620f18259d10979a22454d863f71679a898,ctls,webqa-ecommercefmawbc.cf.app.ford.com,443,https://webqa-ecommercefmawbc.cf.app.ford.com:443,https,,application/json,GET,19.12.105.87,/,,2620:0:403:2013:0:ffff:130c:7957,1,False,,HSTS,,,,,
webqa-isis.cf.app.ford.com,,200,381,webqa-isis.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T15:00:58Z,2024-06-03T15:00:57Z,"CN=webqa-isis.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-isis.pp.cf.app.ford.com,Ford Motor Company,webqa-isis.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,99f7c46a36333d76a9d39c9031589830,04c468bda66b04a995dd978d0e511f8af99d7d9a8b70e1b9b88516de76d89ce1,ctls,webqa-isis.cf.app.ford.com,443,https://webqa-isis.cf.app.ford.com:443,https,,text/html,GET,19.12.105.89,/,-112469802,2620:0:402:2013:0:ffff:130c:6959,20,False,,,,,,,
webqa-securitymap.pp.cf.app.ford.com,index.html,200,280,webqa-securitymap.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T14:38:33Z,2024-06-08T14:38:32Z,"CN=webqa-securitymap.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-securitymap.pp.cf.app.ford.com,Ford Motor Company,webqa.securitymap.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,16d6652ca351ae0a6026e30fb9d778a7,d6fb0c2e7e4833bca30bb85158a66d2e948dc76513872fac1bb40d646748d69f,ctls,webqa-securitymap.pp.cf.app.ford.com,443,https://webqa-securitymap.pp.cf.app.ford.com:443,https,,text/html,GET,19.12.122.42,/,-1460016128,2620:0:402:2013:0:ffff:130c:6a2a,13,False,,,,,,,
webqa.ecommercefmawbc.ford.com,,404,122,webqa.ecommercefmawbc.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T15:23:00Z,2024-06-03T15:22:59Z,"CN=webqa-ecommercefmawbc.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-ecommercefmawbc.pp.cf.app.ford.com,Ford Motor Company,webqa-ecommercefmawbc.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7b3bf8af1eea607b764d0c421ad4fde4,dabfebdf98e4791c8a70bfff83f059307e64b2edfd5d693d8f4a838027a7f402,ctls,webqa.ecommercefmawbc.ford.com,443,https://webqa.ecommercefmawbc.ford.com:443,https,,application/json,GET,19.12.121.87,/,,2620:0:402:2013:0:ffff:130c:6957,1,False,,HSTS,,,,,
webqa.erma.ford.com,index.html,200,709,webqa.erma.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T14:07:42Z,2024-06-08T14:07:41Z,"CN=webqa-erma.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa-erma.pp.cf.app.ford.com,Ford Motor Company,webqa.erma.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7f58e855dc71596d5fe5cdeb18339954,d5a192b6bc7362b8cdaee0ce99245bb922508732664fd0664c5d23856dbf4160,ctls,webqa.erma.ford.com,80,http://webqa.erma.ford.com:80,http,,text/html,GET,19.12.105.213,/,-112469802,2620:0:403:2013:0:ffff:130c:79d5,12,False,,,,,,URL=/eRMAWeb/index.htm,https://webqa.erma.ford.com/
webqa2-auros.pp.cf.app.ford.com,Auros Home page,200,338,webqa2-auros.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T14:22:25Z,2024-06-08T14:22:24Z,"CN=webqa2-auros.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa2-auros.pp.cf.app.ford.com,Ford Motor Company,webqa2.auros.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9118958cbfb3e7e859a32f4b181f9f4e,a9186e0900ec99473edd78c045d43f15cfa96cf8832a7aea7ace301862ee6a3d,ctls,webqa2-auros.pp.cf.app.ford.com,80,http://webqa2-auros.pp.cf.app.ford.com:80,http,,text/html,GET,19.12.122.41,/,1167093771,2620:0:402:2013:0:ffff:130c:6a29,13,False,,,,,,,https://webqa2-auros.pp.cf.app.ford.com/
webqa2.auros.ford.com,Auros Home page,200,338,webqa2.auros.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T14:22:25Z,2024-06-08T14:22:24Z,"CN=webqa2-auros.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webqa2-auros.pp.cf.app.ford.com,Ford Motor Company,webqa2.auros.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9118958cbfb3e7e859a32f4b181f9f4e,a9186e0900ec99473edd78c045d43f15cfa96cf8832a7aea7ace301862ee6a3d,ctls,webqa2.auros.ford.com,443,https://webqa2.auros.ford.com:443,https,,text/html,GET,19.12.122.41,/,1167093771,2620:0:402:2013:0:ffff:130c:6a29,13,False,,,,,,,
webtest.pp.cf.app.ford.com,Network Services Gateway - Networking solutions for Ford's Next-Generation Datacentres,200,5214,webtest.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T20:51:15Z,2024-06-02T20:51:14Z,"CN=webtest.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webtest.pp.cf.app.ford.com,Ford Motor Company,webtest.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7b79c2460d3122296003f74441544519,ea135256214ffb42a364cc6554370e5a770ebb03e7620625a469fbd39f659874,ctls,webtest.pp.cf.app.ford.com,443,https://webtest.pp.cf.app.ford.com:443,https,nginx/1.21.3,text/html,GET,19.12.120.2,/,-1156178036,2620:0:402:2013:0:ffff:130c:6802,96,False,,Nginx:1.21.3,,,,,
worktech-data-service.cf.app.ford.com,,401,266,worktech-data-service.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-12T19:41:12Z,2024-06-12T19:41:11Z,"CN=worktech-data-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",worktech-data-service.prod.cf.app.ford.com,Ford Motor Company,worktech-data-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5022df86ba59d71e238e21a8f24006e8,152c8c234c450bae0e7e2ebb37e8345e6c3970f70f52c3dbff7ae2055e4d8bd3,ctls,worktech-data-service.cf.app.ford.com,443,https://worktech-data-service.cf.app.ford.com:443,https,,application/problem+json,GET,19.12.137.37,/,-2066216105,2620:0:403:2012:0:ffff:130c:8925,1,False,,HSTS,,,,,
www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com,,404,315,www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T04:01:16Z,2024-04-24T04:01:15Z,"CN=www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com,Ford Motor Company,www.app.wholesale.fmccdealeradvisor.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,232565e8fb543b7950c32af05bc37589,f2e3c6bfec99a288ca63e01a353e418943aa4588fb185832167230bcd84fa4d0,ctls,www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com,443,https://www-app-wholesale-fmccdealeradvisor.prod.cf.app.ford.com:443,https,,application/problem+json,GET,19.12.136.8,/,924067232,2620:0:403:2012:0:ffff:130c:8808,1,False,,HSTS,,,,,
www-axz.prod.cf.app.ford.com,Ford Motor Company AXZ-Plans,200,8992,www-axz.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-02T14:31:21Z,2023-07-04T14:31:20Z,"CN=www-axz.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-axz.prod.cf.app.ford.com,Ford Motor Company,www.partner.lincoln.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e87f043f750c81aff439315caa899f50,c75d065ac39fa8671822561166348f461d5f4f91dbf0fa2e6a61a8d232ef188b,ctls,www-axz.prod.cf.app.ford.com,443,https://www-axz.prod.cf.app.ford.com:443,https,,text/html,GET,19.12.138.93,/,-1460016128,2620:0:403:2012:0:ffff:130c:8a5d,240,False,,,,,,,
www-checkout-lincoln-com.cf.app.ford.com,,404,92,www-checkout-lincoln-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T06:18:13Z,2023-06-25T06:18:12Z,"CN=www-checkout-lincoln-com.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-checkout-lincoln-com.prod.cf.app.ford.com,Ford Motor Company,www-checkout-lincoln-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,59662f31ae643007648df3557ee0cb93,3591b27b1a6e0c08066c005091aceea19f47a47142039aada27aa117c9dbb284,ctls,www-checkout-lincoln-com.cf.app.ford.com,443,https://www-checkout-lincoln-com.cf.app.ford.com:443,https,,text/plain,GET,19.12.137.55,/,-736695969,2620:0:403:2012:0:ffff:130c:8937,2,False,,,,,,,
www-checkout-lincoln-com.prod.cf.app.ford.com,Ford - Finance Portal,200,3064,www-checkout-lincoln-com.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T06:18:13Z,2023-06-25T06:18:12Z,"CN=www-checkout-lincoln-com.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-checkout-lincoln-com.prod.cf.app.ford.com,Ford Motor Company,www-checkout-lincoln-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,59662f31ae643007648df3557ee0cb93,3591b27b1a6e0c08066c005091aceea19f47a47142039aada27aa117c9dbb284,ctls,www-checkout-lincoln-com.prod.cf.app.ford.com,443,https://www-checkout-lincoln-com.prod.cf.app.ford.com:443,https,,text/html,GET,19.12.137.55,/,-520603612,2620:0:403:2012:0:ffff:130c:8937,1,False,,,,,,,
www-dyl-lincoln-com.cf.app.ford.com,Redirect To OP,200,643,www-dyl-lincoln-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T07:06:09Z,2023-06-25T07:06:08Z,"CN=www-dyl-lincoln-com.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-dyl-lincoln-com.prod.cf.app.ford.com,Ford Motor Company,www-dyl-lincoln-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,405ada77a0ef985b310a47e36cbef567,f5761b18c8f862843af0efaf9d6f6fdafd3f1fa2e7ee9dc47ddfb85c4cd701e3,ctls,www-dyl-lincoln-com.cf.app.ford.com,80,http://www-dyl-lincoln-com.cf.app.ford.com:80,http,,text/html,GET,19.12.129.94,/,1636361892,2620:0:402:2012:0:ffff:130c:815e,8,False,,Java,,,,,https://www-dyl-lincoln-com.cf.app.ford.com/
www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com,,401,,www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-05T23:45:07Z,2024-06-05T23:45:06Z,"CN=www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com,Ford Motor Company,www.fmcdealer-edms-service.dealerconnection.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,78105954da8a0118acf6a5469bf951e7,b2e366b72c776eb1333e9983ecab5ebf82793aa12ba1c96db62c59df878888a6,ctls,www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com,443,https://www-fmcdealer-edms-service-dlr.prod.cf.app.ford.com:443,https,,,GET,19.12.136.136,/,-1840324437,2620:0:403:2012:0:ffff:130c:8888,1,False,,HSTS,,,,,
www-fmcdealerns3270.app.ford.com,Redirect To OP,200,717,www-fmcdealerns3270.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-06-07T18:49:11Z,2023-07-09T18:49:10Z,"CN=syc1-virteldp3270.prod.f01.edc.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",syc1-virteldp3270.prod.f01.edc.ford.com,Ford Motor Company,www.fmcdealervt3270.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,53aa19d670b2a7c2b88d7f97963f4fe8,da51bee274b32741da02045956638013ba84ac4f5554d4910b136d79c4ae2fd5,ctls,www-fmcdealerns3270.app.ford.com,443,https://www-fmcdealerns3270.app.ford.com:443,https,,text/html,GET,19.12.112.3,/,989896019,19.12.112.3,8,False,,,,,,,https://www-fmcdealerns3270.app.ford.com/auth?r=%2F
www-gvtts-f5lb.prod.cf.app.ford.com,,200,81,www-gvtts-f5lb.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-16T20:04:11Z,2024-04-16T20:04:10Z,"CN=www-gvtts-f5lb.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-gvtts-f5lb.prod.cf.app.ford.com,Ford Motor Company,www.gvtts-f5lb.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,785f8baf0f7cd38417469fc69dbff218,8422107df58d71a5977fdbcd4166908fe3435fd0ea9ebb47243406dbe75b0524,ctls,www-gvtts-f5lb.prod.cf.app.ford.com,443,https://www-gvtts-f5lb.prod.cf.app.ford.com:443,https,Google Frontend,text/plain,GET,19.12.128.5,/,-1019204851,2620:0:403:2012:0:ffff:130c:8805,1,False,,Google Cloud Trace,,,,,
www-motorcraftservice.app.ford.com,,200,15711,www-motorcraftservice.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T11:32:20Z,2024-04-07T11:32:19Z,"CN=www.motorcraftservice.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.motorcraftservice.com,Ford Motor Company,motorcraftservice.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a2fefb3b6fdc405b130227b68b96781a,b410f71aa783168a30ce04b3a04c984b7330e0cc6cb4d65e18849ffe7cc44ecb,ctls,www-motorcraftservice.app.ford.com,80,http://www-motorcraftservice.app.ford.com:80,http,Microsoft-IIS/10.0,text/html,GET,19.12.112.136,/,1772087922,19.12.112.136,424,False,,Windows Server,,,,,https://www-motorcraftservice.app.ford.com/Home/SetCountry?returnUrl=%2F
www-nlpdta-f5lb.prod.cf.app.ford.com,,200,81,www-nlpdta-f5lb.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T04:14:07Z,2024-04-24T04:14:06Z,"CN=www-nlpdta-f5lb.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-nlpdta-f5lb.prod.cf.app.ford.com,Ford Motor Company,www.nlpdta-f5lb.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7c8f18404b2e92d5d00f16a3f648354a,53cc30279fa588c90f77ef064cc440ea7838ec9835ddd58bde2166c5b2efbf82,ctls,www-nlpdta-f5lb.prod.cf.app.ford.com,443,https://www-nlpdta-f5lb.prod.cf.app.ford.com:443,https,Google Frontend,text/plain,GET,19.12.136.7,/,-939323866,2620:0:403:2012:0:ffff:130c:8807,1,False,,Google Cloud Trace,,,,,
www-nvo.prod.cf.app.ford.com,Redirect To OP,200,636,www-nvo.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-28T00:13:02Z,2023-06-29T00:13:01Z,"CN=www-nvo.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-nvo.prod.cf.app.ford.com,Ford Motor Company,www-nvo.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e57f7f2359210b072eb91c0e582d808a,2649c99d2c6e14410d8db441109c63529652cf7ecaa7efe4639138ba8342fb79,ctls,www-nvo.prod.cf.app.ford.com,80,http://www-nvo.prod.cf.app.ford.com:80,http,,text/html,GET,19.12.139.57,/,-1968518823,2620:0:403:2012:0:ffff:130c:8b39,8,False,,Java,,,,,https://www-nvo.prod.cf.app.ford.com/
www-oca.prod.cf.app.ford.com,,200,1678,www-oca.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-07T02:15:48Z,2024-06-07T02:15:47Z,"CN=www-oca.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-oca.prod.cf.app.ford.com,Ford Motor Company,applyforcredit.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3e88844b3e6773408abf07fb57042afe,174657c04412df1f67d5c21a7cc0fd7ef8572ebf365cf0ed820370a1521c40f4,ctls,www-oca.prod.cf.app.ford.com,443,https://www-oca.prod.cf.app.ford.com:443,https,nginx/1.23.2,text/html,GET,19.12.128.106,/,1153351064,2620:0:402:2012:0:ffff:130c:806a,30,False,,Nginx:1.23.2,,,,,
www-panda.app.ford.com,,200,30774,www-panda.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-01T13:49:04Z,2024-01-02T13:49:03Z,"CN=www-panda.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-panda.app.ford.com,Ford Motor Company,www-panda.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a95f67b150a1be7e31c8ad429f6806d5,e78e63c174781622a6e9e7351661fe3881326451f00b81d4772bc5248e21bd23,ctls,www-panda.app.ford.com,80,http://www-panda.app.ford.com:80,http,,text/html,GET,19.12.113.25,/,-780928015,19.12.113.25,699,False,,,,,,,https://www-panda.app.ford.com/
www-performanceparts.app.ford.com,"Official Site of Ford Performance Parts - Mustang Parts, Crate Engines, Packs, Wheels, Superchargers, Racing Parts | Performance Parts Authority",200,69629,www-performanceparts.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-24T01:16:02Z,2023-10-26T01:16:01Z,"CN=www.performanceparts.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.performanceparts.ford.com,Ford Motor Company,performanceparts.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,535ed2d3147ee1de76f1175e2f1da3f1,12747f99c35e3d3b702f594b66b1b3a02c3794386761b9f78bb2fd0bdb4d321a,ctls,www-performanceparts.app.ford.com,443,https://www-performanceparts.app.ford.com:443,https,Microsoft-IIS/10.0,text/html,GET,19.12.112.53,/,804689520,19.12.112.53,862,False,,Windows Server,,,,,
www-plc-lncn.prod.cf.app.ford.com,Personal Lifetime Communication,200,1808,www-plc-lncn.prod.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-27T10:22:40Z,2023-06-28T10:22:39Z,"CN=www-plc-lncn.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www-plc-lncn.prod.cf.app.ford.com,Ford Motor Company,www.plc.lincoln.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0e66a6a8c78d37bf6455ef16d1e918f0,6b9100dafca9388f9a56534f58df3f56893a8450e75b664c4955c50a02d11650,ctls,www-plc-lncn.prod.cf.app.ford.com,443,https://www-plc-lncn.prod.cf.app.ford.com:443,https,nginx/1.23.2,text/html,GET,19.12.131.10,/,-1252041730,2620:0:403:2012:0:ffff:130c:8b0a,48,False,,Nginx:1.23.2,,,,,
www-rpwr.app.ford.com,404 Not Found,404,217,www-rpwr.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-01T13:36:10Z,2024-03-04T13:36:09Z,"CN=www.rpwr.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.rpwr.ford.com,Ford Motor Company,rpwr.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2a1493d2eac17582594b71870ec856d4,91a2324b06c2c5babe0170d2d2ef369d605d33440a801b4a9087e9c5cc423282,ctls,www-rpwr.app.ford.com,443,https://www-rpwr.app.ford.com:443,https,,text/html,GET,19.12.112.19,/,-744941613,19.12.112.19,1,False,,,,,,,
