input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,tech_,cdn,tls_wildcard_certificate,tls_expired,csp_domains_,final_url
uvissuites-logging-service-qa.cf.app.ford.com,,404,89,uvissuites-logging-service-qa.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:34:07Z,2024-06-02T16:34:06Z,"CN=uvissuites-logging-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-logging-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-logging-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bc810e24fd12a28e37bae6ef0a21b435,62e14a9db01135266da7984a623741707501344f0daf1c43d845634a2c9fa9d9,ctls,uvissuites-logging-service-qa.cf.app.ford.com,443,https://uvissuites-logging-service-qa.cf.app.ford.com:443,https,,application/json,GET,19.12.120.131,/,-575930570,2620:0:403:2013:0:ffff:130c:7883,1,False,,HSTS,,,,,
uvissuites-logging-service-qa.pp.cf.app.ford.com,,404,89,uvissuites-logging-service-qa.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:14:29Z,2024-06-02T16:14:28Z,"CN=uvissuites-logging-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-logging-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-logging-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f28f2550029d7d3b3ba5e0e0b359391e,b5f960b235fd3efe6624a38504472c6063a327cd23c1bf8e6ef9b6716d6c93ac,ctls,uvissuites-logging-service-qa.pp.cf.app.ford.com,443,https://uvissuites-logging-service-qa.pp.cf.app.ford.com:443,https,,application/json,GET,19.12.104.131,/,717161097,2620:0:402:2013:0:ffff:130c:6883,1,False,,HSTS,,,,,
uvissuites-logging-service-qa.vrs.ford.com,,404,89,uvissuites-logging-service-qa.vrs.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:34:07Z,2024-06-02T16:34:06Z,"CN=uvissuites-logging-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-logging-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-logging-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bc810e24fd12a28e37bae6ef0a21b435,62e14a9db01135266da7984a623741707501344f0daf1c43d845634a2c9fa9d9,ctls,uvissuites-logging-service-qa.vrs.ford.com,80,http://uvissuites-logging-service-qa.vrs.ford.com:80,http,,application/json,GET,19.12.120.131,/,-992957072,2620:0:402:2013:0:ffff:130c:6883,1,False,,HSTS,,,,,https://uvissuites-logging-service-qa.vrs.ford.com/
uvissuites-maintenance-service-qa.cf.app.ford.com,,404,89,uvissuites-maintenance-service-qa.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:36:42Z,2024-06-02T16:36:41Z,"CN=uvissuites-maintenance-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,65381b0c964eb5ea0d53727a259d2834,f8a8fd412aad179a641cfc56b1e7e55605e4aa3d87e6dbe56e9b9616c6ab9d2e,ctls,uvissuites-maintenance-service-qa.cf.app.ford.com,443,https://uvissuites-maintenance-service-qa.cf.app.ford.com:443,https,,application/json,GET,19.12.120.132,/,1557754068,2620:0:402:2013:0:ffff:130c:6884,1,False,,HSTS,,,,,
uvissuites-maintenance-service.cf.app.ford.com,,404,89,uvissuites-maintenance-service.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T23:19:07Z,2024-06-03T23:19:06Z,"CN=uvissuites-maintenance-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-service.prod.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,5a1c506b49b71f4b1cef798b5a9f7a88,cd10554e2bd3ee7bb4c90e7418e04dfd2adb1b497a3b562f67be1a4f9109515f,ctls,uvissuites-maintenance-service.cf.app.ford.com,443,https://uvissuites-maintenance-service.cf.app.ford.com:443,https,,application/json,GET,19.12.128.88,/,1083724436,2620:0:403:2012:0:ffff:130c:8858,1,False,,HSTS,,,,,
uvissuites-maintenance-tera-service-qa.cf.app.ford.com,,404,89,uvissuites-maintenance-tera-service-qa.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:19:16Z,2024-06-02T16:19:15Z,"CN=uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-tera-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a48b0ab24394724a6386cb2f435d1caf,9767fbb2522110659849a67579c4a63293bcbb8da5dacff1a64b930e82d7852d,ctls,uvissuites-maintenance-tera-service-qa.cf.app.ford.com,443,https://uvissuites-maintenance-tera-service-qa.cf.app.ford.com:443,https,,application/json,GET,19.12.104.133,/,-1903391834,2620:0:402:2013:0:ffff:130c:6885,1,False,,HSTS,,,,,
uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,,404,89,uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:39:07Z,2024-06-02T16:39:06Z,"CN=uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-tera-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,203922736ca76232ba68318e1fd9946c,4d8aea44fab01c867efa8021e9cf1761f0ba3ec7adf5e9c26db4bd57915640f6,ctls,uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,80,http://uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com:80,http,,application/json,GET,19.12.120.133,/,1839738523,2620:0:402:2013:0:ffff:130c:6885,1,False,,HSTS,,,,,https://uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com/
uvissuites-maintenance-tera-service-qa.vrs.ford.com,,404,89,uvissuites-maintenance-tera-service-qa.vrs.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:39:07Z,2024-06-02T16:39:06Z,"CN=uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-tera-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,203922736ca76232ba68318e1fd9946c,4d8aea44fab01c867efa8021e9cf1761f0ba3ec7adf5e9c26db4bd57915640f6,ctls,uvissuites-maintenance-tera-service-qa.vrs.ford.com,443,https://uvissuites-maintenance-tera-service-qa.vrs.ford.com:443,https,,application/json,GET,19.12.120.133,/,-126208668,2620:0:403:2013:0:ffff:130c:7885,1,False,,HSTS,,,,,
uvissuites-maintenance-tera-service.cf.app.ford.com,,404,89,uvissuites-maintenance-tera-service.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T00:03:12Z,2024-06-04T00:03:11Z,"CN=uvissuites-maintenance-tera-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-tera-service.prod.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-tera-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,485bea65f183aad97f8abc82422a0802,6459df5f4545ccce27c803f99c9ec760deced2ddc9dca1ecb32fd20d436a3694,ctls,uvissuites-maintenance-tera-service.cf.app.ford.com,80,http://uvissuites-maintenance-tera-service.cf.app.ford.com:80,http,,application/json,GET,19.12.136.89,/,-149376228,2620:0:403:2012:0:ffff:130c:8859,1,False,,HSTS,,,,,https://uvissuites-maintenance-tera-service.cf.app.ford.com/
uvissuites-maintenance-tera-service.vrs.ford.com,,404,89,uvissuites-maintenance-tera-service.vrs.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T00:03:12Z,2024-06-04T00:03:11Z,"CN=uvissuites-maintenance-tera-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-maintenance-tera-service.prod.cf.app.ford.com,Ford Motor Company,uvissuites-maintenance-tera-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,485bea65f183aad97f8abc82422a0802,6459df5f4545ccce27c803f99c9ec760deced2ddc9dca1ecb32fd20d436a3694,ctls,uvissuites-maintenance-tera-service.vrs.ford.com,443,https://uvissuites-maintenance-tera-service.vrs.ford.com:443,https,,application/json,GET,19.12.136.89,/,-581848440,2620:0:403:2012:0:ffff:130c:8859,1,False,,HSTS,,,,,
uvissuites-reports-service-qa.cf.app.ford.com,,404,89,uvissuites-reports-service-qa.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:41:41Z,2024-06-02T16:41:40Z,"CN=uvissuites-reports-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-reports-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-reports-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9250375ba9f0a3f663c454056aa204b1,ed662f3b4732f000320b4f3b83302476de3756f3cb58079c28d384150fb0b2e6,ctls,uvissuites-reports-service-qa.cf.app.ford.com,443,https://uvissuites-reports-service-qa.cf.app.ford.com:443,https,,application/json,GET,19.12.120.134,/,189050468,2620:0:402:2013:0:ffff:130c:6886,1,False,,HSTS,,,,,
uvissuites-reports-service.cf.app.ford.com,,404,89,uvissuites-reports-service.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-03T23:52:33Z,2024-06-03T23:52:32Z,"CN=uvissuites-reports-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-reports-service.prod.cf.app.ford.com,Ford Motor Company,uvissuites-reports-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,21a374a29e963a62216ba00a380d456f,cd7985abc1ec9087c0feae55abb04a69016d384f890cf23a9042993d581ace04,ctls,uvissuites-reports-service.cf.app.ford.com,443,https://uvissuites-reports-service.cf.app.ford.com:443,https,,application/json,GET,19.12.128.90,/,-1614551768,2620:0:403:2012:0:ffff:130c:885a,1,False,,HSTS,,,,,
uvissuites-reports-service.vrs.ford.com,,404,89,uvissuites-reports-service.vrs.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T00:10:42Z,2024-06-04T00:10:41Z,"CN=uvissuites-reports-service.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-reports-service.prod.cf.app.ford.com,Ford Motor Company,uvissuites-reports-service.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2dcb9728afc291ff9de27887d20d891e,b38f5e0b2b7af519b3bb78b29213be42b23b5c997c681ee6dfdaf47df307528f,ctls,uvissuites-reports-service.vrs.ford.com,443,https://uvissuites-reports-service.vrs.ford.com:443,https,,application/json,GET,19.12.136.90,/,815608850,2620:0:403:2012:0:ffff:130c:885a,1,False,,HSTS,,,,,
uvissuites-s3-service-qa.pp.cf.app.ford.com,,404,89,uvissuites-s3-service-qa.pp.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:44:10Z,2024-06-02T16:44:09Z,"CN=uvissuites-s3-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-s3-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-s3-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,61406e2bfb963c607741205d16ca4556,901216106a13c1ded03cc07f0ac3da8b809904f9f1ce162b15369cc3d8be10be,ctls,uvissuites-s3-service-qa.pp.cf.app.ford.com,443,https://uvissuites-s3-service-qa.pp.cf.app.ford.com:443,https,,application/json,GET,19.12.121.80,/,-1840324437,2620:0:403:2013:0:ffff:130c:7950,1,False,,HSTS,,,,,
uvissuites-s3-service-qa.vrs.ford.com,,404,89,uvissuites-s3-service-qa.vrs.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-02T16:24:06Z,2024-06-02T16:24:05Z,"CN=uvissuites-s3-service-qa.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",uvissuites-s3-service-qa.pp.cf.app.ford.com,Ford Motor Company,uvissuites-s3-service-qa.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,643c76a75170a9af72d8e41b5a6589a2,4be8e25e6734dbb16143dfa58632686390692f3af1fb4a6b1fe72fc12e95ba85,ctls,uvissuites-s3-service-qa.vrs.ford.com,443,https://uvissuites-s3-service-qa.vrs.ford.com:443,https,,application/json,GET,19.12.105.80,/,-1840324437,2620:0:402:2013:0:ffff:130c:6950,1,False,,HSTS,,,,,
vehicleremarketing.cf.app.ford.com,Vehicle Remarketing,200,1623,vehicleremarketing.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-04T01:03:41Z,2024-06-04T01:03:40Z,"CN=vehicleremarketing.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vehicleremarketing.prod.cf.app.ford.com,Ford Motor Company,vehicleremarketing.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1311a9a322fbc4394abf76b582e14d94,34c46841a90251b1c4e2c4efedb5261022b6079f81bf7fc6323e4fada73d4e56,ctls,vehicleremarketing.cf.app.ford.com,443,https://vehicleremarketing.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.136.92,/,1374011255,2620:0:402:2012:0:ffff:130c:805c,34,False,,Nginx,,,,,
vf-ui.adv2gcp.mobilityresearch.ford.com,Validation Framework,200,2335,vf-ui.adv2gcp.mobilityresearch.ford.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T16:17:28Z,2023-12-12T16:17:27Z,"CN=adv2gcp.mobilityresearch.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",adv2gcp.mobilityresearch.ford.com,Ford Motor Company,rundeck-ford-dev-app1.adv2gcp.mobilityresearch.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0b7a3ae85b2dfa84166e29f65da1348b,32683fbb89fcdaaa3f6656635a060ad031820d51c52e6f00b9b9162a04e78f61,ctls,vf-ui.adv2gcp.mobilityresearch.ford.com,443,https://vf-ui.adv2gcp.mobilityresearch.ford.com:443,https,nginx/1.19.3,text/html,GET,34.120.138.203,/,1894217694,34.120.138.203,1,False,google,React,True,,,,
vibesintegration.ici.ford.com,,401,102,vibesintegration.ici.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-12T17:24:20Z,2024-06-12T17:24:19Z,"CN=vibesintegration-ici.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vibesintegration-ici.prod.cf.app.ford.com,Ford Motor Company,vibesintegration-ici.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,57e3b719fb9bb8bddc30d48ac4aaddff,eb3dcf27513ccf610f3371a75e078f92912a3fa556690685c24ae4bbff8c69f6,ctls,vibesintegration.ici.ford.com,443,https://vibesintegration.ici.ford.com:443,https,,application/json,GET,19.12.129.22,/,-469146358,2620:0:403:2012:0:ffff:130c:8916,1,False,,HSTS,,,,,
video.ford.com,Invalid URL,400,209,video.ford.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-01-16T00:00:00Z,2023-07-19T23:59:59Z,"CN=www.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",www.ford.com,Ford Motor Company,wwwqa3.fordprovehicles.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,28c3bc5c547a93cc13f5640515652098,0b10ca6fc3ba0e2a83d6e1966ca324b2e27be27e008588f722dbd231ba7898a2,ctls,video.ford.com,443,https://video.ford.com:443,https,AkamaiGHost,text/html,GET,23.212.222.176,/,436817569,2a02:26f0:1700:383::42e3,8,False,,,,,,,
vpnap2.ford.com,,200,315,sg2vp125-vpnap1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-16T20:46:42Z,2023-12-18T20:46:41Z,"CN=vpnap1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnap1.ford.com,Ford Motor Company,sg2vp126-vpnap1.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6c26ada3dce4580708ea3142e0f73608,3cc3cbe13aa790bbde9be8aef14161fabe037db9745fed9bf537e196c8e02aa9,ctls,sg2vp125-vpnap1.ford.com,443,https://vpnap2.ford.com:443,https,,text/html,GET,19.12.34.6,/,-1840324437,19.12.34.6,9,False,,HSTS,,,,,https://sg2vp125-vpnap1.ford.com/
vpnin1.ford.com,,200,113,ahcvp125-vpnin1.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-22T12:01:27Z,2023-12-24T12:01:26Z,"CN=vpnin1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnin1.ford.com,Ford Motor Company,vpnin4.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,286c3b881af1efe0509ea38b60f1ccc2,9250025e86703f1ca93934c9f48bef890ab372a761937cbee31f8ee4fa32ca0b,ctls,ahcvp125-vpnin1.ford.com,443,https://vpnin1.ford.com:443,https,,text/html,GET,103.147.129.4,/,-1190944468,103.147.129.4,11,False,,HSTS,,,,,https://ahcvp125-vpnin1.ford.com/+CSCOE+/message.html?mc=1
vpnqa1.ford.com,,200,315,webvpnqae.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-04T12:39:15Z,2023-11-05T12:39:14Z,"CN=vpnqa1.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vpnqa1.ford.com,Ford Motor Company,vpnqd.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,deda07285eca35eeee05ada336ae5acf,d773153f54310bd1df4c280aacd1a05230afdbcb3a1295235bf92e899fffbfac,ctls,webvpnqae.ford.com,443,https://vpnqa1.ford.com:443,https,,text/html,GET,128.5.2.27,/,-1840324437,128.5.2.27,9,False,,HSTS,,,,,https://webvpnqae.ford.com/
vsm-static-files-prod-dealerconnection-com.cf.app.ford.com,403 Forbidden,403,146,vsm-static-files-prod-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-05T19:39:43Z,2024-06-05T19:39:42Z,"CN=vsm-static-files-prod-dlr.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",vsm-static-files-prod-dlr.prod.cf.app.ford.com,Ford Motor Company,vsm-static-files-prod-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bf3004dbb938f97e14cc68c677ae202c,d80cb134319290a05e13f45686af48cb1cca8c4fe56b38f57009a2b7b35ceff1,ctls,vsm-static-files-prod-dealerconnection-com.cf.app.ford.com,443,https://vsm-static-files-prod-dealerconnection-com.cf.app.ford.com:443,https,nginx,text/html,GET,19.12.128.130,/,-1561873722,2620:0:402:2012:0:ffff:130c:8082,8,False,,Nginx,,,,,
web-mpnr.cf.app.ford.com,,404,76,web-mpnr.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-12T19:11:00Z,2024-06-12T19:10:59Z,"CN=web-mpnr.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",web-mpnr.prod.cf.app.ford.com,Ford Motor Company,web-mpnr.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3a1087f44bd4c90feff072fd5a621dac,532f4b80fe3bf8641ab1696c9909e1afae4efc50fffb251392c08274ecc0c90a,ctls,web-mpnr.cf.app.ford.com,443,https://web-mpnr.cf.app.ford.com:443,https,,text/plain,GET,19.12.137.30,/,744041001,2620:0:403:2012:0:ffff:130c:891e,2,False,,,,,,,
web.agenda.ford.com,AgendaFord,200,5409,web.agenda.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-12T18:28:25Z,2024-06-12T18:28:24Z,"CN=web-agenda.prod.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",web-agenda.prod.cf.app.ford.com,Ford Motor Company,web-agenda.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,79d4f06fdfba8dd4348174f202f1379d,9744e45c5654d0a96fcf163150d06eb5925f4528c01cddacbd89a9c409c876e8,ctls,web.agenda.ford.com,80,http://web.agenda.ford.com:80,http,nginx,text/html,GET,19.12.137.29,/,62298769,2620:0:403:2012:0:ffff:130c:891d,72,False,,Nginx,,,,ssoqa.ci.ford.com/,https://web.agenda.ford.com/
webedu-isis.cf.app.ford.com,,200,381,webedu-isis.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T17:54:06Z,2024-04-24T17:54:05Z,"CN=webedu-isis.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webedu-isis.pp.cf.app.ford.com,Ford Motor Company,webedu-isis.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2ec8b56bddc869c0a0f80f622d41787e,a72169a548e1e623f2ab3105c3c29984a088bc6e7b666bf75b9785efcec7796e,ctls,webedu-isis.cf.app.ford.com,443,https://webedu-isis.cf.app.ford.com:443,https,,text/html,GET,19.12.104.207,/,-112469802,2620:0:402:2013:0:ffff:130c:68cf,20,False,,,,,,,
webedu-stars-dealerconnection-com.cf.app.ford.com,index.html,200,274,webedu-stars-dealerconnection-com.cf.app.ford.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T17:54:54Z,2024-04-24T17:54:53Z,"CN=webedu-stars-dealerconnection-com.pp.cf.app.ford.com, O=Ford Motor Company, L=Dearborn, ST=Michigan, C=US",webedu-stars-dealerconnection-com.pp.cf.app.ford.com,Ford Motor Company,webedu-stars-dealerconnection-com.cf.app.ford.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9e7e477ccb092a1b80591467df6b282a,f5bca9729a6b02ecd1d4f7ad1c126adeae608792eeb65e067954511e6f8fcd26,ctls,webedu-stars-dealerconnection-com.cf.app.ford.com,443,https://webedu-stars-dealerconnection-com.cf.app.ford.com:443,https,,text/html,GET,19.12.104.208,/,-112469802,2620:0:402:2013:0:ffff:130c:68d0,13,False,,HSTS,,,,URL=/stars/empLoginPre.do,
