new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name,caa
[x],sftp-eu.ford.com,19.12.79.135,,epicprod.app.ford.com,"extdns013.ford.com, prxlbaas.ford.com, extdns011.ford.com",NOERROR,,,,,,
[x],sg2vp125-vpnap1.ford.com,19.12.34.8,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],sh8vp124-vpncn1.ford.com,202.160.140.5,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],sh8vp125-vpncn1.ford.com,202.160.140.6,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],shop.ford.com,184.30.128.116,"2a02:26f0:1700:38f::bbf, 2a02:26f0:1700:381::bbf","shop.ford.com.edgekey.net, e3007.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sip.ford.com,52.112.193.13,2603:1027:0:48::20,sipdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,,"eu-a.prod1.footprint.net, eu-b.prod1.footprint.net",,,,
[x],sitescope11.ford.com,19.197.2.74,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],slbworker-alias.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],smartdata-viztool.adv2gcp.mobilityresearch.ford.com,34.120.138.203,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],smartdataviztool.adv2gcp.mobilityresearch.ford.com,34.120.138.203,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],smetrics.ford.com,"63.140.62.160, 63.140.62.164, 63.140.62.135",,ford.com.ssl.sc.omtrdc.net,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,,,,
[x],socket.supervan4.ford.com,34.121.22.111,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,"extdns002.ford.com, extdns001.ford.com, dns006.ford.com, dns005.ford.com",,True,google,
[x],sre.ford.com,19.12.136.255,2620:0:403:2012:0:ffff:130c:88ff,sre.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],sso.caribe.ci.ford.com,,,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.centroamerica.ci.ford.com,"23.12.147.14, 23.12.147.20",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.ci.ford.com,"104.126.37.161, 104.126.37.179",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.ci.lincoln.com,"104.126.37.161, 104.126.37.179",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.india.ci.ford.com,"80.239.137.155, 80.239.137.161",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.lincoln.com,,,"sso.ford.com, ssoford.prodcf.sec.ibm.com, ssoford.prodcf.sec.ibm.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,
[x],sso.me.ci.ford.com,"2.16.241.73, 2.16.241.98",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.ssa.ci.ford.com,"80.239.137.155, 80.239.137.161",,"fcis.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com, us01a.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],sso.x6.lincoln.com,169.53.32.69,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ssodev.ci.lincoln.com,,,"fcisdev.ice.ibmcloud.com, us01b.dc.ice.ibmcloud.com, us01b.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ssodev.ford.com,,,"ssodev-ford.sec.ibm.com, ssodev-ford.sec.ibm.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,
[x],ssodev.lincoln.com,169.53.32.66,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ssoedu.lincoln.com,,,"ssoedu.ford.com, ssoedu-ford.sec.ibm.com, ssoedu-ford.sec.ibm.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,
[x],ssoedu.x6.lincoln.com,169.53.32.68,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ssopredev1.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],ssopredev2.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],ssopredev3.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],ssopredev4.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],ssopredev5.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],ssoqa.ci.lincoln.com,"104.94.100.176, 104.94.100.170",,"fcisqa.ice.ibmcloud.com, us01b.dc.ice.ibmcloud.com, us01b.dc.ice.ibmcloud.com.edgekey.net, e15492.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],ssoqa.ford.com,,,"ssoqa.ford.sec.ibm.com, ssoqa.ford.sec.ibm.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,
[x],ssoqa.lincoln.com,,,"ssoqa.ford.com, ssoqa.ford.sec.ibm.com, ssoqa.ford.sec.ibm.com.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,
[x],ssoqa.x6.lincoln.com,169.53.32.67,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ssoqa2.ford.com,169.53.5.30,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],ssoqa2.lincoln.com,169.53.5.30,,ssoqa2.ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],sssoedu.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],stage.permissions.lincoln.com,34.160.134.76,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,True,google,
[x],staging.accessories.lincoln.com,204.90.53.5,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],staging.esp.lincoln.com,204.90.53.5,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],stem.ford.com,"19.12.97.115, 19.12.113.115",,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],store.ford.com,"34.192.225.238, 3.227.38.33",,"origin.corporate.ford.com, fordmotor-prod.adobecqms.net","ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],support.ford.com,"19.12.97.37, 19.12.113.37",,ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","extdns009.ford.com, extdns002.ford.com, dns006.ford.com, extdns007.ford.com, dns005.ford.com, extdns001.ford.com, extdns008.ford.com, extdns010.ford.com",,,,
[x],sustainability.ford.com,19.12.113.37,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],svt.ford.com,"19.12.97.37, 19.12.113.37",,ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","dns006.ford.com, extdns007.ford.com, extdns009.ford.com, extdns002.ford.com, extdns010.ford.com, extdns008.ford.com, dns005.ford.com, extdns001.ford.com","atlassian-domain-verification=zdbK/P7ycioWW1KQJZIN2B15Nge5aBAPvph4hjLhNB/NfHcaYaagRJWaLtZGJ8w2, MS=CA5FF2C63780754C066F0399542DAB626DE5892D, webexdomainverification.DVIZ=8c040ae4-b336-4fb3-b1a8-d769ea56e0e5, adobe-idp-site-verification=b631c1c1-466c-4c95-8482-c81b33beb24c, MS=ms27080155, docusign=30e8b595-ad96-42aa-b2f9-4c52bbb12251, webexdomainverification.ISBZ=4959847c-0e0a-488f-9d10-c76fdad8ddd2, webexdomainverification.=1cabde89-ccbc-421f-bc98-394cc5ba1cb1, webexdomainverification.FV56=7876ee21-a8c0-4808-81b8-4c9177d557a9, onetrust-domain-verification=aac907e9b5c84b75ad7fe9fb820d3259, d365mktkey=14lgyoq8pit7fznpe7eahhemy, google-site-verification=eEYWpzefvmaizEC4QPLGHwmdlsDlcgAvSPLXXbNOWlE, 374b17f6-aae3-414b-b560-15f026944d1d-18022020, qA25BZVfLsJV/xnHt/i4emTs16mj7llhd2v4w30B+qQ=, webexdomainverification.GECF=efe0cfd4-a09b-4b20-8b7f-b8d37d1d8215, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:spf.messagelabs.com include:_spf.azell.com ~all, webexdomainverification.ELD8=d1b384d8-fe16-4372-b223-8f04bb5f2526, apple-domain-verification=KtNfcNfKhLxGEFM2, postman-domain-verification=e9380fa0811c92e293e2736bc0544e89314df13a536504af98d1f12df05ebcfa, miro-verification=92b6bc63b42a487f280d01448c31aeb29317e442, AnU/kvZOJB2bghJIFjY03PNpo09S3FNGUuVpyUhkEuKhsGtl8RJ0wVTzqF/d5s/WWW6kHcAFtWtf0KUAKYtatQ==, webexdomainverification.LU47=884e23d6-42fd-46d0-8a23-1244af4f88c3, MS=ms57843677, msfpkey=3itk0u3fm1r5an8i3xucpwsa8, SFMC-hzR4WIQlw3MBfY9UccSF-LQU-z7E2sqtx9e8IYAB, google-site-verification=gqgzWDPUuv045neKDDJcNC5DEK1NwZUS0tMiaaqPqFY, webexdomainverification.=b8f7dc7b-1f94-494d-8631-d05c9ec3eec6, ciscocidomainverification=74fcdf6906c8623b0fb762cc56a49d83195e5956f9911f6f98df1efc55bd77b9, docusign=f61aface-8d2c-4e78-8cd0-22c7e6e7a398, MS=ms85250141, webexdomainverification.ESIY=bdd985c7-a500-4e61-b225-9c0db3296358, mongodb-site-verification=XbS3xwu7qcJJdNqew7IGRl8gPNCKG0I6, teamviewer-sso-verification=b138733119594b22a018f0791d00a71c, webexdomainverification.ELD7=235a479c-ad04-4fc7-a64b-b72723b85943, webexdomainverification.=c5a2172a-cc9e-4dfb-83fa-cfae0ffa9f5a, d365mktkey=1ne9qxvfb9n4pnl42v2jnkid2",,,
[x],sya1.ford.com,19.5.34.31,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],syb1.ford.com,19.59.28.35,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],syc1.ford.com,19.59.28.51,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],syd1.ford.com,19.5.34.25,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],syncsupport.ford.com,"19.12.113.37, 19.12.97.37",,ford.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com","dns006.ford.com, extdns008.ford.com, extdns007.ford.com, dns005.ford.com, extdns009.ford.com, extdns001.ford.com, extdns010.ford.com, extdns002.ford.com","d365mktkey=1ne9qxvfb9n4pnl42v2jnkid2, 374b17f6-aae3-414b-b560-15f026944d1d-18022020, miro-verification=92b6bc63b42a487f280d01448c31aeb29317e442, postman-domain-verification=e9380fa0811c92e293e2736bc0544e89314df13a536504af98d1f12df05ebcfa, webexdomainverification.LU47=884e23d6-42fd-46d0-8a23-1244af4f88c3, d365mktkey=14lgyoq8pit7fznpe7eahhemy, webexdomainverification.ESIY=bdd985c7-a500-4e61-b225-9c0db3296358, webexdomainverification.=b8f7dc7b-1f94-494d-8631-d05c9ec3eec6, AnU/kvZOJB2bghJIFjY03PNpo09S3FNGUuVpyUhkEuKhsGtl8RJ0wVTzqF/d5s/WWW6kHcAFtWtf0KUAKYtatQ==, MS=ms85250141, onetrust-domain-verification=aac907e9b5c84b75ad7fe9fb820d3259, ciscocidomainverification=74fcdf6906c8623b0fb762cc56a49d83195e5956f9911f6f98df1efc55bd77b9, webexdomainverification.ISBZ=4959847c-0e0a-488f-9d10-c76fdad8ddd2, webexdomainverification.DVIZ=8c040ae4-b336-4fb3-b1a8-d769ea56e0e5, teamviewer-sso-verification=b138733119594b22a018f0791d00a71c, webexdomainverification.FV56=7876ee21-a8c0-4808-81b8-4c9177d557a9, SFMC-hzR4WIQlw3MBfY9UccSF-LQU-z7E2sqtx9e8IYAB, apple-domain-verification=KtNfcNfKhLxGEFM2, webexdomainverification.=1cabde89-ccbc-421f-bc98-394cc5ba1cb1, atlassian-domain-verification=zdbK/P7ycioWW1KQJZIN2B15Nge5aBAPvph4hjLhNB/NfHcaYaagRJWaLtZGJ8w2, MS=CA5FF2C63780754C066F0399542DAB626DE5892D, mongodb-site-verification=XbS3xwu7qcJJdNqew7IGRl8gPNCKG0I6, webexdomainverification.GECF=efe0cfd4-a09b-4b20-8b7f-b8d37d1d8215, google-site-verification=eEYWpzefvmaizEC4QPLGHwmdlsDlcgAvSPLXXbNOWlE, webexdomainverification.ELD7=235a479c-ad04-4fc7-a64b-b72723b85943, msfpkey=3itk0u3fm1r5an8i3xucpwsa8, google-site-verification=gqgzWDPUuv045neKDDJcNC5DEK1NwZUS0tMiaaqPqFY, webexdomainverification.=c5a2172a-cc9e-4dfb-83fa-cfae0ffa9f5a, webexdomainverification.ELD8=d1b384d8-fe16-4372-b223-8f04bb5f2526, MS=ms57843677, docusign=f61aface-8d2c-4e78-8cd0-22c7e6e7a398, MS=ms27080155, adobe-idp-site-verification=b631c1c1-466c-4c95-8482-c81b33beb24c, docusign=30e8b595-ad96-42aa-b2f9-4c52bbb12251, qA25BZVfLsJV/xnHt/i4emTs16mj7llhd2v4w30B+qQ=, v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email include:spf.messagelabs.com include:_spf.azell.com ~all",,,
[x],syncsupport.lincoln.com,"19.12.97.37, 19.12.113.37",,lincoln.com,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com","dns006.ford.com, dns005.ford.com, extdns001.ford.com, extdns002.ford.com","miro-verification=92b6bc63b42a487f280d01448c31aeb29317e442, globalsign-domain-verification=76759ADEA4B7C7D5C264BB75CB949BE6, r2y6fxzrmfhfhkdmjbw73sz0ksgc1l9s, webexdomainverification.=3e3cd41b-e2a3-4201-b8f9-1fcf5a26801c, msfpkey=4dnjxbchnztx8gqldqbnbasu8, webexdomainverification.FV56=4bb07039-3cbd-4c91-90b2-ba78d799c056, webexdomainverification.ISBZ=2a8001a8-90ad-449f-98c0-ffee46e548ff, webexdomainverification.ESIY=e5c47ba6-8abf-4ea7-9eb1-1f8c25c88969, webexdomainverification.=a326598d-370b-4309-b2d6-ebebabbfb69e, v=spf1 include:spf.messagelabs.com include:_spf.azell.com -all, globalsign-domain-verification=6118855ED3A57D5CF5B62EB8F91854D2, ciscocidomainverification=3f572af557f5d6afea229e35162a5c4a8b0a79c6a2bd6868e6ffb20a81e63dc2, MS=ms21101466, docusign=6723a5ac-581a-497b-a19d-8d7f28ad963b, webexdomainverification.LU47=5cdf31fa-13c8-4d75-8ab8-e6297ba3471f, google-site-verification=9RPMi4T5uQUpF7Bmg6xpVymP3qbJxuImi3AzX3M-VvU, webexdomainverification.ELD8=1bb49ed8-ce30-4a70-8c82-b3ce13f70fd8, webexdomainverification.=4e7421cf-b9ae-4544-b72e-3ccc61a642b6, webexdomainverification.ELD7=9288c3ba-a46c-4eea-b0bc-02676cd71fe5, webexdomainverification.DVIZ=7f849912-f9f4-4249-a027-1c7dd8e1b90b, webexdomainverification.GECF=bad79aeb-246a-4316-a980-c9c8946add03, Mm6fsALbHRU8TOkmB1+Os5DZvevyZYmSwgpM0ni0rsH4pcaN0cXj54CbshE2qnnSD9z/aTEyI6MZZmyv1zbskg==",,,
[x],t.bp3a.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],t.bp3b.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],t.bpbl.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4.us.messagelabs.com, cluster4a.us.messagelabs.com",,,,,
[x],test.parts.ford.com,23.37.56.249,,"test.parts.ford.com.edgekey.net, e7206.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],testvpn.ford.com,19.59.28.51,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],th-servicebooking-qa.ford.com,104.107.136.139,"2a02:26f0:e0:780::1c26, 2a02:26f0:e0:784::1c26","th-servicebooking-qa.ford.com.edgekey-staging.net, e7206.dscx.akamaiedge-staging.net","n0dscx.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],th-servicebooking.ford.com,23.37.35.60,"2a02:26f0:7100:1b3::1c26, 2a02:26f0:7100:193::1c26","th-servicebooking.ford.com.edgekey.net, e7206.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],th.quicklane.com,23.37.35.60,"2a02:26f0:7100:1b3::1c26, 2a02:26f0:7100:193::1c26","www.th.quicklane.com.edgekey.net, e7206.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],tires.owner.lincoln.com,67.227.205.240,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tires.quicklane.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],touch.origin.lincoln.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],tradein.lincoln.com,19.12.136.28,2620:0:403:2012:0:ffff:130c:881c,www-tradein.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],tririga-dev2-vip-ashadc01-rprxy2-19.ash.ford.com,19.12.124.137,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tsodss1cop10.ford.com,19.59.22.68,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tsodss1cop2.ford.com,19.59.22.178,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tsodss1cop3.ford.com,19.59.22.180,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tsodss1cop4.ford.com,19.59.22.181,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,,,,,,
[x],tvr.ford.com,,,,"extdns001.ford.com, dnsadmin.ford.com",NOERROR,"cluster4a.us.messagelabs.com, cluster4.us.messagelabs.com",,,,,
[x],uvis-service-apic-qa.cf.app.ford.com,"19.12.105.82, 19.12.121.82","2620:0:403:2013:0:ffff:130c:7952, 2620:0:402:2013:0:ffff:130c:6952",uvis-service-apic-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-service-apic-qa.vrs.ford.com,"19.12.121.82, 19.12.105.82","2620:0:402:2013:0:ffff:130c:6952, 2620:0:403:2013:0:ffff:130c:7952",uvis-service-apic-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-service-apic.prod.cf.app.ford.com,,"2620:0:402:2012:0:ffff:130c:8050, 2620:0:403:2012:0:ffff:130c:8850",,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-service-apic.vrs.ford.com,,"2620:0:402:2012:0:ffff:130c:8050, 2620:0:403:2012:0:ffff:130c:8850",uvis-service-apic.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-tools-service-qa.cf.app.ford.com,19.12.121.83,2620:0:403:2013:0:ffff:130c:7953,uvis-tools-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-tools-service-qa.pp.cf.app.ford.com,19.12.105.83,2620:0:403:2013:0:ffff:130c:7953,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvis-tools-service-qa.vrs.ford.com,19.12.105.83,2620:0:403:2013:0:ffff:130c:7953,uvis-tools-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-adjustment-service-qa.cf.app.ford.com,19.12.104.125,2620:0:402:2013:0:ffff:130c:687d,uvissuites-adjustment-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-adjustment-service-qa.pp.cf.app.ford.com,19.12.104.125,2620:0:403:2013:0:ffff:130c:787d,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-adjustment-service.prod.cf.app.ford.com,19.12.136.81,2620:0:402:2012:0:ffff:130c:8051,,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-aps-service.cf.app.ford.com,19.12.128.82,2620:0:402:2012:0:ffff:130c:8052,uvissuites-aps-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-aps-service.vrs.ford.com,19.12.136.82,2620:0:403:2012:0:ffff:130c:8852,uvissuites-aps-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-arsd-service.vrs.ford.com,19.12.128.115,2620:0:403:2012:0:ffff:130c:8873,uvissuites-arsd-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-audit-service-qa.cf.app.ford.com,,"2620:0:403:2013:0:ffff:130c:787f, 2620:0:402:2013:0:ffff:130c:687f",uvissuites-audit-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-audit-service-qa.vrs.ford.com,"19.12.120.127, 19.12.104.127","2620:0:402:2013:0:ffff:130c:687f, 2620:0:403:2013:0:ffff:130c:787f",uvissuites-audit-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-email-service-qa.pp.cf.app.ford.com,19.12.120.129,2620:0:403:2013:0:ffff:130c:7881,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-email-service-qa.vrs.ford.com,19.12.104.129,2620:0:402:2013:0:ffff:130c:6881,uvissuites-email-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-gateway-service.cf.app.ford.com,19.12.128.86,2620:0:402:2012:0:ffff:130c:8056,uvissuites-gateway-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,"extdns018.ford.com, extdns017.ford.com, extdns020.ford.com, extdns019.ford.com",,,,
[x],uvissuites-gateway-service.vrs.ford.com,19.12.128.86,2620:0:402:2012:0:ffff:130c:8056,uvissuites-gateway-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-logging-service-qa.cf.app.ford.com,19.12.120.131,2620:0:402:2013:0:ffff:130c:6883,uvissuites-logging-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-logging-service-qa.pp.cf.app.ford.com,19.12.120.131,2620:0:403:2013:0:ffff:130c:7883,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-logging-service-qa.vrs.ford.com,19.12.104.131,2620:0:402:2013:0:ffff:130c:6883,uvissuites-logging-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-service-qa.cf.app.ford.com,19.12.104.132,2620:0:402:2013:0:ffff:130c:6884,uvissuites-maintenance-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-service.cf.app.ford.com,19.12.136.88,2620:0:403:2012:0:ffff:130c:8858,uvissuites-maintenance-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-service.vrs.ford.com,19.12.136.88,2620:0:403:2012:0:ffff:130c:8858,uvissuites-maintenance-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-tera-service-qa.cf.app.ford.com,19.12.120.133,2620:0:403:2013:0:ffff:130c:7885,uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,19.12.120.133,2620:0:403:2013:0:ffff:130c:7885,,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-tera-service-qa.vrs.ford.com,19.12.104.133,2620:0:402:2013:0:ffff:130c:6885,uvissuites-maintenance-tera-service-qa.pp.cf.app.ford.com,"extdns019.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-tera-service.cf.app.ford.com,,,uvissuites-maintenance-tera-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
[x],uvissuites-maintenance-tera-service.vrs.ford.com,19.12.136.89,2620:0:402:2012:0:ffff:130c:8059,uvissuites-maintenance-tera-service.prod.cf.app.ford.com,"extdns017.ford.com, prxlbaas.ford.com",NOERROR,,,,,,
