new,host,ttl,a,soa,status_code,cname,ns,has_internal_ips,internal_ips,mx,aaaa,cdn,cdn-name,caa,txt
[x],bigdata.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],billing-frontend.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.142",,NOERROR,,,,,,,,,,
[x],blablacar-b-acc.vercel.zapier.com,1800.0,"76.76.21.61, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],bng-ics-gateway-ikev2.vercel.zapier.com,1800.0,"76.76.21.98, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],bosstest.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],bouncer.zapier.com,60.0,,"{'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,cname.vercel-dns.com,,,,,,,,"sectigo.com, letsencrypt.org, globalsign.com",
[x],bounces.zapier.com,60.0,,"{'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sparkpostmail.com', 'ns': 'ns-1855.awsdns-39.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,sparkpostmail.com,"ns-1855.awsdns-39.co.uk, ns-304.awsdns-38.com, ns-775.awsdns-32.net, ns-1361.awsdns-42.org",,,smtp.sparkpostmail.com,,,,,"202309142210142gjgf5fwokyagxwm41zux4qqpsky7k3ybnkqsbic1mlkhki0he, google-site-verification=yCMV3z3BhBaINi0V033HnfTi9xkQjpIZ4DM4ywSlwUs, v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, yahoo-verification-key=3FbuT+COxdPHeqY8GDS1MS5lZ+Y4R0w0MCU5RmkGdic="
[x],brand-old.zapier.com,900.0,,"{'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],brand.zapier.com,60.0,"52.223.52.2, 35.71.142.77","{'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'framer.app', 'ns': 'ns-1371.awsdns-43.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,sites.framer.app,,,,,,,,,
[x],brasildns2.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],brdeveloper.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],brhmal04-ar-drtr.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.142",,NOERROR,,,,,,,,,,
[x],brodyk.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],brptct04ems03.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],bs-prj-bira-uat-01-bi-reportserver-1.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],bucket-data-cdn.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],buseti.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],bx--monitoringportaal-vipu.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],c003-sjc002-ix.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],c70.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],c7f2.vercel.zapier.com,1800.0,"76.76.21.61, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],cache-int2.vercel.zapier.com,1800.0,"76.76.21.61, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],calamar.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],canada-playbook.zapier.com,60.0,"52.87.144.228, 44.209.38.104, 52.2.228.131","{'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],caps02.vercel.zapier.com,1653.0,"76.76.21.123, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],careerzapp.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],carnavi.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],cc10.vercel.zapier.com,1007.0,"76.76.21.93, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],ccareuat.vercel.zapier.com,1800.0,"76.76.21.61, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],ccc-beta.vercel.zapier.com,1800.0,"76.76.21.98, 76.76.21.142",,NOERROR,,,,,,,,,,
[x],cccapi.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],cdn.simplycommunitiestemp-source1-mssql.drupal.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],cdn.zapier.com,300.0,"18.164.96.119, 18.164.96.118, 18.164.96.7, 18.164.96.68","{'name': 'd20qeu5vw8i5t2.cloudfront.net', 'ns': 'ns-1821.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd20qeu5vw8i5t2.cloudfront.net', 'ns': 'ns-1821.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd20qeu5vw8i5t2.cloudfront.net', 'ns': 'ns-1821.awsdns-35.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,d20qeu5vw8i5t2.cloudfront.net,"ns-280.awsdns-35.com, ns-686.awsdns-21.net, ns-1440.awsdns-52.org, ns-1821.awsdns-35.co.uk",,,,"2600:9000:235a:6400:1c:f7a9:7980:93a1, 2600:9000:235a:a400:1c:f7a9:7980:93a1, 2600:9000:235a:e200:1c:f7a9:7980:93a1, 2600:9000:235a:c600:1c:f7a9:7980:93a1, 2600:9000:235a:2a00:1c:f7a9:7980:93a1, 2600:9000:235a:4a00:1c:f7a9:7980:93a1, 2600:9000:235a:0:1c:f7a9:7980:93a1, 2600:9000:235a:d200:1c:f7a9:7980:93a1",True,cloudfront,,
[x],cdn2.vercel.zapier.com,1800.0,"76.76.21.93, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],cdnsource.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],central-files-cdn.zapier.com,48.0,"18.172.112.79, 18.172.112.35, 18.172.112.90, 18.172.112.69","{'name': 'central-files-cdn.zapier.com', 'ns': 'ns-846.awsdns-41.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'central-files-cdn.zapier.com', 'ns': 'ns-846.awsdns-41.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'central-files-cdn.zapier.com', 'ns': 'ns-846.awsdns-41.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'central-files-cdn.zapier.com', 'ns': 'ns-846.awsdns-41.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-846.awsdns-41.net, ns-1488.awsdns-58.org, ns-2006.awsdns-58.co.uk, ns-225.awsdns-28.com",,,,,,,,
[x],central.zapier.com,60.0,,"{'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}, {'name': 'vercel-dns.com', 'ns': 'dns1.p07.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1657560354, 'refresh': 43200, 'retry': 7200, 'expire': 1209600, 'minttl': 14400}",NOERROR,cname.vercel-dns.com,,,,,,,,"sectigo.com, letsencrypt.org, globalsign.com",
[x],chatbots-cdn.zapier.com,60.0,151.101.38.132,"{'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}, {'name': 'fastly.net', 'ns': 'ns1.fastly.net', 'mailbox': 'hostmaster.fastly.com', 'serial': 2017052201, 'refresh': 3600, 'retry': 600, 'expire': 604800, 'minttl': 30}",NOERROR,"zapier.ucarecdn.com, zapier.ucarecd.net, j.sni.global.fastly.net",,,,,,,,,
[x],chefprod-db1site.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],chelyabinsk-rnoc-rr02.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],choden.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],ci-abn-02.vercel.zapier.com,1800.0,"76.76.21.241, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],cig1w337-cards.vercel.zapier.com,1800.0,"76.76.21.98, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],cisco2.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],clarify-qa-bdebill.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],clearwater.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],cloudpatterns.vercel.zapier.com,1800.0,"76.76.21.93, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],cloudsis.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],clubwww.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],cluster-e94a7abd-97bb-4.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],cms-browserbar.vercel.zapier.com,1800.0,"76.76.21.93, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],cms-node-nanotechnet2.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],cmsauthacceptdockerintra-backups-www-test.vercel.zapier.com,1800.0,"76.76.21.123, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],cmstuftsjournal.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],cocoenelin.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],coderunner.zapier.com,300.0,,"{'name': 'coderunner.zapier.com', 'ns': 'ns-553.awsdns-05.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'coderunner.zapier.com', 'ns': 'ns-553.awsdns-05.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'coderunner.zapier.com', 'ns': 'ns-553.awsdns-05.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'coderunner.zapier.com', 'ns': 'ns-553.awsdns-05.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'coderunner.zapier.com', 'ns': 'ns-553.awsdns-05.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-127.awsdns-15.com, ns-553.awsdns-05.net, ns-1342.awsdns-39.org, ns-1977.awsdns-55.co.uk",,,,,,,,
[x],columns.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],com-94e3ff-storefs1-storefs1-learning-git.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.61",,NOERROR,,,,,,,,,,
[x],comfarm8.vercel.zapier.com,1800.0,"76.76.21.123, 76.76.21.142",,NOERROR,,,,,,,,,,
[x],community.zapier.com,60.0,,"{'name': 'd32bxlmrq3gymf.cloudfront.net', 'ns': 'ns-1954.awsdns-52.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd32bxlmrq3gymf.cloudfront.net', 'ns': 'ns-1954.awsdns-52.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"zapier-ca-community.insided.com, d32bxlmrq3gymf.cloudfront.net","ns-1393.awsdns-46.org, ns-1954.awsdns-52.co.uk, ns-417.awsdns-52.com, ns-697.awsdns-23.net",,,,"2600:9000:2368:fe00:a:5db3:91c0:93a1, 2600:9000:2368:3c00:a:5db3:91c0:93a1, 2600:9000:2368:7600:a:5db3:91c0:93a1, 2600:9000:2368:2800:a:5db3:91c0:93a1, 2600:9000:2368:5c00:a:5db3:91c0:93a1, 2600:9000:2368:a400:a:5db3:91c0:93a1, 2600:9000:2368:4a00:a:5db3:91c0:93a1, 2600:9000:2368:7000:a:5db3:91c0:93a1",,,,
[x],config-old-my-external-domain.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],config-uploadsdevelopment.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],confluenenterpriseidge-live2.vercel.zapier.com,1512.0,"76.76.21.241, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],confluenstatidge.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],consumertranscript.vercel.zapier.com,1000.0,"76.76.21.22, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],content-evaluation.vercel.zapier.com,1800.0,"76.76.21.98, 76.76.21.142",,NOERROR,,,,,,,,,,
[x],content.vercel.zapier.com,1379.0,"76.76.21.98, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],contentfulwebhook.zapier.com,900.0,,"{'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],controlluentridge.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],corinne.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],corp.vercel.zapier.com,1800.0,"76.76.21.93, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],corpstorebackups-www-test.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],cosmos-authy.vercel.zapier.com,1133.0,"76.76.21.98, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],costco.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],courrier.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],cpaneleastus1.vercel.zapier.com,1800.0,"76.76.21.61, 76.76.21.164",,NOERROR,,,,,,,,,,
[x],cptst.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.98",,NOERROR,,,,,,,,,,
[x],crlab.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.22",,NOERROR,,,,,,,,,,
[x],cryptoduck.zapier.com,60.0,"10.16.68.159, 10.16.75.7, 10.16.76.4","{'name': 'cryptoduck.zapier.com', 'ns': 'ns-1363.awsdns-42.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cryptoduck.zapier.com', 'ns': 'ns-1363.awsdns-42.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cryptoduck.zapier.com', 'ns': 'ns-1363.awsdns-42.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'cryptoduck.zapier.com', 'ns': 'ns-1363.awsdns-42.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-714.awsdns-25.net, ns-1977.awsdns-55.co.uk, ns-453.awsdns-56.com, ns-1363.awsdns-42.org",True,"10.16.68.159, 10.16.75.7, 10.16.76.4",,,,,,
[x],cspcrm.vercel.zapier.com,1800.0,"76.76.21.98, 76.76.21.123",,NOERROR,,,,,,,,,,
[x],cubeb.vercel.zapier.com,1800.0,"76.76.21.164, 76.76.21.241",,NOERROR,,,,,,,,,,
[x],cxvmc.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],cyanidecountermeasureprogram.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],d10abc73.vercel.zapier.com,1800.0,"76.76.21.142, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],data-ingest.zapier.com,300.0,,"{'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'zapier.com', 'ns': 'ns-404.awsdns-50.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],data.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],data.zapier.com,60.0,"10.6.40.158, 10.6.93.222, 10.6.98.66","{'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'data.zapier.com', 'ns': 'ns-262.awsdns-32.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1419.awsdns-49.org, ns-1677.awsdns-17.co.uk, ns-262.awsdns-32.com, ns-551.awsdns-04.net",True,"10.6.40.158, 10.6.93.222, 10.6.98.66",,,,,,
[x],datanewstatic.vercel.zapier.com,,,,NOERROR,,,,,,,,,,
[x],davematthewsband.vercel.zapier.com,1800.0,"76.76.21.22, 76.76.21.93",,NOERROR,,,,,,,,,,
[x],dbmsaws.vercel.zapier.com,1800.0,"76.76.21.123, 76.76.21.22",,NOERROR,,,,,,,,,,
