new,host,a,soa,status_code,txt,ns,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,cname,mx,caa
,fra02-prd-kfk-02c.sec.ibm.com,207.231.157.176,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-kubmas-01.sec.ibm.com,207.231.156.243,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-kubmin-01a.sec.ibm.com,,,NOERROR,,,,,,,,,,
,fra02-prd-kubminha-01.sec.ibm.com,"207.231.156.233, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net",,,,,,,,
,fra02-prd-ldcont-01a.sec.ibm.com,207.231.157.100,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-ldrone-01b.sec.ibm.com,207.231.157.103,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-lmsrcont-01a.sec.ibm.com,"207.231.157.101, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net, litdnssrvp01.iss.net",,,,,,,,
,fra02-prd-lmsrdrone-01a.sec.ibm.com,207.231.157.104,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-lmsrdrone-01b.sec.ibm.com,207.231.157.105,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-migtpl-01a.sec.ibm.com,207.231.156.20,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-mrap-01a.sec.ibm.com,207.231.157.154,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-mssdb-01a.sec.ibm.com,207.231.156.170,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-mssdb-01b.sec.ibm.com,"207.231.156.171, 206.253.234.10",,NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net, litdnssrvp01.iss.net",,,,,,,,
,fra02-prd-nas-01a.sec.ibm.com,207.231.156.172,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-nestest-01a.sec.ibm.com,207.231.156.45,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-netboot-01a.sec.ibm.com,207.231.156.166,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-opsweb-02a.sec.ibm.com,207.231.157.140,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimdb-01.sec.ibm.com,"207.231.156.174, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com",,,,,,,,
,fra02-prd-pimdb-01a.sec.ibm.com,207.231.156.173,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimdb-01b.sec.ibm.com,207.231.156.175,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimisdi-01.sec.ibm.com,207.231.156.199,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimisdi-01a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimisdi-01b.sec.ibm.com,207.231.156.177,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimldap-01a.sec.ibm.com,207.231.156.178,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimldap-01b.sec.ibm.com,207.231.156.179,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimqr-01.sec.ibm.com,207.231.156.196,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimqr-01a.sec.ibm.com,207.231.156.197,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimqr-01b.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimva-01.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimva-01a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-pimva-01b.sec.ibm.com,"207.231.156.181, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net, ehecatl.iss.net",,,,,,,,
,fra02-prd-res-01a.sec.ibm.com,207.231.156.50,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-res-02a.sec.ibm.com,207.231.156.51,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-res-03a.sec.ibm.com,207.231.156.52,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-res-08a.sec.ibm.com,207.231.156.57,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-rpapp-01a.sec.ibm.com,207.231.156.22,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-rpapp-01b.sec.ibm.com,207.231.156.23,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-rpapp-02a.sec.ibm.com,207.231.156.24,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-rpapp-02b.sec.ibm.com,207.231.156.25,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-rsa-01a.sec.ibm.com,207.231.156.182,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-scanner-01.sec.ibm.com,207.231.156.62,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-statsnode-01a.sec.ibm.com,207.231.156.216,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-svcs-01a.sec.ibm.com,207.231.156.12,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-svcs-01c.sec.ibm.com,207.231.156.14,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-vault-01b.sec.ibm.com,207.231.157.149,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-vault-01c.sec.ibm.com,207.231.157.147,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-vault-01d.sec.ibm.com,207.231.157.150,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-vault-01e.sec.ibm.com,207.231.157.148,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-ve-01-pub.sec.ibm.com,169.50.27.4,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-ve-01.sec.ibm.com,169.50.27.4,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,fra02-prd-ve-01-pub.sec.ibm.com,,
,fra02-prd-webapp-01a.sec.ibm.com,207.231.156.16,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-webapp-01b.sec.ibm.com,207.231.156.17,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-webapp-01c.sec.ibm.com,207.231.156.18,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-webapp-02a.sec.ibm.com,207.231.156.28,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-webapp-02b.sec.ibm.com,207.231.156.29,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-webstats-01a.sec.ibm.com,207.231.156.21,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-yummy-01a.sec.ibm.com,207.231.157.112,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-01b.sec.ibm.com,"207.231.156.225, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com, litdnssrvp01.iss.net",,,,,,,,
,fra02-prd-zk-01c.sec.ibm.com,207.231.156.226,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-01d.sec.ibm.com,207.231.156.227,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-01e.sec.ibm.com,207.231.156.228,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-02b.sec.ibm.com,207.231.157.178,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-02c.sec.ibm.com,207.231.157.179,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02-prd-zk-02e.sec.ibm.com,207.231.157.181,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
,fra02server02.podc.sl.edst.ibm.com,159.122.91.72,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,freebird.res.ibm.com,129.34.40.80,"ns11.haifa.il.ibm.com, itay.il.ibm.com",NOERROR,,,,,,,,acswp.sl.res.ibm.com,,
,freemium.cloud.ibm.com,104.82.97.46,"ns005.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns005.name.cloud.ibm.com, ns012.name.cloud.ibm.com",,,,,,,,
,fribp9mr1--ssm2a.fr.ibm.com,195.75.31.21,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,fribp9mr1--ssm2n.fr.ibm.com,195.75.31.23,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,fribp9mr1--ssm2s.fr.ibm.com,195.75.31.22,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,fringe.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,frmpqap02sab428.mop.fr.esni.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,frodo.watson.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,fshvpn1ext.fishkill.ibm.com,129.33.44.1,"asia3.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
,ftm.ibm.com,"52.116.196.135, 52.118.149.253","ns095.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns095.name.cloud.ibm.com, ns176.name.cloud.ibm.com",,,,,,,,
,ftp-www3-software.southdata.ibm.com,170.225.126.17,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,,,
,ftp.ap.ecurep.ibm.com,169.56.38.160,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,ftp.clearlake.ibm.com,192.94.47.25,"ns.clearlake.ibm.com, root.ns.clearlake.ibm.com, eyespy.clearlake.ibm.com, root.eyespy.clearlake.ibm.com",NOERROR,,,,,,,,cl1axftp.clearlake.ibm.com,,
,ftp.collabservdaily.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.collabservsvt1.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.collabservsvt2.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.collabservsvt3.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.ecurep.ibm.com,192.109.81.7,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,ftp.energyefficiency.ibm.com,62.101.103.13,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,ftp.no.ibm.com,32.247.1.1,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
,ftp.notes.collabservdaily.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.notes.collabservsvt1.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.notes.collabservsvt2.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.notes.collabservsvt3.swg.usma.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,ftp.p390.ibm.com,204.146.133.101,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,ftp.software.ibm.com,170.225.126.17,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,"ftp-software.dhe.ibm.com, ftp-www3-software.southdata.ibm.com",,
,ftp.watson.ibm.com,129.34.20.92,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,ftp1boot.pc.ibm.com,204.146.167.4,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,ftp4.pc.ibm.com,204.146.167.46,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,ftpa1boot.pc.ibm.com,204.146.167.26,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,ftpb1boot.pc.ibm.com,204.146.167.2,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,ftps.ap.ecurep.ibm.com,169.56.38.162,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,ftps.ecurep.ibm.com,192.109.81.10,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,ftpsint.ecurep.ibm.com,192.109.81.26,"ns.mainz.ibm.com, postmaster.mainz.ibm.com",NOERROR,,,,,,,,,,
,ftpstagd.sl1693341.sl.edst.ibm.com,159.122.157.62,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,ftptest.pc.ibm.com,204.146.167.87,"asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,ftpx02.raleigh.ibm.com,"204.146.167.25, 129.33.63.141","asia3.akam.net, dnsteam.us.ibm.com",NOERROR,,,,,,,,,,
,fts-dev.watsoncommerce.ibm.com,169.44.152.13,"ns1.softlayer.com, support.softlayer.com",NOERROR,,,,,,,,,,
,fulfill.software.ibm.com,195.75.240.82,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
,fun.cloud.ibm.com,"172.67.29.138, 104.22.11.30, 104.22.10.30","ns067.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns067.name.cloud.ibm.com, ns108.name.cloud.ibm.com",,,"2606:4700:10::6816:b1e, 2606:4700:10::ac43:1d8a, 2606:4700:10::6816:a1e",True,cloudflare,,,
,functions.cloud.ibm.com,,"ns002.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns002.name.cloud.ibm.com, ns019.name.cloud.ibm.com",,,,,,,,
,functions.test.cloud.ibm.com,,"ns017.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns017.name.cloud.ibm.com, ns018.name.cloud.ibm.com",,,,,,,,
,fw-1-physical.zurich.ibm.com,195.176.20.225,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",NOERROR,,,,,,,,,,
,fw-1-supervessel.zurich.ibm.com,195.176.20.97,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",NOERROR,,,,,,,,,,
,fw-2-supervessel.zurich.ibm.com,195.176.20.100,"internet-server.zurich.ibm.com, hostmaster.zurich.ibm.com",NOERROR,,,,,,,,,,
,fw-edge-1.wsclab.washington.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,fw-edge-2.wsclab.washington.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,fw-lab.wsclab.washington.ibm.com,,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC,,,,,,,,,
,fw1-ams01-p1-bc.podc.sl.edst.ibm.com,5.153.5.27,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-ams03-p2-bc.podc.sl.edst.ibm.com,169.50.186.6,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-che01-p1-bc.podc.sl.edst.ibm.com,169.38.105.253,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-cio-dal06-p2-pri.podc.sl.edst.ibm.com,158.85.158.76,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal06-p1-bc.podc.sl.edst.ibm.com,184.172.107.172,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal09-p1-bc.podc.sl.edst.ibm.com,169.53.25.140,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal09-p6-cio-cirrus.sl1900931.sl.edst.ibm.com,169.46.174.2,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal09p2-dev.podbtest.sl.edst.ibm.com,169.55.238.137,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,fw1-dal10-p3-bc.podc.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal10-p4-cbo.podc.sl.edst.ibm.com,169.63.203.156,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal10-p4-gmx.podc.sl.edst.ibm.com,169.63.203.153,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal12-p2-cio-cirrus.sl1900931.sl.edst.ibm.com,50.22.157.119,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal13-p1-bc.podc.sl.edst.ibm.com,169.48.66.54,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal13-p1-dev-poc.podbtest.sl.edst.ibm.com,52.116.42.90,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal13-p1-gmx.podc.sl.edst.ibm.com,169.48.66.58,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-dal13-p1-w3.w3ic.sl.edst.ibm.com,169.48.64.198,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-fra02-p1-bc.podc.sl.edst.ibm.com,159.122.88.77,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-fra05-p1-bc.podc.sl.edst.ibm.com,149.81.98.46,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-hou02-p2-bc.podc.sl.edst.ibm.com,184.173.58.24,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-lon02-p2-bc.podc.sl.edst.ibm.com,169.50.197.130,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-dal10-p1.sl1399257.sl.edst.ibm.com,169.46.19.222,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-dal12-p1.sl1399257.sl.edst.ibm.com,52.116.230.238,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-dal13-p2.sl1399257.sl.edst.ibm.com,52.117.55.100,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-wdc04-p1.sl1399257.sl.edst.ibm.com,169.55.87.250,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-wdc06-p1.sl1399257.sl.edst.ibm.com,169.60.84.109,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-met-gen2-wdc07-p1.sl1399257.sl.edst.ibm.com,169.62.0.237,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-mon01-p1-bc.podc.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-mon1-p1.podbtest.sl.edst.ibm.com,169.54.125.12,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,"ns2.softlayer.com, ns1.softlayer.com",,,,,,,,
,fw1-syd01-p1-bc.podc.sl.edst.ibm.com,168.1.2.171,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-w3c-dsl13-p2.w3ic.sl.edst.ibm.com,169.62.200.154,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc01-p5-bc.podc.sl.edst.ibm.com,198.11.251.4,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p1-bc.podc.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p2-bc.podc.sl.edst.ibm.com,169.45.239.94,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p3-bc.podc.sl.edst.ibm.com,169.47.46.39,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p3-cbo.podc.sl.edst.ibm.com,169.47.46.40,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p4-bc.podc.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04-p4-gmx.podc.sl.edst.ibm.com,169.63.94.178,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc04p2-dev.podbtest.sl.edst.ibm.com,169.45.206.14,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc06-p1-cio-cirrus.sl1900931.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc06p1-cio-os.sl1900931.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw1-wdc07-p1-bc.podc.sl.edst.ibm.com,,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw11-abb-lon02-p1.sl1307173.sl.edst.ibm.com,159.8.163.30,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw12-abb-lon02-p1.sl1307173.sl.edst.ibm.com,159.8.163.28,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-abb-ams03-p2.sl1307173.sl.edst.ibm.com,169.50.184.30,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-ams03-p2-bc.podc.sl.edst.ibm.com,169.50.179.237,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-che01-p1-bc.podc.sl.edst.ibm.com,169.38.105.251,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-cio-ams03p2.podc.sl.edst.ibm.com,169.50.179.238,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-cio-dal10p4.podc.sl.edst.ibm.com,169.61.208.110,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-dal09-p6-cio-cirrus.sl1900931.sl.edst.ibm.com,169.46.160.228,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-dal09p6-cio-os.sl1900931.sl.edst.ibm.com,169.46.160.230,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,"ns1.softlayer.com, ns2.softlayer.com",,,,,,,,
,fw2-dal10-p3-bc.podc.sl.edst.ibm.com,169.48.185.60,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-dal10-p4-bc.podc.sl.edst.ibm.com,169.63.203.150,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
,fw2-dal10-p4-cio-cirrus.sl1900931.sl.edst.ibm.com,52.116.172.52,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
