new,host,a,soa,status_code,txt,ns,has_internal_ips,internal_ips,aaaa,cdn,cdn-name,cname,mx,caa
[x],cip-eu.sec.ibm.com,"172.67.140.87, 104.21.54.158","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,"2606:4700:3035::6815:369e, 2606:4700:3031::ac43:8c57",True,cloudflare,cip-eu.sec.ibm.com.cdn.cloudflare.net,,
[x],ciso.ibm.com,129.42.38.10,"ns002.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,v=spf1 ip=150.238.221.68 ip=169.60.206.171 -all,"ns013.name.cloud.ibm.com, ns002.name.cloud.ibm.com",,,,,,,,
[x],cl.sec.ibm.com,127.0.0.1,"ns1.softlayer.com, root.cl.sec.ibm.com",NOERROR,,"ns2.softlayer.com, ns1.softlayer.com",True,127.0.0.1,,,,,mail.cl.sec.ibm.com,
[x],cns.sec.ibm.com,20.8.249.108,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],community-test.dst.ibm.com,169.54.165.185,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,"ns1.softlayer.com, ns2.softlayer.com",,,,,,extbasicisde17.podc.sl.edst.ibm.com,,
[x],connector.eu-central1.aiops-insights.saas.ibm.com,"172.67.42.97, 104.22.20.225, 104.22.21.225","ns071.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::6816:14e1, 2606:4700:10::6816:15e1, 2606:4700:10::ac43:2a61",True,cloudflare,,,
[x],connector.eu-west2.aiops-insights.saas.ibm.com,"104.22.21.225, 172.67.42.97, 104.22.20.225","ns071.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::6816:14e1, 2606:4700:10::6816:15e1, 2606:4700:10::ac43:2a61",True,cloudflare,,,
[x],connector.sre-dev.aiops-insights.dev.saas.ibm.com,"172.67.28.12, 104.22.17.118, 104.22.16.118","ns114.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::ac43:1c0c, 2606:4700:10::6816:1076, 2606:4700:10::6816:1176",True,cloudflare,,,
[x],cp-eu01.sec.ibm.com,207.231.156.121,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],d23xnd02.au.ibm.com,203.32.3.12,"asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
[x],dal09-stg-aurahap-01a.sec.ibm.com,"206.253.238.71, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net",,,,,,,,
[x],dal09-stg-aurahap-01b.sec.ibm.com,206.253.238.72,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],dbservice.techzone.ibm.com,,"ns086.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6812:462, 2606:4700::6812:562",True,cloudflare,,,
[x],dbshah-test.dev.automation.ibm.com,"104.22.64.175, 172.67.6.27, 104.22.65.175","ns100.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns100.name.cloud.ibm.com, ns155.name.cloud.ibm.com",,,"2606:4700:10::6816:40af, 2606:4700:10::6816:41af, 2606:4700:10::ac43:61b",True,cloudflare,,,
[x],dev-cip-us.sec.ibm.com,"23.53.43.17, 23.53.43.25","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,"dev-cip-us.sec.ibm.com.edgekey.net, e94038.b.akamaiedge.net",,
[x],dev-skills.watson-orchestrate.ibm.com,"54.162.174.57, 54.174.48.215","ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,router-default.apps.wo-dp-007.dnco.p1.openshiftapps.com,,
[x],devops.sec.ibm.com,207.231.143.239,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-doproxy-01a.sec.ibm.com,,
[x],dr-pam.sec.ibm.com,206.253.236.80,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],drl.mhas.ibm.com,104.248.188.246,"mhasns2.ibm.com, webmaster.kyndryl.com, mhasns1.ibm.com",NOERROR,,,,,,,,,,
[x],e23-mx1.au.ibm.com,"202.81.31.144, 202.81.31.145, 202.81.31.143","asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
[x],e23-mx2.au.ibm.com,"202.81.31.148, 202.81.31.147, 202.81.31.146","asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
[x],e28-mx3.in.ibm.com,"122.248.162.7, 122.248.162.8, 122.248.162.9","asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
[x],early-access.ibm.com,"169.47.124.23, 169.46.89.151, 169.62.254.80","ns005.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,custom-domain.us-south.cf.cloud.ibm.com,,
[x],email.video.ibm.com,"34.160.13.42, 34.160.63.108",,NOERROR,"8f7088gv5932jxw9lwwd1b6ttx2pw2ds, google-site-verification=FIGVOKZm6lQFDBJaiC2DdwvBy8TInunoGCt-1gnL4PA, v=spf1 include:_spf.mailgun.org include:_spf.eu.mailgun.org -all","ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk, ns-586.awsdns-09.net",,,,True,google,mailgun.org,"mxa.mailgun.org, mxb.mailgun.org",
[x],eqhp1ph-web1.eqh.mhas.ibm.com,10.78.105.37,"mhasns1.ibm.com, webmaster.kyndryl.com, mhasns2.ibm.com",NOERROR,,,True,10.78.105.37,,,,,,
[x],etpaix1.dfw.ibm.com,192.203.134.25,"ns.dfw.ibm.com, etpadmin.us.ibm.com",NOERROR,,,,,,,,,,
[x],eu-central1.aiops-insights.saas.ibm.com,"172.67.42.97, 104.22.20.225, 104.22.21.225","ns071.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::6816:15e1, 2606:4700:10::6816:14e1, 2606:4700:10::ac43:2a61",True,cloudflare,,,
[x],eu-gb.monitoring-reg.test.cloud.ibm.com,"95.101.74.154, 95.101.74.159","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:c900:9::5f65:4a9f, 2a02:26f0:c900:9::5f65:4a9a",,,"eu-gb.monitoring-reg.test.cloud.ibm.com-v1.edgekey.net, e34183.dscksd.akamaiedge.net",,
[x],eu-vault.sec.ibm.com,207.231.157.151,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],eu-vpn.sec.ibm.com,169.50.27.4,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,fra02-prd-ve-01-pub.sec.ibm.com,,
[x],extbasicadt01.edst.ibm.com,169.53.10.105,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
[x],extbasicpathf01.edst.ibm.com,159.122.97.132,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
[x],extbasicph04.edst.ibm.com,169.53.10.103,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
[x],files.sec.ibm.com,207.231.142.134,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],fra02-p-guardcol-01.sec.ibm.com,207.231.157.210,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],fra02-prd-cas-02b.sec.ibm.com,"207.231.156.204, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, dal09-prd-dns-01a.sec.ibm.com, ehecatl.iss.net",,,,,,,,
[x],fra02-prd-res-04a.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],fra02-prd-scanner-02.sec.ibm.com,207.231.156.219,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],fra02-prd-vault-01a.sec.ibm.com,207.231.157.146,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],gitlab.sec.ibm.com,207.231.143.239,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-doproxy-01a.sec.ibm.com,,
[x],gpn.edst.ibm.com,159.122.89.254,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,gpn02.sl1618755.sl.edst.ibm.com,,
[x],gslink.ibm.com,"167.89.123.54, 167.89.123.124, 167.89.115.56, 167.89.115.120","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,"v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,,,,,sendgrid.net,"mx2.sendgrid.net, mx.sendgrid.net","amazonaws.com, godaddy.com"
[x],gwpilott.ibm.com,129.34.20.123,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
[x],iam.platform.test.saas.ibm.com,"104.22.76.103, 104.22.77.103, 172.67.36.7","ns028.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::ac43:2407, 2606:4700:10::6816:4c67, 2606:4700:10::6816:4d67",True,cloudflare,,,
[x],ibm.com,69.192.76.57,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,"google-site-verification=I-empodMpM7n5Px1doUgIaOKHKeIMXXf6k8Ea5ENyO4, 40a21f5affe343c6b37e0a5af80dcd93, h1-domain-verification=m9jGKLYa5hDdU5AHUfK9jrBmWVhx3h9t9ztfDFMaxZfgChvk, _github-challenge-ibm.ibm.com=2613e984bc, mongodb-site-verification=3d0wR0KvanH3yTbll0sXEJ0QGBQffOkv, MS=ms61389031, google-site-verification=Jck8mLbYYfCnrmi_nRy4MG2fbUN3UGhC29KdspGLd9Y, onetrust-domain-verification=e7e09cedfb9b4ff386f1274e4c214d55, 00df40000004784eaa, mongodb-site-verification=gEevYaKFpagtLmrYxomtpE2QmYwnd29i, google-gws-recovery-domain-verification=42135076, 00d50000000c9mweay, docker-verification=7c4d4e40-e7ee-4183-94c2-db97d0873269, yandex-verification: 5f458b477256c50c, smartsheet-site-validation=I-lI3gCPdvKbKQ6KTki96Ream6Yjs1gU, apple-domain-verification=M3o953J0rN1B0P2a, 00d00000000hedieay, facebook-domain-verification=kyuxs3tdqtyh9rbqa3szkq3k9i2bbs, atlassian-domain-verification=WAjTH82C5Zx475WLKAA2nrdlsoA/kN0ej9igrLrED4h15KMHPOm+A5H3GndKAxDC, atlassian-domain-verification=a32Aj0uoXQRh6QseDFFrlufYlkbeSdok7az3sY0DQNVXpW1Iqj8zlsuXFZgHMojH, amazonses:79ShwQazteb+WkCt8e297sAC2mwZVRditsrzaoxiHjU=, google-site-verification=aH5jG_abrxRKeKZKOrX9CuXlXdFSCQxVkmAVoYwzNcc, v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ip4:148.163.158.5 ip4:148.163.156.1 ip4:67.231.145.127 ip4:67.231.153.87 ip4:168.245.101.145 mx a:zgateway.zuora.com include:_spf.google.com ~all, adobe-idp-site-verification=5f8adca7-512f-44e1-a5b2-b62c5e3763f2, 00D3h000004YkeYEAS, Dynatrace-site-verification=76b6b299-fe43-4f31-889b-a8a467193478__8q74sg9dg5udjppn95utrb8bct, google-site-verification=tzdngH5fWH-k8uQoDVovOFJQZTwaGtDOP6S2cQlOvCs","usw2.akam.net, usc2.akam.net, eur2.akam.net, ns1-99.akam.net, ns1-206.akam.net, asia3.akam.net, usc3.akam.net, eur5.akam.net",,,"2a02:26f0:fe00:39e::3831, 2a02:26f0:fe00:392::3831",,,,"mx0a-001b2d01.pphosted.com, mx0b-001b2d01.pphosted.com",
[x],inetsd01-dhe.dhe.ibm.com,170.225.126.64,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,inetsd01.southdata.ibm.com,,
[x],ing-test.yourlearning.ibm.com,"104.16.238.249, 104.16.239.249","ns104.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns104.name.cloud.ibm.com, ns125.name.cloud.ibm.com",,,"2606:4700::6812:4f57, 2606:4700::6812:5057",True,cloudflare,test.yourlearning.ibm.com,,
[x],ingest-sysdigr-dev-poc.monitoring-reg.dev.cloud.ibm.com,"62.115.252.57, 80.239.137.153","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2001:2030:21::50ef:8999, 2001:2030:21::3e73:fc39",,,"sysdigr-dev-poc.monitoring-reg.dev.cloud.ibm.com.edgekey.net, e81916.dscksd.akamaiedge.net",,
[x],ingest.eu-gb.monitoring-reg.test.cloud.ibm.com,,"n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,"ingest.eu-gb.monitoring-reg.test.cloud.ibm.com-v1.edgekey.net, e34183.dscksd.akamaiedge.net",,
[x],ingest.mon-dev-03.monitoring-reg.dev.cloud.ibm.com,"2.16.1.128, 2.16.1.130","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:1700:5::5f65:1b62, 2a02:26f0:1700:5::5f65:1b72",,,"ingest.mon-dev-03.monitoring-reg.dev.cloud.ibm.com.edgekey.net, e108369.dscksd.akamaiedge.net",,
[x],ingest.mon-sdev.monitoring-reg.dev.cloud.ibm.com,"23.213.161.209, 23.213.161.197","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:3100::217:722, 2a02:26f0:3100::217:728",,,"ingest.mon-sdev.monitoring-reg.dev.cloud.ibm.com.edgekey.net, e69136.dscksd.akamaiedge.net",,
[x],ingest.private.au-syd.metrics-router.cloud.ibm.com,"166.9.244.104, 166.9.244.135, 166.9.244.169","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,mringst-prod.au-syd.proxy.serviceendpoint.cloud.ibm.com,,
[x],ingest.private.eu-de.metrics-router.cloud.ibm.com,"166.9.248.148, 166.9.248.84, 166.9.248.115","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,mringst-prod.eu-de.proxy.serviceendpoint.cloud.ibm.com,,
[x],ingest.sysdigr-dev-poc.monitoring-reg.dev.cloud.ibm.com,"23.64.12.33, 23.64.12.11","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:d8::1740:c7b, 2a02:26f0:d8::1740:c7a",,,"ingest.sysdigr-dev-poc.monitoring-reg.dev.cloud.ibm.com.edgekey.net, e81916.dscksd.akamaiedge.net",,
[x],ingest1.private.eu-de.metrics-router.cloud.ibm.com,"166.9.248.115, 166.9.248.84, 166.9.248.148","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,mringst-prod.eu-de.proxy.serviceendpoint.cloud.ibm.com,,
[x],ism.boulder.ibm.com,170.225.126.27,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,"service2.boulder.ibm.com, service2-dhe.dhe.ibm.com, service2.southdata.ibm.com",,
[x],ivs.ibm.com,"32.97.104.242, 32.97.104.243","asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
[x],jira.sec.ibm.com,9.75.255.94,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],kba.edst.ibm.com,129.35.24.167,"asia3.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,mopdcy405167.edu.ihost.com,,
[x],koala.au.ibm.com,202.135.17.82,"asia3.akam.net, qip.au1.ibm.com",NOERROR,,,,,,,,,,
[x],lettuce.dfw.ibm.com,192.203.134.3,"ns.dfw.ibm.com, etpadmin.us.ibm.com",NOERROR,,,,,,,,,,
[x],lg.sec.ibm.com,207.231.142.215,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-rund-01a.sec.ibm.com,,
[x],lime.ibm.com,129.34.12.5,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
[x],localhost.au.ibm.com,127.0.0.1,"asia3.akam.net, qip.au1.ibm.com",NOERROR,,,True,127.0.0.1,,,,,,
[x],localhost.uk.ibm.com,,"eur5.akam.net, ddidns.emea.att.com",NOERROR,,,,,,,,,,
[x],loki-zbcz.platform.dev.saas.ibm.com,"104.18.28.164, 104.18.29.164","ns002.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6812:1da4, 2606:4700::6812:1ca4",True,cloudflare,,,
[x],lswin10.dfw.ibm.com,"198.81.193.31, 192.203.134.2","ns.dfw.ibm.com, etpadmin.us.ibm.com",NOERROR,,ns.dfw.ibm.com,,,,,,,,
[x],manage.marketplace.ibm.com,2.17.180.119,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:480:4a6::6c1, 2a02:26f0:480:48f::6c1",,,"manage.marketplace.ibm.com.edgekey.net, e1729.dsca.akamaiedge.net",,
[x],mon-sdev.monitoring-reg.dev.cloud.ibm.com,"2.16.1.24, 2.16.1.25","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:1700:5::5f65:1b77, 2a02:26f0:1700:5::5f65:1b56",,,"mon-sdev.monitoring-reg.dev.cloud.ibm.com.edgekey.net, e69136.dscksd.akamaiedge.net",,
[x],netdata.boulder.ibm.com,199.59.243.223,"ns1.bodis.com, dnsadmin.bodis.com",NOERROR,,,,,,,,server6.kepnet.com,,
[x],ntp.sec.ibm.com,209.134.186.208,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-config-01a.mss.iss.net,,
[x],opportunity.techzone.ibm.com,"104.18.4.98, 104.18.5.98","ns086.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700::6812:462, 2606:4700::6812:562",True,cloudflare,,,
[x],opsdashboard.ibm.com,23.42.201.45,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:c900:28c::29d9, 2a02:26f0:c900:288::29d9",,,"eis.ibm.com.edgekey.net, e10713.dsca.akamaiedge.net",,
[x],p390-dhe.boulder.ibm.com,170.225.15.52,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
[x],par01-prd-kfk-01c.sec.ibm.com,207.231.158.223,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],pathway.ibm.com,"104.22.37.174, 104.22.36.174, 172.67.7.201","ns057.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns136.name.cloud.ibm.com, ns057.name.cloud.ibm.com",,,"2606:4700:10::6816:25ae, 2606:4700:10::ac43:7c9, 2606:4700:10::6816:24ae",True,cloudflare,,,
[x],piwik.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-webstats-01a.mss.iss.net,,
[x],platform.dev.saas.ibm.com,"52.55.180.106, 52.4.126.44","ns002.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns002.name.cloud.ibm.com, ns115.name.cloud.ibm.com",,,,,,,,
[x],plex.ibm.com,199.46.34.76,"ns1.softlayer.com, webmaste.us.ibm.com",NOERROR,,,,,,,,"redirect.www.ibm.com, redirect.www.ibm.net",,
[x],portal-sjc.sec.ibm.com,"104.21.54.158, 172.67.140.87","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,"2606:4700:3035::6815:369e, 2606:4700:3031::ac43:8c57",True,cloudflare,portal-sjc.sec.ibm.com.cdn.cloudflare.net,,
[x],preprod.saas.ibm.com,,"ns072.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,"ns072.name.cloud.ibm.com, ns151.name.cloud.ibm.com",,,,,,,,
[x],prgmd-us.sec.ibm.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,prgmd-us.sec.ibm.com.cdn.cloudflare.net,,
[x],prodmon.monitoring-reg.test.cloud.ibm.com,"88.221.24.171, 88.221.24.192","n0dscksd.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,"2a02:26f0:fe00::213:c3aa, 2a02:26f0:fe00::213:c3e2",,,"prodmon.monitoring-reg.test.cloud.ibm.com.edgekey.net, e117714.dscksd.akamaiedge.net",,
[x],prometheus-apic.platform.saas.ibm.com,"104.22.72.78, 172.67.22.90, 104.22.73.78","ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::ac43:165a, 2606:4700:10::6816:494e, 2606:4700:10::6816:484e",True,cloudflare,,,
[x],prometheus-appc.platform.saas.ibm.com,"188.114.99.229, 188.114.98.229","ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",True,cloudflare,,,
[x],prometheus-appe.platform.saas.ibm.com,,"ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,True,cloudflare,,,
[x],prometheus-cs.platform.saas.ibm.com,"104.22.73.78, 104.22.72.78, 172.67.22.90","ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::6816:494e, 2606:4700:10::6816:484e, 2606:4700:10::ac43:165a",True,cloudflare,,,
[x],prometheus-dawa.platform.saas.ibm.com,"104.22.73.78, 104.22.72.78, 172.67.22.90","ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::ac43:165a, 2606:4700:10::6816:484e, 2606:4700:10::6816:494e",True,cloudflare,,,
[x],prometheus-trbo.platform.saas.ibm.com,,"ns102.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,True,cloudflare,,,
[x],ps.boulder.ibm.com,170.225.126.13,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,"service.boulder.ibm.com, service-dhe.dhe.ibm.com, service.southdata.ibm.com",,
[x],pscrm.mhas.ibm.com,206.17.92.125,"mhasns2.ibm.com, webmaster.kyndryl.com",NOERROR,,,,,,,,,,
[x],ptf.boulder.ibm.com,170.225.126.64,"asia3.akam.net, hostmaster.southdata.ibm.com",NOERROR,,,,,,,,"inetsd01.boulder.ibm.com, inetsd01-dhe.dhe.ibm.com, inetsd01.southdata.ibm.com",,
[x],questjira.edst.ibm.com,169.61.41.25,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,jira.sl1720213.sl.edst.ibm.com,,
[x],rationalrm.dfw.ibm.com,198.81.193.214,"ns.dfw.ibm.com, etpadmin.us.ibm.com",NOERROR,,,,,,,,,,
[x],remote.techzone.ibm.com,169.48.238.5,"a1-207.akam.net, hostmaster.us-south.containers.appdomain.cloud",NOERROR,,,,,,,,itzprovisioning-199470-074883a762862973bdd3b817307f2ca8-0000.us-south.containers.appdomain.cloud,,
[x],report.sec.ibm.com,207.231.142.93,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,,,
[x],reports.sec.ibm.com,207.231.142.91,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-cognos-01a.sec.ibm.com,,
[x],rgcis.sec.ibm.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,rgcis.sec.ibm.com.cdn.cloudflare.net,,
[x],ruh-console.sec.ibm.com,192.168.136.140,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,True,192.168.136.140,,,,,,
[x],rundeck.edst.ibm.com,169.60.66.172,"ns1.softlayer.com, aamorris.us.ibm.com",NOERROR,,,,,,,,,,
[x],sasmobile.us.ibm.com,"129.33.246.160, 129.33.246.159","y03pexgtm001.ahe.boulder.ibm.com, hostmaster.y03pexgtm001.ahe.boulder.ibm.com",NOERROR,,,,,,,,sasmobile.www-gslb.ibm.com,,
[x],sasvpn-ch02.in.ibm.com,129.41.58.41,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d45:1009::5,,,,,
[x],sasvpn-chennai.in.ibm.com,129.41.58.39,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d45:1009::a,,,,,
[x],sasvpn-pu02.in.ibm.com,129.41.59.41,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d46:1009::5,,,,,
[x],sasvpn-pu03.in.ibm.com,129.41.59.42,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,2620:1f7:3d46:1009::6,,,,,
[x],sasvpn-pune02.in.ibm.com,129.41.164.146,"asia3.akam.net, dnsadm.us.ibm.com",NOERROR,,,,,,,,,,
[x],scc-eu-fr2.eu-fr2.proxy.serviceendpoint.cloud.ibm.com,"166.9.248.230, 166.9.248.169, 166.9.248.201","ns011.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],schedule.sec.ibm.com,,"ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,,,,,,,atl-prd-sjoyweb-01a.sec.ibm.com,,
[x],secure.video.ibm.com,,"ns004.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,,,"ustream-us-prod-prime-942265ed3d13f1b58605876bac3b917b-0000.us-south.containers.appdomain.cloud, d969640b-us-south.lb.appdomain.cloud",,
[x],service-dhe.boulder.ibm.com,170.225.15.26,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
[x],serviceb-dhe.boulder.ibm.com,170.225.15.27,"asia3.akam.net, postmaster.boulder.ibm.com",NOERROR,,,,,,,,,,
[x],smtp.mhas.ibm.com,169.47.27.107,"mhasns2.ibm.com, webmaster.kyndryl.com, mhasns1.ibm.com",NOERROR,v=spf1 a:smtp1.mhas.ibm.com a:smtp2.mhas.ibm.com -all,,,,,,,,"smtp2.mhas.ibm.com, smtp1.mhas.ibm.com",
[x],speedtest.dfw.ibm.com,150.238.65.118,"ns.dfw.ibm.com, etpadmin.us.ibm.com",NOERROR,,,,,,,,,,
[x],sre-dev.aiops-insights.dev.saas.ibm.com,"104.22.16.118, 172.67.28.12, 104.22.17.118","ns114.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,"2606:4700:10::6816:1176, 2606:4700:10::6816:1076, 2606:4700:10::ac43:1c0c",True,cloudflare,,,
[x],sso-mssiam.sec.ibm.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,sso-mssiam.sec.ibm.com.cdn.cloudflare.net,,
[x],ssoedu-ford.sec.ibm.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,,ssoedu-ford.sec.ibm.com.cdn.cloudflare.net,,
[x],stf-dr-nas-01a.sec.ibm.com,"10.212.4.66, 206.253.234.10","ehecatl.iss.net, iss-dnsadmin.iss.net",NOERROR,,"litdnssrvp01.iss.net, ehecatl.iss.net, dal09-prd-dns-01a.sec.ibm.com",True,10.212.4.66,,,,,,
[x],stg.jsw.ibm.com,"104.17.61.195, 104.17.62.195","ns083.name.cloud.ibm.com, dns.cloudflare.com",NOERROR,,,,,,True,cloudflare,,,
