input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,tls_mismatched,tls_subject_org_,final_url,csp_domains_
qorus2.base-mainnet.jojo.exchange,,404,24,qorus2.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,qorus2.base-mainnet.jojo.exchange,cloudflare,443,https://qorus2.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
release-autodandomain-be-lab.base-sepolia.jojo.exchange,,404,24,release-autodandomain-be-lab.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,release-autodandomain-be-lab.base-sepolia.jojo.exchange,cloudflare,443,https://release-autodandomain-be-lab.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
release-autodandomain-zkerfig-labproxy.uat.customer.base-sepolia.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://release-autodandomain-zkerfig-labproxy.uat.customer.base-sepolia.jojo.exchange,http,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
release.simplycommunidoies.base-sepolia.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://release.simplycommunidoies.base-sepolia.jojo.exchange,http,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
rmgroup.base-sepolia.jojo.exchange,,404,24,rmgroup.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,rmgroup.base-sepolia.jojo.exchange,cloudflare,443,https://rmgroup.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
s05p.base-mainnet.jojo.exchange,,404,24,s05p.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,s05p.base-mainnet.jojo.exchange,cloudflare,443,https://s05p.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
simplycommunidoies.base-sepolia.jojo.exchange,,404,24,simplycommunidoies.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,simplycommunidoies.base-sepolia.jojo.exchange,cloudflare,443,https://simplycommunidoies.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
simplycommunidomainsies-paymendomainsapi.base-sepolia.jojo.exchange,,404,24,simplycommunidomainsies-paymendomainsapi.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,simplycommunidomainsies-paymendomainsapi.base-sepolia.jojo.exchange,cloudflare,443,https://simplycommunidomainsies-paymendomainsapi.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
sitautodandomain-be-labpre.base-sepolia.jojo.exchange,,404,24,sitautodandomain-be-labpre.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,sitautodandomain-be-labpre.base-sepolia.jojo.exchange,cloudflare,443,https://sitautodandomain-be-labpre.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
sitdandomaineronorire.base-mainnet.jojo.exchange,,404,24,sitdandomaineronorire.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,sitdandomaineronorire.base-mainnet.jojo.exchange,cloudflare,443,https://sitdandomaineronorire.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
spn1-2-vza.base-mainnet.jojo.exchange,,404,24,spn1-2-vza.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,spn1-2-vza.base-mainnet.jojo.exchange,cloudflare,443,https://spn1-2-vza.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
srv.buysellads.com,,200,19,srv.buysellads.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-16T11:25:11Z,2025-04-16T11:25:10Z,CN=*.buysellads.com,*.buysellads.com,buysellads.com,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,5df9ea3d7f908236e99ef0b8f0ae7512,9b17e7f730b60c4e14570f99e85685c1f4ac7f5e89b2b22dafbdd8dd343a14c5,True,ctls,srv.buysellads.com,,443,https://srv.buysellads.com,https,srv-lon1-0,text/plain,GET,159.65.211.77,/,/favicon.ico,152.42.150.143,,1,False,,nonerror,0,,,,,
sso-autodandomain-lab-lab.nat.base-sepolia.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://sso-autodandomain-lab-lab.nat.base-sepolia.jojo.exchange,http,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
sso.dandomaineronfire-fortworth-uat.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://sso.dandomaineronfire-fortworth-uat.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
sso.uatautodandomain-zkerfig-lab.base-sepolia.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://sso.uatautodandomain-zkerfig-lab.base-sepolia.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
stag-git.git-dandomaineronenterpriseire.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://stag-git.git-dandomaineronenterpriseire.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
staging-dandomaineronenterpriseire.base-mainnet.jojo.exchange,,404,24,staging-dandomaineronenterpriseire.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,staging-dandomaineronenterpriseire.base-mainnet.jojo.exchange,cloudflare,443,https://staging-dandomaineronenterpriseire.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
staging-production.dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://staging-production.dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
stg-03dandomaineronfire-pro.base-mainnet.jojo.exchange,,404,24,stg-03dandomaineronfire-pro.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,stg-03dandomaineronfire-pro.base-mainnet.jojo.exchange,cloudflare,443,https://stg-03dandomaineronfire-pro.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,172.67.69.69,Cloudflare,1,False,True,error,0,,,,,
stg-doc-dandomaineronorire.base-mainnet.jojo.exchange,,404,24,stg-doc-dandomaineronorire.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,stg-doc-dandomaineronorire.base-mainnet.jojo.exchange,cloudflare,443,https://stg-doc-dandomaineronorire.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
stg.pro-autodandomain-zkerfig-lab.base-sepolia.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://stg.pro-autodandomain-zkerfig-lab.base-sepolia.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
strategy-de.base-sepolia.jojo.exchange,,404,24,strategy-de.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,strategy-de.base-sepolia.jojo.exchange,cloudflare,443,https://strategy-de.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
swagger-ci.dandomaineronfire-fortworth.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://swagger-ci.dandomaineronfire-fortworth.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
swagger-production.dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://swagger-production.dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
swaggeradminautodandomain-zkemrfig-labpmroxy.base-sepolia.jojo.exchange,,404,24,swaggeradminautodandomain-zkemrfig-labpmroxy.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,swaggeradminautodandomain-zkemrfig-labpmroxy.base-sepolia.jojo.exchange,cloudflare,443,https://swaggeradminautodandomain-zkemrfig-labpmroxy.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
system-dev.confdandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://system-dev.confdandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
system-infrapdandomaineronfire-originnkdev.base-mainnet.jojo.exchange,,404,24,system-infrapdandomaineronfire-originnkdev.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,system-infrapdandomaineronfire-originnkdev.base-mainnet.jojo.exchange,cloudflare,443,https://system-infrapdandomaineronfire-originnkdev.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
temperpdandomain-zkerfig-lab-final.base-sepolia.jojo.exchange,,404,24,temperpdandomain-zkerfig-lab-final.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,temperpdandomain-zkerfig-lab-final.base-sepolia.jojo.exchange,cloudflare,443,https://temperpdandomain-zkerfig-lab-final.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
test-ci.dandomaineronfire-fortworth.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://test-ci.dandomaineronfire-fortworth.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
testnet.jojo.exchange,JOJO,200,4496,testnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-25T00:33:38Z,2025-03-25T00:33:37Z,CN=testnet.jojo.exchange,testnet.jojo.exchange,testnet.jojo.exchange,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,bc502166ef6a4e78bb19cb90a94fded9,80b5e6443712ec4ee7351d9f671451f8d1923f3cbf75d110e5a665a825088654,,ctls,testnet.jojo.exchange,,443,https://testnet.jojo.exchange,https,Netlify,text/html,GET,3.75.10.80,/,/favicon.png,2a05:d014:58f:6202::65,Netlify,1,False,,nonerror,0,951854852,,,,
tiles.base-mainnet.jojo.exchange,,404,24,tiles.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,tiles.base-mainnet.jojo.exchange,cloudflare,443,https://tiles.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
trial-prduat.dandomaineronfisoporte.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://trial-prduat.dandomaineronfisoporte.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
uat-pro-dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,,404,24,uat-pro-dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,uat-pro-dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,cloudflare,443,https://uat-pro-dandomaineronfarbitrum-papertradee.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,172.67.69.69,/,/favicon.ico,2606:4700:20::681a:b29,Cloudflare,1,False,True,error,0,,,,,
uat.internal.dandomaineronfibg.base-mainnet.jojo.exchange,,404,24,,,,,,,,,,,,,,,,,,,cloudflare,80,http://uat.internal.dandomaineronfibg.base-mainnet.jojo.exchange,http,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
upgradevpnminervabeta.base-mainnet.jojo.exchange,,404,24,upgradevpnminervabeta.base-mainnet.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-23T03:17:37Z,2025-03-23T04:17:31Z,CN=jojo.exchange,jojo.exchange,*.base-mainnet.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,78a6e608f486d41da298dd3af960435c,11fbb31281069ffad614710c80a16fca0d2abeec0e68dd8a1ef5f6731058b608,True,ctls,upgradevpnminervabeta.base-mainnet.jojo.exchange,cloudflare,443,https://upgradevpnminervabeta.base-mainnet.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
web-snc1beg-leal.base-sepolia.jojo.exchange,,404,24,web-snc1beg-leal.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,web-snc1beg-leal.base-sepolia.jojo.exchange,cloudflare,443,https://web-snc1beg-leal.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.11.41,/,/favicon.ico,2606:4700:20::681a:a29,Cloudflare,1,False,True,error,0,,,,,
www.jojo.exchange,JOJO - The Largest Decentralized Perpetual Exchange On Base,200,81472,jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-30T02:43:44Z,2025-04-30T02:43:43Z,CN=jojo.exchange,jojo.exchange,www.jojo.exchange,"CN=E5, O=Let's Encrypt, C=US",E5,Let's Encrypt,80e0a19afc83d22d29c61d6334e08751,0cebcabd9d0a7b978616669cfbd1aa22e7759dc87bae557c939483286796fe9e,,ctls,jojo.exchange,,443,https://www.jojo.exchange,https,Netlify,text/html,GET,3.124.100.143,/,/favicon.png,2a05:d014:58f:6200::65,Netlify,1,False,,other,0,951854852,,,https://jojo.exchange/,
yatra.base-sepolia.jojo.exchange,,404,24,yatra.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,yatra.base-sepolia.jojo.exchange,cloudflare,443,https://yatra.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,2606:4700:20::ac43:4545,Cloudflare,1,False,True,error,0,,,,,
zoomnym40mmr.base-sepolia.jojo.exchange,,404,24,zoomnym40mmr.base-sepolia.jojo.exchange,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T19:15:27Z,2025-05-08T20:15:25Z,CN=jojo.exchange,jojo.exchange,*.internal.base-sepolia.jojo.exchange,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,c106e9d79958f4eb9b799ffad4b0a929,842981ed2af1f2314573517f7ad69c25c423ed60a3a5dc2ba55cc5200d3a20cf,True,ctls,zoomnym40mmr.base-sepolia.jojo.exchange,cloudflare,443,https://zoomnym40mmr.base-sepolia.jojo.exchange,https,cloudflare,application/json,GET,104.26.10.41,/,/favicon.ico,104.26.11.41,Cloudflare,1,False,True,error,0,,,,,
