new,host,ttl,a,soa,txt,status_code,ns,has_internal_ips,internal_ips,cname,cdn,cdn-name,aaaa,caa,mx
[x],kafka-broker-2.test-cc.connected-services.tomtom.com,60,"4.175.79.224, 4.175.72.58","{'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test-jk.connected-services.tomtom.com,60,"108.142.53.105, 108.142.53.50","{'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test-la.connected-services.tomtom.com,300,,"{'name': 'test-la.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-la.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-la.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-la.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test-lo.connected-services.tomtom.com,60,"20.54.171.146, 20.54.173.28","{'name': 'test-lo.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-lo.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-lo.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-lo.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-lo.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test-mj.connected-services.tomtom.com,54,"4.175.243.153, 108.141.144.97","{'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test-rh.connected-services.tomtom.com,60,"172.211.187.162, 172.211.185.228","{'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-2.test.connected-services.tomtom.com,60,"98.64.169.196, 4.175.14.79","{'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-2\""",NOERROR,,,,,,,,,
[x],kafka-broker-3.issue-tracker-notifications.olc-palanok-dev.fnr.tomtom.com,300,20.13.109.197,"{'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/oa-test/cm-acme-http-solver-rfpst\""",NOERROR,,,,,,,,,
[x],kafka-broker-3.test-abhi.connected-services.tomtom.com,60,"98.64.225.23, 98.64.227.0","{'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-3\""",NOERROR,,,,,,,,,
[x],kafka-broker-3.test-cc.connected-services.tomtom.com,30,"108.142.119.110, 108.142.116.215","{'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-cc.connected-services.tomtom.com', 'ns': 'ns1-33.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-3\""",NOERROR,,,,,,,,,
[x],kafka-broker-3.test-mj.connected-services.tomtom.com,60,"4.245.96.147, 4.245.96.56","{'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-3\""",NOERROR,,,,,,,,,
[x],kafka-broker-3.test-rh.connected-services.tomtom.com,60,"172.211.187.198, 172.211.188.217","{'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",,NOERROR,,,,,,,,,
[x],kafka-broker-3.test.connected-services.tomtom.com,60,"20.54.145.172, 20.54.146.29","{'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-3\""",NOERROR,,,,,,,,,
[x],kafka-broker-4.issue-tracker-notifications.olc-palanok-dev.fnr.tomtom.com,300,,"{'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'olc-palanok-dev.fnr.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/oa-test/cm-acme-http-solver-66psv\""",NOERROR,,,,,,,,,
[x],kafka-broker-4.test-abhi.connected-services.tomtom.com,54,"98.64.225.31, 98.64.227.60","{'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",,NOERROR,,,,,,,,,
[x],kafka-broker-4.test-jk.connected-services.tomtom.com,60,"57.153.122.239, 57.153.123.152","{'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-jk.connected-services.tomtom.com', 'ns': 'ns1-01.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-4\""",NOERROR,,,,,,,,,
[x],kafka-broker-4.test-mj.connected-services.tomtom.com,60,"57.153.92.207, 57.153.92.82","{'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-mj.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-4\""",NOERROR,,,,,,,,,
[x],kafka-broker-4.test-rh.connected-services.tomtom.com,60,"172.211.187.224, 172.211.188.226","{'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-rh.connected-services.tomtom.com', 'ns': 'ns1-36.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-4\""",NOERROR,,,,,,,,,
[x],kafka-broker-4.test.connected-services.tomtom.com,33,"20.54.146.34, 20.54.145.188","{'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test.connected-services.tomtom.com', 'ns': 'ns1-34.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",,NOERROR,,,,,,,,,
[x],kafka-broker-5.test-abhi.connected-services.tomtom.com,300,,"{'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'test-abhi.connected-services.tomtom.com', 'ns': 'ns1-38.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}","\""heritage=external-dns,external-dns/owner=default,external-dns/resource=service/strimzi/minerva-kafka-broker-oauth-5\""",NOERROR,,,,,,,,,
