input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired,final_url,cdn_name,cdn,location,tls_self_signed
incamail-stakeholders2.post.ch,Website | Die Post,200,100858,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://incamail-stakeholders2.post.ch:443,https,Delivery3,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,HSTS,1348,False,,,*.post.ch,,https://www.post.ch/de,,,,
incamail-test.post.ch,IncaMail - Login,200,12867,incamail-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T12:18:36Z,2023-06-13T12:18:36Z,"CN=*.incamail-test.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",*.incamail-test.post.ch,Post CH AG,incamail-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,78773efc6b5b6c253255e4105fa6760e,981cd9a109fe72549e8a43cf42fadeefe585f526a0c344bdbc2f1d243e6bb555,ctls,incamail-test.post.ch,443,https://incamail-test.post.ch:443,https,Apache (proxied),text/html,GET,194.41.248.58,/,1694469138,194.41.248.58,Java,209,False,,True,,,,,,,
infocard.post.ch,Fireware XTM User Authentication,200,727,infocard.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T07:31:46Z,2032-08-15T07:31:46Z,"CN=Fireware web CA, OU=Fireware, O=WatchGuard",Fireware web CA,WatchGuard,,"CN=Fireware web CA, OU=Fireware, O=WatchGuard",Fireware web CA,WatchGuard,5e420ee05d8496e48e8fa6322384f8a4,43f708dab92983eff6e655ae4eb50135dec7ef7a81d35485c1c284f4b5414d38,ctls,infocard.post.ch,443,https://infocard.post.ch:443,https,,text/html,GET,62.204.127.180,/,2087014467,62.204.127.180,HSTS,25,False,True,,,,,,,,True
int.admin.places.post.ch,Die Post - HTTP Fehlerseite,404,4582,int.admin.places.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T07:57:54Z,2023-07-21T07:57:54Z,"CN=int.admin.places.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",int.admin.places.post.ch,Post CH AG,int.admin.places.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,27351ebf2db9cc8b11e1ef5f57e01436,74a4d1ed1fc502e127e3da4dcc295ef3a0dadb5b2c11c304ef0b68f7389de82a,ctls,int.admin.places.post.ch,443,https://int.admin.places.post.ch:443,https,Apache,text/html,GET,194.41.248.159,/,1694469138,194.41.248.159,HSTS,157,False,,,,,,,,,
int.nes.aws.post.ch,Die Post - HTTP Fehlerseite,401,5601,int.nes.aws.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T14:12:38Z,2023-08-09T14:12:38Z,"CN=int.nes.aws.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",int.nes.aws.post.ch,Post CH AG,int.nes.aws.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,bf7dc0316a7af50455b55fd7da8f8f4d,fa85998977abf6de0c9553be1bc1d7bf9195a495a1e3bcadd9e1e9e8d4b8ac63,ctls,int.nes.aws.post.ch,443,https://int.nes.aws.post.ch:443,https,Apache,text/html,GET,194.41.248.57,/,1694469138,194.41.248.57,HSTS,176,False,,,,,,,,,
int.wsbc.post.ch,HTTP Status 404 – Not Found,404,678,int.wsbc.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T13:33:33Z,2023-09-19T13:33:33Z,"CN=int.wsbc.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",int.wsbc.post.ch,Post CH AG,int.wsbc.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,2d3810cad49d453b1da3633b0f3ea80c,50fd69efcfcaae323ccf5e5632b858c48152c7033c5044f7981c0126181942cf,ctls,int.wsbc.post.ch,443,https://int.wsbc.post.ch:443,https,Apache (proxied),text/html,GET,194.41.249.28,/,1694469138,194.41.249.28,HSTS,1,False,,,,,,,,,
international.post.ch,Internationalen E-Commerce Schweiz/EU optimieren - Die Post,200,183997,international.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T16:48:00Z,2023-06-27T16:47:59Z,CN=international.post.ch,international.post.ch,,international.post.ch,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,a82b5d7ea4575930d7b062fa1879fcb6,eb88258fb43c04d3b434070969f846366a3672afdfb33e3217d612a1d550d710,ctls,international.post.ch,443,https://international.post.ch:443,https,cloudflare,text/html,GET,199.60.103.2,/,-730627221,2606:2c40::c73c:67fe,HubSpot CMS Hub,3607,False,,,,,,,,,
intpf37wiki.post.ch,Die Post - HTTP Fehlerseite,401,5621,intpfwiki.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T08:48:32Z,2023-06-14T08:48:32Z,"CN=intpfwiki.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",intpfwiki.post.ch,Post CH AG,intpfwiki.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,00c1ccc83023e8ddf6dba69b354a6087,a0ecb5c91f5504e4483a1ece65ba014d1fc5e917fe34150452af60e88e012a4a,ctls,intpfwiki.post.ch,443,https://intpf37wiki.post.ch:443,https,Apache,text/html,GET,194.41.248.17,/,1694469138,194.41.248.17,HSTS,176,False,,,https://*.post.ch,,https://intpfwiki.post.ch/wiki/,,,,
intpfwiki.post.ch,Die Post - HTTP Fehlerseite,401,5621,intpfwiki.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T08:48:32Z,2023-06-14T08:48:32Z,"CN=intpfwiki.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",intpfwiki.post.ch,Post CH AG,intpfwiki.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,00c1ccc83023e8ddf6dba69b354a6087,a0ecb5c91f5504e4483a1ece65ba014d1fc5e917fe34150452af60e88e012a4a,ctls,intpfwiki.post.ch,443,https://intpfwiki.post.ch:443,https,Apache,text/html,GET,194.41.248.17,/,1694469138,194.41.248.17,HSTS,176,False,,,https://*.pnet.ch,,https://intpfwiki.post.ch/wiki/,,,,
it-berufe.post.ch,IT bei der Post – Finde jetzt deinen Traumjob | IT Berufe,200,51065,it-berufe.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:44:58Z,2024-03-13T09:44:58Z,"CN=it-berufe.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",it-berufe.post.ch,Post CH AG,it-berufe3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9b5a7a64131e51b122dafc078cb8896d,2568dac2ec20faf5b515f8663b6b4aeac2ac59db3f9ac391170cb5e6e360f92b,ctls,it-berufe.post.ch,443,https://it-berufe.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,964,False,,,,,https://it-berufe.post.ch/de,,,,
it-berufe2.post.ch,IT bei der Post – Finde jetzt deinen Traumjob | IT Berufe,200,51112,it-berufe2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:44:58Z,2024-03-13T09:44:58Z,"CN=it-berufe.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",it-berufe.post.ch,Post CH AG,it-berufe3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9b5a7a64131e51b122dafc078cb8896d,2568dac2ec20faf5b515f8663b6b4aeac2ac59db3f9ac391170cb5e6e360f92b,ctls,it-berufe2.post.ch,443,https://it-berufe2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,964,False,,,,,https://it-berufe2.post.ch/de,,,,
jamf.post.ch,,200,,jamf.post.ch,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-11-12T23:59:59Z,CN=*.jamfcloud.com,*.jamfcloud.com,,*.jamfcloud.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,381f28a9478d6590aca8f314dda2a533,05a923f0af6477bd99e7b2178bcca960f76c06aa4ec2aed07f3196014eab1352,ctls,jamf.post.ch,443,https://jamf.post.ch:443,https,Apache,text/html,GET,3.64.67.78,/,434359220,18.159.66.230,Apache,1,False,True,True,,,,,,,
job.post.ch,Fehlermeldung,200,1588,job.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T12:16:13Z,2023-10-25T12:16:13Z,"CN=job.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",job.post.ch,Post CH AG,job.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,c884562dde2843e71a42fe3d42320ded,46efd0644f954d337a8daa4852c6380c6d22feae492baa226a5a73497a58941f,ctls,job.post.ch,443,https://job.post.ch:443,https,openresty,text/html,GET,54.246.222.93,/,97040601,54.246.222.93,OpenResty,31,False,,,,,,,,,
jobs.post.ch,Jobs und Karriere | Die Post,200,118102,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://jobs.post.ch:443,https,Delivery1,text/html,GET,194.41.185.38,/,318323496,194.41.185.38,HSTS,2404,False,,,*.sas.com,,https://www.post.ch/de/jobs/jobs-und-karriere,,,,
kampagnen.post.ch,Kampagnen | Die Post,200,18728,kampagnen.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:08Z,2024-03-13T09:45:08Z,"CN=kampagnen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kampagnen.post.ch,Post CH AG,kampagnen3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5809e4b2cadce55931bd146317587c97,9ca09d64fcf8499769de4865f09b2330c7d231369c28961d0fa198fe8f874424,ctls,kampagnen.post.ch,443,https://kampagnen.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,384,False,,,,,https://kampagnen.post.ch/de,,,,
kampagnen1.post.ch,Kampagnen | Die Post,200,18733,kampagnen1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:08Z,2024-03-13T09:45:08Z,"CN=kampagnen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kampagnen.post.ch,Post CH AG,kampagnen3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5809e4b2cadce55931bd146317587c97,9ca09d64fcf8499769de4865f09b2330c7d231369c28961d0fa198fe8f874424,ctls,kampagnen1.post.ch,443,https://kampagnen1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,384,False,,,,,https://kampagnen1.post.ch/de,,,,
kampagnen2.post.ch,Kampagnen | Die Post,200,18733,kampagnen2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:08Z,2024-03-13T09:45:08Z,"CN=kampagnen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kampagnen.post.ch,Post CH AG,kampagnen3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,5809e4b2cadce55931bd146317587c97,9ca09d64fcf8499769de4865f09b2330c7d231369c28961d0fa198fe8f874424,ctls,kampagnen2.post.ch,443,https://kampagnen2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,384,False,,,,,https://kampagnen2.post.ch/de,,,,
klp-help1.post.ch,Wartungsseite | Swiss Post,200,65357,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://klp-help1.post.ch:443,https,Delivery2,text/html,GET,194.41.190.114,/,1943722357,194.41.190.114,HSTS,465,False,,,*.signdemo.com,,https://www.post.ch/en/pages/maintenance%3f,,,,
kmu1.post.ch,Layout Not Found,500,3264,kmu1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-14T11:51:37Z,2024-03-14T11:51:37Z,"CN=kmu.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kmu.post.ch,Post CH AG,kmu.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,7bd2892501d6800874babf4db36956d6,cf25b0a74ca6997deb81dca1d27f174fc2e45ff6332e1d1b1825c692373fe991,ctls,kmu1.post.ch,443,https://kmu1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,HSTS,77,False,True,,,,https://kmu1.post.ch/de,,,,
kurepo.apis-int.post.ch,,404,40,kurepo.apis-int.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:08:03Z,2024-05-04T06:08:03Z,"CN=kurepo.apis-int.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kurepo.apis-int.post.ch,Post CH AG,kurepo.apis-int.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,9534137ddc4b68c187c847d5b174ad5f,181bdf1ae0622cd0cf35e253de240cf84bbee820fb801d899e8100c8f832e462,ctls,kurepo.apis-int.post.ch,443,https://kurepo.apis-int.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.248.239,/,1694469138,194.41.248.239,HSTS,1,False,,,,,,,,,
kurepo.apis-test.post.ch,Die Post - HTTP Fehlerseite,403,4258,kurepo.apis-test.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:08:22Z,2024-05-04T06:08:22Z,"CN=kurepo.apis-test.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kurepo.apis-test.post.ch,Post CH AG,kurepo.apis-test.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,33d066ba86bdf3c941bb9a0e2deac05f,5da3866a52ac6abede6cef6bf5a4637261cb0514db5ebb0af184365ab84d63b2,ctls,kurepo.apis-test.post.ch,443,https://kurepo.apis-test.post.ch:443,https,Apache,text/html,GET,194.41.248.243,/,1694469138,194.41.248.243,HSTS,153,False,,,,,,,,,
kurepo.apis.post.ch,,404,40,kurepo.apis.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T06:08:12Z,2024-05-04T06:08:12Z,"CN=kurepo.apis.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",kurepo.apis.post.ch,Post CH AG,kurepo.apis.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b26aaaf7beadbbbc0ef0a95aaa49cf4c,b1e84ae6f08ae10a70c705f7617d8d71893c184958334987a62f73033c36640d,ctls,kurepo.apis.post.ch,443,https://kurepo.apis.post.ch:443,https,Apache (proxied),text/plain,GET,194.41.184.141,/,318323496,194.41.184.141,HSTS,1,False,,,,,,,,,
laborsendungen.post.ch,Biologische Laborsendung | Die Post,200,85914,www.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T11:33:33Z,2024-01-30T11:33:33Z,"CN=www.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",www.post.ch,Post CH AG,post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,3b15690381858128fc472a62fda4ebbe,29096f79e2b15f4baa1afc09bf9cc0afbfc64a08151a96170bc868637f774c30,ctls,www.post.ch,443,https://laborsendungen.post.ch:443,https,Delivery3,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,HSTS,1149,False,,,*.pnet.ch,,https://www.post.ch/de/briefe-versenden/briefe-schweiz/biologische-laborsendung,,,,
laborsendungen1.post.ch,Layout Not Found,500,3264,laborsendungen1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:29Z,2024-03-13T09:45:29Z,"CN=laborsendungen.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",laborsendungen.post.ch,Post CH AG,laborsendungen3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b9a60606241758dddab134440c403e92,031de65235898d3f639e7e4d9e764e316700e08485c42cb5773baa163e9a2c9e,ctls,laborsendungen1.post.ch,443,https://laborsendungen1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,HSTS,77,False,,,,,https://laborsendungen1.post.ch/de,,,,
lieferanten.post.ch,Lieferanteninformation SAP-Ariba,200,30284,lieferanten.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:39Z,2024-03-13T09:45:39Z,"CN=lieferanten.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",lieferanten.post.ch,Post CH AG,lieferanten3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d7d8efaf04811c3c19abd03dee412ac8,33cdd86216370d2d91f8cecfc3091c813679271d9850c9007e7a9cfe81083d3a,ctls,lieferanten.post.ch,443,https://lieferanten.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,629,False,,,,,https://lieferanten.post.ch/de,,,,
lieferanten1.post.ch,Lieferanteninformation SAP-Ariba,200,30305,lieferanten1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:39Z,2024-03-13T09:45:39Z,"CN=lieferanten.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",lieferanten.post.ch,Post CH AG,lieferanten3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,d7d8efaf04811c3c19abd03dee412ac8,33cdd86216370d2d91f8cecfc3091c813679271d9850c9007e7a9cfe81083d3a,ctls,lieferanten1.post.ch,443,https://lieferanten1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,629,False,,,,,https://lieferanten1.post.ch/de,,,,
locarno-festival.post.ch,Die Schweizerische Post am 74. Locarno Film Festival 2022,200,52666,locarno-festival.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T07:55:12Z,2023-06-27T07:55:12Z,"CN=locarno-festival.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",locarno-festival.post.ch,Post CH AG,locarno-festival2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,76dad41383bce3287727148aa7ac12b7,ffbac08e650b8afe9904aed76079c7fc1f85e6dd9dd95d2dcc58eb43cf985d18,ctls,locarno-festival.post.ch,443,https://locarno-festival.post.ch:443,https,Delivery1,text/html,GET,194.41.184.146,/,1694469138,194.41.184.146,Sitecore,1208,False,,,,,https://locarno-festival.post.ch/de,,,,
locarno-festival1.post.ch,Die Schweizerische Post am 74. Locarno Film Festival 2022,200,52710,locarno-festival1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T07:55:12Z,2023-06-27T07:55:12Z,"CN=locarno-festival.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",locarno-festival.post.ch,Post CH AG,locarno-festival2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,76dad41383bce3287727148aa7ac12b7,ffbac08e650b8afe9904aed76079c7fc1f85e6dd9dd95d2dcc58eb43cf985d18,ctls,locarno-festival1.post.ch,443,https://locarno-festival1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,Sitecore,1208,False,,,,,https://locarno-festival1.post.ch/de,,,,
locarno-festival2.post.ch,Die Schweizerische Post am 74. Locarno Film Festival 2022,200,52710,locarno-festival2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-27T07:55:12Z,2023-06-27T07:55:12Z,"CN=locarno-festival.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",locarno-festival.post.ch,Post CH AG,locarno-festival2.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,76dad41383bce3287727148aa7ac12b7,ffbac08e650b8afe9904aed76079c7fc1f85e6dd9dd95d2dcc58eb43cf985d18,ctls,locarno-festival2.post.ch,443,https://locarno-festival2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,Sitecore,1208,False,,,,,https://locarno-festival2.post.ch/de,,,,
locatee-int.post.ch,,404,19,locatee-int.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T07:49:07Z,2024-05-15T07:49:07Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,915a2469db311848f105f636febf7e06.4c7fc01ac5dbdc6fe3b9375a62ec9804.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,,af748be8f09066a203e4bae332bad832,502e3587df41d91c26ea8ea160ce1a875a7584f77f1e540c7c114e2c3a27012d,ctls,locatee-int.post.ch,443,https://locatee-int.post.ch:443,https,,text/plain,GET,34.65.139.17,/,-138391155,34.65.139.17,,2,False,True,,,,,google,True,,True
locatee.post.ch,Locatee Login,200,6498,locatee.post.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T14:54:20Z,2023-07-01T14:54:19Z,CN=prod.post.ch.locatee.com,prod.post.ch.locatee.com,,prod.post.ch.locatee.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ad84d5bae21a2ffd9f47346ce876cf81,3a62c2f4b7079438df0b0f364e2fc529acdeb52f53f2cec257ae4aef5558e936,ctls,locatee.post.ch,443,https://locatee.post.ch:443,https,,text/html,GET,34.65.139.17,/,261390406,34.65.139.17,HSTS,16,False,,,https://dgs.post.ch,,https://locatee.post.ch/auth/login,google,True,,
location-poste-martigny1.post.ch,Page introuvable,404,10812,location-poste-martigny1.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:51Z,2024-03-13T09:45:51Z,"CN=location-poste-martigny.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",location-poste-martigny.post.ch,Post CH AG,location-poste-martigny3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ff76bbe9c14d2fa2e8769d2d03498cc5,01ce5a23e2d34bd0dafba195ae4f7b0c1801f26ed9aafa75714b47657691f1fb,ctls,location-poste-martigny1.post.ch,443,https://location-poste-martigny1.post.ch:443,https,Delivery1,text/html,GET,194.41.190.114,/,1694469138,194.41.190.114,HSTS,262,False,,,,,https://location-poste-martigny1.post.ch/fr,,,,
location-poste-martigny2.post.ch,Page introuvable,404,10812,location-poste-martigny2.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T09:45:51Z,2024-03-13T09:45:51Z,"CN=location-poste-martigny.post.ch, O=Post CH AG, L=Bern, ST=Bern, C=CH",location-poste-martigny.post.ch,Post CH AG,location-poste-martigny3.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,ff76bbe9c14d2fa2e8769d2d03498cc5,01ce5a23e2d34bd0dafba195ae4f7b0c1801f26ed9aafa75714b47657691f1fb,ctls,location-poste-martigny2.post.ch,443,https://location-poste-martigny2.post.ch:443,https,Delivery2,text/html,GET,194.41.190.122,/,1694469138,194.41.190.122,HSTS,262,False,,,,,https://location-poste-martigny2.post.ch/fr,,,,
login.post.ch,Die Post - HTTP Fehlerseite,403,4237,login.post.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-16T07:48:56Z,2023-06-16T07:48:56Z,"CN=login.post.ch, O=Post CH AG, L=Bern, ST=BE, C=CH",login.post.ch,Post CH AG,login.post.ch,"CN=SwissSign RSA TLS OV ICA 2021 - 1, O=SwissSign AG, C=CH",SwissSign RSA TLS OV ICA 2021 - 1,SwissSign AG,b476001f46e784e82336014ba7edc2a4,3fbf160555ffe9fd2315a789bc887eb9f044ddfa7c67b9085c54513042ee2799,ctls,login.post.ch,443,https://login.post.ch:443,https,Apache,text/html,GET,194.41.184.11,/,318323496,194.41.184.11,HSTS,153,False,,,,,,,,,
