new,host,mx,soa,status_code,a,aaaa,cname,txt,cdn,cdn-name,has_internal_ips,internal_ips,ns,caa
,execution-ci360-p.post.ch,,"ns-806.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,"18.66.112.89, 18.66.112.116, 18.66.112.62, 18.66.112.13","2600:9000:223f:d400:a:e034:9300:93a1, 2600:9000:223f:1a00:a:e034:9300:93a1, 2600:9000:223f:7000:a:e034:9300:93a1, 2600:9000:223f:f800:a:e034:9300:93a1, 2600:9000:223f:6e00:a:e034:9300:93a1, 2600:9000:223f:9800:a:e034:9300:93a1, 2600:9000:223f:ce00:a:e034:9300:93a1, 2600:9000:223f:dc00:a:e034:9300:93a1","execution-cipscaeu.ci360.marketing, d38a2iizjhzhvw.cloudfront.net",,True,cloudfront,,,,
,extranet.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,extranetapps.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.55,,,,,,,,,
,facetoface.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,fakeext.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,feedback.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,20.250.16.161,,,v=spf1 include:spf.survalyzer.swiss -all,,,,,,
,file-intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,,,,,,,,,
,filialemitpartner.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,filialemitpartner1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,filialemitpartner2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,filialemitpartnerint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,filialemitpartnerint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,filp.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.195,,,,,,,,,
,fiori-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.231,,,,,,,,,
,fit-im-beruf1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,fit-im-berufint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,fit-im-berufint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,fonts.int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.55,,,,,,,,,
,fonts.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.89,,,,,,,,,
,fr-admin.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,fr-test.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,fr.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,fuer-alle.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,fuer-alle1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,fuer-alle2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,fuer-alleint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,fuer-alleint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,fundeint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.12.149.236,,,,,,,,,
,gandalf.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,gandalf.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,gandalf.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,gb.post.ch,,"ch.ch-inter.net, it-support.mmssolutions.io",NOERROR,3.125.237.104,,live.nswow.ch,,,,,,,
,gewinnende-worte.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,94.126.21.139,,,,,,,,,
,gis.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.165,,,,,,,,,
,gisint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.179,,,,,,,,,
,gitit.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.113,,,,,,,,,
,gititint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.201,,,,,,,,,
,gollum.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,guest2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,172.26.19.254,,,,,,True,172.26.19.254,,
,gvedexpe1a.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
,gvedexpe1a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
,gvedexpe2a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
,gvedexpe2a.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
,gvedexpe2a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
,gvee02a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvee02a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.188,,,,,,,,,
,gvesb03a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.164,,,,,,,,,
,gvfdexpe1a.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.165,,,,,,,,,
,gvfdexpe1a.vc.uc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.165,,,,,,,,,
,gvfe01a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvfsb03a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.145,,,,,,,,,
,gviae1a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvide2a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.173,,,,,,,,,
,gvide2a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvie01.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvie01.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.169,,,,,,,,,
,gvie02a.uc.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.163,,,,,,,,,
,gvie03a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
,gviee01a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gviee01a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.182,,,,,,,,,
,gviee02a.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.186,,,,,,,,,
,gvife01a.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvife01a.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.216.165,,,,,,,,,
,gvisb03.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gvisb03a.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,gw1.incamail-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.11,,,,,,,,,
,gw2.incamail-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.147.12,,,,,,,,,
,gzd.post.ch,gzd.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,83.222.130.149,,,v=spf1 ip4:83.222.130.149 -all,,,,,,
,handbuch1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,handbuchint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,handbuchint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,help-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,78.46.68.11,,,,,,,,,
,honey-paypal.wsredesignint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.65,,,,,,,,,
,ich-bin-pl.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ich-bin-pl1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ich-bin-pl2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ich-bin-plint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ich-bin-plint2.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ictacademy.post.ch,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,40.118.96.231,,"website-ict-academy.azurewebsites.net, waws-prod-am2-199.sip.azurewebsites.windows.net, waws-prod-am2-199.westeurope.cloudapp.azure.com",,True,azure,,,,
,idcheck-int.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,idcheck-webrtc.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,idcheck-webrtctest.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.139,,,,,,,,,
,idcheck.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,ident.apis-dev.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.247,,apis-dev.post.ch,,,,,,,
,ident.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,ident.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,idg.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,idpe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.162,,,,,,,,,
,iep.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.144,,,,,,,,,
,im.post.ch,"gw1.incamail.com, gw2.incamail.com","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.117,,,v=spf1 a:gw1.incamail.com a:gw2.incamail.com ip4:194.41.128.0/17 -all,,,,,,
,im.ucint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,imageserviceint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,imageserviceint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.81,,,,,,,,,
,immobilien.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,immobilien2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,immobilienint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,immobilienint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,incamail-dev.post.ch,gw.incamail-dev.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.224,,,"v=spf1 mx -all, k=rsa;p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw6HrWWbiOvlX2Lv8TWm/2uTA0EMHVd9k9l+KlPiMxUzHTSP5/urP9elFhHUHQ/0mQ7s7o8e+BER/KiVRKM5l2SNGb5OUtZPTFQj30g2xtwbHe12xX5SBfcVCqB4DnW7FgyvMBNhKjH/e0YBFdynSlXh8Tdu4l5b48oNukcct, GtP7SW4KD2YHElkB0w/nc0RObzR7IJcily1zJMLN3Y9RDysvsfq4vsHCfz3KQIeSWkqudHpKwCMZ6pg1ZB1pSHKNd3Yq2TaZNtP95vDYKktpb1e+WE98r28Ra0N2Ng3PmFhVBcNCUEUcYTEax85We1RjfdIbjP/uKgdJG3AMafWe8wIDAQAB",,,,,,
,incamail-int.post.ch,"gw2.incamail-int.post.ch, gw1.incamail-int.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.193,,,v=spf1 mx -all,,,,,,
,incamail-prod.post.ch,"gw1.incamail-prod.post.ch, gw2.incamail-prod.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.117,,,v=spf1 mx -all,,,,,,
,incamail-stakeholders1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,incamail-stakeholders2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,incamail-stakeholdersint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,incamail-test.post.ch,mx.incamail-test.post.ch,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.58,,,v=spf1 mx -all,,,,,,
,incamail.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,infocard.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.180,,,,,,,,,
,int-trendwiki.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,int.admin.places.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,int.iot-platform.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,int.nes.aws.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.57,,,,,,,,,
,int.order-on-demand.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.155,2a00:17c8:0:8103::200,,,,,,,,
,int.wsbc.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.249.28,,,,,,,,,
,int1.wohnen-riehen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,int1.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,int2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.27,,,,,,,,,
,int2.wohnen-volketswil.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,international.post.ch,,"jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"199.60.103.254, 199.60.103.2",,"5013372.group22.sites.hubspot.net, group22.sites.hscoscdn20.net",,,,,,,
,international2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,internationalint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,internationalint1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,internationalint2.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,intnetapp.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,intpa-cms.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.35,,,,,,,,,
,intpa-docker.cms.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,intpf37wiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.17,,,,,,,,,
,intpfwiki.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.17,,,,,,,,,
,intsc1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,iot-platform.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,it-admin.evoting.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,it-berufe.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,it-berufe2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,it-berufeint1.post.ch,,,NOERROR,194.41.253.223,,,,,,,,,
,it-berufeint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,it261.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,itnewspostmail.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,itnewspostmailint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,itnewspostmailint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,jamf.post.ch,,"ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,post.jamfcloud.com,,,,,,,
,jiradc01.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,job.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,54.246.222.93,,,v=spf1 mx:post.ch ip4:54.229.54.45 -all,,,,,,
,jobs-int2012.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,jobs.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.185.38,,,"v=spf1 include:post.ch include:_spf-dc12.successfactors.com -all, google-site-verification=ZTuCpJmFDhB2_Q7rZwf0MyM4kYPSrJigSblJSNJuzJw",,,,,,
,jugendraum.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,juravote-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kaderanlass-immobilien1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kaderanlass-immobilienint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kaderanlass-immobilienint1.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kampagne.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kampagnen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,kampagnen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,kampagnen2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,kampagnenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,kampagnenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,kfs-mdsp-int.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kfs-mdsp.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,klimaneutraler-brief.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,62.204.127.197,,,,,,,,,
,klp-help1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,klp-helpint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,klp-helpint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,kmu1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,kmuint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,kmuint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,kurepo.apis-int.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.239,,apis-int.post.ch,,,,,,,
,kurepo.apis-test.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.243,,apis-test.post.ch,,,,,,,
,kurepo.apis.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.141,,apis-gslb.post.ch,,,,,,,
,laborsendungen.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,laborsendungen1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,laborsendungenint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,laborsendungenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,lbepofint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,lehrstellen.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,li00000001.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,lieferanten.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,lieferanten1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,lieferantenint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,lieferantenint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,live.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.152.157,,,,,,,,,
,locarno-festival.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,locarno-festival1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.114,,,,,,,,,
,locarno-festival2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,locarno-festivalint.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.248.153,,,,,,,,,
,locarno-festivalint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,locarno-festivalint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,locatee-int.post.ch,,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,34.65.139.17,,uat.post.ch.locatee.com,,True,google,,,,
,locatee.post.ch,,"ns0.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,34.65.139.17,,prod.post.ch.locatee.com,,True,google,,,,
,location-poste-martigny1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,location-poste-martigny2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,location-poste-martignyint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,location-poste-martignyint2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.255.32,,,,,,,,,
,login-sesam.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,login.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.11,,,,,,,,,
,logintest-social.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,lyncweb.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,lzv2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.190.122,,,,,,,,,
,lzvint1.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.253.223,,,,,,,,,
,m.directday.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.146,,,,,,,,,
,magpf.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mail.postcardcreator.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,81.18.28.111,,,,,,,,,
,mailing-guide.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,makeathon.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,makeathon1.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,makeathon2.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,makeathonint.post.ch,"mx1.post.ch, mx2.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,makeathonint1.post.ch,"mx1.post.ch, mx2.post.ch",,NOERROR,,,,,,,,,,
,managementconference.post.ch,"mx2.post.ch, mx1.post.ch","dns1.post.ch, domainmanage.post.ch",NOERROR,,,,,,,,,,
,mapservice.post.ch,,"dns1.post.ch, domainmanage.post.ch",NOERROR,194.41.184.53,,,,,,,,,
