input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,content_type,tls_mismatched,final_url,cdn_name,cdn,csp_domains_,tls_self_signed
aws.svcgw.dev.useast2.pcr.ual.com,Bad Request,200,580,aws.svcgw.dev.useast2.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.dev.useast2.pcr.ual.com,443,https://aws.svcgw.dev.useast2.pcr.ual.com:443,https,,GET,2.23.209.165,/,-1328721946,2.23.209.132,IBM DataPower,26,False,,text/html,,,,,,
aws.svcgw.preprod.useast1.pcr.ual.com,Bad Request,200,580,aws.svcgw.preprod.useast1.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.preprod.useast1.pcr.ual.com,443,https://aws.svcgw.preprod.useast1.pcr.ual.com:443,https,,GET,23.53.43.136,/,-1328721946,23.53.43.139,IBM DataPower,26,False,,text/html,,,,,,
aws.svcgw.preprod.useast2.pcr.ual.com,,500,232,aws.svcgw.preprod.useast2.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.preprod.useast2.pcr.ual.com,443,https://aws.svcgw.preprod.useast2.pcr.ual.com:443,https,,GET,92.122.215.54,/,-1328721946,92.122.215.98,IBM DataPower,10,False,,text/xml,,,,,,
aws.svcgw.qa.useast1.pcr.ual.com,Bad Request,200,580,aws.svcgw.qa.useast1.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.qa.useast1.pcr.ual.com,443,https://aws.svcgw.qa.useast1.pcr.ual.com:443,https,,GET,2.23.209.132,/,-1328721946,2.23.209.165,IBM DataPower,26,False,,text/html,,,,,,
aws.svcgw.stg.useast1.pcr.ual.com,,500,232,aws.svcgw.stg.useast1.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.stg.useast1.pcr.ual.com,443,https://aws.svcgw.stg.useast1.pcr.ual.com:443,https,,GET,92.122.215.54,/,-1328721946,92.122.215.98,IBM DataPower,10,False,,text/xml,,,,,,
aws.svcgw.stg.useast2.pcr.ual.com,503 Service Temporarily Unavailable,503,162,aws.svcgw.stg.useast2.pcr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-19T23:59:59Z,"CN=api-qa.united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",api-qa.united.com,United Airlines Inc,aodcommandcenter-qa.awscloud.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c51b1c1baa5ccd7947497d8a4d5eafcd,8e657dd2652ef2da9fd8161a86cacc76f80f17be28909f9202a3dede3b7ffb73,ctls,aws.svcgw.stg.useast2.pcr.ual.com,443,https://aws.svcgw.stg.useast2.pcr.ual.com:443,https,awselb/2.0,GET,2.23.209.132,/,1862162275,2.23.209.165,,7,False,,text/html,,,,,,
aws.svcgw.useast2.pcr.ual.com,Bad Request,200,580,aws.svcgw.useast2.pcr.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-23T00:00:00Z,2024-02-20T23:59:59Z,"CN=aws.svcgw.useast2.pcr.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",aws.svcgw.useast2.pcr.ual.com,"United Airlines, Inc.",aws.svcgw.preprod.useast2.pcr.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,075d12203891836d2589232506174abe,549dc9c3da8cb913ca9f1abbd7f7bb721289280b2ebe0f686aa8f11640441f16,ctls,aws.svcgw.useast2.pcr.ual.com,443,https://aws.svcgw.useast2.pcr.ual.com:443,https,,GET,13.58.22.16,/,-1328721946,3.140.38.35,IBM DataPower,26,False,,text/html,,,,,,
aws.webauth.united.com,Jet,200,10030,aws.webauth.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,aws.webauth.united.com,443,https://aws.webauth.united.com:443,https,,GET,23.53.43.139,/,1901287122,23.53.43.136,IBM DataPower,229,False,,text/html,,,,,,
baw-qa.ual.com,,403,23,baw-qa.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,baw-qa.ual.com,443,https://baw-qa.ual.com:443,https,Server,GET,23.212.202.113,/,968070783,23.212.202.113,,1,False,True,application/json,,,,,,
becomingunited.united.com,Becoming United - Virtual Job Tryout®,200,3076,vjt.modernhire.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-02T00:00:00Z,2024-03-04T23:59:59Z,"CN=*.modernhire.com, O=Modern Hire\, Inc., L=Cleveland, ST=Ohio, C=US",*.modernhire.com,"Modern Hire, Inc.",modernhire.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,aba597172eef292d0397c8a40bb281f7,12aa139a8df4e0380532be51ac9d1624ab0190a58bbb29b14ecffcc6e6ed6224,ctls,vjt.modernhire.com,80,http://becomingunited.united.com:80,http,nginx/1.23.4,GET,161.215.209.23,/,2144240641,161.215.209.23,Nginx:1.23.4,75,False,True,text/html,,https://vjt.modernhire.com/vjt/UnitedAirlinesVal?pid=BU,,,*.modernhire.eu,
benefits.ual.com,United Login,200,5044,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://benefits.ual.com:443,https,Oracle-HTTP-Server,GET,23.215.22.102,/,-414567286,23.215.22.102,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3D7gRZXWKKC1Ok8re16tr41fOwi7ez4V0GeHVdYZhfuqiBqCMqBTwrcdb5V1yOl0%2FaadFkiv0ifjNQws%2FnUn9wGpRiRmR%2BNqJVVW7JlL%2Fd4o4iNBZThnrFDBuES3fzlMqg1RjYVKixAJDey8TyNV%2FGyPgovgXceVh3xuFHIGa52q3yjJc55K9Esy%2BqohmkF5UyEWfCgLVP9RTlOGYBduTkUwOTzPpo7XqjL7O8pReWATimEWH5sCR%2FBRxQYmfjNl1NN5BikdnRhVGKjFciVSz9Rw%3D%3D%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3D352514ade3e7b4ee053b6ea5bad5fcce5ace92da,,,/signon/pages/Error.jsp?message=expired,
beta.vacations.united.com,,200,139,beta.vacations.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",beta.vacations.united.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d8dc80fc3e80e3c5b9322b85638c1f53,9ca933f67490d8feb9551ee4dc278c47a37bdd53daf90dc7def820f1a5060484,ctls,beta.vacations.united.com,443,https://beta.vacations.united.com:443,https,cloudflare,GET,104.18.16.8,/,782567373,2606:4700::6812:1108,Microsoft ASP.NET:4.0.30319,10,False,,text/html,,https://beta.vacations.united.com/Error?errortypeid=0,cloudflare,True,,
bigpanda-csmc-apicalls.united.com,Error,503,176,bigpanda-csmc-apicalls.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c26517b3be846ca38a7a49e6208eb31,ada4dc32b3873e8ead47f9f7b04a2c5554dba28b8b4ad8fae04114d02ea19e90,ctls,bigpanda-csmc-apicalls.united.com,443,https://bigpanda-csmc-apicalls.united.com:443,https,AkamaiGHost,GET,104.126.37.145,/,-643789931,104.126.37.138,,5,False,True,text/html,,,,,,
bigpanda-ndc-apicalls.united.com,,500,,bigpanda-ndc-apicalls.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c26517b3be846ca38a7a49e6208eb31,ada4dc32b3873e8ead47f9f7b04a2c5554dba28b8b4ad8fae04114d02ea19e90,ctls,bigpanda-ndc-apicalls.united.com,443,https://bigpanda-ndc-apicalls.united.com:443,https,,GET,23.53.43.139,/,-1840324437,23.53.43.136,IBM DataPower,1,False,True,text/xml,,,,,,
biometric-pdpgw.united.com,,500,428,biometric-pdpgw.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c26517b3be846ca38a7a49e6208eb31,ada4dc32b3873e8ead47f9f7b04a2c5554dba28b8b4ad8fae04114d02ea19e90,ctls,biometric-pdpgw.united.com,443,https://biometric-pdpgw.united.com:443,https,,GET,23.53.43.139,/,-1460751601,23.53.43.136,IBM DataPower,1,False,True,application/json,,,,,,
biometric-sdpgw.ual.com,,401,514,biometric-sdpgw.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,biometric-sdpgw.ual.com,443,https://biometric-sdpgw.ual.com:443,https,,GET,23.212.202.113,/,-1840324437,23.212.202.113,IBM DataPower,1,False,True,application/json,,,,,,
boardingpass.ual.com,,200,,boardingpass.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-07T07:03:45Z,2023-11-08T07:03:45Z,CN=*.phenompeople.com,*.phenompeople.com,,phenompeople.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",6ea74da0e08d0823199663b7fb096600,30e051f5d0fdc833abb3eb9f04926324508403f4cc82c676ad7373bfc8916c0a,ctls,boardingpass.ual.com,443,https://boardingpass.ual.com:443,https,,GET,54.224.128.141,/,190856733,34.227.50.52,,1,False,True,text/html,True,,,,,
brand.ual.com,Not Found,404,287,brand.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,brand.ual.com,443,https://brand.ual.com:443,https,dmzpres-proxy,GET,23.212.202.113,/,-1071963290,23.212.202.113,HSTS,2,False,True,text/html,,,,,,
business2.united.com,,200,1398,business2.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-24T00:00:00Z,2024-08-23T23:59:59Z,"CN=business2.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",business2.united.com,"United Airlines, Inc.",business2.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ef41758a0f5d695356437e112107e5b2,c7494f0138471bb50b7f5703b11148ed6924808ceb6a2dc730e00bf0452deb16,ctls,business2.united.com,443,https://business2.united.com:443,https,sfdcedge,GET,85.222.140.10,/,1433417005,85.222.140.13,HSTS,47,False,,text/html,,https://business2.united.com/u4b/s/,,,,
businesstravel.united.com,Homepage Redirect | United Airlines,200,60722,businesstravel.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=businesstravel.united.com,businesstravel.united.com,,businesstravel.united.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9d3dfe9b6a932b9ba78ddb819b6b1aaf,6ce2707c74beabad1d180480008939bf687d8e278fc41bcc7108758b2e9cd3f7,ctls,businesstravel.united.com,443,https://businesstravel.united.com:443,https,nginx,GET,54.221.237.9,/,149922285,54.243.234.79,Nginx,2165,False,,text/html,,,,,,
bynder.ual.com,United Login,200,5049,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://bynder.ual.com:443,https,Oracle-HTTP-Server,GET,108.138.7.84,/,-1840324437,2600:9000:2490:6e00:1f:1e8e:d200:93a1,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com/oamfed/idp/samlv20?redirectionURI=https%3A%2F%2Fbynder.ual.com%2Fsso%2FSAML%2Fauthenticate%2F&target=https%3A%2F%2Fbynder.ual.com%2Fsso%2FSAML%2Fauthenticate%2F&RelayState=A189E5F8-C2AC-4BF8-B3BF030325160092&SAMLRequest=nZJRT8IwFIX%2FytL3rVsRhAZIBkgkQV0AffDFlO0CTbZ29nYo%2F95uKJKoPPjW3N57zndu20dR5CWPK7tTC3itAK33XuQKeXMxIJVRXAuUyJUoALlN%2BTK%2Bm3MWhLw02upU58SbTQbkJY66vZv2tOuPWTz2r0buNGqNpmErbLF21AnDHiPeExiUWg2IE3BziBXMFFqhrCuFrOWH1z7rrkLG2xGPOs%2FEmzgmqYRtpnbWlsgpRblVWgWVyINUF1SLYgMZlVlJa%2B49c9rJJ91Iqkyq7eUo62MT8tvVKvGTh%2BWKeDEimNp2rBVWBZglmL1M4XEx%2FwZZH1QG5gSCqGktSoXbKCgrU2GBkmG%2FxuJNXHO24MtQ4guADH%2B369Mz2aNHye%2BdzmyS6FymBy%2FOc%2F02NuAoBsSaCsh%2FnneqTSHs391REDUVmfmbppVXCktI5UZC5sLTn2Sn4vnXG34A,cloudfront,True,/signon/pages/Error.jsp?message=expired,
c3.ual.com,Invalid URL,400,209,,,,,,,,,,,,,,,,,,,,80,http://c3.ual.com:80,http,AkamaiGHost,GET,23.53.43.136,/,-1530237226,23.53.43.139,,8,False,,text/html,,,,,,
cardmemberoffers.united.com,503 Service Temporarily Unavailable,503,162,cardmemberoffers.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T00:00:00Z,2024-03-26T23:59:59Z,"CN=cardmemberoffers.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",cardmemberoffers.united.com,"United Airlines, Inc.",www.cardmemberoffers.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,251812b84a92b85d425df0f27669715d,2dc38b585d28784ffb20d7264109804b945ace46d0fa45b40567ceca79355f58,ctls,cardmemberoffers.united.com,443,https://cardmemberoffers.united.com:443,https,awselb/2.0,GET,54.201.230.206,/,1862162275,54.201.230.206,,7,False,,text/html,,,,,,
careers.united.com,Careers at United Airlines | United Airlines jobs,200,685548,careers.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-09-14T00:00:00Z,2023-10-15T23:59:59Z,"CN=careers.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",careers.united.com,"United Airlines, Inc.",careers.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cc0f658654ea0112d71045d4031655aa,fbf4fc361e988a3596246aca82f39d976f0874d9d8b082c2c0a8c0ca14412472,ctls,careers.united.com,443,https://careers.united.com:443,https,,GET,54.236.144.209,/,1654018811,3.234.99.123,Scala,5835,False,,text/html,,https://careers.united.com/us/en,,,,
cargoivr-sdp.auth.ual.com,,401,,cargoivr-sdp.auth.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-29T00:00:00Z,2024-06-28T23:59:59Z,"CN=wingtips.ual.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",wingtips.ual.com,United Airlines Inc,www.unitedcargo.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fa9a47a574639b0b6e37f94de9f5a7a7,f17c79084084c3b7e4eba9916db0021f616ec79028248f8d772cea494c6bf410,ctls,cargoivr-sdp.auth.ual.com,443,https://cargoivr-sdp.auth.ual.com:443,https,,GET,104.126.37.138,/,-1840324437,104.126.37.145,IBM DataPower,1,False,,,,,,,,
cargoivr-sndcdp2.auth.ual.com,,401,,cargoivr-sndcdp2.auth.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,cargoivr-sndcdp2.auth.ual.com,443,https://cargoivr-sndcdp2.auth.ual.com:443,https,,GET,23.215.22.102,/,-1840324437,23.215.22.102,IBM DataPower,1,False,True,,True,,,,,
cassstage.united.com,Error,503,175,cassstage.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-19T00:00:00Z,2024-03-19T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1341a09569140c26a6a22c8e8f20103a,0784424074d89d8a3d6b03f7517f4e43f6c13985221a9c865b630736eccb437f,ctls,cassstage.united.com,443,https://cassstage.united.com:443,https,AkamaiGHost,GET,23.37.39.17,/,1226248021,23.37.39.17,,5,False,True,text/html,,,,,,
cc.cruises.united.com,,200,212,cc.cruises.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-17T00:00:00Z,2023-12-18T23:59:59Z,"CN=cc.cruises.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",cc.cruises.united.com,"United Airlines, Inc.",cc.cruises.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f5819dd1fdc479728558f94565e42196,d3797df312c38979361af58ce8934c602110bc1710842479919609416919ec21,ctls,cc.cruises.united.com,443,https://cc.cruises.united.com:443,https,,GET,45.60.121.26,/,-1290525032,45.60.121.26,Imperva,8,False,,text/html,,,incapsula,True,,
ccs.ual.com,CCS Login,200,19182,ccs.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-16T00:00:00Z,2024-03-14T23:59:59Z,"CN=empops.ual.com, O=United Airlines Inc., L=Chicago, ST=Illinois, C=US",empops.ual.com,United Airlines Inc.,unitedairlines.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,acc0f86ce9d448f805535094c2f3a330,cf7a63e4fbf213e14e7796dbe406cfd2c94b55a094b60afb519e868cc2893b3c,ctls,ccs.ual.com,443,https://ccs.ual.com:443,https,,GET,23.212.202.175,/,-1878531837,23.212.202.175,Microsoft ASP.NET,394,False,,text/html,,https://ccs.ual.com/CCS/default.aspx,,,,
cdn-ft-dr.ual.com,Microsoft Azure Web App - Error 404,404,2667,cdn-ft-dr.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,cdn-ft-dr.ual.com,443,https://cdn-ft-dr.ual.com:443,https,,GET,23.212.202.113,/,387302845,23.212.202.113,,87,False,True,text/html,,,,,,
cdn-ft-prod.ual.com,,200,36,cdn-ft-prod.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,cdn-ft-prod.ual.com,443,https://cdn-ft-prod.ual.com:443,https,,GET,23.215.22.102,/,-1103538105,23.215.22.102,Microsoft ASP.NET,7,False,True,text/html,,,,,,
