input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,content_type,tls_mismatched,final_url,cdn_name,cdn,csp_domains_,tls_self_signed
pndcapigw.ual.com,,401,514,pndcapigw.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-18T00:00:00Z,2024-05-13T23:59:59Z,"CN=pndcapigw.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",pndcapigw.ual.com,"United Airlines, Inc.",pndcapigw.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8bc37a308263a9a9c493adc6a9752c25,c8d22d78531797f8582e56111e2c667c3a87d54b16f0272a68528ada0276484f,ctls,pndcapigw.ual.com,443,https://pndcapigw.ual.com:443,https,,GET,161.215.211.11,/,-1265826835,161.215.211.11,IBM DataPower,1,False,,application/json,,,,,,
pndcapigw2.ual.com,,404,,pndcapigw2.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-03T00:00:00Z,2023-09-03T23:59:59Z,"CN=pualdpauth2.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",pualdpauth2.ual.com,"United Airlines, Inc.",pndcapigw2.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2152a40104b1aaecf02571a205b677ed,90aeb61460642cd421c1e7c12a48305617e32bc6440558db92d2aa2530050852,ctls,pndcapigw2.ual.com,443,https://pndcapigw2.ual.com:443,https,,GET,161.215.211.32,/,-1840324437,161.215.211.32,IBM DataPower,1,False,,,,,,,,
pndcapisvc2-beta.ual.com,,401,105,pndcapisvc2-beta.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,pndcapisvc2-beta.ual.com,443,https://pndcapisvc2-beta.ual.com:443,https,,GET,23.212.202.113,/,-1328721946,23.212.202.113,IBM DataPower,1,False,True,application/json,,,,,,
pndceocsvcs.ual.com,,500,270,pndceocsvcs.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,pndceocsvcs.ual.com,443,https://pndceocsvcs.ual.com:443,https,,GET,23.36.233.16,/,232894456,23.36.233.16,IBM DataPower,2,False,True,text/xml,,,,,,
prefoxtms-authsvc.ual.com,,500,,prefoxtms-authsvc.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,prefoxtms-authsvc.ual.com,443,https://prefoxtms-authsvc.ual.com:443,https,,GET,23.215.22.102,/,-1840324437,23.215.22.102,IBM DataPower,1,False,True,text/xml,,,,,,
prendcapigw.ual.com,,404,,prendcapigw.ual.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,,2023-07-20T00:00:00Z,2024-07-29T23:59:59Z,"CN=prendcapiauth.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",prendcapiauth.ual.com,"United Airlines, Inc.",prendcapigw.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5aa8790a0ae3851ee4d064d3b1470c8f,cffba4e104d5c794a4fa0790c7c1b985ab963092e4ab5b92908a0e0b7e82804e,ctls,prendcapigw.ual.com,443,https://prendcapigw.ual.com:443,https,,GET,161.215.211.38,/,-1840324437,161.215.211.38,IBM DataPower,1,False,,,,,,,,
preprod-cardmemberoffers.united.com,503 Service Temporarily Unavailable,503,162,preprod-cardmemberoffers.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-17T00:00:00Z,2024-04-04T23:59:59Z,"CN=*.lacek.net, O=The Ogilvy Group\, LLC, ST=New York, C=US",*.lacek.net,"The Ogilvy Group, LLC",lacek.net,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a11d172e07a0287e1da1ffa0c5b38fa0,e55124e56255428e927b30f540226770686f76ffe21c036595e6b70f31aa9a6a,ctls,preprod-cardmemberoffers.united.com,443,https://preprod-cardmemberoffers.united.com:443,https,awselb/2.0,GET,44.241.62.71,/,1862162275,44.241.62.71,,7,False,True,text/html,True,,,,,
preprod2.united.com,Access Denied,401,269,preprod2.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c26517b3be846ca38a7a49e6208eb31,ada4dc32b3873e8ead47f9f7b04a2c5554dba28b8b4ad8fae04114d02ea19e90,ctls,preprod2.united.com,443,https://preprod2.united.com:443,https,AkamaiGHost,GET,23.53.43.162,/,-834973383,23.53.43.161,HSTS,10,False,True,text/html,,,,,,
promotions.united.com,Service Unavailable,503,268,promotions.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-19T00:00:00Z,2024-03-19T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Arlington Heights, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1341a09569140c26a6a22c8e8f20103a,0784424074d89d8a3d6b03f7517f4e43f6c13985221a9c865b630736eccb437f,ctls,promotions.united.com,443,https://promotions.united.com:443,https,AkamaiGHost,GET,23.212.221.59,/,1234362988,23.212.221.59,,9,False,True,text/html,,,,,,
pualaki-refoxtms-authsvc.ual.com,,500,,pualaki-refoxtms-authsvc.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-02T00:00:00Z,2024-03-21T23:59:59Z,"CN=prefoxtms-authsvc.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",prefoxtms-authsvc.ual.com,"United Airlines, Inc.",prefoxtms-enfsvc.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,71268695425c5d145171898badc086d0,67782db29d52f006cf718295e77c9a3e56e309cdd811b0b387074a32023ed1ef,ctls,pualaki-refoxtms-authsvc.ual.com,443,https://pualaki-refoxtms-authsvc.ual.com:443,https,,GET,161.215.211.44,/,-1840324437,161.215.211.44,IBM DataPower,1,False,,text/xml,True,,,,,
qa.csr.united.com,,403,243,qa.csr.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-05T00:00:00Z,2024-07-05T23:59:59Z,"CN=csr.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",csr.united.com,"United Airlines, Inc.",qa.csr.united.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,06475c2fceede7d7123417d8bab56ee6,3bebd51d7216e443bddd1bb26d55493299224c8da324fc695a8d5efb39cdd89c,ctls,qa.csr.united.com,443,https://qa.csr.united.com:443,https,AmazonS3,GET,18.66.147.90,/,1112916504,18.66.147.102,Amazon Web Services,2,False,,application/xml,,,cloudfront,True,,
qacars.united.com,"United Airlines - Airline Tickets, Travel Deals and Flights",200,44854,qacars.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-30T00:00:00Z,2023-09-05T23:59:59Z,"CN=s6.ct.cartrawler.com, O=ETRAWLER UNLIMITED COMPANY, L=Dublin, C=IE",s6.ct.cartrawler.com,ETRAWLER UNLIMITED COMPANY,qacars.mileageplus.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,9a86115c6f9687ce10fef402a2f5176b,259c4c025b766610395c054def0d7f8406de35768796d7b9e448dcebfda7f050,ctls,qacars.united.com,443,https://qacars.united.com:443,https,ECS (lhb/631D),GET,68.232.35.105,/,897317017,68.232.35.105,HSTS,566,False,,text/html,,,,,,
qualityfirstprod-tmp.ual.com,,500,78,qualityfirstprod-tmp.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T00:00:00Z,2024-03-26T23:59:59Z,"CN=qualityfirstprod-tmp.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",qualityfirstprod-tmp.ual.com,"United Airlines, Inc.",qualityfirstprod-tmp.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,2fdafeec2ab53e8f5fc6a0da18ee6cb1,6b1de50fa43274f0205f3ef6a703874b295a933db240c81d04238af99d6f18fe,ctls,qualityfirstprod-tmp.ual.com,443,https://qualityfirstprod-tmp.ual.com:443,https,Microsoft-IIS/10.0,GET,161.215.211.86,/,1772087922,161.215.211.86,Windows Server,6,False,,text/html,,https://qualityfirstprod-tmp.ual.com/Admin/Security/LogOn?ReturnUrl=%2f,,,,
qualityfirststage-tmp.ual.com,Not Found,404,315,qualityfirststage-tmp.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-10T17:54:39Z,2024-05-09T17:54:39Z,"CN=qualityfirststage.ual.com, OU=Technology, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",qualityfirststage.ual.com,United Airlines Inc,qualityfirststage.ual.com,"CN=United Airlines Inc Corp1, O=United Airlines, C=US",United Airlines Inc Corp1,United Airlines,eb250683b06f01909bfc2279b2ad52c8,16081b7dab90047d3abeecd29ac6a2f022802670b4f95821f8443b23dbb3c0cf,ctls,qualityfirststage-tmp.ual.com,443,https://qualityfirststage-tmp.ual.com:443,https,Microsoft-HTTPAPI/2.0,GET,161.215.212.86,/,225052475,161.215.212.86,Microsoft HTTPAPI:2.0,7,False,,text/html,True,,,,,
qualys.ual.com,United Login,200,5049,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://qualys.ual.com:443,https,Oracle-HTTP-Server,GET,23.212.202.113,/,-887338679,23.212.202.113,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3DA7cTqMgMegZHedQly73ZH4XMvZB4mPf3yhneUpYgCEWZT%2FxgNFP2nW%2FfcB7Zv7CcvQCmcTm0eSjK%2B9sujQw4Hth1FQ%2BwywJXfnxLpa%2Fa5TFUURcZk3JZN7WuJUhMfvwHtQDuGb9UT%2BJ7IQq8LIeVTDA96697gMw41nAI%2FaSFoZ1EZTOeZa55JwrwdAj1hZlwTkPBaoParDYXnYz2FJ5bsxiUTMIUIH6Gli683iyCYqoGV%2Bwho4bD4IERqxPMkcXw%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3Dc419e425dcb15627764ac3d9df7b1f96b3543892,,,/signon/pages/Error.jsp?message=expired,
remotectx.ual.com,Citrix Gateway,200,2450,remotectx.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-05T00:00:00Z,2024-07-02T23:59:59Z,"CN=remotectx.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",remotectx.ual.com,"United Airlines, Inc.",remotectx.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,dabc1b887f5343858f09ac947628f1b4,ed94be082847f6acf9f2af32d1ced6f1232894412ce63d988e6bfbbfa888053e,ctls,remotectx.ual.com,443,https://remotectx.ual.com:443,https,Apache,GET,209.87.118.80,/,12023395,209.87.118.80,HSTS,63,False,,text/html,,https://remotectx.ual.com/vpn/index.html,,,,
res.vacations.united.com,,200,212,res.vacations.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-06T00:00:00Z,2024-02-28T23:59:59Z,"CN=res.vacations.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",res.vacations.united.com,"United Airlines, Inc.",res.vacations.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c10998c5b6ac2378015d5cb2e531edd1,e961f84ada760566d8ff1438bccfaf4b4e51025329899ecdd6e95d70682ded7a,ctls,res.vacations.united.com,443,https://res.vacations.united.com:443,https,,GET,45.60.14.159,/,-842708678,45.60.14.159,Imperva,8,False,,text/html,,,incapsula,True,,
resvdi.ual.com,Citrix Gateway,200,2450,resvdi.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-13T00:00:00Z,2024-08-12T23:59:59Z,"CN=resvdi.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",resvdi.ual.com,"United Airlines, Inc.",resvdi.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,624c32e193f0ed33c97c4d1a99bc6a27,ece639dbce139c423defae1309b5656b8012bcd92f78a323ef93191ffaa3eeff,ctls,resvdi.ual.com,443,https://resvdi.ual.com:443,https,Apache,GET,209.87.118.98,/,12023395,209.87.118.98,HSTS,63,False,,text/html,,https://resvdi.ual.com/vpn/index.html,,,,
rewardsplus.united.com,United MileagePlus | Marriott Bonvoy,200,1502,marriottbonvoy.unitedmileageplus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-02T00:00:00Z,2024-04-30T23:59:59Z,"CN=unitedmileageplus.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",unitedmileageplus.com,"Cloudflare, Inc.",unitedmileageplus.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6746ac548ac20831e87703f768706b32,9f182e2b1e945065fb6b5dbaa7615c3f94d59b0e67ce3d2f79233ba5d16950f4,ctls,marriottbonvoy.unitedmileageplus.com,80,http://rewardsplus.united.com:80,http,cloudflare,GET,161.215.209.23,/,1781148475,161.215.209.23,Cloudflare,1,False,True,text/html,,https://marriottbonvoy.unitedmileageplus.com/,,,,
rwebgate.ual.com,HTTP Status 404 – Not Found,404,431,rwebgate.ual.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,"CN=rwebgate.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",rwebgate.ual.com,"United Airlines, Inc.",rwebgate.ual.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,09774833a356e039fcc10d4f730147a4,78de0c3e5f5a94900559407306ceaebdcaa22b81205baf8404657f79f488baed,ctls,rwebgate.ual.com,443,https://rwebgate.ual.com:443,https,,GET,216.136.1.40,/,-230353730,12.169.195.40,,1,False,,text/html,,,,,,
sales.ual.com,United Login,200,5044,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://sales.ual.com:443,https,Oracle-HTTP-Server,GET,23.215.22.102,/,-521568850,23.215.22.102,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3Dt%2BHrZvf8Lf907WyYJ%2BLuYAat9%2BvluXfDxvn4Fv%2FKXmmkBUht8d%2BY24Dgu2XHmhfUf6FKVGyloOHAO9vfqhn6wyzlfRiswZpuZTPD2qbCrA7u%2F96lYLuMOBf%2BP97W6ReWeuG5KKI5jZV%2FX4DbdYcMiWD%2Bk3HlS%2F1GhEtFiFMcw57Z1TTQxCulGOThAptaNrJ0Z2J13I093cHTN%2BvS23VaSNHO8bNLN%2B4nqhsTnOToe%2FyNJuUDOa7KQXnP4ra5BNmF%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3De842c8cba5819e0134384cfd93595fe0efe5079a,,,/signon/pages/Error.jsp?message=expired,
salesuat.united.com,Login | Salesforce,200,11200,test.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-20T00:00:00Z,2024-04-18T23:59:59Z,"CN=test.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",test.salesforce.com,"salesforce.com, inc.",test.cloudforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94f539329e6106840d492e6759aa702a,5264b97f262d29e052958e9730c168eec055ea457ec3778b6744655211b71b89,ctls,test.salesforce.com,443,https://salesuat.united.com:443,https,,GET,136.146.16.41,/,1433417005,136.146.31.41,HSTS,24,False,,text/html,,https://test.salesforce.com,,,,
scollabapiauth.ual.com,Error,503,175,scollabapiauth.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,scollabapiauth.ual.com,443,https://scollabapiauth.ual.com:443,https,AkamaiGHost,GET,184.30.134.180,/,-1131505613,184.30.134.180,,5,False,True,text/html,,,,,,
scollabapigw.united.com,Error,503,176,scollabapigw.united.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=united.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",united.com,United Airlines Inc,*.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4c26517b3be846ca38a7a49e6208eb31,ada4dc32b3873e8ead47f9f7b04a2c5554dba28b8b4ad8fae04114d02ea19e90,ctls,scollabapigw.united.com,443,https://scollabapigw.united.com:443,https,AkamaiGHost,GET,23.53.43.136,/,-1365004260,23.53.43.139,,5,False,True,text/html,,,,,,
securemail.united.com,,403,10,securemail.united.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=securemail.united.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",securemail.united.com,"United Airlines, Inc.",securemail.united.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b7a43aaac5dd0404b5444c908d1b1bcd,50de85bd8e3a36802504f05a818d485289684be572a6a7e8b2d0ef0a4660a0a0,ctls,securemail.united.com,443,https://securemail.united.com:443,https,,GET,67.231.145.22,/,942678640,67.231.145.22,HSTS,1,False,,text/html,,,,,,
seismic.ual.com,United Login,200,5048,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://seismic.ual.com:443,https,Oracle-HTTP-Server,GET,23.212.202.113,/,-1570578631,23.212.202.113,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3DCxSMfaAHQnEExeKpnDxIIUmmCD8%2BfI36qzBPSqnD3aedCJXibU5hQz%2BEyQbeLHwscyq%2FGRlwqNFsfs1wp6DS8m9F3L2stAqzHXu%2FcJZEbT3PJyOeTvGlIZ9od0vtGWuwbHbhUNobKctNrOYWXXMV97Z2caXzAaM1cGMD9QpbgS1s%2BeBkc6MB4zdBSDf%2BFPRDTKahBrlvWmEXhd0Ka6yFm4X63Aq3dveByypFRtuvlQ391038zA6q2%2Ftc5bxcoitWovBxX%2F0lzRGPEijeWBWmVg%3D%3D%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3Dd3fc3dae80d3d515ef9a08285169d97671056831,,,/signon/pages/Error.jsp?message=expired,
servicenow.ual.com,United Login,200,5044,signon.ual.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-01T00:00:00Z,2023-12-03T23:59:59Z,"CN=*.ual.com, O=United Airlines Inc, L=Chicago, ST=Illinois, C=US",*.ual.com,United Airlines Inc,ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,10ea5833c08b719a595cd6d97fef8db0,c6c1528843840448c868ef0171a5167684469b0b635594b3b93ca5b71ff27abc,ctls,signon.ual.com,443,https://servicenow.ual.com:443,https,Oracle-HTTP-Server,GET,23.212.202.113,/,1517903077,23.212.202.113,Oracle HTTP Server,135,False,True,text/html,,https://signon.ual.com:443/oam/server/obrareq.cgi?encquery%3DWf8CU2uxTrRw0O9b3N69V%2BtcSDJq2BqyC04I4ErYp6BOERxiiDb%2Bfi22kICN7KipDe1iSrDpJA%2BlT97a7MOOnpS6wB%2BTo075SwX6%2B65yTwGy5XBrNi4oMBtrK%2FII6CqgfOktvsiRvNS5CidZwGz1E%2FKeSIaS%2F%2FILIpCRI9UDbnOsvv2ZapMJ0hgSp3v8wV3AEb80s%2FtpWFUcG6zRntO2tUR4IIx5ykR6NGEq6UnlmnXH%2BoBtnSvyQMr8Y7t4ts1qJVR%2BFFH1Kin79AmzxkcVpg%3D%3D%20agentid%3Dotd-webgate%20ver%3D1%20crmethod%3D2%26cksum%3De9f5a6bf5db9f08369b136e868f7795ff92b79c6,,,/signon/pages/Error.jsp?message=expired,
shortlinks.ual.com,Admin,200,15419,shortlinks.ual.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-03-29T23:59:59Z,"CN=shortlinks.ual.com, O=United Airlines\, Inc., L=Chicago, ST=Illinois, C=US",shortlinks.ual.com,"United Airlines, Inc.",shortlinks.ual.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,35fb144aa66df8f6ff09d432c3951ee8,9583c83ca9760af806d553196df921451644c1e375f7c929bc1a00b3b2ef0378,ctls,shortlinks.ual.com,443,https://shortlinks.ual.com:443,https,AmazonS3,GET,52.222.236.33,/,398175265,2600:9000:223e:5000:17:da3:5680:93a1,Amazon Web Services,344,False,,text/html,,,cloudfront,True,,
signatures.united.com,,200,45,signatures.united.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-07T19:22:38Z,2023-10-05T19:22:37Z,CN=signatures.united.com,signatures.united.com,,signatures.united.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,877607aaee4443189de12c59917f6a99,8926ce3843d5e04600b8b4a6567a24cd7a5632ed752f0442b5f693b4e077fc10,ctls,signatures.united.com,443,https://signatures.united.com:443,https,,GET,54.147.27.151,/,1375805447,34.233.65.204,HSTS,1,False,,text/plain,,,,,,
