new,host,soa,txt,status_code,a,cdn,cdn-name,aaaa,cname,caa,ns,mx
,us962.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,us964.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,us965.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,us966.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,us973.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,verizon.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.50.74, 104.17.49.74",True,cloudflare,,,,,
,video.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,visit.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.49.74, 104.17.50.74",True,cloudflare,,,,,
,vm-ar1.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-ar10.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-ar12.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-ar13.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-ar14.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-ar9.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-au103.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,vm-az2.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-az3.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vm-nl113.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,,,,
,vm-pl13.prod.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,194.99.105.231,,,,,,,
,vn10.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vn19.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,125.212.220.54,,,,,,,
,vn21.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,125.212.220.6,,,,,,,
,vn22.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,125.212.220.41,,,,,,,
,vpn-lt.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,vpn-se1.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,www.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,"104.17.50.74, 104.17.49.74",True,cloudflare,,,"digicert.com, sectigo.com",,
,youtube.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,za30.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,za50.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,za9.nordvpn.com,"lily.ns.cloudflare.com, dns.cloudflare.com",v=spf1 -all,NOERROR,,,,,,,,
,zendesk1.nordvpn.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,"162.159.138.6, 162.159.128.7",True,cloudflare,,mail1.zendesk.com,,,mail.zendesk.com
,zendesk2.nordvpn.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,"162.159.138.6, 162.159.128.7",True,cloudflare,,mail2.zendesk.com,,,mail.zendesk.com
,zendesk3.nordvpn.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,,True,cloudflare,,mail3.zendesk.com,,,mail.zendesk.com
,zendesk4.nordvpn.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",v=spf1 include:_netblocks.zdsys.com ~all,NOERROR,"162.159.138.6, 162.159.128.7",True,cloudflare,,mail4.zendesk.com,,,mail.zendesk.com
