new,host,a,cname,soa,status_code,ns,aaaa,cdn,cdn-name,txt,mx,caa
,entreprises.dev.buffer.com,"52.204.84.145, 52.54.124.215, 54.145.245.164, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ep-tool.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eriis-diary.dev.buffer.com,"52.54.124.215, 52.86.92.6, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,erpalt.dev.buffer.com,"52.54.124.215, 52.204.84.145, 54.145.245.164, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,error-accept-archivecorp.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.204.84.145, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,error-authdefault.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,error-dev-assets-postmanbackups-www-test.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,error-monitorusers.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,error-oceaniaww.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.86.92.6, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,erroraws-miembrostunnel-mx.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,errordevalpha.dev.buffer.com,,a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,errorna.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,errorv2monitoring.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,errorwww0-v2.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,es-mg5.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,et-2-1-5.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eth-5-11-bas-1-apg.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eth-5-19-bas-1-apg.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.204.84.145, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,etpaix1.dev.buffer.com,"52.204.84.145, 54.145.245.164, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eu-accept-archivecorp.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,eu-central-1.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eu-stage.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-126-108-45.dev.buffer.com,"52.204.84.145, 52.86.92.6, 52.54.124.215, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-126-118-2.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-126-247-43.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-126-56-64.dev.buffer.com,"52.204.84.145, 52.86.92.6, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-126-80-11.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-127-113-96.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eur-p-gen-6-127-80-87.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,europe-mock.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.204.84.145, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eurwbn-134-232-176-37.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.204.84.145, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,euwe-intl.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,euwproduction.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,evidence.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ew11sa.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,examplesdns.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,exchange-examplesbackup-meet-git.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,exchange-mysqlbackups-www-test.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,explore.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,exsmli01.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,extbasicnap02.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,externaleva01.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,eyebankthai.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,f-log-csp.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fab2-1-gdc.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fabrykazdrowia-stalowawola.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,fagottino.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.204.84.145, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,famd15-1.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fapyd.dev.buffer.com,"52.204.84.145, 54.145.245.164, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,faq.buffer.com,"104.16.140.52, 104.16.141.52",,"dom.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700::6810:8c34, 2606:4700::6810:8d34",True,cloudflare,,,
,fastimage.buffer.com,"104.16.140.52, 104.16.141.52",,"dom.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700::6810:8d34, 2606:4700::6810:8c34",True,cloudflare,,,
,fat-zebra.dev.buffer.com,"52.86.92.6, 52.54.124.215, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fatsoma.dev.buffer.com,"52.204.84.145, 52.86.92.6, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fcic.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,federal-dev-dallas.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,feedback-internal.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,feedback-service.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,feedback.buffer.com,"104.16.141.52, 104.16.140.52",,"dom.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,"2606:4700::6810:8c34, 2606:4700::6810:8d34",True,cloudflare,,,
,fgcu.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,fgyn12-1.dev.buffer.com,"52.86.92.6, 52.204.84.145, 52.54.124.215, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fh7tx5.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,file4.dev.buffer.com,"52.86.92.6, 52.204.84.145, 52.54.124.215, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,files-database-officebackups-domain.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,final.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fireeye2.dev.buffer.com,"52.86.92.6, 52.54.124.215, 54.145.245.164, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,first-data.dev.buffer.com,"52.86.92.6, 52.204.84.145, 52.54.124.215, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fisica3.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fkul19-1.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,flaska.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fms8.dev.buffer.com,"52.54.124.215, 52.204.84.145, 54.145.245.164, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,fontforge.dev.buffer.com,"52.54.124.215, 52.204.84.145, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,foo.dev.buffer.com,"52.204.84.145, 52.86.92.6, 52.54.124.215, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,foresight.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.86.92.6, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,forestandtale.dev.buffer.com,"52.54.124.215, 52.86.92.6, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,forgot.dev.buffer.com,,a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,forkmen.dev.buffer.com,"52.86.92.6, 54.145.245.164, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,forum-origin-e-signistrator-hermes.dev.buffer.com,"52.54.124.215, 54.145.245.164, 52.204.84.145, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fr2p-ctxfsv-01.dev.buffer.com,"52.54.124.215, 52.86.92.6, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fra02-prd-agg-02a.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fra02-prd-dnxmisc-01a.dev.buffer.com,"54.145.245.164, 52.86.92.6, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fra02-prd-esmasdata-01a.dev.buffer.com,"54.145.245.164, 52.86.92.6, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fra02-prd-mrap-01a.dev.buffer.com,"52.86.92.6, 52.204.84.145, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fra02-prd-zk-01e.dev.buffer.com,"52.204.84.145, 54.145.245.164, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,franklincountylossorg.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,freefire.dev.buffer.com,"52.204.84.145, 54.145.245.164, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,freight-plus.dev.buffer.com,"52.86.92.6, 52.54.124.215, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,froma.dev.buffer.com,"52.204.84.145, 52.86.92.6, 54.145.245.164, 52.54.124.215",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,front.dev.buffer.com,"54.145.245.164, 52.54.124.215, 52.86.92.6, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fsma.dev.buffer.com,"54.145.245.164, 52.86.92.6, 52.54.124.215, 52.204.84.145",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,fsoc1-1.dev.buffer.com,"52.54.124.215, 52.86.92.6, 52.204.84.145, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
,ft-mcmurray.dev.buffer.com,"54.145.245.164, 52.204.84.145, 52.54.124.215, 52.86.92.6",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,ftpmirror-my-oceania.dev.buffer.com,"52.204.84.145, 52.54.124.215, 52.86.92.6, 54.145.245.164",a2aa9117d068f4b00a7e0afd391bc55f-553729439.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
