new,host,ttl,a,cname,soa,status_code,ns,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa,mx,txt
[x],oauthalb.netgear.com,900,"54.154.45.209, 54.154.39.12",oauth-z1-ngprod-850518517.eu-west-1.elb.amazonaws.com,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,,,,,
[x],oauthdev.netgear.com,900,,d2h7nns59msxou.cloudfront.net,"{'name': 'd2h7nns59msxou.cloudfront.net', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2h7nns59msxou.cloudfront.net', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2h7nns59msxou.cloudfront.net', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1465.awsdns-55.org, ns-1812.awsdns-34.co.uk, ns-487.awsdns-60.com, ns-921.awsdns-51.net",True,cloudfront,"2600:9000:2449:7200:15:2160:e380:93a1, 2600:9000:2449:3000:15:2160:e380:93a1, 2600:9000:2449:800:15:2160:e380:93a1, 2600:9000:2449:dc00:15:2160:e380:93a1, 2600:9000:2449:6400:15:2160:e380:93a1, 2600:9000:2449:cc00:15:2160:e380:93a1, 2600:9000:2449:d800:15:2160:e380:93a1, 2600:9000:2449:5c00:15:2160:e380:93a1",,,,,
[x],oauthqa.netgear.com,1800,"108.138.64.95, 108.138.64.27, 108.138.64.22, 108.138.64.67, 205.251.192.202, 205.251.194.233, 205.251.197.45, 205.251.198.181",d2dd0wylszcapk.cloudfront.net,"{'name': 'd2dd0wylszcapk.cloudfront.net', 'ns': 'ns-202.awsdns-25.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1325.awsdns-37.org, ns-1717.awsdns-22.co.uk, ns-202.awsdns-25.com, ns-745.awsdns-29.net",True,cloudfront,"2600:9000:2449:1600:11:f521:e00:93a1, 2600:9000:2449:2600:11:f521:e00:93a1, 2600:9000:2449:3400:11:f521:e00:93a1, 2600:9000:2449:6000:11:f521:e00:93a1, 2600:9000:2449:e400:11:f521:e00:93a1, 2600:9000:2449:4c00:11:f521:e00:93a1, 2600:9000:2449:4e00:11:f521:e00:93a1, 2600:9000:2449:4600:11:f521:e00:93a1",,,,,
[x],ocapi-cep-poc.io.netgear.com,300,"18.164.68.76, 18.164.68.52, 18.164.68.102, 18.164.68.87",d1t28z4sog6f2z.cloudfront.net,"{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,True,cloudfront,"2600:9000:2491:7400:8:f7f0:76c0:93a1, 2600:9000:2491:8c00:8:f7f0:76c0:93a1, 2600:9000:2491:d000:8:f7f0:76c0:93a1, 2600:9000:2491:7200:8:f7f0:76c0:93a1, 2600:9000:2491:e000:8:f7f0:76c0:93a1, 2600:9000:2491:5000:8:f7f0:76c0:93a1, 2600:9000:2491:1000:8:f7f0:76c0:93a1, 2600:9000:2491:5400:8:f7f0:76c0:93a1",,,,,
[x],ocapi-ivr-qa.netgear.com,929,"52.222.214.111, 52.222.214.95, 52.222.214.94, 52.222.214.106",d1ailzaqkz3c7g.cloudfront.net,"{'name': 'd1ailzaqkz3c7g.cloudfront.net', 'ns': 'ns-884.awsdns-46.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1ailzaqkz3c7g.cloudfront.net', 'ns': 'ns-884.awsdns-46.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1ailzaqkz3c7g.cloudfront.net', 'ns': 'ns-884.awsdns-46.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1ailzaqkz3c7g.cloudfront.net', 'ns': 'ns-884.awsdns-46.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1441.awsdns-52.org, ns-150.awsdns-18.com, ns-1922.awsdns-48.co.uk, ns-884.awsdns-46.net",True,cloudfront,,,,,,
[x],ocapi-ivr-stg.netgear.com,900,"13.227.219.90, 13.227.219.40, 13.227.219.111, 13.227.219.129",doqyr1kqhay6j.cloudfront.net,"{'name': 'doqyr1kqhay6j.cloudfront.net', 'ns': 'ns-1454.awsdns-53.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'doqyr1kqhay6j.cloudfront.net', 'ns': 'ns-1454.awsdns-53.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,"2600:9000:2368:f200:1:5fa9:22c0:93a1, 2600:9000:2368:4200:1:5fa9:22c0:93a1, 2600:9000:2368:a400:1:5fa9:22c0:93a1, 2600:9000:2368:de00:1:5fa9:22c0:93a1, 2600:9000:2368:4a00:1:5fa9:22c0:93a1, 2600:9000:2368:4800:1:5fa9:22c0:93a1, 2600:9000:2368:2400:1:5fa9:22c0:93a1, 2600:9000:2368:e000:1:5fa9:22c0:93a1",,,,,
[x],ocapi-ivr.netgear.com,300,"108.156.60.70, 108.156.60.64, 108.156.60.66, 108.156.60.14",di0vn9v9tqqtx.cloudfront.net,"{'name': 'di0vn9v9tqqtx.cloudfront.net', 'ns': 'ns-443.awsdns-55.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'di0vn9v9tqqtx.cloudfront.net', 'ns': 'ns-443.awsdns-55.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'di0vn9v9tqqtx.cloudfront.net', 'ns': 'ns-443.awsdns-55.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'di0vn9v9tqqtx.cloudfront.net', 'ns': 'ns-443.awsdns-55.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1483.awsdns-57.org, ns-443.awsdns-55.com, ns-643.awsdns-16.net, ns-2016.awsdns-60.co.uk",True,cloudfront,,,,,,
[x],ocapi-loadtest.io.netgear.com,60,"18.245.31.80, 18.245.31.29, 18.245.31.16, 18.245.31.63, 205.251.192.91, 205.251.194.116, 205.251.196.234, 205.251.199.140",d67v8oa9q747o.cloudfront.net,"{'name': 'd67v8oa9q747o.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd67v8oa9q747o.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd67v8oa9q747o.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd67v8oa9q747o.cloudfront.net', 'ns': 'ns-1258.awsdns-29.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1932.awsdns-49.co.uk, ns-91.awsdns-11.com, ns-628.awsdns-14.net, ns-1258.awsdns-29.org",True,cloudfront,"2600:9000:266e:1000:19:ebf3:c500:93a1, 2600:9000:266e:7e00:19:ebf3:c500:93a1, 2600:9000:266e:c800:19:ebf3:c500:93a1, 2600:9000:266e:7200:19:ebf3:c500:93a1, 2600:9000:266e:6a00:19:ebf3:c500:93a1, 2600:9000:266e:5a00:19:ebf3:c500:93a1, 2600:9000:266e:8000:19:ebf3:c500:93a1, 2600:9000:266e:2a00:19:ebf3:c500:93a1",,,,,
[x],ocapi-payments-cres-stg-v2.netgear.com,1800,,dzzw1blmemxok.cloudfront.net,"{'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-521.awsdns-01.net, ns-1712.awsdns-22.co.uk, ns-1233.awsdns-26.org, ns-37.awsdns-04.com",True,cloudfront,,,,,,
[x],ocapi-payments-cres-stg.netgear.com,900,"52.222.169.35, 52.222.169.66, 52.222.169.96, 52.222.169.56",d3byrfzr4yu7zd.cloudfront.net,"{'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1329.awsdns-38.org, ns-1971.awsdns-54.co.uk, ns-352.awsdns-44.com, ns-843.awsdns-41.net",True,cloudfront,"2600:9000:275b:a800:f:3af9:7a40:93a1, 2600:9000:275b:d000:f:3af9:7a40:93a1, 2600:9000:275b:e200:f:3af9:7a40:93a1, 2600:9000:275b:c00:f:3af9:7a40:93a1, 2600:9000:275b:3400:f:3af9:7a40:93a1, 2600:9000:275b:4000:f:3af9:7a40:93a1, 2600:9000:275b:5c00:f:3af9:7a40:93a1, 2600:9000:275b:6a00:f:3af9:7a40:93a1",,,,,
[x],ocapi-payments-cres.netgear.com,55,"13.224.189.61, 13.224.189.95, 13.224.189.39, 13.224.189.117",d3pz21muvfs2hn.cloudfront.net,"{'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1224.awsdns-25.org, ns-1670.awsdns-16.co.uk, ns-879.awsdns-45.net, ns-122.awsdns-15.com",True,cloudfront,"2600:9000:262a:5a00:1e:b129:a6c0:93a1, 2600:9000:262a:1600:1e:b129:a6c0:93a1, 2600:9000:262a:a000:1e:b129:a6c0:93a1, 2600:9000:262a:8000:1e:b129:a6c0:93a1, 2600:9000:262a:9000:1e:b129:a6c0:93a1, 2600:9000:262a:d800:1e:b129:a6c0:93a1, 2600:9000:262a:1400:1e:b129:a6c0:93a1, 2600:9000:262a:dc00:1e:b129:a6c0:93a1",,,,,
[x],ocapi-payments-cresadmin.netgear.com,900,,,"{'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'netgear.com', 'ns': 'a1-189.akam.net', 'mailbox': 'hostmaster.akamai.com', 'serial': 1560989458, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,,,
[x],ocapi-payments-qa.netgear.com,900,"13.227.219.54, 13.227.219.47, 13.227.219.33, 13.227.219.44",d1bxvo4tlk0ucb.cloudfront.net,"{'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1827.awsdns-36.co.uk, ns-237.awsdns-29.com, ns-839.awsdns-40.net, ns-1304.awsdns-35.org",True,cloudfront,"2600:9000:2375:b800:2:849c:66c0:93a1, 2600:9000:2375:cc00:2:849c:66c0:93a1, 2600:9000:2375:9400:2:849c:66c0:93a1, 2600:9000:2375:6200:2:849c:66c0:93a1, 2600:9000:2375:2400:2:849c:66c0:93a1, 2600:9000:2375:d800:2:849c:66c0:93a1, 2600:9000:2375:e00:2:849c:66c0:93a1, 2600:9000:2375:600:2:849c:66c0:93a1",,,,,
[x],ocapi-payments-server-qa.netgear.com,1800,"3.161.82.55, 3.161.82.22, 3.161.82.99, 3.161.82.118",d1bxvo4tlk0ucb.cloudfront.net,"{'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1bxvo4tlk0ucb.cloudfront.net', 'ns': 'ns-1304.awsdns-35.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1304.awsdns-35.org, ns-1827.awsdns-36.co.uk, ns-237.awsdns-29.com, ns-839.awsdns-40.net",True,cloudfront,"2600:9000:250b:8400:2:849c:66c0:93a1, 2600:9000:250b:7c00:2:849c:66c0:93a1, 2600:9000:250b:9800:2:849c:66c0:93a1, 2600:9000:250b:3600:2:849c:66c0:93a1, 2600:9000:250b:1000:2:849c:66c0:93a1, 2600:9000:250b:6000:2:849c:66c0:93a1, 2600:9000:250b:9400:2:849c:66c0:93a1, 2600:9000:250b:aa00:2:849c:66c0:93a1",,,,,
[x],ocapi-payments-server-stg-v2.netgear.com,1800,"52.222.214.74, 52.222.214.87, 52.222.214.127, 52.222.214.54",dzzw1blmemxok.cloudfront.net,"{'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dzzw1blmemxok.cloudfront.net', 'ns': 'ns-521.awsdns-01.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,True,cloudfront,,,,,,
[x],ocapi-payments-server-stg.netgear.com,1800,"3.160.150.45, 3.160.150.68, 3.160.150.30, 3.160.150.98",d3byrfzr4yu7zd.cloudfront.net,"{'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3byrfzr4yu7zd.cloudfront.net', 'ns': 'ns-1971.awsdns-54.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-352.awsdns-44.com, ns-843.awsdns-41.net, ns-1329.awsdns-38.org, ns-1971.awsdns-54.co.uk",True,cloudfront,"2600:9000:278f:8400:f:3af9:7a40:93a1, 2600:9000:278f:e000:f:3af9:7a40:93a1, 2600:9000:278f:7000:f:3af9:7a40:93a1, 2600:9000:278f:7200:f:3af9:7a40:93a1, 2600:9000:278f:9800:f:3af9:7a40:93a1, 2600:9000:278f:8600:f:3af9:7a40:93a1, 2600:9000:278f:b000:f:3af9:7a40:93a1, 2600:9000:278f:6200:f:3af9:7a40:93a1",,,,,
[x],ocapi-payments-stg-2.netgear.com,550,,d3i0837dy476g1.cloudfront.net,"{'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}, {'name': 'cloudfront.net', 'ns': 'ns-418.awsdns-52.com', 'mailbox': 'hostmaster.cloudfront.net', 'serial': 1377556270, 'refresh': 16384, 'retry': 2048, 'expire': 1048576, 'minttl': 60}",NOERROR,,,,,,,,,
[x],ocapi-payments.netgear.com,60,"13.224.189.117, 13.224.189.95, 13.224.189.61, 13.224.189.39",d3pz21muvfs2hn.cloudfront.net,"{'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3pz21muvfs2hn.cloudfront.net', 'ns': 'ns-879.awsdns-45.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-122.awsdns-15.com, ns-1224.awsdns-25.org, ns-1670.awsdns-16.co.uk, ns-879.awsdns-45.net",True,cloudfront,,,,,,
[x],ocapi-qa.netgear.com,900,"13.227.219.49, 13.227.219.84, 13.227.219.59, 13.227.219.110",d1qjqhtxo2nfat.cloudfront.net,"{'name': 'd1qjqhtxo2nfat.cloudfront.net', 'ns': 'ns-67.awsdns-08.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1qjqhtxo2nfat.cloudfront.net', 'ns': 'ns-67.awsdns-08.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1qjqhtxo2nfat.cloudfront.net', 'ns': 'ns-67.awsdns-08.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-67.awsdns-08.com, ns-897.awsdns-48.net, ns-1179.awsdns-19.org, ns-1588.awsdns-06.co.uk",True,cloudfront,"2600:9000:223d:fe00:10:ea7:cd40:93a1, 2600:9000:223d:7000:10:ea7:cd40:93a1, 2600:9000:223d:7600:10:ea7:cd40:93a1, 2600:9000:223d:8600:10:ea7:cd40:93a1, 2600:9000:223d:a200:10:ea7:cd40:93a1, 2600:9000:223d:d200:10:ea7:cd40:93a1, 2600:9000:223d:f400:10:ea7:cd40:93a1, 2600:9000:223d:fc00:10:ea7:cd40:93a1",,,,,
[x],ocapi-qaspecial.netgear.com,900,"13.32.145.36, 13.32.145.96, 13.32.145.51, 13.32.145.79, 205.251.192.67, 205.251.195.129, 205.251.196.155, 205.251.198.52",d1qjqhtxo2nfat.cloudfront.net,"{'name': 'd1qjqhtxo2nfat.cloudfront.net', 'ns': 'ns-67.awsdns-08.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1qjqhtxo2nfat.cloudfront.net', 'ns': 'ns-67.awsdns-08.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1179.awsdns-19.org, ns-1588.awsdns-06.co.uk, ns-67.awsdns-08.com, ns-897.awsdns-48.net",True,cloudfront,"2600:9000:2038:b400:10:ea7:cd40:93a1, 2600:9000:2038:5200:10:ea7:cd40:93a1, 2600:9000:2038:a600:10:ea7:cd40:93a1, 2600:9000:2038:9200:10:ea7:cd40:93a1, 2600:9000:2038:5600:10:ea7:cd40:93a1, 2600:9000:2038:600:10:ea7:cd40:93a1, 2600:9000:2038:e200:10:ea7:cd40:93a1, 2600:9000:2038:de00:10:ea7:cd40:93a1",,,,,
[x],ocapi-server-stg.netgear.com,1306,"18.245.86.109, 18.245.86.31, 18.245.86.47, 18.245.86.92",d2uvg2vor51zog.cloudfront.net,"{'name': 'd2uvg2vor51zog.cloudfront.net', 'ns': 'ns-94.awsdns-11.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2uvg2vor51zog.cloudfront.net', 'ns': 'ns-94.awsdns-11.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2uvg2vor51zog.cloudfront.net', 'ns': 'ns-94.awsdns-11.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd2uvg2vor51zog.cloudfront.net', 'ns': 'ns-94.awsdns-11.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-2034.awsdns-62.co.uk, ns-571.awsdns-07.net, ns-94.awsdns-11.com, ns-1414.awsdns-48.org",True,cloudfront,,,,,,
