input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_
genieremote-qa.netgear.com,,404,9,genieremote-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-02-27T23:59:59Z,CN=genieremote-qa.netgear.com,genieremote-qa.netgear.com,genieremote-qa.io.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0066dddf17feaa3bef8a3e6cde1d7074,4a14bf794df763e549780144dd803e8ca4163f88d37239848ff09fb30502834b,ctls,genieremote-qa.netgear.com,cloudfront,443,https://genieremote-qa.netgear.com:443,https,awselb/2.0,text/plain,GET,52.222.236.49,/,-738705486,2600:9000:223e:c400:10:1cc5:cf00:93a1,Amazon Web Services,1,False,True,,,,,
genieremote.io.netgear.com,,404,,genieremote.io.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-04-15T23:59:59Z,CN=genieremote.netgear.com,genieremote.netgear.com,genieremote.io.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0e61017d8edefd69e9b86c16647ad94,53cefd99eb6a29f9e2c3b3193338e45b410fbe517714feb538476f9179380fe6,ctls,genieremote.io.netgear.com,cloudfront,443,https://genieremote.io.netgear.com:443,https,awselb/2.0,text/plain,GET,13.225.78.14,/,-1840324437,2600:9000:21f3:1400:17:2dc:2280:93a1,Amazon Web Services,1,False,True,,,,,
genieremote.netgear.com,,404,,genieremote.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-04-15T23:59:59Z,CN=genieremote.netgear.com,genieremote.netgear.com,genieremote.io.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0e61017d8edefd69e9b86c16647ad94,53cefd99eb6a29f9e2c3b3193338e45b410fbe517714feb538476f9179380fe6,ctls,genieremote.netgear.com,cloudfront,443,https://genieremote.netgear.com:443,https,awselb/2.0,text/plain,GET,13.225.78.103,/,-1840324437,2600:9000:21f3:4400:17:2dc:2280:93a1,Amazon Web Services,1,False,True,,,,,
genuine.netgear.com,Web Transfer Client,200,606,genuine.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-12T08:52:49Z,2024-01-11T08:52:49Z,"CN=genuine.netgear.com, O=Netgear Inc., L=San Jose, ST=California, C=US",genuine.netgear.com,genuine.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",d19f31d8a08454fcfe8e801b950775a2,b53e0877fba9af20b9f246c6dcb8991e6d82729d535788a54a0f5c665931f5ae,ctls,genuine.netgear.com,,443,https://genuine.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,34.230.159.105,/,328689454,34.230.159.105,Windows Server,6,False,,Netgear Inc.,,,https://genuine.netgear.com/ThinClient/WTM/public/index.html#/login,
glassbox.netgear.com,,200,256,glassbox.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,glassbox.netgear.com,,443,https://glassbox.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,11,False,,,True,,,
go.netgear.com,404 - File or directory not found.,404,1245,go.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=go.netgear.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",go.netgear.com,go.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d59914567bfca7c3af71f9e2228f7a1d,6cd3ac9eaa38acc2077f2de73e2a7b8f4a5b5491e15f118723d4ead951d9acc7,ctls,go.netgear.com,,443,https://go.netgear.com:443,https,,text/html,GET,13.111.144.11,/,1631801191,13.111.144.11,,30,False,,"SALESFORCE.COM, INC.",,,,
http.fw.updates1.netgear.com,,404,11,http.fw.updates1.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-21T23:59:59Z,"CN=www.downloads.netgear.com, O=NETGEAR\, INC, L=San Jose, ST=California, C=US",www.downloads.netgear.com,acdownload.netgear.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a77e990f7427618b0da5d1578d09108c,2469d9beb06f45f2ec27c486c1099c1c7c4112c7771f0334a819eb66eb4f033e,ctls,http.fw.updates1.netgear.com,,443,https://http.fw.updates1.netgear.com:443,https,AkamaiNetStorage,,GET,23.50.108.7,/,1864250944,23.50.108.7,,2,False,,"NETGEAR, INC",,,,
http.updates1.netgear.com,,200,,http.updates1.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-07-22T23:59:59Z,CN=http.updates1.netgear.com,http.updates1.netgear.com,http.updates1.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d3e680510aa090ed7bb49b3a9f0eae90,d1914dcdf8dfbba8c05dc3779845c612a29b6a7b360c305dc1bc467264ffef7c,ctls,http.updates1.netgear.com,cloudfront,443,https://http.updates1.netgear.com:443,https,AmazonS3,application/octet-stream,GET,18.66.97.2,/,-128131979,2600:9000:223c:7000:1c:6:cd80:93a1,Amazon Web Services,1,False,True,,,,,
https://netgear.getfeedback.com,GetFeedback: Customer Experience Platform,200,357895,www.getfeedback.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-15T23:59:59Z,CN=getfeedback-cx.com,getfeedback-cx.com,*.staging.usabilla.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9b144e45fafa436fa211b39044566812,db3270de30666da11370b3c0f9627b1e9861a8b99aba46f0664247afffabc042,ctls,www.getfeedback.com,,443,https://netgear.getfeedback.com:443,https,nginx,text/html,GET,52.25.7.77,/,-1840324437,54.200.49.51,Nginx,124,False,,,True,,https://www.getfeedback.com/en/,wss://*.hotjar.com
https://ntgr.my.salesforce.com,,200,7369,ntgr.my.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-01-16T23:59:59Z,"CN=na212.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",na212.salesforce.com,*.sandbox.my.salesforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b6928bf374bfb47dd5bcc39f3ba14e9a,dde1149b6821e5308a1dc5fde83b49e4867463ffb8f22c14fc72af04d25b0e78,ctls,ntgr.my.salesforce.com,,443,https://ntgr.my.salesforce.com:443,https,,text/html,GET,13.109.188.229,/,1433417005,13.110.63.229,HSTS,27,False,,"salesforce.com, inc.",True,,https://ntgr.my.salesforce.com/saml/authn-request.jsp?saml_request_id=_2CAAAAYm5SuEIMDAwMDAwMDAwMDAwMDAwAAAA9MrF8lB8UCRs5bIROmjhkPfBeN5OnutE9CwYDley8NF63XQ7EdUnqN27mgQM7JHoJQCet9dRv-5UHMmvHI8nAdJzAoKHl4sS262HDK5oPGNbL1Mwr3rVjIuiNDD_flWY_f1iZCK5zV0PsZ32QlsH_L6gpPTZ_aGKS65eADMdOBIOH_m1llfnPQxRdyNOYTw2bx0pM3OT2ldiMHxL4hUROul__YwzaMWyQWwMaj4wj44hodfDl8OeZfEAzk23OlS5Fw&saml_acs=https%3A%2F%2Fntgr.my.salesforce.com%3Fso%3D00D300000000xsV&saml_binding_type=HttpPost&Issuer=https%3A%2F%2Fntgr.my.salesforce.com&samlSsoConfig=0LE80000000004h&RelayState=%2F,
hunters.netgear.com,,200,339,hunters.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,hunters.netgear.com,,443,https://hunters.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.216.231.209,/,1631801191,54.237.34.207,Windows Server,11,False,,,True,,,
image.e.netgear.com,Access Denied,403,272,image.e.netgear.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=akamai-san81.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",akamai-san81.exacttarget.com,image.advice.rxhealthinfo.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,db45b68ba9cd05278442734184e43289,dfbf077b00b29426b6123d7eb9b4dda933f4ca3385c1fa647ee725c0bbe6df9d,ctls,image.e.netgear.com,,443,https://image.e.netgear.com:443,https,AkamaiGHost,text/html,GET,23.36.237.173,/,70968437,2a02:26f0:1700:386::16a8,,10,False,,"SALESFORCE.COM, INC.",,,,
innovation.netgear.com,,200,263,innovation.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-05-12T23:59:59Z,CN=*.netgear.com,*.netgear.com,*.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9a66ff8fac5753fd36802d3e4f6f1b3,f8ae502914c43936a872c843288eb21e8295a2b64cfdfc036ce26adb08aa5483,ctls,innovation.netgear.com,,443,https://innovation.netgear.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.237.34.207,/,1631801191,3.216.231.209,Windows Server,11,False,,,True,,,
insight.netgear.com,Insight Cloud Portal,200,2870,insight.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T15:53:31Z,2024-05-16T15:53:31Z,"CN=insight.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",insight.netgear.com,*.insight.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e27b55d5d467235df997939a7b5104cb,bf3677b6510b26da69206990e349f5e729b1a7feda4649d665b8dcc3a5fc4133,ctls,insight.netgear.com,cloudfront,443,https://insight.netgear.com:443,https,,text/html,GET,143.204.98.22,/,-617117616,143.204.98.72,HSTS,66,False,True,"Netgear, Inc",True,,,
insightdemo-qa.netgear.com,503 Service Temporarily Unavailable,503,162,insightdemo-qa.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=insightdemo-qa.netgear.com,insightdemo-qa.netgear.com,insightdemo-qa.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e43be44ac2a2b9d9974af05be7586f80,46916fa26e54ba315821b5161718bd3c4d05a00bf29219a9e557083caf10a52c,ctls,insightdemo-qa.netgear.com,cloudfront,443,https://insightdemo-qa.netgear.com:443,https,awselb/2.0,text/html,GET,18.66.97.66,/,1862162275,2600:9000:223c:d200:1:e8e:32c0:93a1,Amazon Web Services,7,False,True,,,,,
insightdemo.netgear.com,Insight Cloud Portal,200,2869,insightdemo.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-07T00:00:00Z,2024-06-04T23:59:59Z,CN=insightdemo.netgear.com,insightdemo.netgear.com,insightdemo.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1d41057b389ff9ee8592ca7004e7e725,7e5921dd1c1490bd4e28415c81c7c449170508fdd864a42ba9c8867f19c50c18,ctls,insightdemo.netgear.com,cloudfront,443,https://insightdemo.netgear.com:443,https,,text/html,GET,65.9.66.21,/,-297069493,2600:9000:206f:e800:16:a380:fbc0:93a1,HSTS,66,False,True,,,,,
internetcheckcable.netgear.com,,200,7,internetcheckcable.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=updates1.netgear.com,updates1.netgear.com,internetcheckcable.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7a8ce630e1930a78414b8d57b97d8ed,903899c120f186b9f78151a26cbc6688eb10621e4e3588190a38908c14da9b64,ctls,internetcheckcable.netgear.com,cloudfront,443,https://internetcheckcable.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.122.47,/,1663742142,2600:9000:2250:9a00:0:c2bd:1cc0:93a1,HSTS,1,False,True,,,,,
internetcheckorbi.netgear.com,,200,7,internetcheckorbi.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=updates1.netgear.com,updates1.netgear.com,internetcheckcable.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7a8ce630e1930a78414b8d57b97d8ed,903899c120f186b9f78151a26cbc6688eb10621e4e3588190a38908c14da9b64,ctls,internetcheckorbi.netgear.com,cloudfront,443,https://internetcheckorbi.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.122.68,/,1663742142,2600:9000:2250:9a00:0:c2bd:1cc0:93a1,HSTS,1,False,True,,,,,
internetcheckrouter.netgear.com,,200,7,internetcheckrouter.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-05-29T23:59:59Z,CN=updates1.netgear.com,updates1.netgear.com,internetcheckcable.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d7a8ce630e1930a78414b8d57b97d8ed,903899c120f186b9f78151a26cbc6688eb10621e4e3588190a38908c14da9b64,ctls,internetcheckrouter.netgear.com,cloudfront,443,https://internetcheckrouter.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.122.116,/,1663742142,2600:9000:2250:bc00:0:c2bd:1cc0:93a1,HSTS,1,False,True,,,,,
investors.netgear.com,"NETGEAR, Inc. - Investor Relations",200,107824,investor.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=investor.netgear.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",investor.netgear.com,investor.netgear.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e1a6f22af3b7e07d3137cff69b652c2a,d84b2217cb1db04e13e089de3687ce4061c6d7425b416c933b92a837680f45a8,ctls,investor.netgear.com,cloudflare,80,http://investors.netgear.com:80,http,cloudflare,text/html,GET,162.159.129.11,/,-696563584,2606:4700:7::a29f:810b,Microsoft ASP.NET,1089,False,True,"Cloudflare, Inc.",,,https://investor.netgear.com/overview/default.aspx,*.google-analytics.com
jp.netgear.com,NETGEAR: お客様のためのネットワーク製品,200,222988,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://jp.netgear.com:443,https,,text/html,GET,18.66.122.91,/,-1427381581,2600:9000:2250:c000:14:e915:940:93a1,SDL Tridion,3185,False,True,,True,,https://www.netgear.com:443/jp/,
kb.netgear.com,,200,1273,kb.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-30T07:27:25Z,2024-01-11T07:27:25Z,"CN=kb.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",kb.netgear.com,kb.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",d26af205b76378d03671d925574ddc9d,6e76aea3737681ea7fcde117584136e7820b1c7676adecad760aa6159e9f4665,ctls,kb.netgear.com,,443,https://kb.netgear.com:443,https,sfdcedge,text/html,GET,85.222.140.6,/,1433417005,85.222.140.13,Salesforce,38,False,,"Netgear, Inc",,,,url=http://www.netgear.com/support/
lyncdiscover.netgear.com,,200,358,lyncdiscover.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.netgear.com,,443,https://lyncdiscover.netgear.com:443,https,,application/json,GET,52.112.196.45,/,2127372091,2603:1027:0:48::21,Azure,1,False,,Microsoft Corporation,True,True,,
m.in.netgear.com,NETGEAR: Advanced WiFi & Networking,200,238230,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,,443,https://m.in.netgear.com:443,https,,text/html,GET,13.248.140.194,/,1457275747,76.223.14.31,SDL Tridion,3402,False,,,True,,https://www.netgear.com:443/in/,
meural.netgear.com,Meural Digital Canvas - Digital Art Frame | NETGEAR,200,284640,www.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dd660eddded46e447d67e1121e6ec471,b8f64af445e22f2050b15977c959146ed8b961cc919a05cfdff8cc6c2407a89c,ctls,www.netgear.com,cloudfront,443,https://meural.netgear.com:443,https,,text/html,GET,108.138.17.22,/,570019623,108.138.17.21,SDL Tridion,3936,False,True,,True,,https://www.netgear.com/home/digital-art-canvas/,
milestone.netgear.com,ReadyNAS License Activation,200,5746,milestone.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=milestone.netgear.com,milestone.netgear.com,milestone.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aeb3c6b3d187662cf0f530e3f273b06e,69b0b9dd535d2138083b66cdb055dd037c7879ac2bb9a22b1df3eebd87e7eb4a,ctls,milestone.netgear.com,cloudfront,443,https://milestone.netgear.com:443,https,,text/html,GET,13.32.99.28,/,-1039683707,2600:9000:2251:9e00:14:21a1:1c40:93a1,Java,183,False,True,,,,,
moments.netgear.com,NETGEAR Webinar Gallery - NETGEAR AV,200,189543,moments.netgear.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-27T23:59:59Z,CN=moments.netgear.com,moments.netgear.com,moments.netgear.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",b64e28145e6484e58c9757029de95474,83138fe6d44b6770e21e0889de472eb37982b7a7b60272b13797da902bc3bb70,ctls,moments.netgear.com,,443,https://moments.netgear.com:443,https,,text/html,GET,13.107.246.45,/,191042156,2620:1ec:46::45,SDL Tridion,3706,False,,,,,,
monitor.insight.netgear.com,,403,42,monitor.insight.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T15:53:31Z,2024-05-16T15:53:31Z,"CN=insight.netgear.com, O=Netgear\, Inc, L=San Jose, ST=California, C=US",insight.netgear.com,*.insight.netgear.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e27b55d5d467235df997939a7b5104cb,bf3677b6510b26da69206990e349f5e729b1a7feda4649d665b8dcc3a5fc4133,ctls,monitor.insight.netgear.com,cloudfront,443,https://monitor.insight.netgear.com:443,https,,application/json,GET,52.222.236.98,/,768769774,52.222.236.127,Amazon Web Services,1,False,True,"Netgear, Inc",True,,,
my-preview.netgear.com,Not Found,404,315,my-preview.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-09T23:59:59Z,CN=my-preview.netgear.com,my-preview.netgear.com,preview.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,30c1dad95053adf2dfc64a364572b8da,224e50300b906b325ac19748db4a627ce5ab40f9d3e4e65b60eca774f46769ca,ctls,my-preview.netgear.com,cloudfront,443,https://my-preview.netgear.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,143.204.98.78,/,225052475,2600:9000:2156:6e00:13:ccfe:3200:93a1,Microsoft HTTPAPI:2.0,7,False,True,,,,,
my.meuralstaging.netgear.com,Explore Meural's Permanent Art Collection | Digital Artwork,200,180069,my.meuralstaging.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2024-03-07T23:59:59Z,CN=my.meuralstaging.netgear.com,my.meuralstaging.netgear.com,mymeuralstaging.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,510df828073f414709a5c9630018156c,2b0f181e4882860d691daa5c621dd3a17f8974cf7b8bef8ef391faba20d02343,ctls,my.meuralstaging.netgear.com,cloudfront,443,https://my.meuralstaging.netgear.com:443,https,nginx/1.21.6,text/html,GET,18.66.97.100,/,1233022996,2600:9000:223c:8400:1:7f2d:9a80:93a1,Nginx:1.21.6,602,False,True,,,,,wss://*.hotjar.com
my.meuralstagingtest.netgear.com,,404,,my.meuralstagingtest.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=my.meuralstagingtest.netgear.com,my.meuralstagingtest.netgear.com,my.meuralstagingtest.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e7d19b8dad617ce127760c0a6669f94c,9d672f9203240f8854f9583497063c8994bb909a6f64c3459dba651d1f58465b,ctls,my.meuralstagingtest.netgear.com,cloudfront,443,https://my.meuralstagingtest.netgear.com:443,https,awselb/2.0,text/plain,GET,18.66.122.84,/,-1840324437,2600:9000:2250:a400:11:1fb6:1e40:93a1,Amazon Web Services,1,False,True,,,,,
my.meuraltest.netgear.com,,404,,my.meuraltest.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-10T00:00:00Z,2024-07-08T23:59:59Z,CN=my.meuraltest.netgear.com,my.meuraltest.netgear.com,my.meuraltest.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7d098a6861002e8c4d8a398c62a9e77e,8bea936853dc482b5c62717d1ff9b44df6a6a16d8d82a4376aff38e95ed55c52,ctls,my.meuraltest.netgear.com,cloudfront,443,https://my.meuraltest.netgear.com:443,https,awselb/2.0,text/plain,GET,143.204.215.48,/,-1840324437,2600:9000:214f:bc00:19:916a:60c0:93a1,Amazon Web Services,1,False,True,,,,,
my.netgear.com,NETGEAR - Common Account Management,200,77071,accounts.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T00:00:00Z,2024-06-24T23:59:59Z,CN=accounts.netgear.com,accounts.netgear.com,accounts.netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecfa46b50a470ad7fb0d1be4c0f504ca,991774c759ae6b714ad09fed7edf70985c26c2ac5b02944a62f83cb31b31ca59,ctls,accounts.netgear.com,cloudfront,443,https://my.netgear.com:443,https,,text/html,GET,18.66.122.74,/,-687843189,2600:9000:2250:d600:14:b314:af80:93a1,Sails.js,1299,False,True,,,,https://accounts.netgear.com/login?redirectUrl=https://my.netgear.com/default.aspx,
mymeural.netgear.com,Explore Meural's Permanent Art Collection | Digital Artwork,200,194180,my.meural.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=my.meural.netgear.com,my.meural.netgear.com,mymeural.netgear.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b0faa488c5f8ced34461bd7562ec70f4,b67523f1a4796e223f49203a8c8706d8f3d0b7415edc3fd844f794534d19d637,ctls,my.meural.netgear.com,cloudfront,443,https://mymeural.netgear.com:443,https,nginx/1.21.6,text/html,GET,18.66.147.118,/,-917650292,2600:9000:225e:ac00:3:339b:2300:93a1,Nginx:1.21.6,593,False,True,,,,https://my.meural.netgear.com:443/,https://*.stripe.com
nbd.netgear.com,Computer Networking Products & Equipment From NETGEAR®,200,11829,nbd.netgear.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-19T23:59:59Z,CN=*.netgear.com,*.netgear.com,netgear.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f6f0e178f9f07fd0f3a33733c521eba,dedbe271b82f1168058e71ee710a28ab4e21812f6ff79f16d06366f006d59728,ctls,nbd.netgear.com,cloudfront,443,https://nbd.netgear.com:443,https,Microsoft-IIS/8.5,text/html,GET,13.32.99.44,/,-1319025408,2600:9000:2251:1200:14:b8b2:c440:93a1,Windows Server,284,False,True,,True,,,*.twitter.com
