input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,content_type,favicon,csp_domains_,final_url,tls_mismatched,tls_subject_org_
dashlane-sso.sendcloud.com,Dashlane SSO Connector Error,200,14685,dashlane-sso.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-09T00:00:00Z,2025-06-08T23:59:59Z,CN=dashlane-sso.sendcloud.com,dashlane-sso.sendcloud.com,dashlane-sso.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7d02b20ea0a7c9e66c481dfc529dac88,6f4671ae87551547d2bf62517474e4a16b8bf2784daa75adc28e1d5157a43a92,,ctls,dashlane-sso.sendcloud.com,,443,https://dashlane-sso.sendcloud.com,https,,GET,52.48.222.193,/,/favicon.ico,52.212.2.207,HSTS,49,False,,nonerror,0,text/html,-769207667,,,,
dbswitchtower.eu-central-1-0.sendcloud.com,,404,,dbswitchtower.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,dbswitchtower.eu-central-1-0.sendcloud.com,cloudfront,443,https://dbswitchtower.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.120,/,/favicon.ico,18.66.102.16,Envoy,1,False,True,other,0,,,,,,
demo-rightsline.autodandomainshopdata2m.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,demo-rightsline.autodandomainshopdata2m.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,demo-rightsline.autodandomainshopdata2m.shared.sendcloud.com,cloudfront,443,https://demo-rightsline.autodandomainshopdata2m.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.72,Amazon Web Services,19,False,True,error,0,,,,,True,
demo.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,demo.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,demo.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,cloudfront,443,https://demo.autodandomainshopdata-origin-stripe-plugins.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
dev-review.autodandomainshop.wp.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,dev-review.autodandomainshop.wp.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,dev-review.autodandomainshop.wp.shared.sendcloud.com,cloudfront,443,https://dev-review.autodandomainshop.wp.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
digital-www.m2m.sendcloud.com,,404,,digital-www.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,digital-www.m2m.sendcloud.com,cloudfront,443,https://digital-www.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:b800:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
docautodandomainshop.prd.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,docautodandomainshop.prd.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,docautodandomainshop.prd.shared.sendcloud.com,cloudfront,443,https://docautodandomainshop.prd.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
docs1-inter.autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,docs1-inter.autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,docs1-inter.autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://docs1-inter.autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.115,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
ecwid.sendcloud.com,Shipping Software for Ecommerce Businesses | Sendcloud,200,401507,www.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-01T21:38:24Z,2025-04-01T22:38:19Z,CN=www.sendcloud.com,www.sendcloud.com,www.sendcloud.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,60ea613c9765f653d66b27b9518df6ea,10bd19e886dcd62c27ee05874ba992ddb22743f19e5e54c54f60059b62374b2a,,ctls,www.sendcloud.com,cloudfront,443,https://ecwid.sendcloud.com,https,cloudflare,GET,18.66.102.55,/,/wp-content/uploads/2024/01/cropped-Sendcloud-Icon-512-32x32.png,18.66.102.120,wpBakery,6807,False,True,other,0,text/html,-1793698270,,https://www.sendcloud.com/,,
ekr.zdassets.com,,404,9,ekr.zdassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-01T14:17:46Z,2025-04-01T15:17:42Z,CN=zdassets.com,zdassets.com,*.zdassets.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,2e6a360e9d8ebfc9829606b18e2a4798,c1b7016a87affd894b3aa181e3d24efc1355da1a8d7d659be9f615d041c5c56d,True,ctls,ekr.zdassets.com,,443,https://ekr.zdassets.com,https,cloudflare,GET,216.198.53.3,/,/favicon.ico,216.198.54.3,HSTS,1,False,,error,0,text/plain,,,,,
enassets-defaultproduction.m2m.sendcloud.com,,404,,enassets-defaultproduction.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,enassets-defaultproduction.m2m.sendcloud.com,cloudfront,443,https://enassets-defaultproduction.m2m.sendcloud.com,https,envoy,GET,18.244.18.74,/,/favicon.ico,2600:9000:275d:5200:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
engineering-usersmember-vpn.shared.sendcloud.com,,404,,engineering-usersmember-vpn.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,engineering-usersmember-vpn.shared.sendcloud.com,cloudfront,443,https://engineering-usersmember-vpn.shared.sendcloud.com,https,envoy,GET,3.161.82.35,/,/favicon.ico,3.161.82.59,Envoy,1,False,True,other,0,,,,,,
errorusers.eu-central-1-0.sendcloud.com,,404,,errorusers.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,errorusers.eu-central-1-0.sendcloud.com,cloudfront,443,https://errorusers.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.16,/,/favicon.ico,18.66.102.120,Envoy,1,False,True,other,0,,,,,,
eu-central-1-0.app.sendcloud.com,Login - Sendcloud,200,11799,account.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-23T00:00:00Z,2025-10-22T23:59:59Z,CN=account.sendcloud.com,account.sendcloud.com,account.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,1a871f901c6b953d59dc8d2bb2bf3948,447613c755ee314d9c685ab39e36c371f3568d82def526e71650f28d06958306,,ctls,account.sendcloud.com,cloudfront,443,https://eu-central-1-0.app.sendcloud.com,https,envoy,GET,18.173.205.51,/,/accounts-static/base/img/favicon/apple-touch-icon.1c771a8e5356.png,2600:9000:2724:6600:b:f522:3f80:93a1,Python,288,False,True,nonerror,0,text/html,-1463876386,,https://account.sendcloud.com/login/?next=https%3A//eu-central-1-0.app.sendcloud.com/,,
eu.customerioforms.com,,404,,eu.customerioforms.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-07T18:46:07Z,2025-04-07T19:40:00Z,CN=track-eu.customer.io,track-eu.customer.io,eu.customerioforms.com,"CN=WR3, O=Google Trust Services, C=US",WR3,Google Trust Services,16b17e46c68baee2f1d365c73840f498,8bca5677eeab34645bac8d0328ac486addec4be291cc6636203f87b932656ebf,,ctls,eu.customerioforms.com,google,443,https://eu.customerioforms.com,https,,GET,34.120.129.162,/,/favicon.ico,34.120.129.162,HTTP/3,1,False,True,other,0,,2115503941,,,,
events.registration.sendcloud.com,,404,58,events.registration.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-27T00:00:00Z,2025-06-25T23:59:59Z,CN=registration.enterprisegrowthalliance.com,registration.enterprisegrowthalliance.com,beyondtheperimeter2023.registration.ams.goldcast.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,41a3bbd6e0eaf71fddcb471caa879fdb,eaa82d4f87ae53aa924aed9bc3c8bd54a64e7f94f63315c220ba75d19094a8ee,,ctls,events.registration.sendcloud.com,,443,https://events.registration.sendcloud.com,https,nginx,GET,3.229.105.47,/,/favicon.ico,44.216.27.57,Node.js,1,False,,error,0,,,,,,
events.sendcloud.com,Goldcast,200,7193,events.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-03-15T00:00:00Z,2025-04-14T23:59:59Z,CN=events.nasuni.com,events.nasuni.com,events.prod.gcpublic.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d796fc2da208e38f4139b4debe03df65,a38a05f8e86be69fc9b07d37804ceeb5a423b26eff60b280ce5a462efd065326,,ctls,events.sendcloud.com,cloudfront,443,https://events.sendcloud.com,https,AmazonS3,GET,18.66.112.55,/,/logo.svg,2600:9000:223f:9200:5:e733:4c40:93a1,HSTS,85,False,True,error,0,text/html,,https://snapbar.com,,,
exact-online.sendcloud.com,Login - Sendcloud,200,11757,account.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-23T00:00:00Z,2025-10-22T23:59:59Z,CN=account.sendcloud.com,account.sendcloud.com,account.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,1a871f901c6b953d59dc8d2bb2bf3948,447613c755ee314d9c685ab39e36c371f3568d82def526e71650f28d06958306,,ctls,account.sendcloud.com,cloudfront,443,https://exact-online.sendcloud.com,https,envoy,GET,18.66.102.16,/,/accounts-static/base/img/favicon/apple-touch-icon.1c771a8e5356.png,18.66.102.120,Python,288,False,True,nonerror,0,text/html,-1463876386,,https://account.sendcloud.com/login/?next=https%3A//panel.sendcloud.sc/,,
fast.appcues.com,,404,9,fast.appcues.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-07T19:50:14Z,2025-07-09T19:50:13Z,CN=fast.appcues.com,fast.appcues.com,fast.appcues.com,"CN=GlobalSign Atlas R3 DV TLS CA 2024 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2024 Q2,GlobalSign nv-sa,69157dea1f5f4b7cd5e98dc3a6a58986,c0122113537c685cbdedcbff41bfc0dd52509ccf1c429f729b1081d17ec0439f,,ctls,fast.appcues.com,fastly,443,https://fast.appcues.com,https,Varnish,GET,151.101.194.137,/,/favicon.ico,151.101.130.137,Varnish,1,False,True,error,0,,,,,,
final-old.build-s1-autodandomainshopdata.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,final-old.build-s1-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,final-old.build-s1-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://final-old.build-s1-autodandomainshopdata.shared.sendcloud.com,https,,GET,3.161.82.72,/,/favicon.ico,3.161.82.115,Amazon Web Services,19,False,True,error,0,,,,,True,
final.finalautodandomainshopdata-origin-stripe-plugins-vpn.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,final.finalautodandomainshopdata-origin-stripe-plugins-vpn.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,final.finalautodandomainshopdata-origin-stripe-plugins-vpn.shared.sendcloud.com,cloudfront,443,https://final.finalautodandomainshopdata-origin-stripe-plugins-vpn.shared.sendcloud.com,https,,GET,3.161.82.59,/,/favicon.ico,3.161.82.35,Amazon Web Services,19,False,True,error,0,,,,,True,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1621,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,f1dc2980140c005132b8172f180f8f8b,93d393e94d211a68524a2703c7f36a24aacadf5cb72cedc50b4bec8b65d0f923,True,ctls,fonts.googleapis.com,google,443,https://fonts.googleapis.com,https,ESF,GET,142.250.185.74,/,/favicon.ico,2a00:1450:4001:813::200a,HTTP/3,1,False,True,error,0,text/html,,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,e7757995d20fcf44a07227e036565729,1d2e177034df0e1b874458708a26a949299cea48477f4b0ec942e790459a1b1e,True,ctls,fonts.gstatic.com,google,443,https://fonts.gstatic.com,https,sffe,GET,172.217.16.195,/,/favicon.ico,2a00:1450:4001:82a::2003,HTTP/3,12,False,True,error,0,text/html,,,,,
fpav3-1.shared.sendcloud.com,,404,,fpav3-1.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,fpav3-1.shared.sendcloud.com,cloudfront,443,https://fpav3-1.shared.sendcloud.com,https,envoy,GET,3.161.82.59,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
fremont-0-97.eu-central-1-0.sendcloud.com,,404,,fremont-0-97.eu-central-1-0.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-25T23:59:59Z,CN=*.sendcloud.com,*.sendcloud.com,*.integration.eu-central-1-0.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,db4d7e3df6172571e3cb59b0a066d86a,9a41ad139ce64ae607fa1c178a6b320cd8d0c7e76d839b491b47128bee9d3a41,True,ctls,fremont-0-97.eu-central-1-0.sendcloud.com,cloudfront,443,https://fremont-0-97.eu-central-1-0.sendcloud.com,https,envoy,GET,18.66.102.120,/,/favicon.ico,18.66.102.113,Envoy,1,False,True,other,0,,,,,,
ga.m2m.sendcloud.com,,404,,ga.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,ga.m2m.sendcloud.com,cloudfront,443,https://ga.m2m.sendcloud.com,https,envoy,GET,18.244.18.115,/,/favicon.ico,2600:9000:275d:fc00:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
gateway.mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,ERROR: The request could not be satisfied,502,937,gateway.mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,gateway.mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,cloudfront,443,https://gateway.mgmt-autodandomainshopdatamta-sts.shared.sendcloud.com,https,,GET,3.161.82.35,/,/favicon.ico,3.161.82.59,Amazon Web Services,19,False,True,error,0,,,,,True,
git-autodandomainshopdata-mssql-finaluat.shared.sendcloud.com,,404,,git-autodandomainshopdata-mssql-finaluat.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,git-autodandomainshopdata-mssql-finaluat.shared.sendcloud.com,cloudfront,443,https://git-autodandomainshopdata-mssql-finaluat.shared.sendcloud.com,https,envoy,GET,3.161.82.115,/,/favicon.ico,3.161.82.72,Envoy,1,False,True,other,0,,,,,,
gits1-autodandomainshopdata.shared.sendcloud.com,,404,,gits1-autodandomainshopdata.shared.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-27T23:59:59Z,CN=*.shared.sendcloud.com,*.shared.sendcloud.com,*.shared.sendcloud.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,5cacf45c915a97783d47f41d19baab38,14df2776a63908973f607a83a92b36813d1bfe501e66a10c1eccc32eead3a02a,True,ctls,gits1-autodandomainshopdata.shared.sendcloud.com,cloudfront,443,https://gits1-autodandomainshopdata.shared.sendcloud.com,https,envoy,GET,3.161.82.72,/,/favicon.ico,3.161.82.59,Envoy,1,False,True,other,0,,,,,,
go.sendcloud.com,,404,29421,go.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-10T08:53:29Z,2025-04-10T09:53:23Z,CN=go.sendcloud.com,go.sendcloud.com,go.sendcloud.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,6901e517ac9cd08ec40577ebea48ad0a,cbb2729ad267aee9547515d835238c67f17de44ab33439333ed042684fa2748e,,ctls,go.sendcloud.com,,443,https://go.sendcloud.com,https,cloudflare,GET,199.60.103.228,/,/hubfs/download.png,2606:2c40::c73c:67e4,HubSpot CMS Hub,690,False,,nonerror,0,text/html,-1390749889,,,,
graph.instagram.com,,400,45,graph.instagram.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.graph.instagram.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.graph.instagram.com,graph.instagram.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,2d7ebad8ebaf9b0f587ddf58962dc5de,ba1980d751155ce460993005965eea58057efe45f5f18c7c0cef74152d598454,True,ctls,graph.instagram.com,,443,https://graph.instagram.com,https,,GET,157.240.253.63,/,/favicon.ico,2a03:2880:f276:1c3:face:b00c:0:43fe,HTTP/3,1,False,,error,0,application/json,-1321378357,facebook.com,,,"Meta Platforms, Inc."
grsm.io,,200,8,grsm.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-13T19:44:34Z,2025-04-13T20:44:29Z,CN=grsm.io,grsm.io,*.grsm.io,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,a58e67268442b413e20ddd8d7754ea5a,3951b5a468be57c5f2d18d2afceef5e74b20bd63b841a8682d8304c98514906c,True,ctls,grsm.io,cloudflare,443,https://grsm.io,https,cloudflare,GET,104.18.10.212,/,/favicon.ico,2606:4700::6812:ad4,Cloudflare,1,False,True,nonerror,0,text/plain,,,,,
gsnlink.sendcloud.com,404 Not Found,404,162,gsnlink.sendcloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-09T21:09:57Z,2026-02-10T21:09:57Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1b821e2b3b82392de236e77327178a94,a90dca2ea08b8046359c8e6d9e1cfa8d52bd098f3d3c334439fac8e58746a1e4,True,ctls,gsnlink.sendcloud.com,,443,https://gsnlink.sendcloud.com,https,nginx,GET,167.89.123.90,/,/favicon.ico,167.89.123.124,Nginx,8,False,,error,0,text/html,,,,True,
h-135-207-137-29.m2m.sendcloud.com,,404,,h-135-207-137-29.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,h-135-207-137-29.m2m.sendcloud.com,cloudfront,443,https://h-135-207-137-29.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:5200:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
h-135-207-240-8.m2m.sendcloud.com,,404,,h-135-207-240-8.m2m.sendcloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-09T00:00:00Z,2026-03-10T23:59:59Z,CN=m2m.sendcloud.com,m2m.sendcloud.com,*.m2m.sendcloud.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3a7d5d2a4408ab5c8ca6619c5da5ffa,6849521f04f92c2bb2c7ad807ed9afd120f1679a1ebc5f6430f99c8c1d6b002c,True,ctls,h-135-207-240-8.m2m.sendcloud.com,cloudfront,443,https://h-135-207-240-8.m2m.sendcloud.com,https,envoy,GET,18.244.18.95,/,/favicon.ico,2600:9000:275d:400:14:6a63:dec0:93a1,Envoy,1,False,True,other,0,,,,,,
