new,host,a,cname,soa,status_code,cdn,cdn-name,mx,txt,aaaa,ns,caa,has_internal_ips,internal_ips
[x],smtp02-ia5-sp1.mta.salesforce.com,13.110.78.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ia5-sp3.mta.salesforce.com,13.110.78.193,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-iad-sp1.mta.salesforce.com,13.108.238.129,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-iad-sp2.mta.salesforce.com,13.108.238.145,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-lo2-sp1.mta.salesforce.com,161.71.6.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-lo3-sp1.mta.salesforce.com,161.71.14.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ord-sp2.mta.salesforce.com,13.108.254.145,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-par-sp1.mta.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ph2-sp1.mta.salesforce.com,13.110.6.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ph2-sp3.mta.salesforce.com,13.110.6.193,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ph2-sp4.mta.salesforce.com,13.110.6.209,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,"u2dns2.salesforce.com, u2dns1.salesforce.com, dns06.salesforce.com, dns05.salesforce.com, dns03.salesforce.com, dns04.salesforce.com, dns02.salesforce.com, dns01.salesforce.com",,,
[x],smtp02-phx-sp2.mta.salesforce.com,136.147.46.193,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-phx-sp3.mta.salesforce.com,136.147.46.209,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-prd-ops.mta.salesforce.com,136.146.95.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],smtp02-prd-rd.mta.salesforce.com,136.146.95.193,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],smtp02-sfm.mta.salesforce.com,204.14.238.14,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-syd-sp1.mta.salesforce.com,13.210.7.176,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ttd-sp1.mta.salesforce.com,52.61.131.176,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-ukb-sp1.mta.salesforce.com,101.53.164.225,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,"u2dns2.salesforce.com, u2dns1.salesforce.com, dns06.salesforce.com, dns05.salesforce.com, dns03.salesforce.com, dns04.salesforce.com, dns02.salesforce.com, dns01.salesforce.com",,,
[x],smtp02-ukb-sp2.mta.salesforce.com,101.53.164.209,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-was-sp4.mta.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-was.mta.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-was3.mta.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp02-yul-sp1.mta.salesforce.com,52.60.255.176,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 a -all,,,,,
[x],smtp10-ia4-sp4.mta.salesforce.com,13.110.74.185,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],smu.my.salesforce.com,"13.110.41.158, 13.110.66.158, 13.110.69.158","na153.my.salesforce.com, na153-ia5.my.salesforce.com, na153-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sn.my.salesforce.com,"136.146.26.3, 136.146.18.3, 136.146.23.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sna.my.salesforce.com,"160.8.8.145, 160.8.11.17, 160.8.240.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sng.my.salesforce.com,"160.8.250.34, 160.8.14.162, 160.8.255.34","eu44.salesforce.com, eu44-fra.salesforce.com, eu44-fra.fra.r.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sniper.my.salesforce.com,"160.8.240.17, 160.8.8.145, 160.8.11.17","eu45.salesforce.com, eu45-cdg.salesforce.com, eu45-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],snow.my.salesforce.com,"160.8.240.109, 85.222.147.109, 160.8.246.109","eu33.my.salesforce.com, eu33-cdg.my.salesforce.com, eu33-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],snowflake.my.salesforce.com,"136.146.20.4, 136.146.26.4, 136.146.30.4","na224.my.salesforce.com, na224-ia6.my.salesforce.com, na224-ia6.ia6.r.my.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],snv.my.salesforce.com,"13.36.112.186, 15.188.39.167, 15.188.167.234","fra1.my.sfdc-urlt2q.salesforce.com, fra1.sfdc-urlt2q.salesforce.com","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],soc1.my.salesforce.com,"161.71.11.187, 161.71.8.187, 161.71.11.59","um8.my.salesforce.com, um8-lo3.my.salesforce.com, um8-lo3.lo3.r.my.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],soccer.my.salesforce.com,"13.110.68.234, 13.110.71.234, 13.110.40.234","na210.salesforce.com, na210-ia5.salesforce.com, na210-ia5.ia5.r.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],socialmedialink.my.salesforce.com,"13.110.40.77, 13.110.69.77, 13.110.47.77","na138.my.salesforce.com, na138-ia5.my.salesforce.com, na138-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],socure.my.salesforce.com,"13.110.47.246, 13.110.46.246, 13.110.67.246","na206.my.salesforce.com, na206-ia5.my.salesforce.com, na206-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sodimac.my.salesforce.com,"13.110.42.237, 13.110.44.237, 13.110.41.237","na209.my.salesforce.com, na209-ia5.my.salesforce.com, na209-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],softserveinc.my.salesforce.com,"136.146.17.121, 136.146.19.121, 136.146.31.121","na235.salesforce.com, na235-ia6.salesforce.com, na235-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],softtech.my.salesforce.com,"161.71.3.18, 161.71.2.146, 161.71.3.146","um5.my.salesforce.com, um5-lo2.my.salesforce.com, um5-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],soh.my.salesforce.com,"13.110.87.199, 13.110.84.199, 13.110.80.199","na111.my.salesforce.com, na111-ia2.my.salesforce.com, na111-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sok.my.salesforce.com,"160.8.9.128, 160.8.240.128, 160.8.246.128","eu38.my.salesforce.com, eu38-cdg.my.salesforce.com, eu38-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],solaris.my.salesforce.com,"13.109.188.243, 13.110.62.243, 13.109.190.243","na207.my.salesforce.com, na207-ia4.my.salesforce.com, na207-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sold.my.salesforce.com,"13.110.58.229, 13.109.189.229, 13.110.63.229","na212.my.salesforce.com, na212-ia4.my.salesforce.com, na212-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],solstice.my.salesforce.com,"13.110.92.180, 13.110.93.180, 13.110.1.52","na83.my.salesforce.com, na83-ph2.my.salesforce.com, na83-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],solvnet.my.salesforce.com,"85.222.142.6, 85.222.142.10, 85.222.142.13","n.edge2.salesforce.com, europe.edge2.salesforce.com, cdg.edge2.salesforce.com, ord.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],something.my.salesforce.com,"101.53.168.117, 101.53.170.117, 101.53.170.245","ap26.salesforce.com, ap26-hnd.salesforce.com, ap26-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sompo.my.salesforce.com,"101.53.169.249, 101.53.169.121, 101.53.170.121","ap27.my.salesforce.com, ap27-hnd.my.salesforce.com, ap27-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],son.my.salesforce.com,"13.110.84.199, 13.110.80.199, 13.110.87.199","na111.my.salesforce.com, na111-ia2.my.salesforce.com, na111-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sonar.my.salesforce.com,"136.146.26.3, 136.146.18.3, 136.146.23.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sons.my.salesforce.com,"161.71.2.190, 161.71.3.190, 161.71.3.62","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sonydadc.my.salesforce.com,"85.222.144.150, 85.222.147.22, 160.8.241.22","eu26.my.salesforce.com, eu26-cdg.my.salesforce.com, eu26-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sophos.my.salesforce.com,"85.222.140.11, 85.222.140.13, 85.222.140.10","n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],sos.my.salesforce.com,"101.53.171.51, 101.53.169.179, 101.53.169.51","ap12.salesforce.com, ap12-hnd.salesforce.com, ap12-hnd.hnd.r.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sosafegmbh.my.salesforce.com,"3.76.137.226, 18.194.111.233, 18.156.179.54","deu5.my.sfdc-yzvdd4.salesforce.com, deu5.sfdc-yzvdd4.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],sota.my.salesforce.com,"13.109.188.75, 13.110.56.75, 13.110.57.75","na128.my.salesforce.com, na128-ia4.my.salesforce.com, na128-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sound.my.salesforce.com,"13.110.61.43, 13.109.189.43, 13.109.187.43","na173.my.salesforce.com, na173-ia4.my.salesforce.com, na173-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sourcing.my.salesforce.com,"160.8.255.38, 160.8.14.166, 160.8.12.166","eu44.my.salesforce.com, eu44-fra.my.salesforce.com, eu44-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],southeastwater.my.salesforce.com,"13.236.74.16, 54.66.179.174, 54.79.187.150",aus62.sfdc-vwfla6.salesforce.com,"dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],southwire.my.salesforce.com,"13.110.62.184, 13.110.58.184, 13.109.191.184","na161.my.salesforce.com, na161-ia4.my.salesforce.com, na161-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sox.my.salesforce.com,"13.110.41.190, 13.110.68.190, 13.110.44.190","na163.my.salesforce.com, na163-ia5.my.salesforce.com, na163-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spa.my.salesforce.com,"160.8.251.105, 85.222.153.233, 85.222.153.105","eu31.my.salesforce.com, eu31-fra.my.salesforce.com, eu31-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],space.my.salesforce.com,"13.110.41.240, 13.110.68.240, 13.110.40.240","na208.my.salesforce.com, na208-ia5.my.salesforce.com, na208-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spain.my.salesforce.com,"85.222.146.124, 85.222.146.252, 160.8.244.124","eu37.salesforce.com, eu37-cdg.salesforce.com, eu37-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sparrow.my.salesforce.com,"54.184.44.80, 34.215.75.252, 52.27.199.184","usa36.my.sfdc-lywfpd.salesforce.com, usa36.sfdc-lywfpd.salesforce.com","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],spb.my.salesforce.com,"160.8.249.144, 85.222.154.16, 160.8.248.144","eu17.my.salesforce.com, eu17-fra.my.salesforce.com, eu17-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spcc.my.salesforce.com,"101.53.169.249, 101.53.169.121, 101.53.170.121","ap27.my.salesforce.com, ap27-hnd.my.salesforce.com, ap27-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spcom.my.salesforce.com,"13.110.41.147, 13.110.69.147, 13.110.71.147","na150.salesforce.com, na150-ia5.salesforce.com, na150-ia5.ia5.r.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spe.my.salesforce.com,"160.8.248.144, 85.222.154.16, 160.8.249.144","eu17.my.salesforce.com, eu17-fra.my.salesforce.com, eu17-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spear.my.salesforce.com,"13.110.61.205, 13.110.62.205, 13.109.186.205","na168.my.salesforce.com, na168-ia4.my.salesforce.com, na168-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],speed2.my.salesforce.com,"161.71.3.62, 161.71.3.190, 161.71.2.190","um9.salesforce.com, um9-lo2.salesforce.com, um9-lo2.lo2.r.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],speedway.my.salesforce.com,"13.110.68.46, 13.110.43.46, 13.110.42.46","na172.my.salesforce.com, na172-ia5.my.salesforce.com, na172-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spf.my.salesforce.com,"160.8.240.147, 160.8.245.147, 160.8.242.147","eu18.my.salesforce.com, eu18-cdg.my.salesforce.com, eu18-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spf.salesforce.com,,,"mastername.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,v=spf1 exists:%{i}._spf.mta.salesforce.com -all,,,,,
[x],sphere.my.salesforce.com,"160.8.9.6, 160.8.11.6, 160.8.242.134","eu40.my.salesforce.com, eu40-cdg.my.salesforce.com, eu40-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spider.my.salesforce.com,"15.156.10.97, 3.98.135.88, 35.182.124.213","can25.my.sfdc-58ktaz.salesforce.com, can25.sfdc-58ktaz.salesforce.com","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],spike.my.salesforce.com,"161.71.8.187, 161.71.11.187, 161.71.11.59","um8.my.salesforce.com, um8-lo3.my.salesforce.com, um8-lo3.lo3.r.my.salesforce.com","ns1-lo3.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spirent.my.salesforce.com,"13.110.66.181, 13.110.67.181, 13.110.47.181","na160.my.salesforce.com, na160-ia5.my.salesforce.com, na160-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],splendid.my.salesforce.com,"161.71.0.21, 161.71.3.21, 161.71.3.149","um4.my.salesforce.com, um4-lo2.my.salesforce.com, um4-lo2.lo2.r.my.salesforce.com","ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spm.my.salesforce.com,"13.109.185.211, 13.110.63.211, 13.110.61.211","na170.my.salesforce.com, na170-ia4.my.salesforce.com, na170-ia4.ia4.r.my.salesforce.com","ns1-ia4.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sporting.my.salesforce.com,"160.8.247.11, 160.8.9.139, 160.8.9.11","eu42.salesforce.com, eu42-cdg.salesforce.com, eu42-cdg.cdg.r.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sports.my.salesforce.com,"136.146.39.123, 136.146.33.123, 136.146.43.123","na238.salesforce.com, na238-ia7.salesforce.com, na238-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sportsbet.my.salesforce.com,"101.53.171.180, 101.53.168.180, 101.53.168.52","ap12.my.salesforce.com, ap12-hnd.my.salesforce.com, ap12-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spot.it.salesforce.com,50.19.81.131,rocky-earth-4184.safe-woodland-3508.herokuspace.com,"ns-664.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],spot.my.salesforce.com,"160.8.251.114, 160.8.255.114, 85.222.155.242","eu34.my.salesforce.com, eu34-fra.my.salesforce.com, eu34-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spotify.my.salesforce.com,"160.8.253.39, 160.8.13.39, 160.8.249.39","eu46.my.salesforce.com, eu46-fra.my.salesforce.com, eu46-fra.fra.r.my.salesforce.com","ns1-fra.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spotlight.my.salesforce.com,"13.110.33.175, 13.110.34.175, 13.110.85.47","na142.my.salesforce.com, na142-ia2.my.salesforce.com, na142-ia2.ia2.r.my.salesforce.com","ns1-ia2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],spyglass.my.salesforce.com,"13.110.47.220, 13.110.71.220, 13.110.66.220","na204.my.salesforce.com, na204-ia5.my.salesforce.com, na204-ia5.ia5.r.my.salesforce.com","ns1-ia5.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],square.my.salesforce.com,"136.146.33.123, 136.146.43.123, 136.146.38.123","na238.salesforce.com, na238-ia7.salesforce.com, na238-ia7.ia7.r.salesforce.com","ns1-ia7.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],squid.my.salesforce.com,"136.146.23.3, 136.146.26.3, 136.146.18.3","na224.salesforce.com, na224-ia6.salesforce.com, na224-ia6.ia6.r.salesforce.com","ns1-ia6.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sr5.salesforce.com,"136.147.100.132, 136.147.101.4, 136.147.101.132",sr5.phx.r.salesforce.com,"ns1-phx.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sr7.salesforce.com,"101.53.161.70, 101.53.161.198, 101.53.162.70",sr7.ukb.r.salesforce.com,"ns1-ukb.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],sr8.salesforce.com,"161.71.3.185, 161.71.0.185, 161.71.0.57",sr8.lo2.r.salesforce.com,"ns1-lo2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],src2.my.salesforce.com,"160.8.9.6, 160.8.244.134, 160.8.11.6","eu40.my.salesforce.com, eu40-cdg.my.salesforce.com, eu40-cdg.cdg.r.my.salesforce.com","ns1-cdg.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-chi.net.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-chx.net.salesforce.com,"96.43.152.125, 96.43.152.121",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-frf.net.salesforce.com,85.222.130.26,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-hnd.net.salesforce.com,101.53.172.25,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-iad.net.salesforce.com,13.108.238.25,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-par.net.salesforce.com,85.222.138.25,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-sin.net.salesforce.com,"202.129.242.165, 202.129.242.167, 202.129.242.169",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,"u2dns1.salesforce.com, dns06.salesforce.com, dns05.salesforce.com, u2dns2.salesforce.com, dns03.salesforce.com, dns04.salesforce.com, dns02.salesforce.com, dns01.salesforce.com",,,
[x],srd-ukb.net.salesforce.com,101.53.164.25,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,"u2dns1.salesforce.com, dns06.salesforce.com, dns05.salesforce.com, u2dns2.salesforce.com, dns03.salesforce.com, dns04.salesforce.com, dns02.salesforce.com, dns01.salesforce.com",,,
[x],srd-was.net.salesforce.com,"96.43.148.187, 96.43.148.185",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,"u2dns1.salesforce.com, dns06.salesforce.com, dns05.salesforce.com, u2dns2.salesforce.com, dns03.salesforce.com, dns04.salesforce.com, dns02.salesforce.com, dns01.salesforce.com",,,
[x],srd-wax.net.salesforce.com,"96.43.153.121, 96.43.153.125",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-yhu.net.salesforce.com,"52.60.251.164, 52.60.251.165",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd-yul.net.salesforce.com,"52.60.255.164, 52.60.255.165",,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd1-chi.net.salesforce.com,,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd1-chx.net.salesforce.com,96.43.152.121,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd1-pdx.net.salesforce.com,52.43.187.164,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd1-was.net.salesforce.com,96.43.148.185,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd2-chi.net.salesforce.com,96.43.144.187,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd2-chx.net.salesforce.com,96.43.152.123,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd2-pdx.net.salesforce.com,52.43.187.165,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd2-was.net.salesforce.com,96.43.148.187,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd2.my.salesforce.com,"101.53.168.243, 101.53.170.243, 101.53.170.115","ap25.my.salesforce.com, ap25-hnd.my.salesforce.com, ap25-hnd.hnd.r.my.salesforce.com","ns1-hnd.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd3-asg.net.salesforce.com,,,,NOERROR,,,,,,,,,
[x],srd3-chi.net.salesforce.com,96.43.144.189,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd3-chx.net.salesforce.com,96.43.152.125,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd3-pdx.net.salesforce.com,52.43.187.166,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd3-sin.net.salesforce.com,,,,NOERROR,,,,,,,,,
[x],srd3-was.net.salesforce.com,96.43.148.189,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd3-wax.net.salesforce.com,96.43.153.125,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd4-chx.net.salesforce.com,96.43.152.127,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd4-pdx.net.salesforce.com,52.43.187.167,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd4-was.net.salesforce.com,96.43.148.191,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srd4-wax.net.salesforce.com,96.43.153.127,,"dns01.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
[x],srs.my.salesforce.com,"13.110.38.138, 13.110.88.138, 13.110.94.138","na100.my.salesforce.com, na100-ph2.my.salesforce.com, na100-ph2.ph2.r.my.salesforce.com","ns1-ph2.salesforce.com, hostmaster.salesforce.com",NOERROR,,,,,,,,,
