input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,final_url,csp_domains_,cdn_name,cdn,tls_mismatched
ipv4-c047-gru001-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c047-gru001-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c047-gru001-ix.stripocdn-test.stripo.email,443,https://ipv4-c047-gru001-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv4-c055-ord001-dev-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c055-ord001-dev-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c055-ord001-dev-ix.stripocdn-test.stripo.email,443,https://ipv4-c055-ord001-dev-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv4-c095-lhr004-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c095-lhr004-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c095-lhr004-ix.stripocdn-test.stripo.email,443,https://ipv4-c095-lhr004-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv4-c100-ord003-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c100-ord003-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c100-ord003-ix.stripocdn-test.stripo.email,443,https://ipv4-c100-ord003-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv4-c195-sjc002-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c195-sjc002-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c195-sjc002-ix.stripocdn-test.stripo.email,443,https://ipv4-c195-sjc002-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv4-c283-dfw001-ix.stripocdn-test.stripo.email,404 Not Found,404,146,ipv4-c283-dfw001-ix.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv4-c283-dfw001-ix.stripocdn-test.stripo.email,443,https://ipv4-c283-dfw001-ix.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
ipv6-c005-xsp002-starhub-isp.stripocdn-test.stripo.email,404 Not Found,404,146,ipv6-c005-xsp002-starhub-isp.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,ipv6-c005-xsp002-starhub-isp.stripocdn-test.stripo.email,443,https://ipv6-c005-xsp002-starhub-isp.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
itv-prd-mac02.stripocdn-test.stripo.email,404 Not Found,404,146,itv-prd-mac02.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,itv-prd-mac02.stripocdn-test.stripo.email,443,https://itv-prd-mac02.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
j4hnqqhm6mqyndzp.stripocdn-test.stripo.email,404 Not Found,404,146,j4hnqqhm6mqyndzp.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,j4hnqqhm6mqyndzp.stripocdn-test.stripo.email,443,https://j4hnqqhm6mqyndzp.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jaytele.stagingk.stripo.email,Stripo,200,13588,my.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.stripo.email, O=Stripo Inc, ST=Delaware, C=US",*.stripo.email,stripo.email,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,84c4d79bc10b39b059b2ccf7a330c91d,0dcbd717a3d0468385bcfbf242cdd53cb8fae7b24c7cba3159b1d4aadff5e2fc,True,ctls,my.stripo.email,443,https://jaytele.stagingk.stripo.email:443,https,nginx,text/html,GET,18.202.48.213,/,1494302000,18.202.48.213,Nginx,247,False,Stripo Inc,https://my.stripo.email/cabinet/,https://analytics.tiktok.com,,,
jccaia.stripocdn-test.stripo.email,404 Not Found,404,146,jccaia.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jccaia.stripocdn-test.stripo.email,443,https://jccaia.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jenkinsv3-qa-ww.stripocdn-test.stripo.email,404 Not Found,404,146,jenkinsv3-qa-ww.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jenkinsv3-qa-ww.stripocdn-test.stripo.email,443,https://jenkinsv3-qa-ww.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jensen-focus-5.stripocdn-test.stripo.email,404 Not Found,404,146,jensen-focus-5.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jensen-focus-5.stripocdn-test.stripo.email,443,https://jensen-focus-5.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jessicahartleycom.stripocdn-test.stripo.email,404 Not Found,404,146,jessicahartleycom.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jessicahartleycom.stripocdn-test.stripo.email,443,https://jessicahartleycom.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jm7xwwyy-ios-1-3-0.stripocdn-test.stripo.email,404 Not Found,404,146,jm7xwwyy-ios-1-3-0.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jm7xwwyy-ios-1-3-0.stripocdn-test.stripo.email,443,https://jm7xwwyy-ios-1-3-0.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
joesixpack.stripocdn-test.stripo.email,404 Not Found,404,146,joesixpack.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,joesixpack.stripocdn-test.stripo.email,443,https://joesixpack.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jrsmith.stripocdn-test.stripo.email,404 Not Found,404,146,jrsmith.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jrsmith.stripocdn-test.stripo.email,443,https://jrsmith.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jrss-215-71-194-93.stripocdn-test.stripo.email,404 Not Found,404,146,jrss-215-71-194-93.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jrss-215-71-194-93.stripocdn-test.stripo.email,443,https://jrss-215-71-194-93.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jrss-215-72-94-74.stripocdn-test.stripo.email,404 Not Found,404,146,jrss-215-72-94-74.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jrss-215-72-94-74.stripocdn-test.stripo.email,443,https://jrss-215-72-94-74.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jsbbr22.stripocdn-test.stripo.email,404 Not Found,404,146,jsbbr22.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jsbbr22.stripocdn-test.stripo.email,443,https://jsbbr22.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
jttoymtipp1uz7xu.stripocdn-test.stripo.email,404 Not Found,404,146,jttoymtipp1uz7xu.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,jttoymtipp1uz7xu.stripocdn-test.stripo.email,443,https://jttoymtipp1uz7xu.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
junjiang.stripocdn-test.stripo.email,404 Not Found,404,146,junjiang.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,junjiang.stripocdn-test.stripo.email,443,https://junjiang.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
k8s-prod-areariservata-areariservatcmnlistmail.stripocdn-test.stripo.email,404 Not Found,404,146,k8s-prod-areariservata-areariservatcmnlistmail.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,k8s-prod-areariservata-areariservatcmnlistmail.stripocdn-test.stripo.email,443,https://k8s-prod-areariservata-areariservatcmnlistmail.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kamoji.stripocdn-test.stripo.email,404 Not Found,404,146,kamoji.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kamoji.stripocdn-test.stripo.email,443,https://kamoji.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kar.stripocdn-test.stripo.email,404 Not Found,404,146,kar.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kar.stripocdn-test.stripo.email,443,https://kar.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kb-myaccount-cdn.stripocdn-test.stripo.email,404 Not Found,404,146,kb-myaccount-cdn.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kb-myaccount-cdn.stripocdn-test.stripo.email,443,https://kb-myaccount-cdn.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kdpay.stripocdn-test.stripo.email,404 Not Found,404,146,kdpay.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kdpay.stripocdn-test.stripo.email,443,https://kdpay.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kix51-br-lbe-j1-r1.stripocdn-test.stripo.email,404 Not Found,404,146,kix51-br-lbe-j1-r1.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kix51-br-lbe-j1-r1.stripocdn-test.stripo.email,443,https://kix51-br-lbe-j1-r1.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
kliu.stripocdn-test.stripo.email,404 Not Found,404,146,kliu.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,kliu.stripocdn-test.stripo.email,443,https://kliu.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
landing7.stripocdn-test.stripo.email,404 Not Found,404,146,landing7.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,landing7.stripocdn-test.stripo.email,443,https://landing7.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
landrover.stripocdn-test.stripo.email,404 Not Found,404,146,landrover.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,landrover.stripocdn-test.stripo.email,443,https://landrover.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
lbk.stripocdn-test.stripo.email,404 Not Found,404,146,lbk.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,lbk.stripocdn-test.stripo.email,443,https://lbk.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
lef12-1-gre.stripocdn-test.stripo.email,404 Not Found,404,146,lef12-1-gre.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,lef12-1-gre.stripocdn-test.stripo.email,443,https://lef12-1-gre.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
lef23.stripocdn-test.stripo.email,404 Not Found,404,146,lef23.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,lef23.stripocdn-test.stripo.email,443,https://lef23.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
linear-lu-p-syn.stripocdn-test.stripo.email,404 Not Found,404,146,linear-lu-p-syn.stripocdn-test.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-15T05:54:11Z,2023-08-13T05:54:10Z,CN=*.stripocdn-test.stripo.email,*.stripocdn-test.stripo.email,stripocdn-test.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,26249cdef48fe0e12f2900f03c54517e,a7564f88b5d212b1126333b51f402c1d0ac3c300fb1e27c7cd185f4a44bff367,True,ctls,linear-lu-p-syn.stripocdn-test.stripo.email,443,https://linear-lu-p-syn.stripocdn-test.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,
