new,host,ttl,a,soa,status_code,aaaa,mx,ns,txt,cname,cdn,cdn-name,caa
,p9.sentiance.com,1800,,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,preprod-api.sentiance.com,300,,"{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,g2-frontend-api-827318437.eu-west-1.elb.amazonaws.com,,,
,preprod-firehose-sink.sentiance.com,300,,"{'name': 'elb.eu-west-1.amazonaws.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'elb.eu-west-1.amazonaws.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'elb.eu-west-1.amazonaws.com', 'ns': 'ns-1566.awsdns-03.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,g2-frontend-tools-sec-ee6376a467e220d8.elb.eu-west-1.amazonaws.com,,,
,preprod-firehose.sentiance.com,300,"52.214.2.240, 54.194.64.110, 52.214.46.247","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,g2-frontend-tools-1998528699.eu-west-1.elb.amazonaws.com,,,
,preprod-insights.sentiance.com,300,"54.194.64.110, 52.214.2.240, 52.214.46.247","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,g2-frontend-tools-1998528699.eu-west-1.elb.amazonaws.com,,,
,r10.sentiance.com,1800,,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,repository.sentiance.com,300,"34.248.170.219, 52.215.73.133, 34.248.168.115","{'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'eu-west-1.elb.amazonaws.com', 'ns': 'ns-1053.awsdns-03.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,,,,,u1-frontend-tools-1242742034.eu-west-1.elb.amazonaws.com,,,
,rocinante.b.sentiance.com,300,3.105.210.14,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,serenity.b.sentiance.com,300,63.32.171.224,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,tiles.g2.sentiance.com,300,"143.204.215.105, 143.204.215.123, 143.204.215.6, 143.204.215.92","{'name': 'd1xlc66h88ln4g.cloudfront.net', 'ns': 'ns-1658.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1xlc66h88ln4g.cloudfront.net', 'ns': 'ns-1658.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1xlc66h88ln4g.cloudfront.net', 'ns': 'ns-1658.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1xlc66h88ln4g.cloudfront.net', 'ns': 'ns-1658.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1xlc66h88ln4g.cloudfront.net', 'ns': 'ns-1658.awsdns-15.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,"ns-1658.awsdns-15.co.uk, ns-1005.awsdns-61.net, ns-1075.awsdns-06.org, ns-165.awsdns-20.com",,d1xlc66h88ln4g.cloudfront.net,True,cloudfront,
,ussenterprise.b.sentiance.com,300,34.242.172.210,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,
,www.sentiance.com,300,5.134.4.211,"{'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'sentiance.com', 'ns': 'alex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2355374638, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,2a00:1c98:1000:1213:0:2:d658:a5fc,,,,,,,
