input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn
kpmg.oktapreview.com,My Apps Dashboard | KPMG Sandbox,200,9194,http://localhost:65131,kpmg.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kpmg.oktapreview.com,443,https://kpmg.oktapreview.com:443,https,nginx,text/html,GET,75.2.32.98,/,-599803935,https://kpmg.oktapreview.com/app/UserHome?iss=https%3A%2F%2Fkpmg.oktapreview.com&session_hint=AUTHENTICATED,99.83.191.34,Nginx,189,False,,,
kpmslkgxnjyc.oktapreview.com,Sign In,200,16084,*.mtls.oktapreview.com,kpmslkgxnjyc.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kpmslkgxnjyc.oktapreview.com,443,https://kpmslkgxnjyc.oktapreview.com:443,https,nginx,text/html,GET,34.236.241.34,/,-599803935,,34.236.241.35,Nginx,456,False,,,
kps5.oktapreview.com,Okta - Too Many Requests,429,2025,,kps5.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kps5.oktapreview.com,443,https://kps5.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.33,/,-1720652484,,34.236.241.35,Apache,52,False,,,
kpyp.oktapreview.com,Okta - Too Many Requests,429,2025,,kpyp.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kpyp.oktapreview.com,443,https://kpyp.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.34,/,-1720652484,,34.236.241.33,Apache,52,False,,,
kr66.oktapreview.com,Okta - Too Many Requests,429,2025,,kr66.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kr66.oktapreview.com,443,https://kr66.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.34,/,-1720652484,,34.236.241.33,Apache,52,False,,,
krish.oktapreview.com,Krish Inc. - Sign In,200,16220,krish-admin.oktapreview.com,krish.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,krish.oktapreview.com,443,https://krish.oktapreview.com:443,https,nginx,text/html,GET,15.197.141.255,/,-599803935,,3.33.147.176,Nginx,464,False,,,
kriya.customdomains.oktapreview.com,Okta - Page Not Found,404,1692,,kriya.customdomains.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kriya.customdomains.oktapreview.com,443,https://kriya.customdomains.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.33,/,2020198508,,34.236.241.35,Apache,44,False,True,,
kriya.oktapreview.com,kriya_default - Sign In,200,16979,*.tiles.mapbox.com,kriya.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kriya.oktapreview.com,443,https://kriya.oktapreview.com:443,https,nginx,text/html,GET,15.197.141.255,/,-599803935,,3.33.147.176,Nginx,489,False,,,
krkd.oktapreview.com,Okta - Too Many Requests,429,2025,,krkd.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,krkd.oktapreview.com,443,https://krkd.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.35,/,-1720652484,,34.236.241.34,Apache,52,False,,,
kroger-partnerpass-global-dev.oktapreview.com,Partner Pass,200,709,,app-vndsso-app-testa41-eastus2.azurewebsites.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,True,ctls,app-vndsso-app-testa41-eastus2.azurewebsites.net,443,https://kroger-partnerpass-global-dev.oktapreview.com:443,https,,text/html,GET,99.83.191.34,/,-599803935,https://app-vndsso-app-testa41-eastus2.azurewebsites.net,75.2.32.98,,18,False,,,
kroger-partnerpass-global.oktapreview.com,Access Denied,403,285,,partnerpass-stage.krogerapps.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=stage.krogercdn.com, O=The Kroger Co., ST=Ohio, C=US",stage.krogercdn.com,The Kroger Co.,test.krogercdn.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,1ca6c54cdefaec4606e53aeb0ae9b65c,fcc530a2120992fa049e92b92a99309344294348309b82d7c17fb281f8224410,,ctls,partnerpass-stage.krogerapps.com,443,https://kroger-partnerpass-global.oktapreview.com:443,https,,text/html,GET,99.83.191.34,/,-599803935,https://partnerpass-stage.krogerapps.com,75.2.32.98,HSTS,10,False,,,
kronos.oktapreview.com,Kronos-dev-441657 - Sign In,200,16245,app.pendo.io,kronos.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kronos.oktapreview.com,443,https://kronos.oktapreview.com:443,https,nginx,text/html,GET,15.197.141.255,/,-599803935,,3.33.147.176,Nginx,464,False,,,
ks21.oktapreview.com,Sign In,200,16076,https://oinmanager.okta.com,ks21.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,ks21.oktapreview.com,443,https://ks21.oktapreview.com:443,https,nginx,text/html,GET,34.236.241.34,/,-599803935,,34.236.241.35,Nginx,456,False,,,
ksc.oktapreview.com,ksc - Sign In,200,16187,*.mapbox.com,ksc.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,ksc.oktapreview.com,443,https://ksc.oktapreview.com:443,https,nginx,text/html,GET,99.83.191.34,/,-599803935,,75.2.32.98,Nginx,464,False,,,
kuaibocaipiaotouzhu.oktapreview.com,Okta - Too Many Requests,429,2025,,kuaibocaipiaotouzhu.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kuaibocaipiaotouzhu.oktapreview.com,443,https://kuaibocaipiaotouzhu.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.33,/,-1720652484,,34.236.241.34,Apache,52,False,,,
kuc8.oktapreview.com,Okta - Too Many Requests,429,2025,,kuc8.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kuc8.oktapreview.com,443,https://kuc8.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.33,/,-1720652484,,34.236.241.34,Apache,52,False,,,
kvn.oktapreview.com,KVN - Sign In,200,16187,kvn.mtls.oktapreview.com,kvn.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kvn.oktapreview.com,443,https://kvn.oktapreview.com:443,https,nginx,text/html,GET,3.33.147.176,/,-599803935,,15.197.141.255,Nginx,464,False,,,
kwmq.oktapreview.com,Okta - Too Many Requests,429,2025,,kwmq.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kwmq.oktapreview.com,443,https://kwmq.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.35,/,-1720652484,,34.236.241.33,Apache,52,False,,,
kws.oktapreview.com,My Apps Dashboard | KWS SAAT SE - sandbox,200,9192,*.mtls.oktapreview.com,kws.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kws.oktapreview.com,443,https://kws.oktapreview.com:443,https,nginx,text/html,GET,52.223.16.216,/,-599803935,https://kws.oktapreview.com/app/UserHome?iss=https%3A%2F%2Fkws.oktapreview.com&session_hint=AUTHENTICATED,35.71.176.159,Nginx,189,False,,,
kyb.oktapreview.com,kyb - Sign In,200,16148,fonts.gstatic.com,kyb.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kyb.oktapreview.com,443,https://kyb.oktapreview.com:443,https,nginx,text/html,GET,75.2.32.98,/,-599803935,,99.83.191.34,Nginx,462,False,,,
kyndrylsandboxthree.customdomains.oktapreview.com,Okta - Page Not Found,404,1692,,kyndrylsandboxthree.customdomains.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kyndrylsandboxthree.customdomains.oktapreview.com,443,https://kyndrylsandboxthree.customdomains.oktapreview.com:443,https,Apache,text/html,GET,13.248.244.122,/,2020198508,,76.223.106.8,Apache,44,False,True,,
kyruus.oktapreview.com,My Apps Dashboard | kyruus,200,9141,fonts.gstatic.com,kyruus.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kyruus.oktapreview.com,443,https://kyruus.oktapreview.com:443,https,nginx,text/html,GET,3.33.147.176,/,-599803935,https://kyruus.oktapreview.com/app/UserHome?iss=https%3A%2F%2Fkyruus.oktapreview.com&session_hint=AUTHENTICATED,15.197.141.255,Nginx,189,False,,,
kz.oktapreview.com,Okta - Too Many Requests,429,2025,,kz.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,kz.oktapreview.com,443,https://kz.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.33,/,-1720652484,,34.236.241.35,Apache,52,False,,,
l012.oktapreview.com,Okta - Too Many Requests,429,2025,,l012.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,l012.oktapreview.com,443,https://l012.oktapreview.com:443,https,Apache,text/html,GET,34.236.241.35,/,-1720652484,,34.236.241.33,Apache,52,False,,,
laas.oktapreview.com,My Apps Dashboard | Kakao LaaS,200,9168,cdn.pendo.io,laas.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,laas.oktapreview.com,443,https://laas.oktapreview.com:443,https,nginx,text/html,GET,75.2.32.98,/,-599803935,https://laas.oktapreview.com/app/UserHome?iss=https%3A%2F%2Flaas.oktapreview.com&session_hint=AUTHENTICATED,99.83.191.34,Nginx,189,False,,,
labcorp-holdings-stage.oktapreview.com,Labcorp Stage - Sign In,200,18858,app.pendo.io,labcorp-holdings-stage.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,labcorp-holdings-stage.oktapreview.com,443,https://labcorp-holdings-stage.oktapreview.com:443,https,nginx,text/html,GET,3.33.147.176,/,-599803935,,15.197.141.255,Nginx,469,False,,,
labcorp.oktapreview.com,Labcorp-dev-907066 - Sign In,200,16249,app.pendo.io,labcorp.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,labcorp.oktapreview.com,443,https://labcorp.oktapreview.com:443,https,nginx,text/html,GET,3.33.147.176,/,-599803935,,15.197.141.255,Nginx,464,False,,,
lacare.oktapreview.com,Lacare - Sign In,200,16225,fonts.gstatic.com,lacare.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,lacare.oktapreview.com,443,https://lacare.oktapreview.com:443,https,nginx,text/html,GET,52.223.16.216,/,-599803935,,35.71.176.159,Nginx,466,False,,,
laibach.oktapreview.com,Laibach - Sign In,200,16165,login.okta.com,laibach.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,laibach.oktapreview.com,443,https://laibach.oktapreview.com:443,https,nginx,text/html,GET,3.33.147.176,/,-599803935,,15.197.141.255,Nginx,462,False,,,
lakemuir.customdomains.oktapreview.com,Okta - Page Not Found,404,1692,,lakemuir.customdomains.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,lakemuir.customdomains.oktapreview.com,443,https://lakemuir.customdomains.oktapreview.com:443,https,Apache,text/html,GET,13.248.236.251,/,2020198508,,76.223.106.183,Apache,44,False,True,,
lakeshore.oktapreview.com,lakeshore - Sign In,200,16172,fonts.gstatic.com,lakeshore.oktapreview.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-03-02T23:59:59Z,"CN=*.oktapreview.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.oktapreview.com,"Okta, Inc.",oktapreview.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a575fe1a43cfd20980012b3eef623e0c,8f0290b7acc5d0f36f4ac81f33ffcc05caf7b6a543e9800b2f56844a22aebdb8,True,ctls,lakeshore.oktapreview.com,443,https://lakeshore.oktapreview.com:443,https,nginx,text/html,GET,75.2.32.98,/,-599803935,,99.83.191.34,Nginx,462,False,,,
