input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired
grafana.pb-aws-eucentral1.streaming.datastax.com,DataStax - Sign In,200,34699,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://grafana.pb-aws-eucentral1.streaming.datastax.com,https,nginx,text/html,GET,35.156.133.60,/,/bc/image/fileStoreRecord,35.156.133.60,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=gl32YtBlpwApMMDWtI0yBZbnqboxI6y,True,,,"Okta, Inc.",*.authenticatorlocalprod.com:65151,
grafana.pb-aws-euwest1.streaming.datastax.com,DataStax - Sign In,200,34836,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://grafana.pb-aws-euwest1.streaming.datastax.com,https,nginx,text/html,GET,52.214.53.212,/,/bc/image/fileStoreRecord,52.214.53.212,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=Pss3Asyn9Co84xvN8s6Gpsj6ff1tba3s,True,,,"Okta, Inc.",*.tiles.mapbox.com,
grafana.pb-dev-euwest1.streaming.datastax.com,DataStax - Sign In,200,34777,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://grafana.pb-dev-euwest1.streaming.datastax.com,https,nginx,text/html,GET,52.16.124.146,/,/bc/image/fileStoreRecord,52.19.193.96,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=SIFI8HSJQm2ozeOCZ4pGEoQxRJkFvrv,True,,,"Okta, Inc.",*.mtls.okta.com,
grafana.pulsar-quera-int-awsue1.quera.streaming.datastax.com,404 Not Found,404,146,grafana.pulsar-quera-int-awsue1.quera.streaming.datastax.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-07-23T18:44:15Z,2025-07-23T18:44:15Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,8333ce998055956226a4ba6c0223b8dd,8c3727867cfe447e375a9c5ed12daf5aee2eff77dd83f3e1be4efc6b01dccd43,ctls,grafana.pulsar-quera-int-awsue1.quera.streaming.datastax.com,,443,https://grafana.pulsar-quera-int-awsue1.quera.streaming.datastax.com,https,,text/html,GET,23.21.251.182,/,/favicon.ico,23.21.251.182,HSTS,8,False,,error,0,,,,True,True,Acme Co,,
grafana.quera-int-awsue1.quera.streaming.datastax.com,DataStax - Sign In,200,34742,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://grafana.quera-int-awsue1.quera.streaming.datastax.com,https,nginx,text/html,GET,23.21.251.182,/,/bc/image/fileStoreRecord,23.21.251.182,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=k3nDArVa4pHsyuAdf4ACMr8SAiCJUc,True,,,"Okta, Inc.",login.okta.com,
grafana.quera-prod-awsue1.quera.streaming.datastax.com,DataStax - Sign In,200,34767,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://grafana.quera-prod-awsue1.quera.streaming.datastax.com,https,nginx,text/html,GET,34.196.140.117,/,/bc/image/fileStoreRecord,34.196.140.117,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=2yaZaJrI0flyHYnUT2TQ8ey7YkLzkO0v,True,,,"Okta, Inc.",http://127.0.0.1:8769,
grazitti.datastax.com,,200,868,grazitti.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-01-26T00:00:00Z,2025-02-24T23:59:59Z,CN=grazitti.datastax.com,grazitti.datastax.com,grazitti.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ae0b620721a0090c62b21368bec0ebef,ba94cb7d6af6f6e8d295b6d247b2e4757e61d5df3b7763d3d32cd47be0f58542,ctls,grazitti.datastax.com,,443,https://grazitti.datastax.com,https,Apache/2.4.41 (Ubuntu),application/json,GET,52.52.121.230,/,/favicon.ico,52.8.239.128,Ubuntu,1,False,,nonerror,0,,https://grazitti.datastax.com/atlassian-connect.json,,,,,,
groups.datastax.com,Sign in - Google Accounts,200,1038266,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,ctls,accounts.google.com,google,80,http://groups.datastax.com,http,ESF,text/html,GET,172.217.18.115,/,/favicon.ico,2a00:1450:4001:810::2013,HTTP/3,223,False,True,nonerror,0,,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fgroups.google.com%2Fmy-groups&followup=https%3A%2F%2Fgroups.google.com%2Fmy-groups&ifkv=ASSHykowCkTbplIhP7p-A0zqg2szRMJ2NxGB-BJv1HugVNzmbcyaTQewNCfReiykbAOne-pYSsaz&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S-115652523%3A1739472665218325&ddm=1,True,,,,,
gslink.datastax.com,404 Not Found,404,162,gslink.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-09T21:09:57Z,2026-02-10T21:09:57Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1b821e2b3b82392de236e77327178a94,a90dca2ea08b8046359c8e6d9e1cfa8d52bd098f3d3c334439fac8e58746a1e4,ctls,gslink.datastax.com,,443,https://gslink.datastax.com,https,nginx,text/html,GET,167.89.123.58,/,/favicon.ico,167.89.118.62,Nginx,8,False,,error,0,,,True,,True,,,
helpdesk.datastax.com,DataStax - Sign In,200,32757,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://helpdesk.datastax.com,https,nginx,text/html,GET,96.45.83.224,/,/bc/image/fileStoreRecord,96.45.82.5,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/app/jitbit/exk16ifkhm6dtBiMz1d8/sso/saml,True,,,"Okta, Inc.",pendo-static-5391521872216064.storage.googleapis.com,
highrise.datastax.com,Simple CRM Software - Highrise,200,9054,highrisehq.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-12-25T00:00:00Z,2026-01-23T23:59:59Z,CN=*.highrisehq.com,*.highrisehq.com,highrisehq.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,8453fa2a3a86a779b378f6b9f21b5a4f,7c3ba6d43725d7947a9e2d7eb5f78f584514091e3d275419c4af6112386563bb,ctls,highrisehq.com,,443,https://highrise.datastax.com,https,AmazonS3,text/html,GET,96.45.83.224,/,/assets/favicon-a73357f058b5b3c3c2f35cee84ea334b.ico,96.45.83.47,Amazon Web Services,148,False,,nonerror,0,,https://highrisehq.com/,True,,,,,
houston.datastax.com,,530,16,,,,,,,,,,,,,,,,,,,80,http://houston.datastax.com,http,cloudflare,text/plain,GET,216.198.54.2,/,/favicon.ico,216.198.53.2,HTTP/3,1,False,,error,0,,,,,,,,
https://w3.org,W3C,200,50660,www.w3.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T23:28:13Z,2025-04-24T00:28:10Z,CN=w3.org,w3.org,*.w3.org,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,b0cc1a1cf1a6df461cb599021f5cccc3,4ccd4ff6881e8e55be483ac710193157e3c2b8e03358f3a30c214f13b879685c,ctls,www.w3.org,cloudflare,443,https://w3.org,https,cloudflare,text/html,GET,104.18.22.19,/,/assets/logos/w3c/favicon-32.png,2606:4700::6812:1713,HTTP/3,496,False,True,other,0,680357101,https://www.w3.org/,True,,,,https://cms-dev.w3.org/,
identity-preview-test.datastax.com,,200,10117,identity-preview-test.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T15:11:14Z,2025-04-15T15:11:13Z,CN=identity-preview-test.datastax.com,identity-preview-test.datastax.com,identity-preview-test.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d045dfb0cf2aec990e061d7388d15909,0372bacc589eec35d63fe9ab115438e5aff5e01e21c059fb9c7f88ad30727dc3,ctls,identity-preview-test.datastax.com,,443,https://identity-preview-test.datastax.com,https,nginx,text/html,GET,13.248.244.122,/,/assets/img/icons/favicons/apple-icon-57x57.8f5432555ba826ec5c62f3840c032da8.png,76.223.106.8,Nginx,201,False,,nonerror,0,-1026695042,https://identity-preview-test.datastax.com/app/UserHome?iss=https%3A%2F%2Fidentity-preview-test.datastax.com&session_hint=AUTHENTICATED,,,,,http://localhost:65141,
identity-preview.datastax.com,,200,10117,identity-preview.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-18T15:11:14Z,2025-04-18T15:11:13Z,CN=identity-preview.datastax.com,identity-preview.datastax.com,identity-preview.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,565fd150955c048fe64f2ffc8aecfb13,c888f2f5fd6112cdc2959d35b7bc6fe322db6260c429c619c1b1eb488f2244b0,ctls,identity-preview.datastax.com,,443,https://identity-preview.datastax.com,https,nginx,text/html,GET,76.223.106.8,/,/assets/img/icons/favicons/apple-icon-57x57.8f5432555ba826ec5c62f3840c032da8.png,13.248.244.122,Nginx,201,False,,nonerror,0,-1026695042,https://identity-preview.datastax.com/app/UserHome?iss=https%3A%2F%2Fidentity-preview.datastax.com&session_hint=AUTHENTICATED,,,,,pendo-static-5634101834153984.storage.googleapis.com,
identity.datastax.com,,200,5094,identity.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-18T19:47:38Z,2025-04-18T19:47:37Z,CN=identity.datastax.com,identity.datastax.com,identity.datastax.com,"CN=R10, O=Let's Encrypt, C=US",R10,Let's Encrypt,af19d3ce478a20dbccf3126861aa742e,2d31bfe14d1ede81bea438d7c8278949ba1a8d578a26f5bdb70744aa20f9652c,ctls,identity.datastax.com,,443,https://identity.datastax.com,https,nginx,text/html,GET,76.223.112.12,/,/favicon.ico,13.248.245.245,Nginx,164,False,,nonerror,0,-599803935,https://identity.datastax.com/app/UserHome?iss=https%3A%2F%2Fidentity.datastax.com&session_hint=AUTHENTICATED,,,,,http://127.0.0.1:65151,
int.cloud.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,cloudfront,443,https://int.cloud.datastax.com,https,istio-envoy,text/html,GET,52.222.214.65,/,/favicon.ico,52.222.214.61,Envoy,256,False,True,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
intranet.datastax.com,Sign in - Google Accounts,200,1031720,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,ctls,accounts.google.com,cloudfront,443,https://intranet.datastax.com,https,ESF,text/html,GET,108.138.26.92,/,/favicon.ico,2600:9000:2491:6e00:1f:843a:a00:93a1,HTTP/3,199,False,True,nonerror,0,,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fsites.google.com%2Fa%2Fdatastax.com%2Fdatastax-intranet%2F&followup=https%3A%2F%2Fsites.google.com%2Fa%2Fdatastax.com%2Fdatastax-intranet%2F&ifkv=ASSHykrne6fZjZOQkRnz_CXnVbPSY7zdDD01ix7n8dmEIk5uL9suaynvogify2WvGybLQHo1zZEALA&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S757470357%3A1739472663813691&ddm=1,True,,,,,
jenkins-master.cloud-tools.datastax.com,500 Internal Server Error,500,183,jenkins-master.cloud-tools.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-11T00:00:00Z,2025-12-09T23:59:59Z,CN=jenkins-master.cloud-tools.datastax.com,jenkins-master.cloud-tools.datastax.com,jenkins-master.cloud-tools.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,f31382e3e249bcff03b043223c93e899,65ff69c6a61ec8dbc4a4fae81cc2fcd8962159dd5daf38ec90c737e91caef5e6,ctls,jenkins-master.cloud-tools.datastax.com,,443,https://jenkins-master.cloud-tools.datastax.com,https,openresty/1.15.8.1,text/html,GET,3.208.111.174,/,/favicon.ico,44.198.214.32,OpenResty:1.15.8.1,8,False,,error,0,,,,,,,,
jenkins-scaler.cloud-tools.datastax.com,,404,19,jenkins-scaler.cloud-tools.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-26T00:00:00Z,2025-11-23T23:59:59Z,CN=jenkins-scaler.cloud-tools.datastax.com,jenkins-scaler.cloud-tools.datastax.com,jenkins-scaler.cloud-tools.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,9ec73c2c0e275c4804cd3f9520fe2f5b,5c4f3e72d565d0837855771ac3cc10cc4f53e18067124f7f2d559ab99b8d2cec,ctls,jenkins-scaler.cloud-tools.datastax.com,,443,https://jenkins-scaler.cloud-tools.datastax.com,https,,text/plain,GET,54.173.161.75,/,/favicon.ico,52.55.126.3,,2,False,,error,0,,,,,,,,
jenkins.ingress.us-east-1.prod.tools.paas.datastax.com,404 Not Found,404,159,jenkins.ingress.us-east-1.prod.tools.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-11T00:00:00Z,2025-12-09T23:59:59Z,CN=jenkins-master.cloud-tools.datastax.com,jenkins-master.cloud-tools.datastax.com,jenkins-master.cloud-tools.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,f31382e3e249bcff03b043223c93e899,65ff69c6a61ec8dbc4a4fae81cc2fcd8962159dd5daf38ec90c737e91caef5e6,ctls,jenkins.ingress.us-east-1.prod.tools.paas.datastax.com,,443,https://jenkins.ingress.us-east-1.prod.tools.paas.datastax.com,https,openresty/1.15.8.1,text/html,GET,44.198.214.32,/,/favicon.ico,52.1.13.106,OpenResty:1.15.8.1,8,False,,error,0,,,,,True,,,
jira.datastax.com,Log in with Atlassian account,200,4392,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-09T00:00:00Z,2025-11-07T23:59:59Z,CN=*.atlassian.net,*.atlassian.net,atlassian.net,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,d0d84c14428d994426c40ec29584aa7d,a9e5d8efd48eedb894362fce9122af08fef776adcd30434b14e8a2d8a838c892,ctls,id.atlassian.com,,443,https://jira.datastax.com,https,AtlassianEdge,text/html,GET,96.45.82.5,/,/favicon.ico,96.45.83.224,Zipkin,1,False,,nonerror,0,-1762667462,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252Fc3efbf0d-a101-43e9-9242-6b672d6155ba%26continue%3Dhttps%253A%252F%252Fdatastax.jira.com%252F&application=jira,True,,,,*.atl-paas.net,
kube-dash.ingress.us-east-2.dev.apps.paas.datastax.com,404 Not Found,404,150,kube-dash.ingress.us-east-2.dev.apps.paas.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-07T00:00:00Z,2025-12-06T23:59:59Z,CN=kube-dash.dev.cloud-tools.datastax.com,kube-dash.dev.cloud-tools.datastax.com,kube-dash.ingress.us-east-2.dev.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,567debbcd947d3e8dfde10f6b36a27de,56e19ceb60e9aa9662caa2ffb4cfe0df756f7407f7f76647cb79c8eef1aa8e16,ctls,kube-dash.ingress.us-east-2.dev.apps.paas.datastax.com,,443,https://kube-dash.ingress.us-east-2.dev.apps.paas.datastax.com,https,,text/html,GET,18.116.190.196,/,/favicon.ico,3.135.155.203,,8,False,,error,0,,,,,,,,
kube-dash.prod.cloud-tools.datastax.com,DataStax - Sign In,200,34908,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://kube-dash.prod.cloud-tools.datastax.com,https,nginx,text/html,GET,3.132.81.170,/,/bc/image/fileStoreRecord,3.131.2.132,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=UIt8iMBDs22LuCAgvDPX5YdqrWCZyLhg,True,,,"Okta, Inc.",fonts.gstatic.com,
kube-dash.test.cloud-tools.datastax.com,DataStax - Sign In,200,34933,datastax.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-15T00:00:00Z,2026-02-14T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ff6784d566f017e9d13e23129e670a2,6df87a0d2550640ca1b933eab993257abedb0c582dc16995719f65badafd238f,ctls,datastax.okta.com,,443,https://kube-dash.test.cloud-tools.datastax.com,https,nginx,text/html,GET,3.136.162.163,/,/bc/image/fileStoreRecord,3.13.85.124,Nginx,220,False,,nonerror,0,1597580860,https://datastax.okta.com/oauth2/v1/authorize?client_id=0oa1fc9co0iCDTk7u1d8&redirect_uri=https%3A%2F%2Fjenkins-scaler.cloud-tools.datastax.com%2Fauth&response_type=code&scope=openid+email+profile+groups&state=dVtDbYt8kH4rx79ZkaZjKJYVdlM5VVn,True,,,"Okta, Inc.",*.mixpanel.com,
labs.datastax.com,DataStax Enterprise  |  DataStax and Apache Cassandra based Tools and Drivers,200,182817,downloads.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-28T00:00:00Z,2025-09-27T23:59:59Z,CN=downloads.datastax.com,downloads.datastax.com,debian.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f10617ca54a4a4fca1282063e0dcca5,f27d3ec6d0b945516144f1b0b1d2449cb37ee57cd008028048236c6153f63aa4,ctls,downloads.datastax.com,cloudfront,443,https://labs.datastax.com,https,Apache,text/html,GET,99.86.4.126,/,/favicon.ico,99.86.4.80,YouTube,3762,False,True,other,0,,https://downloads.datastax.com/#labs/,,,,,*.datastax.com,
langflow.datastax.com,Datastax Astra,200,11753,accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-29T00:00:00Z,2025-09-28T23:59:59Z,CN=cloud-session.prod.cloud.datastax.com,cloud-session.prod.cloud.datastax.com,cloud-session.ingress.us-east-2.prod.apps.paas.datastax.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,58dfdb9415df037e2c13f21566158945,86e71dc7e6282c26ce7484884522596dee83315b8fa8a29d34e7576ef648d555,ctls,accounts.datastax.com,cloudfront,443,https://langflow.datastax.com,https,istio-envoy,text/html,GET,143.204.215.94,/,/favicon.ico,143.204.215.70,Envoy,257,False,True,nonerror,0,1566106478,https://accounts.datastax.com/session-service/v1/login?redirect_to=https://astra.datastax.com/langflow,,,,,,
learn.datastax.com,The AI Platform to Build Production-Ready Apps | DataStax,200,261370,www.datastax.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-23T14:56:27Z,2025-04-23T14:56:26Z,CN=www.datastax.com,www.datastax.com,www.datastax.com,"CN=R11, O=Let's Encrypt, C=US",R11,Let's Encrypt,d79529bd7016687f9b8af9e402da56ed,fb9424053c41998125ec5bb9d0a6650cc3452c82f5fa9ee7c2d44aa93da1dbb3,ctls,www.datastax.com,,80,http://learn.datastax.com,http,Vercel,text/html,GET,52.92.163.195,/,/favicon.ico,52.218.234.162,Webpack,5,False,,other,0,,https://www.datastax.com,,,,,https://ibc-flow.techtarget.com,
legacy.dev.cloud.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,,443,https://legacy.dev.cloud.datastax.com,https,istio-envoy,text/html,GET,3.139.134.244,/,/favicon.ico,18.117.43.128,Envoy,256,False,,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
legacy.test.cloud.datastax.com,Datastax Astra,200,11768,dev.accounts.datastax.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T00:00:00Z,2025-09-26T23:59:59Z,CN=cloud-session.dev.cloud.datastax.com,cloud-session.dev.cloud.datastax.com,dev.accounts.datastax.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,496bf159a09d09ec49545e4d2ca80108,8ba728a47398810f9d6ae0124162995221c5432b6357979e510d89bf79043094,ctls,dev.accounts.datastax.com,,443,https://legacy.test.cloud.datastax.com,https,istio-envoy,text/html,GET,3.136.209.51,/,/favicon.ico,18.220.46.153,Envoy,256,False,,nonerror,0,1566106478,https://dev.accounts.datastax.com/session-service/v1/login,,,,,,
