input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,tls_expired
images.rakuten.com,,421,297,images.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T04:55:10Z,2024-05-11T04:55:09Z,CN=c.ssl-175-default.ssl.fastly.net,c.ssl-175-default.ssl.fastly.net,,c.ssl-175-default.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,4908a8377603bcec2da22696a3e800cb,0845fc8155d11d85cdb1dadd79a9014e74e5255fce2f737dec14863dc460d529,,ctls,images.rakuten.com,fastly,443,https://images.rakuten.com:443,https,text/plain,GET,151.101.0.175,/,-1026421208,,151.101.192.175,,4,False,True,,True,,
img.rakuten.com,,421,297,img.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-10T04:55:10Z,2024-05-11T04:55:09Z,CN=c.ssl-175-default.ssl.fastly.net,c.ssl-175-default.ssl.fastly.net,,c.ssl-175-default.ssl.fastly.net,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,4908a8377603bcec2da22696a3e800cb,0845fc8155d11d85cdb1dadd79a9014e74e5255fce2f737dec14863dc460d529,,ctls,img.rakuten.com,fastly,443,https://img.rakuten.com:443,https,text/plain,GET,151.101.0.175,/,-1026421208,,151.101.192.175,,4,False,True,,True,,
info.marketing.rakuten.com,404 Not Found,404,146,info.marketing.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-26T00:00:00Z,2023-11-26T23:59:59Z,CN=*.go-vip.co,*.go-vip.co,,go-vip.co,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3d51af03687c293dec2c285852810803,7ba1890722651102d76192474a1776c6dbccba857a51f36fe41d2280b6e924ef,True,ctls,info.marketing.rakuten.com,,443,https://info.marketing.rakuten.com:443,https,text/html,GET,192.0.66.2,/,1494302000,,192.0.66.2,Nginx,8,False,,nginx,True,,
jp.account.rakuten.com,My Rakuten,200,3649,jp.account.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-15T23:59:59Z,"CN=*.jp.account.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.jp.account.rakuten.com,"Rakuten Group, Inc.",jp.account.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,62e15b8e2d4049fc2b24cd9458a62ccc,83457959461fd2d1b9174e78bb6b52878adc8e96d280d91887e5dbe50c503624,True,ctls,jp.account.rakuten.com,,443,https://jp.account.rakuten.com:443,https,text/html,GET,133.237.63.65,/,780140893,,133.237.63.65,Envoy,1,False,,istio-envoy,,,
jp.api.rse.global.rakuten.com,���ꤵ�줿�ڡ��������Ĥ����ޤ���,404,1730,jp.api.rse.global.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.api.rse.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.api.rse.global.rakuten.com,"Rakuten Group, Inc.",api.rse.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,245d977c9326740fc5928501e7bb83e2,6ac6e5cb91ea4fd0cdf8e8e3ab9023fbf5e15cddf5393a431372c2f90a565372,True,ctls,jp.api.rse.global.rakuten.com,,443,https://jp.api.rse.global.rakuten.com:443,https,text/html,GET,133.237.105.116,/,-926374507,,133.237.105.116,Apache,42,False,,Apache,,,
jumbo-ap-pre.accounts.global.rakuten.com,,404,59,jumbo-ap-pre.accounts.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6627fb262c7b8bddf61382bcd6350f27,a95208178b49ced4109d886b8e36548b6a40ac27f15843e9226bfdacf741ea3e,True,ctls,jumbo-ap-pre.accounts.global.rakuten.com,,443,https://jumbo-ap-pre.accounts.global.rakuten.com:443,https,application/json,GET,133.237.62.1,/,-428512380,,133.237.62.1,,1,False,,,,,
jumbo-pre.accounts.global.rakuten.com,,404,59,jumbo-pre.accounts.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6627fb262c7b8bddf61382bcd6350f27,a95208178b49ced4109d886b8e36548b6a40ac27f15843e9226bfdacf741ea3e,True,ctls,jumbo-pre.accounts.global.rakuten.com,,443,https://jumbo-pre.accounts.global.rakuten.com:443,https,application/json,GET,133.237.62.51,/,-428512380,,133.237.62.51,,1,False,,,,,
jumbo-prod.accounts.global.rakuten.com,,404,59,jumbo-prod.accounts.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=*.accounts.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.accounts.global.rakuten.com,"Rakuten Group, Inc.",accounts.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6627fb262c7b8bddf61382bcd6350f27,a95208178b49ced4109d886b8e36548b6a40ac27f15843e9226bfdacf741ea3e,True,ctls,jumbo-prod.accounts.global.rakuten.com,,443,https://jumbo-prod.accounts.global.rakuten.com:443,https,application/json,GET,133.237.63.125,/,-428512380,,133.237.63.125,,1,False,,,,,
links.rakuten.com,,200,101,links.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-02T00:00:00Z,2024-05-17T23:59:59Z,CN=*.ed10.net,*.ed10.net,,ed10.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,2af3accd826bd521f69f5a42ab244b6a,cce652c4848d8a6ec6a4e0ee241183e9e996bbdc20cb24c733af50a27c216bb6,True,ctls,links.rakuten.com,,443,https://links.rakuten.com:443,https,text/html,GET,208.94.20.19,/,-366337701,,208.94.20.19,Apache,2,False,,Apache,True,,
linkshare.rakuten.com,Site not found,404,38621,linkshare.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T09:41:10Z,2023-09-29T09:41:09Z,CN=linkshare.rakuten.com,linkshare.rakuten.com,,linkshare.rakuten.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75767454f8e26d22517be018483da42b,a4ac0c3afe9dd32034e2ffa69ca9ee1a462a12c571d45859e48e32f58a647422,,ctls,linkshare.rakuten.com,,443,https://linkshare.rakuten.com:443,https,text/html,GET,192.0.66.2,/,1274734426,,192.0.66.2,Nginx,160,False,,nginx,,,
login.okta.com,Okta Account Chooser,200,4019,login.okta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-19T00:00:00Z,2024-07-24T23:59:59Z,"CN=accounts.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",accounts.okta.com,"Okta, Inc.",login.okta.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,342b1c629e2159e01b3b0c6276b9e8d3,b8d00179be42716beb86f7a62a1076ecff373d2333300bbfa36db44460b9286e,,ctls,login.okta.com,cloudfront,443,https://login.okta.com:443,https,text/html,GET,99.86.91.37,/,1669952926,,99.86.91.108,HSTS,1,False,True,AmazonS3,,,
lt2-static.rakuten.com,,404,280,lt2-static.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=www2.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www2.ebatescanada.com,"Ebates Performance Marketing, Inc.",webhook-fulfillment.rrcbsn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efda94eaa3c06f5e87b712db675fe762,27562d495320955b60c9ba6cbb109c617649404068eb7702c6edc94610a2dd65,,ctls,lt2-static.rakuten.com,,443,https://lt2-static.rakuten.com:443,https,application/xml,GET,23.50.54.40,/,-382005033,,23.50.54.32,HSTS,2,False,,AmazonS3,,,
lt3-static.rakuten.com,,404,292,lt3-static.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-03-08T23:59:59Z,"CN=www2.ebatescanada.com, O=Ebates Performance Marketing\, Inc., L=San Francisco, ST=California, C=US",www2.ebatescanada.com,"Ebates Performance Marketing, Inc.",webhook-fulfillment.rrcbsn.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efda94eaa3c06f5e87b712db675fe762,27562d495320955b60c9ba6cbb109c617649404068eb7702c6edc94610a2dd65,,ctls,lt3-static.rakuten.com,,443,https://lt3-static.rakuten.com:443,https,application/xml,GET,23.50.55.50,/,-382005033,,23.50.55.48,HSTS,2,False,,AmazonS3,,,
manage.travel.rakuten.com,Rakuten Travel - Supplier site,200,1674923,manage.travel.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=intl.rakuten-static.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",intl.rakuten-static.com,"Rakuten Group, Inc.",www.the-seiyu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,453500cd04053eab94381c3d3a2aae4d,1b51273b81e26e86b2d828360b2c3c941801819812d5215b10252b25f1f75359,,ctls,manage.travel.rakuten.com,,443,https://manage.travel.rakuten.com:443,https,text/html,GET,104.75.89.215,/,717906457,,104.75.89.215,React,1242,False,,nginx,,*.google.com,
marketing.rakuten.com,Performance Advertising Network | Rakuten Advertising,200,151453,rakutenadvertising.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-01T09:13:48Z,2023-09-29T09:13:47Z,CN=rakutenadvertising.com,rakutenadvertising.com,,www.rakutenadvertising.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e42d4d1935634a4719ddb5eafa59b60d,3957c4f2fd5ab7d46e4200940cd30aa766036ea4c7fd0f67b52d0e36b295c14d,,ctls,rakutenadvertising.com,,443,https://marketing.rakuten.com:443,https,text/html,GET,192.0.66.2,/,1274734426,https://rakutenadvertising.com,192.0.66.2,Yoast SEO:20.7,1290,False,,nginx,,,
message.insight.rakuten.com,PII,200,2057,message.insight.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-15T23:59:59Z,"CN=*.insight.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.insight.rakuten.com,"Rakuten Group, Inc.",insight.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1c3b8d63745c84afefc2a103c4af88fa,a7bdace271260b5b329a0815bd6cec61e7ef98adf6196e405f321c64020e9c6b,True,ctls,message.insight.rakuten.com,,443,https://message.insight.rakuten.com:443,https,text/html,GET,133.237.63.62,/,-2009722838,,133.237.63.62,Node.js,1,False,,,,connect-r.insight.intra.rakuten-it.com,
mi.emails.rakuten.com,Movable Ink Domain,200,79,mi.emails.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-11-12T23:59:59Z,CN=mi.emails.rakuten.com,mi.emails.rakuten.com,,mi.emails.rakuten.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,95614a172b8cafe66a56ea6ac60971a4,155ce153aa8726cdd94b03d5033a3a2aed40ecdcfc9fb996584a37328a4c2a89,,ctls,mi.emails.rakuten.com,cloudfront,443,https://mi.emails.rakuten.com:443,https,text/html,GET,143.204.231.120,/,-1542678720,,143.204.231.80,Amazon Web Services,1,False,True,,,,
msoid.rakuten.com,Sign in to your account,200,44086,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,azure,443,https://msoid.rakuten.com:443,https,text/html,GET,40.126.32.76,/,-1840324437,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638265161714381094.MjU0YzRlNWMtMzk4Yy00YjIxLWJjNWUtZTBkZTEyMDhmOGEzODAzZjE3YzItNTBhYy00NDc1LWFiOTgtYmRlMWNmYTU4YTk2&ui_locales=en-US&mkt=en-US&state=d8FfD14TLikk3yQ5wx8wpwuVpizmOYK9q5CYXnXepfigTDNkH0my-lI8iznXHJf2lkjYbni1RkzQaN1BWZgzsGmJmttT-Qw2yVTyE9s2vNCPhcoAH0z6OLz2AlKxwLZMoscvzw5gnCGs_ElBvZu7wEfMX52F_i8WzGm8lVMnCVOtML6wQ-GBi7EKJDNCq7KvbwH27UbGNvoLtQt5zs8IC-cllDwlpQPLRIHOphTrvIXJ_txpV5oJVJ53qQ2Kbomjll_prQicOcwfJLd096sb3w&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0,2603:1026:3000:d0::6,HSTS,95,False,True,,,,
mta2.emails.rakuten.com,,400,3,mta2.emails.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-14T16:05:07Z,2023-09-18T16:05:07Z,"CN=origin-images.harmony.epsilon.com, O=Epsilon Data Management\, LLC, L=Irving, ST=Texas, C=US",origin-images.harmony.epsilon.com,"Epsilon Data Management, LLC",scstagingredirects.harmony.epsilon.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",43389696459aeb961ad758a25c78fa36,bb264a584c00c7193d6f707f4a784d81c638ae9af425d3ee2d137cf24ec3c2f8,,ctls,mta2.emails.rakuten.com,,443,https://mta2.emails.rakuten.com:443,https,text/plain,GET,159.127.187.12,/,-1840324437,,159.127.187.12,,1,False,,,True,,
mta4.emails.rakuten.com,,400,3,mta4.emails.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-14T16:05:07Z,2023-09-18T16:05:07Z,"CN=origin-images.harmony.epsilon.com, O=Epsilon Data Management\, LLC, L=Irving, ST=Texas, C=US",origin-images.harmony.epsilon.com,"Epsilon Data Management, LLC",scstagingredirects.harmony.epsilon.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",43389696459aeb961ad758a25c78fa36,bb264a584c00c7193d6f707f4a784d81c638ae9af425d3ee2d137cf24ec3c2f8,,ctls,mta4.emails.rakuten.com,,443,https://mta4.emails.rakuten.com:443,https,text/plain,GET,159.127.187.12,/,-1840324437,,159.127.187.12,,1,False,,,True,,
new-rat.rakuten.com,Access Denied,403,223,new-rat.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=intl.rakuten-static.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",intl.rakuten-static.com,"Rakuten Group, Inc.",www.the-seiyu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,453500cd04053eab94381c3d3a2aae4d,1b51273b81e26e86b2d828360b2c3c941801819812d5215b10252b25f1f75359,,ctls,new-rat.rakuten.com,,443,https://new-rat.rakuten.com:443,https,text/html,GET,23.35.237.189,/,239484327,,23.35.237.189,,10,False,,AkamaiGHost,True,,
observability.sixthsense.rakuten.com,SixthSense,200,12484,observability.sixthsense.rakuten.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-30T23:59:59Z,"CN=*.sixthsense.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.sixthsense.rakuten.com,"Rakuten Group, Inc.",sixthsense.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d19ecba744427bed2d841337e521f553,6c7257357c646684b75db9f9b71af5a120afcc464f8caf1e8470fcdf5b2ce467,True,ctls,observability.sixthsense.rakuten.com,google,443,https://observability.sixthsense.rakuten.com:443,https,text/html,GET,34.120.183.186,/,-926374507,,34.120.183.186,Nginx,16,False,True,nginx,,,
old-api.point.global.rakuten.com,404 Not Found,404,146,old-api.point.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-27T23:59:59Z,"CN=api.point.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",api.point.global.rakuten.com,"Rakuten Group, Inc.",api.point.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2912ba219bdec2057616ed017b360f35,082b537d95a3f2396223e00f9e76f77958008a78197fc9a0691f1f5b861ce662,,ctls,old-api.point.global.rakuten.com,,443,https://old-api.point.global.rakuten.com:443,https,text/html,GET,133.237.61.159,/,1494302000,,133.237.61.159,Nginx,8,False,,nginx,True,,
openapi-rms.global.rakuten.com,,404,169,openapi-rms.global.rakuten.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-04-17T23:59:59Z,"CN=intl.rakuten-static.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",intl.rakuten-static.com,"Rakuten Group, Inc.",www.the-seiyu.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,453500cd04053eab94381c3d3a2aae4d,1b51273b81e26e86b2d828360b2c3c941801819812d5215b10252b25f1f75359,,ctls,openapi-rms.global.rakuten.com,,443,https://openapi-rms.global.rakuten.com:443,https,application/json,GET,104.75.89.215,/,-926374507,,104.75.89.215,Nginx,1,False,,nginx,,,
operations.fr.shopping.rakuten.com,Jeux Concours Rakuten,200,3929,operations.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,operations.fr.shopping.rakuten.com,,443,https://operations.fr.shopping.rakuten.com:443,https,text/html,GET,66.22.35.2,/,1541540332,,66.22.35.2,HSTS,72,False,,,,,
outils.fr.shopping.rakuten.com,rakuten.com,403,580,global.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,global.fr.shopping.rakuten.com,,443,https://outils.fr.shopping.rakuten.com:443,https,text/html,GET,141.226.253.212,/,686416004,https://global.fr.shopping.rakuten.com,141.226.253.212,Datadome,2,False,,Apache,,,
pages.emails.rakuten.com,403 - Forbidden: Access is denied.,403,1233,pages.emails.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=pages.s6.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s6.exacttarget.com,"SALESFORCE.COM, INC.",pages.s6.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3e74ea6d6c83ae7e69b0da432b6dd673,b17ac7ff9e2980e5573dc63ae20de4aa3b815363481eb8eb7f67bef29018bbeb,,ctls,pages.emails.rakuten.com,,443,https://pages.emails.rakuten.com:443,https,text/html,GET,68.232.203.80,/,-207424980,,68.232.203.80,,30,False,,,True,,
pages.newsletter.rakuten.com,403 - Forbidden: Access is denied.,403,1233,pages.newsletter.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=pages.s6.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s6.exacttarget.com,"SALESFORCE.COM, INC.",pages.s6.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3e74ea6d6c83ae7e69b0da432b6dd673,b17ac7ff9e2980e5573dc63ae20de4aa3b815363481eb8eb7f67bef29018bbeb,,ctls,pages.newsletter.rakuten.com,,443,https://pages.newsletter.rakuten.com:443,https,text/html,GET,68.232.203.80,/,-207424980,,68.232.203.80,,30,False,,,True,,
partners.fr.shopping.rakuten.com,404 Not Found,404,315,partners.fr.shopping.rakuten.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T00:00:00Z,2024-05-09T23:59:59Z,"CN=*.fr.shopping.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.fr.shopping.rakuten.com,"Rakuten Group, Inc.",fr.shopping.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e9e9dce3b58934bdbb63745f49e34cd1,52246c48fcf435748bbe0801f4a3aab183cdf86c7b538e60028a5d93a8074e99,True,ctls,partners.fr.shopping.rakuten.com,,443,https://partners.fr.shopping.rakuten.com:443,https,text/html,GET,66.22.35.2,/,686416004,,66.22.35.2,,10,False,,,,,
pay-token.id.global.rakuten.com,,200,2,pay-token.id.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-07T00:00:00Z,2023-11-07T23:59:59Z,"CN=*.pay.rakuten.co.jp, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.pay.rakuten.co.jp,"Rakuten Group, Inc.",pay.rakuten.co.jp,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4f5167fa5a0e57ffeaac3a29d7b8b97d,9b1f47c744a3ea7a541bf90722e9a94a23d171483f0c027539ef6345ef6dff3b,True,ctls,pay-token.id.global.rakuten.com,,443,https://pay-token.id.global.rakuten.com:443,https,text/html,GET,133.237.69.45,/,1593207841,,133.237.69.45,HSTS,1,False,,,True,https:,
payment-dev.global.rakuten.com,All Rakuten Services: Error 404 Not Found,404,1887,payment-dev.global.rakuten.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-02-02T23:59:59Z,"CN=*.global.rakuten.com, O=Rakuten Group\, Inc., L=Setagaya-ku, ST=Tokyo, C=JP",*.global.rakuten.com,"Rakuten Group, Inc.",*.global.rakuten.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4dbf3c811bce6d9af13041732aa8730f,ef7738b226f7843137caaf6e5c2ec0dd7f6f13e9cf2a5a7bddec5399ac11fad2,True,ctls,payment-dev.global.rakuten.com,,443,https://payment-dev.global.rakuten.com:443,https,text/html,GET,76.223.4.99,/,-926374507,,13.248.131.64,Nginx,42,False,,nginx,,,
