input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,final_url,cdn_name,cdn,tls_expired
docker-registry.informaticacloud.com,,401,15,docker-registry.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-03-16T00:00:00Z,2024-02-24T23:59:59Z,CN=*.dkr.ecr.us-west-2.amazonaws.com,*.dkr.ecr.us-west-2.amazonaws.com,,*.dkr.ecr.us-west-2.vpce.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0871c8c6662cd0095098e0466aaadc73,434cafcb8d3c26e6fd4cff58c2a87680fcb451fe57595ea3a3441f00623d9010,ctls,docker-registry.informaticacloud.com,443,https://docker-registry.informaticacloud.com:443,https,,text/plain,GET,52.35.2.78,/,-529003908,52.35.2.78,2,False,,Basic,True,,,,
docs-test.informatica.com,Home,200,53797,docs-test.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,docs-test.informatica.com,443,https://docs-test.informatica.com:443,https,Apache,text/html,GET,2.17.185.153,/,505498617,2.17.185.153,1695,False,https://*.informaticacloud.com,ZURB Foundation,,,,,
docs.informatica.com,Home,200,53792,docs.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,docs.informatica.com,443,https://docs.informatica.com:443,https,Apache,text/html,GET,95.101.179.127,/,-2070787618,95.101.179.127,1710,False,https://*.infaqa.com,ZURB Foundation,,,,,
download-test.informatica.com,Error Page,401,149,download-test.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,download-test.informatica.com,443,https://download-test.informatica.com:443,https,AkamaiNetStorage,text/html,GET,2.17.185.153,/,-1222418561,2.17.185.153,9,False,,Basic,,,,,
emc1-apigw.dm1-em.informaticacloud.com,,200,302,emc1-apigw.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T07:06:47Z,2024-03-20T07:05:47Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-apim.dm1-em.informaticacloud.com",emc1-apim.dm1-em.informaticacloud.com,Informatica LLC,emc1-apigw.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e26a81e82efa4eec351b791d59842b6e,7f5b9bcba9c38ca7b34ddae4216e4de1e5fc78ac5fe74dfbc9cee56692998975,ctls,emc1-apigw.dm1-em.informaticacloud.com,443,https://emc1-apigw.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.88.100,/,-1655234758,20.79.88.100,1,False,,,,,,,
emc1-apim.dm1-em.informaticacloud.com,HTTP Status 404 – Not Found,404,431,emc1-apim.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-24T07:06:47Z,2024-03-20T07:05:47Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-apim.dm1-em.informaticacloud.com",emc1-apim.dm1-em.informaticacloud.com,Informatica LLC,emc1-apigw.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e26a81e82efa4eec351b791d59842b6e,7f5b9bcba9c38ca7b34ddae4216e4de1e5fc78ac5fe74dfbc9cee56692998975,ctls,emc1-apim.dm1-em.informaticacloud.com,443,https://emc1-apim.dm1-em.informaticacloud.com:443,https,apimgm,text/html,GET,20.79.96.179,/,-230353730,20.79.96.179,1,False,,,,,,,
emc1-b2bgw.dm1-em.informaticacloud.com,,200,126,emc1-b2bgw.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:35:14Z,2024-03-31T04:34:14Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1.dm1-em.informaticacloud.com",emc1.dm1-em.informaticacloud.com,Informatica LLC,emc1-b2bgw.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a472c560beda41a1d73672755aa507f8,4b97becc158f68fbe726f667f9af49afb94fd1a95bac392392a8c4ee99361488,ctls,emc1-b2bgw.dm1-em.informaticacloud.com,443,https://emc1-b2bgw.dm1-em.informaticacloud.com:443,https,unknown,text/html,GET,20.79.97.80,/,1788855989,20.79.97.80,8,False,URL=/b2b-gw/login.jsp,,,,,,
emc1-cai.dm1-em.informaticacloud.com,HTTP Status 404 – Not Found,404,653,emc1-cai.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-14T11:23:11Z,2024-04-07T11:22:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-cai.dm1-em.informaticacloud.com",emc1-cai.dm1-em.informaticacloud.com,Informatica LLC,emc1-sfdc-cai.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e959ee0fcc79c804ca5fa992058264b1,02dd0300d53f62d37052d9cb06efb3b23a59f32ee9b3e4136465ca5daf00c0f6,ctls,emc1-cai.dm1-em.informaticacloud.com,443,https://emc1-cai.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.90.161,/,-429556307,20.79.90.161,1,False,,HSTS,,,,,
emc1-cih.dm1-em.informaticacloud.com,,200,124,emc1-cih.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-07T04:35:14Z,2024-03-31T04:34:14Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1.dm1-em.informaticacloud.com",emc1.dm1-em.informaticacloud.com,Informatica LLC,emc1-b2bgw.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a472c560beda41a1d73672755aa507f8,4b97becc158f68fbe726f667f9af49afb94fd1a95bac392392a8c4ee99361488,ctls,emc1-cih.dm1-em.informaticacloud.com,443,https://emc1-cih.dm1-em.informaticacloud.com:443,https,unknown,text/html,GET,20.79.82.215,/,1793249149,20.79.82.215,8,False,URL=/dih-console/login.jsp,,,,,,
emc1-dqcloud.dm1-em.informaticacloud.com,,503,107,emc1-dqcloud.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-18T12:44:35Z,2024-06-11T12:43:35Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-dqcloud.dm1-em.informaticacloud.com",emc1-dqcloud.dm1-em.informaticacloud.com,Informatica LLC,emc1-dqcloud.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,8e41d85d94207c5486e9c485173e806e,408e4a1ad8d119a0ec1eae186ca2f6259f03f900f884a240256214ad875b44b0,ctls,emc1-dqcloud.dm1-em.informaticacloud.com,443,https://emc1-dqcloud.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.66.109,/,-1654418437,20.79.66.109,4,False,,,,,,,
emc1-dqprofile.dm1-em.informaticacloud.com,,503,107,emc1-dqprofile.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-18T12:45:09Z,2024-06-11T12:44:09Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-dqprofile.dm1-em.informaticacloud.com",emc1-dqprofile.dm1-em.informaticacloud.com,Informatica LLC,emc1-dqprofile.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,8cdfdef53cb32a52cc65b65040e978c5,0ba5f3e93af37de8e30697496e34ea6a887c8f8a8b3f6e3c71f1bc1c707c3818,ctls,emc1-dqprofile.dm1-em.informaticacloud.com,443,https://emc1-dqprofile.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.98.62,/,-1654418437,20.79.98.62,4,False,,,,,,,
emc1-ias.dm1-em.informaticacloud.com,,503,107,emc1-ias.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-07T04:35:14Z,2024-03-31T04:34:14Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1.dm1-em.informaticacloud.com",emc1.dm1-em.informaticacloud.com,Informatica LLC,emc1-b2bgw.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,a472c560beda41a1d73672755aa507f8,4b97becc158f68fbe726f667f9af49afb94fd1a95bac392392a8c4ee99361488,ctls,emc1-ias.dm1-em.informaticacloud.com,443,https://emc1-ias.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.72.9,/,-1654418437,20.79.72.9,4,False,,,,,,,
emc1-mdm.dm1-em.informaticacloud.com,,404,21,emc1-mdm.dm1-em.informaticacloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-20T07:13:35Z,2024-07-14T07:12:35Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-mdm.dm1-em.informaticacloud.com",emc1-mdm.dm1-em.informaticacloud.com,Informatica LLC,emc1-mdm.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,98074a88b7f2889dc241eb85490726bc,7d470657e28b91ed7c0bbaad2cb66aa26bc8c2613ae7063ea64c31df5e48cdae,ctls,emc1-mdm.dm1-em.informaticacloud.com,443,https://emc1-mdm.dm1-em.informaticacloud.com:443,https,,text/plain,GET,20.113.58.8,/,-1669793162,20.113.58.8,1,False,,HSTS,,,,,
emc1-opsinsights.dm1-em.informaticacloud.com,,404,,emc1-opsinsights.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-07T05:20:27Z,2024-03-03T05:19:27Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw1-opsinsights.dm1-us.informaticacloud.com",usw1-opsinsights.dm1-us.informaticacloud.com,Informatica LLC,apse1-opsinsights.dm1-apse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,59fd75ffd6c127eea25fe4c2024a7eee,548d21d222bc58aea4ef85ebf7ee22bf3e30156c6d7824e9b4afa77b5503a018,ctls,emc1-opsinsights.dm1-em.informaticacloud.com,443,https://emc1-opsinsights.dm1-em.informaticacloud.com:443,https,istio-envoy,,GET,20.113.51.93,/,-1840324437,20.113.51.93,1,False,,,,,,,
emc1-sfdc-cai.dm1-em.informaticacloud.com,HTTP Status 404 – Not Found,404,653,emc1-sfdc-cai.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-14T11:23:11Z,2024-04-07T11:22:11Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emc1-cai.dm1-em.informaticacloud.com",emc1-cai.dm1-em.informaticacloud.com,Informatica LLC,emc1-sfdc-cai.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e959ee0fcc79c804ca5fa992058264b1,02dd0300d53f62d37052d9cb06efb3b23a59f32ee9b3e4136465ca5daf00c0f6,ctls,emc1-sfdc-cai.dm1-em.informaticacloud.com,443,https://emc1-sfdc-cai.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.90.161,/,-429556307,20.79.90.161,1,False,,HSTS,,,,,
emc1-testing.dm1-em.informaticacloud.com,,503,107,emc1-testing.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-12T07:21:50Z,2024-07-06T07:20:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-em.informaticacloud.com",dm1-em.informaticacloud.com,Informatica LLC,emc1-testing.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ab783e6567fbfc3d964cf1758870af90,18f50da3d484eec256f516ff1090e8ba1c414fee135e02ca3f49e1d20f3c9d8a,ctls,emc1-testing.dm1-em.informaticacloud.com,443,https://emc1-testing.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.204.74,/,-679384095,20.79.204.74,4,False,,,,,,,
emc1.dm1-em.informaticacloud.com,,503,107,emc1.dm1-em.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-12T07:21:50Z,2024-07-06T07:20:50Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-em.informaticacloud.com",dm1-em.informaticacloud.com,Informatica LLC,emc1-testing.dm1-em.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ab783e6567fbfc3d964cf1758870af90,18f50da3d484eec256f516ff1090e8ba1c414fee135e02ca3f49e1d20f3c9d8a,ctls,emc1.dm1-em.informaticacloud.com,443,https://emc1.dm1-em.informaticacloud.com:443,https,,text/html,GET,20.79.204.74,/,-679384095,20.79.204.74,4,False,,,,,,,
emse1-apigw.dm1-emse.informaticacloud.com,,200,302,emse1-apigw.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-01T14:27:08Z,2024-03-25T14:26:08Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-apim.dm1-emse.informaticacloud.com",emse1-apim.dm1-emse.informaticacloud.com,Informatica LLC,emse1-apigw.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,11f2f2d5c44ecfc7f3c8d6e8f2d9c565,3422a371ed1b420c2a1591706bd9c1227d34d85b1dc3fa50c9ff8d28110b96bf,ctls,emse1-apigw.dm1-emse.informaticacloud.com,443,https://emse1-apigw.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.233.42.56,/,-1655234758,20.233.42.56,1,False,,,,,,,
emse1-apim.dm1-emse.informaticacloud.com,HTTP Status 404 – Not Found,404,431,emse1-apim.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-01T14:27:08Z,2024-03-25T14:26:08Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-apim.dm1-emse.informaticacloud.com",emse1-apim.dm1-emse.informaticacloud.com,Informatica LLC,emse1-apigw.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,11f2f2d5c44ecfc7f3c8d6e8f2d9c565,3422a371ed1b420c2a1591706bd9c1227d34d85b1dc3fa50c9ff8d28110b96bf,ctls,emse1-apim.dm1-emse.informaticacloud.com,443,https://emse1-apim.dm1-emse.informaticacloud.com:443,https,apimgm,text/html,GET,20.74.179.143,/,-230353730,20.74.179.143,1,False,,,,,,,
emse1-cai.dm1-emse.informaticacloud.com,HTTP Status 404 – Not Found,404,653,emse1-cai.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-01T14:18:00Z,2024-03-25T14:17:00Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-cai.dm1-emse.informaticacloud.com",emse1-cai.dm1-emse.informaticacloud.com,Informatica LLC,emse1-sfdc-cai.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e8d432310042348acf80f548a2eaf92e,0d5dd61ce1a014b2ff8f1bd36fad6a4569b3c3f36dbb1b9665340ba9c9b7817c,ctls,emse1-cai.dm1-emse.informaticacloud.com,443,https://emse1-cai.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.233.81.111,/,-429556307,20.233.81.111,1,False,,HSTS,,,,,
emse1-cih.dm1-emse.informaticacloud.com,,200,124,emse1-cih.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-01T05:18:15Z,2024-03-25T05:17:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1.dm1-emse.informaticacloud.com",emse1.dm1-emse.informaticacloud.com,Informatica LLC,emse1-b2bgw.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,870fecc61c12f6c311de27e8ad938956,9e64cae8b24281b3b644a8b328d828a4040331fccb607ac7327d6d755e692c63,ctls,emse1-cih.dm1-emse.informaticacloud.com,443,https://emse1-cih.dm1-emse.informaticacloud.com:443,https,unknown,text/html,GET,20.203.66.238,/,1793249149,20.203.66.238,8,False,URL=/dih-console/login.jsp,,,,,,
emse1-dqcloud.dm1-emse.informaticacloud.com,,503,107,emse1-dqcloud.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-14T16:50:00Z,2024-03-10T16:49:00Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-dqcloud.dm1-emse.informaticacloud.com",emse1-dqcloud.dm1-emse.informaticacloud.com,Informatica LLC,emse1-dqcloud.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,f0f9ab1fee60f19ef5a82ced9eb0ded9,0803ab8f1ae9e3adf4385f5d0663ba996548a308fb71f30adad11a4951bd1ff4,ctls,emse1-dqcloud.dm1-emse.informaticacloud.com,443,https://emse1-dqcloud.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.233.75.188,/,-1654418437,20.233.75.188,4,False,,,,,,,
emse1-dqprofile.dm1-emse.informaticacloud.com,,503,107,emse1-dqprofile.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-14T16:50:54Z,2024-03-10T16:49:54Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-dqprofile.dm1-emse.informaticacloud.com",emse1-dqprofile.dm1-emse.informaticacloud.com,Informatica LLC,emse1-dqprofile.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,de829d3a6d03e4d62272848129d0cd72,95f44ba183264d0b5f7d9e11b438345d74d9aab09c73ac1ec44b4f24a6eef195,ctls,emse1-dqprofile.dm1-emse.informaticacloud.com,443,https://emse1-dqprofile.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.203.70.83,/,-1654418437,20.203.70.83,4,False,,,,,,,
emse1-ias.dm1-emse.informaticacloud.com,,503,107,emse1-ias.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-01T05:18:15Z,2024-03-25T05:17:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1.dm1-emse.informaticacloud.com",emse1.dm1-emse.informaticacloud.com,Informatica LLC,emse1-b2bgw.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,870fecc61c12f6c311de27e8ad938956,9e64cae8b24281b3b644a8b328d828a4040331fccb607ac7327d6d755e692c63,ctls,emse1-ias.dm1-emse.informaticacloud.com,443,https://emse1-ias.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.203.115.212,/,-1654418437,20.203.115.212,4,False,,,,,,,
emse1-ing.dm1-emse.informaticacloud.com,,404,,emse1-ing.dm1-emse.informaticacloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T05:18:15Z,2024-03-25T05:17:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1.dm1-emse.informaticacloud.com",emse1.dm1-emse.informaticacloud.com,Informatica LLC,emse1-b2bgw.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,870fecc61c12f6c311de27e8ad938956,9e64cae8b24281b3b644a8b328d828a4040331fccb607ac7327d6d755e692c63,ctls,emse1-ing.dm1-emse.informaticacloud.com,443,https://emse1-ing.dm1-emse.informaticacloud.com:443,https,,,GET,20.233.114.81,/,-1840324437,20.233.114.81,1,False,,,,,,,
emse1-sfdc-cai.dm1-emse.informaticacloud.com,HTTP Status 404 – Not Found,404,653,emse1-sfdc-cai.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2023-03-01T14:18:00Z,2024-03-25T14:17:00Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=emse1-cai.dm1-emse.informaticacloud.com",emse1-cai.dm1-emse.informaticacloud.com,Informatica LLC,emse1-sfdc-cai.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,e8d432310042348acf80f548a2eaf92e,0d5dd61ce1a014b2ff8f1bd36fad6a4569b3c3f36dbb1b9665340ba9c9b7817c,ctls,emse1-sfdc-cai.dm1-emse.informaticacloud.com,443,https://emse1-sfdc-cai.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.233.81.111,/,-429556307,20.233.81.111,1,False,,HSTS,,,,,
emse1-testing.dm1-emse.informaticacloud.com,,503,107,emse1-testing.dm1-emse.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-08T09:36:15Z,2024-07-02T09:35:15Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=dm1-emse.informaticacloud.com",dm1-emse.informaticacloud.com,Informatica LLC,emse1-testing.dm1-emse.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,265b371de28e91b1c8d6c22fb9664318,03b347e0c70a50c2ffac9346f566e0cc9185d92ee8d5c227e618b97d54c82831,ctls,emse1-testing.dm1-emse.informaticacloud.com,443,https://emse1-testing.dm1-emse.informaticacloud.com:443,https,,text/html,GET,20.74.248.109,/,-679384095,20.74.248.109,4,False,,,,,,,
