input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,csp_domains_,final_url
khanflow-prod.khanacademy.org,Sign in - Google Accounts,200,606073,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://khanflow-prod.khanacademy.org:443,https,ESF,text/html,GET,34.98.126.104,/,1689066891,34.98.126.104,HTTP/3,76,False,True,,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S302679790%3A1690424283637529&client_id=1098472051541-04q4t1fgflit4q6hv7jb6lc5vq8iglrd.apps.googleusercontent.com&code_challenge=G8aZEzpw6YmxK9PfiS0W2O9UMz3BE1c2sDPIIsq1-vQ&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F1098472051541-04q4t1fgflit4q6hv7jb6lc5vq8iglrd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEPyROCFeRiNkvK2TBy9AIoXwjkB07VHjgjmFR3dq-4axjprgb4XDyNlPaGaApD0DzXd0U8ApR-psQG583QjkA0ZZvF5bZarTuJOLHWeye56W4WZboHr-GwjemgA_u_9nafxi21Dq0_sny9_M3coLsyEr7QDwXrn8rAh57uwyeUTitDDyLWwexelgPeMUwjtAV3Z_WcR_ysBe8MyjwLhey32UWn3RVTqrBHAtMjGVN1utFXKopL-yZJzbVuVNKtC235GzELV41Gz2X7yWSPN54gLYpZY_grm7jnMExc3U45uvvOuIaAR8B6rPdTIHkd1RjznLFt5_WaI2Mu5gREDqaS9oJRZkhUtQpHaliUIl_-SXDWboQaZH0tcz3uPrldz6204NlcikH0vCrphKcnFwLlwJzLglgdVqAQ5Eb2w7RihviRtA77ezf01YmmQJ1WXMed6l9PM0fBNWIJuNcSuVe8nLGViEwgHtDfGL76jUpKt0nA07l6hSUNxR21HHr9L1ud0MbEDZygTrmYLeheG2YrIU3wR0O5LLl6D8Iv3npzOkUaQ41kXYbruJay26YzvY7IjsQNgDmXXhad4cTs_UsBtfSg2X073mpjbEpZfI9c2Vx7r25XBAP7jqLJr1FevI7VjhckYDJRB04pUnGbBRGLpe9JrGCvunjYN74LGNlQTzGQUAC68SGiiQzVV4FiMqY6pG5gi4st-b9efpEXt2fNq6Jt2kTbbuc_5C_EQKsFV1Wlow_Set2OCNHWmxObQiy-CLGl0qzmC7sKEGhqPY2MU1JpAK4WrVeWpmu-mARQVQJV8QS1fT8CtjwWpt228AYZ94bEJP1Toy4r0t-NqkTKeWLVXDXToxz6CsfA-Bix2o9VbSoueNBzMlJ3b0_ALHRIys8INqzJZWcbH7CzaxjGTwGeJAACeXv591OEnGgONkIRd4VgE60nhsPUnWR8Uvlr_WjNlFwWK5uWOjNvStg_EvE2_xYII35h2wMRhcdMLXkm2zibxvNs91nCkZC0uNYhISB9SQbxJocyeJwJqkVbfVzceNwPvUxUIQfJuBwZDJmJVII5a8&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOahOdF5VGLl6iBupukegBmdlJsrxv7FIRVwBXNL_h1wC0-mAdZpK1LKlW2d5koZlOW8ap7PyKYfELc4fAtwz_4gzMyBJswEG8pmp3d-XFaINbWg4TyFrYE67N3stHxwsuaAq33tXxVdcuzMGHpiFNVjcyNfVY5r8DrS16gQJXoisk8G46rbuP7to13W8s5vVeaaQct0yw4h2fjGCepgYJHIn51dgylBDKqcNuNwktWIVb_BB2j6KiIh6viBSJ4xgHj02YV9Uh_PV_D_CYDGu-WnmKkTTcfc2qF5y7qPNDvAh1_h1JQ5g3N8TZzRNWsEm1k2EJV1lYwJVvUZzaQPXPJCmpM3ecjGLtxAkclQetnQv7AZ2z2Md90yy-M--c434TeJjUV3YomfG80KVWDUgQ6DQ7o0u-ad50Js5c8y8VcZe-lDUOxb39PfKXSXNZTt0oLe_eYZj-IscrFaCoGUbIkrkIlGw%26as%3DS302679790%253A1690424283637529%26client_id%3D1098472051541-04q4t1fgflit4q6hv7jb6lc5vq8iglrd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfHDqwiq5fr4yvYbm0AtGsfUa9FFUty0NsIuyIHe59uAiq3F4q_HAWjcmYgzsxqnU99eQbIwOGy5pLKLjb8x-jY3N16zA
khanflow-test.khanacademy.org,Sign in - Google Accounts,200,605780,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T08:21:48Z,2023-10-02T08:21:47Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f3326ff4593e37a7af6a82ce4c770ba,3234e511b50209b2aff25a93e3fdd14f127b548394740cda2a61fc42cdaa5bfb,ctls,accounts.google.com,google,443,https://khanflow-test.khanacademy.org:443,https,ESF,text/html,GET,34.120.220.151,/,-1306191099,34.120.220.151,HTTP/3,76,False,True,,True,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S1376635262%3A1690424283292096&client_id=402796906627-pddd9okughqaiq749m9583i8g27nju7e.apps.googleusercontent.com&code_challenge=7254MCGBH6IeNocvAQatm2PsOZ6tGZ7vKOVaJULxTCc&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F402796906627-pddd9okughqaiq749m9583i8g27nju7e.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEqr4Z3Jo_bI3LSm8zckfm7MOZET2jfH_0iIGJzS0l9c0uuvA_m6Y40_yW6tGRQxJnXjrAvxYQBBpNN2T9P_xzW2h_HIJgYggNo3tRaNeiGpP2eyqQpMrZvotxg9okj_UGa1qynOC2bhQA8dRhHfDa46XfbN8NBJyCUFbkdmW08Q95VUSYpK8Fo1MENkhCsnJtGZiLWOX_KJk_IVpHbjEdD7WqIZEeMkpwM_TSJ5pKFGmKzry1M4hx6RV5Vi0GUJa8h1j5bhwpu7bZjK4BIjBTn3YStbyBUmhfwUdPTyNK39asmG7ldrEGueXxqq4NQzNQJ65louRmZGyfm3xyNeakuYvm07c-zI_d3ycVvrSiiuc08AoTi4sFS4CwAroBgDpg42P1D_aqt1p9DNCdS03Y8fAU8m1qKtsxtcEbvBXJ8BjMl1BvtiPItOrKa9uMlR2sgZkXSwoGcIIhUfJRh4WfiiBn820JJkFPXZyXbrnPTeSbh9aOAXKaUqnkn2RaJBK1EBGOHV8Fsjh-kM9w88mEgHEmmFns0FCwiL5hU44h4RCyEjf8Ww48KOqh2sTuxOj0_h9jy0azF6RhkV_6GoyfHM8g9bLACyKYLOECLufCOqsOyQJA7QRNHbRWH2XKq-t2zCrEpIOcAk44iXjWpmj4rOEglZIQm6fpbtZFUBmpdtO8B3xQEFjsfkirvW2e0bHuO9yoqVPW78gqtNpOWS5rv4DbMU0rk15fVk618gDddPjDhEps2gEX4XQSCDxh8ThHJMLZ99qWE4ZryCR4wzg3lnqxkvLI3JZRgzgZRCEokX4o-LUNq1NEVYHFPLTigXr3cq-q7JEUyHkcRre3QA5LBC-3eAo65szAd9M80CXiLi0QDX6z_HWbxmPnDPkJ-RRHpeql-n7U0ctDSmPyZuZogtdBGBKvwsKqLDDFNyRBmvyoNq92NcpiBBZyfVIScI5DxbAxF5EOK_MwtyQ8XD8BX6K0LEMu37nGSU25qDqDXNhI0AenjnCuNrNVhe13VrCxfU0hMLIc1bZPZ9qrGsDgT9ojJpOJD58tg4_37snugAAnJQsp&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hANiWz-SQgxtTsdm5ykl5BbvlAJvuZK0v_51zeq3xfdNd52dxJOwFZ10sxey09B0_-HG69NRIkANYh0OIGVY6T2IkhWl0yjdEAsYDYEas-6AcmGdWQV29O5vgJ-kPrTK4RlCaOBKb9FLtSaM9iMTN_CMtV9uHs4l9boStmVBa58Go97oB4I4imttfu3Ae9-sk2pTmU9PQxel5CgJay6a0bXBdUT2OfmneZcR8TRmHU4gPqdqnJDBI_7jjLC7u9MVFHgCb9jMux9AcHMHzkPlQRueXjGserEHL3E3tCKoZAdEaAU32rajnS1MUWfbC3hOfpg250-BeOB1LHooECOcO47hj_7MB7dWj6bFVoizPZvk4kw9u3gNklGpfInvR1yFUcnb3Y_6UZVcCRaxP9N0gQRUrnaMZbsQdn7ymrmMBd1WQgBQWUy-_OsnO-6EoLbN7ZWGFwogiED0Bv6An_KmZLCB8hjxWw%26as%3DS1376635262%253A1690424283292096%26client_id%3D402796906627-pddd9okughqaiq749m9583i8g27nju7e.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxccUpPCQ_NyZnj8aw9iqa6BfW3OZ97Yb6v5sowOyTfdaIFHGoervKtzp5r2R9BmWcp-haKnj_1LXlcOrJ-L2DQQ5lx2S6g
khanpeonato.khanacademy.org,Khanpeonato de Khan Academy,200,13415,www.khanpeonato.khanacademy.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-09T19:15:12Z,2023-10-07T19:15:11Z,CN=www.khanpeonato.khanacademy.org,www.khanpeonato.khanacademy.org,www.khanpeonato.khanacademy.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,389c679a8cfc094f933a4d4bd4dfd4e2,3239fa5285d0883bec1163615099846b38e53c7ae59b106e234cf23b9799de05,ctls,www.khanpeonato.khanacademy.org,,443,https://khanpeonato.khanacademy.org:443,https,,text/html,GET,63.35.51.142,/,,52.17.119.105,Webflow,40,False,,,,,,,https://www.khanpeonato.khanacademy.org/
km.khanacademy.org,Khan Academy | វគ្គសិក្សា មេរៀន & ការអនុវត្តន៏តាមប្រព័ន្ធអុីនធើណែតដោយឥតគិតថ្លៃ,200,156574,km.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,km.khanacademy.org,fastly,443,https://km.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,115,False,True,,True,,True,,
learn.khanacademy.org,"Free, fun educational app for young kids | Khan Academy Kids",200,231570,learn.khanacademy.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T19:51:39Z,2023-10-08T19:51:38Z,CN=learn.khanacademy.org,learn.khanacademy.org,learn.khanacademy.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9193e698cfbb8c7b02e3ee428e183e2b,473ba4c21f4f57d95af6a30218ff0d98c8ae20b6e229d165cc68871649f2ac28,ctls,learn.khanacademy.org,,443,https://learn.khanacademy.org:443,https,,text/html,GET,3.69.136.55,/,-1335621053,3.126.202.50,Unbounce,6543,False,,,,,,,https://learn.khanacademy.org/khan-academy-kids/
learnstormin.khanacademy.org,Khan Academy LearnStorm India,200,20503,learnstormin.khanacademy.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-27T00:13:37Z,2023-08-25T00:13:36Z,CN=learnstormin.khanacademy.org,learnstormin.khanacademy.org,learnstormin.khanacademy.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8a59faee950ac4bc027c43db863d11b9,c461a73f913e3e6f406d6e3bc601e9577868f723cdf96957ab1927cf6a538281,ctls,learnstormin.khanacademy.org,,443,https://learnstormin.khanacademy.org:443,https,,text/html,GET,52.17.119.105,/,-85299111,34.249.200.254,Webflow,52,False,,,,,,,
learnstormindia.khanacademy.org,"Khan Academy | Free Online Courses, Lessons & Practice",200,204716,www.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,www.khanacademy.org,fastly,443,https://learnstormindia.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,112,False,True,,True,,True,,https://www.khanacademy.org/
life.khanacademy.org,Life at KA,200,228200,life.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-05-13T10:26:13Z,2023-08-11T10:26:12Z,CN=life.khanacademy.org,life.khanacademy.org,life.khanacademy.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1e503c58a748ba8e23d4999d55a10207,e8bf50bc53f144c883e81deb4b5fec7793f6d23460f3b4d7924740c7692b7d02,ctls,life.khanacademy.org,,443,https://life.khanacademy.org:443,https,openresty,text/html,GET,74.114.154.22,/,1429438888,74.114.154.18,Tumblr,2303,False,,,,,,,
mn.khanacademy.org,"Хан Академи | Нээлттэй онлайн курсүүд, хичээлүүд & дадлагууд",200,162342,mn.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,mn.khanacademy.org,fastly,443,https://mn.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,114,False,True,,True,,True,,
ms.khanacademy.org,Khan Academy | Khan Academy,200,141648,ms.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,ms.khanacademy.org,fastly,443,https://ms.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,98,False,True,,True,,True,,
my.khanacademy.org,ခန်းအကယ်ဒမီ | အခမဲ့အွန်လိုင်းသင်တန်းများ၊ သင်ခန်းစာများနှင့်လေ့ကျင့်ခန်းများ,200,160552,my.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,my.khanacademy.org,fastly,443,https://my.khanacademy.org:443,https,,text/html,GET,146.75.117.42,/,-1602082132,146.75.117.42,HSTS,122,False,True,,True,,True,,
nb.khanacademy.org,"Khan Academy | Gratis nettbaserte kurs, leksjoner og oppgaver",200,162817,nb.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,nb.khanacademy.org,fastly,443,https://nb.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,114,False,True,,True,,True,,
nextcloud2.khanacademy.org,Khan Academy Nextcloud,200,12080,nextcloud2.khanacademy.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T01:02:02Z,2023-10-04T01:55:36Z,CN=nextcloud.khanacademy.org,nextcloud.khanacademy.org,nextcloud2.khanacademy.systems,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,61ae86bb1b84b3b651384af8e8d65216,bd6ac628fd3b137ac0268168b8fd2aff20b49a9dae263b040aab4ab6b1ffd4c8,ctls,nextcloud2.khanacademy.org,google,443,https://nextcloud2.khanacademy.org:443,https,Apache/2.4.56 (Debian),text/html,GET,34.107.187.82,/,-991015724,34.107.187.82,PHP:8.0.28,83,False,True,,,,True,,https://nextcloud2.khanacademy.org/apps/user_saml/saml/selectUserBackEnd?redirectUrl=
nl.khanacademy.org,"Khan Academy | Gratis Online Cursussen, Lessen & Oefeningen",200,162321,nl.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,nl.khanacademy.org,fastly,443,https://nl.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,112,False,True,,True,,True,,
octopus-marketo-test.octopus.com,Home Page - MarketoDemo.Web,200,3056,octopus-marketo-test.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-22T00:00:00Z,2024-01-22T23:59:59Z,CN=octopus-marketo-test.octopus.com,octopus-marketo-test.octopus.com,octopus-marketo-test.octopus.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",a86506bcfed7998f0c1c52ff316f95e7,4d42ddad2d712491cb66d5ce762619eb3b90837d47ffbcbb2cade117afd4957a,ctls,octopus-marketo-test.octopus.com,azure,443,https://octopus-marketo-test.octopus.com:443,https,Microsoft-IIS/10.0,text/html,GET,13.70.123.149,/,1908147121,13.70.123.149,Windows Server,74,False,True,,,,,,
pa.khanacademy.org,"ਖਾਨ ਅਕੈਡਮੀ | ਮੁਫਤ ਆਨਲਾਈਨ ਕੋਰਸ,ਪਾਠ ਅਤੇ ਅਭਿਆਸ",200,156826,pa.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,pa.khanacademy.org,fastly,80,http://pa.khanacademy.org:80,http,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,115,False,True,,True,,True,,https://pa.khanacademy.org/
partners.octopus.com,Octopus Deploy,200,35218,partners.octopus.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-08-11T23:59:59Z,CN=partners.octopus.com,partners.octopus.com,partners.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,af18c83a2e39959d50a890707eaf9e55,1407a6d9545358e72cb62c0fb436e9c7e920078b3600c4233a253d31f3d23e30,ctls,partners.octopus.com,,443,https://partners.octopus.com:443,https,nginx,text/html,GET,3.65.92.161,/,-587888295,3.78.2.34,WordPress:6.2.2,465,False,,,,,,https:,
pl.khanacademy.org,"Khan Academy | Darmowe kursy, lekcje i ćwiczenia online",200,208379,pl.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,pl.khanacademy.org,fastly,443,https://pl.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,115,False,True,,True,,True,,
prerelease.apt.octopus.com,,403,243,prerelease.apt.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-22T23:59:59Z,CN=prerelease.apt.octopus.com,prerelease.apt.octopus.com,prerelease.apt.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e092a6521e600086165a1d0eb1835051,0921f35003c9944586c5b7cc07ff95934ac55698ab98ed680f4ffe0870e9ae3d,ctls,prerelease.apt.octopus.com,cloudfront,443,https://prerelease.apt.octopus.com:443,https,AmazonS3,application/xml,GET,13.225.78.16,/,-2034952544,2600:9000:21f3:e400:11:327b:6dc0:93a1,HTTP/3,2,False,True,,,,,,
prerelease.rpm.octopus.com,,403,243,prerelease.rpm.octopus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-22T00:00:00Z,2023-12-22T23:59:59Z,CN=prerelease.rpm.octopus.com,prerelease.rpm.octopus.com,prerelease.rpm.octopus.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ad93575bd633158f918ea5287269b64b,9b189bbb7666d234db220c02a6a5fec99f969cd0d212098de897acaccfa2f602,ctls,prerelease.rpm.octopus.com,cloudfront,443,https://prerelease.rpm.octopus.com:443,https,AmazonS3,application/xml,GET,18.66.97.69,/,-1216828265,2600:9000:223c:3600:17:d778:5dc0:93a1,HTTP/3,2,False,True,,,,,,
pt.khanacademy.org,"Khan Academy | Cursos, aulas e prática on-line gratuitos",200,205340,pt.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,pt.khanacademy.org,fastly,443,https://pt.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,117,False,True,,True,,True,,
ro.khanacademy.org,"Khan Academy | Gratuit cursuri online, lecții și aplicații",200,173613,ro.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,ro.khanacademy.org,fastly,443,https://ro.khanacademy.org:443,https,,text/html,GET,146.75.121.42,/,-1602082132,146.75.121.42,HSTS,118,False,True,,True,,True,,
rstudio.khanacademy.org,RStudio Sign In,200,5200,rstudio.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-24T18:23:44Z,2023-11-25T18:23:44Z,CN=rstudio.khanacademy.org,rstudio.khanacademy.org,www.rstudio.khanacademy.org,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",8fd16655d16318c6297377dad59edfef,9e4ebec7f9750904835c7e219f392f3f573aedb60f6dd69645e8b59d5b484161,ctls,rstudio.khanacademy.org,google,443,https://rstudio.khanacademy.org:443,https,nginx,text/html,GET,34.105.92.102,/,-2048981507,34.105.92.102,Nginx,143,False,True,,,,,,https://rstudio.khanacademy.org/auth-sign-in?appUri=%2F
ru.khanacademy.org,"Академия Хана | Бесплатные курсы, уроки и практика онлайн",200,164630,ru.khanacademy.org,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-07T15:41:29Z,2024-03-10T15:41:28Z,CN=*.ar.khanacademy.org,*.ar.khanacademy.org,zero.khanacademy.org,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,2c23d2a272b818bd2f58b51ae699fe1a,6967867510e48548ff39fb0156ce666882f4c27ecc0890a612ca37b14c377488,ctls,ru.khanacademy.org,fastly,443,https://ru.khanacademy.org:443,https,,text/html,GET,151.101.1.42,/,-1602082132,151.101.193.42,HSTS,114,False,True,,True,,True,,
