new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa
,ecsc00a03a83.epam.com,217.21.63.104,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a03cff.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a03fc0.epam.com,174.128.60.223,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a04393.epam.com,217.21.63.238,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a04f88.epam.com,217.21.63.44,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a0535d.epam.com,217.21.63.112,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a054fd.epam.com,217.21.63.197,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a056d8.epam.com,217.21.63.173,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a059b5.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a05c53.epam.com,217.21.63.133,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a05d46.epam.com,217.21.63.236,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a05f31.epam.com,217.21.63.38,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a06651.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a06674.epam.com,217.21.63.139,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a0667e.epam.com,217.21.63.100,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a0670c.epam.com,217.21.63.99,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a067b6.epam.com,91.120.43.152,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a06958.epam.com,217.21.63.57,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a06b64.epam.com,217.21.63.216,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a071d3.epam.com,217.21.63.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a0794c.epam.com,217.21.63.108,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a07a5d.epam.com,217.21.63.32,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a07c67.epam.com,217.21.63.48,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a07d57.epam.com,217.21.63.65,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsc00a0ce88.epam.com,91.120.43.132,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0010008b.epam.com,85.223.209.176,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd001000e6.epam.com,85.223.209.93,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0010012a.epam.com,85.223.209.71,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd001002ab.epam.com,85.223.209.130,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100430.epam.com,85.223.209.118,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100627.epam.com,85.223.209.47,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100654.epam.com,85.223.209.143,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100794.epam.com,85.223.209.65,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0010082e.epam.com,85.223.209.33,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0010083b.epam.com,85.223.209.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100b73.epam.com,85.223.209.66,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100bb6.epam.com,85.223.209.147,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00100cdb.epam.com,85.223.209.45,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd003002be.epam.com,85.223.209.149,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd003002bf.epam.com,85.223.209.147,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd003002c1.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0030060f.epam.com,217.21.63.175,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00300874.epam.com,85.223.209.91,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd003008a4.epam.com,85.223.209.29,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00300b85.epam.com,91.120.43.122,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00300d52.epam.com,85.223.209.36,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00300e02.epam.com,85.223.209.107,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00300eb2.epam.com,85.223.209.21,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd0030111a.epam.com,91.120.43.184,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsd00301133.epam.com,85.223.209.39,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse0010012f.epam.com,79.133.71.110,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse001001dc.epam.com,46.229.218.5,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse0010035e.epam.com,46.229.218.4,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse001004b7.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse001004f7.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100a3a.epam.com,46.229.218.28,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100a45.epam.com,46.229.218.36,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100cec.epam.com,46.229.218.253,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100d4c.epam.com,46.229.218.38,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100f2d.epam.com,46.229.218.29,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00100f93.epam.com,46.229.218.41,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse001010c0.epam.com,46.229.218.44,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse005001d3.epam.com,91.120.43.140,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500365.epam.com,46.229.218.35,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500578.epam.com,91.120.43.128,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500746.epam.com,174.128.60.179,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500788.epam.com,46.229.218.34,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500a74.epam.com,174.128.60.192,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500ab0.epam.com,174.128.60.224,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecse00500ac5.epam.com,46.229.218.13,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ecsf002002ea.epam.com,203.170.48.47,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,edge4-nrt.radar.epam.com,,,,NOERROR,,,,,,,
,edmunds-prototype.princeton.epam.com,174.128.60.200,evusprisd200b.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,eks-test.aws.main.edp.projects.epam.com,10.0.200.29,,"ns-356.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,True,10.0.200.29,,,,
,elasticsearch.etl-latest.aws.radar.epam.com,"10.68.115.59, 10.68.115.178, 10.68.115.46, 10.68.115.182",vpc-projections-v6-370-kz4qb3mw7ewknx4jg7hpvz7ng4.eu-west-1.es.amazonaws.com,"ns-1550.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.115.59, 10.68.115.178, 10.68.115.46, 10.68.115.182",,,,
,elasticsearch.etl-latest.aws.radar.stage.epam.com,"10.68.44.123, 10.68.44.164",vpc-qa-projections-v6-187-vmjr6bn7vlyntraalq2n7xjliu.eu-west-1.es.amazonaws.com,"ns-1550.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"10.68.44.123, 10.68.44.164",,,,
,elearn.epam.com,"104.18.5.131, 104.18.4.131",elearn.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:483, 2606:4700::6812:583",,,
,elearn.university.epam.com,"104.18.12.91, 104.18.13.91",elearn.university.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,elements.staging.epm-iass.projects.epam.com,"104.18.13.91, 104.18.12.91",elements.staging.epm-iass.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,embedded.epam.com,3.214.134.159,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ember.uat.ra.epm-rtc.projects.epam.com,107.21.119.201,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,emissions.epam.com,"104.18.13.91, 104.18.12.91",emissions.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,empathylab.epam.com,3.214.134.159,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,energy-calc.epm-emrd.projects.epam.com,"104.18.13.91, 104.18.12.91",console-preprod.cloudapp.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,energy.lab.epam.com,"104.18.12.91, 104.18.13.91",energy.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,epam-advisor-dev.epm-ppa.projects.epam.com,20.82.63.210,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epam-advisor-stage.epm-path.projects.epam.com,20.82.63.210,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epam-advisor-test.epm-path.projects.epam.com,20.82.63.210,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epam-advisor.epm-path.projects.epam.com,51.137.26.178,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epam-gw-msq.epam.com,217.21.63.1,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epam-hu.epam.com,,,,NOERROR,,,,,,,
,epamcom-prestaging.dev-pub.epm-web.projects.epam.com,"18.173.233.21, 18.173.233.86, 18.173.233.40, 18.173.233.84",d14r3ijvk1sqgy.cloudfront.net,"ns-124.awsdns-15.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1402.awsdns-47.org, ns-1959.awsdns-52.co.uk, ns-986.awsdns-59.net, ns-124.awsdns-15.com",,,"2600:9000:2440:a600:6:64a5:8080:93a1, 2600:9000:2440:ce00:6:64a5:8080:93a1, 2600:9000:2440:5e00:6:64a5:8080:93a1, 2600:9000:2440:9a00:6:64a5:8080:93a1, 2600:9000:2440:400:6:64a5:8080:93a1, 2600:9000:2440:9600:6:64a5:8080:93a1, 2600:9000:2440:b200:6:64a5:8080:93a1, 2600:9000:2440:2e00:6:64a5:8080:93a1",,,
,epamcom.crm.epam.com,"104.18.6.36, 104.18.7.36",epamcom.crm.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:624, 2606:4700::6812:724",,,
,epbyminnf6278.minsk.epam.com,217.21.63.4,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminsa0029.epam.com,217.21.63.84,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminsa0066.epam.com,213.184.231.41,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminsa0083.minsk.epam.com,217.21.63.175,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminsd0569.minsk.epam.com,217.21.63.185,,,NOERROR,,,,,,,
,epbyminsd0571.minsk.epam.com,217.21.63.200,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminsd348.minsk.epam.com,217.21.63.239,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epbyminst0189.minsk.epam.com,213.184.243.233,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ephubudsa0034.epam.com,91.120.43.88,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epkzkarsd0041.epam.com,91.185.25.241,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epm-adpt-perf.paas.epam.com,"104.18.13.91, 104.18.12.91",epm-adpt-perf.paas.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,epm-crm.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epm-dww.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epm-ldi.projects.epam.com,,,"ns-951.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1416.awsdns-49.org, ns-1681.awsdns-18.co.uk, ns-409.awsdns-51.com, ns-951.awsdns-54.net",,,,,,
,epm-snps.projects.epam.com,,,"ns-93.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1223.awsdns-24.org, ns-1737.awsdns-25.co.uk, ns-93.awsdns-11.com, ns-976.awsdns-58.net",,,,,,
,epm-sso.projects.epam.com,217.21.63.200,evbyminsd8778.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epmp-aos.projects.epam.com,,,"maisie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"maisie.ns.cloudflare.com, neil.ns.cloudflare.com",,,,,,
,epmvd022.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epruizhst0004.moscow.epam.com,92.50.218.149,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,eprumosvsa0000.epam.com,94.25.69.5,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,eprusamvsd0054.epam.com,95.167.19.151,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,eprusarvsd0037.epam.com,94.25.69.9,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epualvisd0051t2.epam.com,188.163.232.151,epualvisd0051t2.kyiv.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epusprisa0011.princeton.epam.com,174.128.60.32,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epusprivsd0001.epam.com,74.11.192.107,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epvsa007.epam.com,213.184.243.65,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,epvsd006.epam.com,217.21.63.39,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,eqa-api.emissions.lab.epam.com,"104.18.13.91, 104.18.12.91",eqa-api.emissions.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,eqbackup5.radar.epam.com,54.144.128.85,,,NOERROR,,,,,,,
,ergolap.minsk.epam.com,217.21.63.185,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,esg.epam.com,"18.66.122.71, 18.66.122.54, 18.66.122.59, 18.66.122.74",,"ns-1971.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-261.awsdns-32.com, ns-661.awsdns-18.net, ns-1094.awsdns-08.org, ns-1971.awsdns-54.co.uk",,,,,,
,esign.epam.com,"104.18.4.112, 104.18.5.112",esign.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:470, 2606:4700::6812:570",,,
,ethics.epam.com,"104.18.13.91, 104.18.12.91",ethics.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,ethicsgame.epam.com,"104.18.12.91, 104.18.13.91",ethicsgame.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,ethicsgame.epm-coec.projects.epam.com,"104.18.13.91, 104.18.12.91",ethicsgame.epm-coec.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,eva.epm-dce.projects.epam.com,35.195.178.121,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-a1.googledomains.com, ns-cloud-a2.googledomains.com, ns-cloud-a3.googledomains.com, ns-cloud-a4.googledomains.com",,,,,,
,evbyminsa0012.epam.com,91.120.43.94,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0013.epam.com,91.120.43.48,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0014.minsk.epam.com,217.21.56.5,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0035.epam.com,217.21.56.7,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0057.minsk.epam.com,217.21.63.75,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0073.minsk.epam.com,217.21.63.42,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0079.minsk.epam.com,217.21.63.45,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0083.minsk.epam.com,217.21.63.66,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0089.minsk.epam.com,217.21.63.149,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0091.minsk.epam.com,174.128.60.153,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0092.minsk.epam.com,217.21.63.198,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0102.epam.com,,,,NOERROR,,,,,,,
,evbyminsa0104.minsk.epam.com,217.21.63.107,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0115.epam.com,217.21.63.56,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0156.minsk.epam.com,217.21.63.121,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0158.epam.com,217.21.63.213,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0170.minsk.epam.com,217.21.63.117,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0176.minsk.epam.com,217.21.63.95,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0192.epam.com,91.120.43.120,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0220.epam.com,217.21.63.196,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0320.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0344.epam.com,217.21.63.143,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0346.minsk.epam.com,217.21.63.83,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0363.minsk.epam.com,217.21.63.81,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa0406.epam.com,217.21.63.52,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa4442.minsk.epam.com,217.21.63.204,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsa4447.minsk.epam.com,217.21.63.159,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0057.epam.com,213.184.243.157,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0074.epam.com,217.21.63.182,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0096.epam.com,213.184.243.158,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0100.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0104.epam.com,217.21.63.185,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0204.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0214.epam.com,213.184.243.153,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0486.epam.com,213.184.243.116,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0598.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd0981.epam.com,217.21.63.133,evbyminsd0981.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1088.minsk.epam.com,217.21.63.138,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1481.epam.com,217.21.63.132,evbyminsd1481.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1481.minsk.epam.com,217.21.63.132,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1576.minsk.epam.com,213.184.231.219,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1631.minsk.epam.com,217.21.63.130,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1730.minsk.epam.com,213.184.243.30,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1793.epam.com,217.21.63.136,evbyminsd1793.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1793.minsk.epam.com,217.21.63.136,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd1968.epam.com,217.21.63.172,evbyminsd1968.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2091.epam.com,217.21.63.140,evbyminsd2091.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2091.minsk.epam.com,217.21.63.140,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2318.minsk.epam.com,217.21.63.160,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2337.epam.com,217.21.63.160,evbyminsd2337.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2361.epam.com,,evbyminsd2361.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2361.minsk.epam.com,217.21.63.90,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2404.minsk.epam.com,213.184.243.203,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd2420.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd24c4.minsk.epam.com,217.21.63.203,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd39e2.minsk.epam.com,217.21.63.76,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd3f10.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd48c6.minsk.epam.com,217.21.63.111,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd499a.minsk.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd4c06.minsk.epam.com,217.21.63.218,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd4e33.minsk.epam.com,217.21.63.233,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd4f5d.minsk.epam.com,213.184.243.130,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5006.minsk.epam.com,213.184.243.127,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5665.minsk.epam.com,217.21.63.129,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5670.minsk.epam.com,217.21.63.101,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5919.epam.com,217.21.63.168,evbyminsd5919.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5919.minsk.epam.com,217.21.63.168,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd5ae1.minsk.epam.com,217.21.63.234,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd6126.epam.com,217.21.63.170,evbyminsd6126.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd6126.minsk.epam.com,217.21.63.170,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd62bd.minsk.epam.com,217.21.63.132,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd6702.minsk.epam.com,217.21.63.120,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,evbyminsd69d2.minsk.epam.com,217.21.63.103,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
